scale,source,rule_id,anchor_p,seed_q0,true_q_for_audit_only,audit_true_q_source,candidate_bound,trace_window,visible_candidate_count,selected_q,selected_defect,true_q_defect,selected_delta_from_true,failure_mode,pure_pgs_eligible_input
1000000000000,shadow_seed_recovery,literal_reanchor_identity,999999996473,999999996511,999999996581,artifact,128,64,4,999999996533,0,0,-48,selected_too_early,True
1000000000000,shadow_seed_recovery,seed_offset_phase_wall,999999996473,999999996511,999999996581,artifact,128,64,4,999999996533,0,0,-48,selected_too_early,True
1000000000000,shadow_seed_recovery,candidate_margin_phase_wall,999999996473,999999996511,999999996581,artifact,128,64,4,999999996533,0,0,-48,selected_too_early,True
1000000000000,shadow_seed_recovery,literal_reanchor_identity,999999996371,999999996419,999999996449,artifact,128,64,3,999999996449,0,0,0,correct,True
1000000000000,shadow_seed_recovery,seed_offset_phase_wall,999999996371,999999996419,999999996449,artifact,128,64,3,999999996467,0,1,18,selected_too_late,True
1000000000000,shadow_seed_recovery,candidate_margin_phase_wall,999999996371,999999996419,999999996449,artifact,128,64,3,999999996449,0,0,0,correct,True
1000000000000,shadow_seed_recovery,literal_reanchor_identity,999999996211,999999996217,999999996223,artifact,128,64,4,999999996223,0,0,0,correct,True
1000000000000,shadow_seed_recovery,seed_offset_phase_wall,999999996211,999999996217,999999996223,artifact,128,64,4,999999996277,0,1,54,selected_too_late,True
1000000000000,shadow_seed_recovery,candidate_margin_phase_wall,999999996211,999999996217,999999996223,artifact,128,64,4,999999996277,0,1,54,selected_too_late,True
1000000000000,shadow_seed_recovery,literal_reanchor_identity,999999996137,999999996173,999999996197,artifact,128,64,5,999999996197,0,0,0,correct,True
1000000000000,shadow_seed_recovery,seed_offset_phase_wall,999999996137,999999996173,999999996197,artifact,128,64,5,999999996209,0,1,12,selected_too_late,True
1000000000000,shadow_seed_recovery,candidate_margin_phase_wall,999999996137,999999996173,999999996197,artifact,128,64,5,999999996197,0,0,0,correct,True
1000000000000,shadow_seed_recovery,literal_reanchor_identity,999999996097,999999996133,999999996137,artifact,128,64,7,999999996137,0,0,0,correct,True
1000000000000,shadow_seed_recovery,seed_offset_phase_wall,999999996097,999999996133,999999996137,artifact,128,64,7,999999996137,0,0,0,correct,True
1000000000000,shadow_seed_recovery,candidate_margin_phase_wall,999999996097,999999996133,999999996137,artifact,128,64,7,999999996173,0,2,36,selected_too_late,True
1000000000000,shadow_seed_recovery,literal_reanchor_identity,999999995993,999999996011,999999996097,artifact,128,64,5,999999996019,0,0,-78,selected_too_early,True
1000000000000,shadow_seed_recovery,seed_offset_phase_wall,999999995993,999999996011,999999996097,artifact,128,64,5,999999996019,0,1,-78,selected_too_early,True
1000000000000,shadow_seed_recovery,candidate_margin_phase_wall,999999995993,999999996011,999999996097,artifact,128,64,5,999999996019,0,0,-78,selected_too_early,True
1000000000000,shadow_seed_recovery,literal_reanchor_identity,999999995899,999999995909,999999995933,artifact,128,64,8,999999995933,0,0,0,correct,True
1000000000000,shadow_seed_recovery,seed_offset_phase_wall,999999995899,999999995909,999999995933,artifact,128,64,8,999999996019,0,1,86,selected_too_late,True
1000000000000,shadow_seed_recovery,candidate_margin_phase_wall,999999995899,999999995909,999999995933,artifact,128,64,8,999999995957,0,1,24,selected_too_late,True
1000000000000,shadow_seed_recovery,literal_reanchor_identity,999999995773,999999995837,999999995857,artifact,128,64,3,999999995857,0,0,0,correct,True
1000000000000,shadow_seed_recovery,seed_offset_phase_wall,999999995773,999999995837,999999995857,artifact,128,64,3,999999995857,0,0,0,correct,True
1000000000000,shadow_seed_recovery,candidate_margin_phase_wall,999999995773,999999995837,999999995857,artifact,128,64,3,999999995857,0,0,0,correct,True
1000000000000,shadow_seed_recovery,literal_reanchor_identity,999999995653,999999995681,999999995711,artifact,128,64,5,999999995689,0,0,-22,selected_too_early,True
1000000000000,shadow_seed_recovery,seed_offset_phase_wall,999999995653,999999995681,999999995711,artifact,128,64,5,999999995689,0,0,-22,selected_too_early,True
1000000000000,shadow_seed_recovery,candidate_margin_phase_wall,999999995653,999999995681,999999995711,artifact,128,64,5,999999995689,0,0,-22,selected_too_early,True
1000000000000,shadow_seed_recovery,literal_reanchor_identity,999999995581,999999995591,999999995653,artifact,128,64,8,999999995609,0,0,-44,selected_too_early,True
1000000000000,shadow_seed_recovery,seed_offset_phase_wall,999999995581,999999995591,999999995653,artifact,128,64,8,999999995609,1,2,-44,selected_too_early,True
1000000000000,shadow_seed_recovery,candidate_margin_phase_wall,999999995581,999999995591,999999995653,artifact,128,64,8,999999995609,0,0,-44,selected_too_early,True
1000000000000,shadow_seed_recovery,literal_reanchor_identity,999999995537,999999995539,999999995573,artifact,128,64,9,999999995549,0,0,-24,selected_too_early,True
1000000000000,shadow_seed_recovery,seed_offset_phase_wall,999999995537,999999995539,999999995573,artifact,128,64,9,999999995549,4,4,-24,selected_too_early,True
1000000000000,shadow_seed_recovery,candidate_margin_phase_wall,999999995537,999999995539,999999995573,artifact,128,64,9,999999995573,0,0,0,correct,True
1000000000000,shadow_seed_recovery,literal_reanchor_identity,999999995497,999999995521,999999995537,artifact,128,64,7,999999995537,0,0,0,correct,True
1000000000000,shadow_seed_recovery,seed_offset_phase_wall,999999995497,999999995521,999999995537,artifact,128,64,7,999999995537,0,0,0,correct,True
1000000000000,shadow_seed_recovery,candidate_margin_phase_wall,999999995497,999999995521,999999995537,artifact,128,64,7,999999995537,0,0,0,correct,True
