scale,anchor_p,seed_s0,terminal_q,terminal_index,chain_index,node_n,least_factor_for_audit_only,least_factor_over_sqrt_node,least_factor_over_visible_bound,node_offset_from_anchor,node_offset_from_seed,delta_prev,delta_next,prefix_delta_vector,chain_delta_vector,node_mod_30,offset_mod_30,visible_closed_count_before_node,visible_open_count_before_node,closure_reason_vector_before_node,candidate_bound,visible_divisor_bound,required_horizon,zero_horizon,required_horizon_over_sqrt_terminal
1000000000000,999999992447,999999992461,999999992531,3,2,999999992491,12853,0.012853012853012854,1.2853,44,30,20,40,"[10,20]","[10,20,40,8,28,2]",1,14,6,1,"[""20:divisor_witness:7"",""24:open"",""26:divisor_witness:17"",""30:divisor_witness:163"",""32:divisor_witness:41"",""36:divisor_witness:7477"",""42:divisor_witness:23""]",128,10000,137743,False,0.13774313774313773
1000000000000000,999999999999989,1000000000000003,1000000000000037,3,1,1000000000000021,47293,0.0014955360022788637,4.7293,32,18,18,12,[18],"[18,12,4,32,22,26]",1,2,4,0,"[""18:divisor_witness:47"",""20:divisor_witness:179"",""24:divisor_witness:1091"",""30:divisor_witness:1151""]",128,10000,47293,False,0.0014955360022788637
1000000000000000,999999999999989,1000000000000003,1000000000000037,3,2,1000000000000033,34843,0.0011018324260969373,3.4843,44,30,12,4,"[18,12]","[18,12,4,32,22,26]",13,14,6,1,"[""18:divisor_witness:47"",""20:divisor_witness:179"",""24:divisor_witness:1091"",""30:divisor_witness:1151"",""32:open"",""38:divisor_witness:13"",""42:divisor_witness:191""]",128,10000,47293,False,0.0014955360022788637
1000000000000000,999999999999883,999999999999893,999999999999947,2,1,999999999999907,17183,0.0005433741806854654,1.7183,24,14,14,40,[14],"[14,40,20,22,14]",7,24,2,0,"[""16:divisor_witness:113"",""18:divisor_witness:1093""]",128,10000,17183,False,0.0005433741806854654
1000000000000000,999999999999827,999999999999839,999999999999877,2,1,999999999999853,3875797,0.12256346501648052,387.5797,26,14,14,24,[14],"[14,24,4,2,10,14,40]",13,26,3,0,"[""14:divisor_witness:347"",""20:divisor_witness:7"",""24:divisor_witness:37""]",128,10000,3875797,False,0.12256346501648052
1000000000000000,999999999999577,999999999999599,999999999999643,3,1,999999999999617,2000429,0.06325912057815544,200.0429,40,18,18,2,[18],"[18,2,24,16,18,24]",17,10,4,0,"[""24:divisor_witness:193"",""30:divisor_witness:479"",""34:divisor_witness:13"",""36:divisor_witness:73""]",128,10000,2236327,False,0.07071887047487545
1000000000000000,999999999999577,999999999999599,999999999999643,3,2,999999999999619,2236327,0.07071887047487545,223.6327,42,20,2,24,"[18,2]","[18,2,24,16,18,24]",19,12,4,1,"[""24:divisor_witness:193"",""30:divisor_witness:479"",""34:divisor_witness:13"",""36:divisor_witness:73"",""40:open""]",128,10000,2236327,False,0.07071887047487545
1000000000000000,999999999999409,999999999999421,999999999999491,4,1,999999999999431,49549,0.001566876987649661,4.9549,22,10,10,8,[10],"[10,8,10,42,30]",11,22,1,0,"[""18:divisor_witness:7""]",128,10000,1437283,False,0.04545088008718779
1000000000000000,999999999999409,999999999999421,999999999999491,4,2,999999999999439,93911,0.0029697266299454545,9.3911,30,18,8,10,"[10,8]","[10,8,10,42,30]",19,0,3,1,"[""18:divisor_witness:7"",""22:open"",""24:divisor_witness:269"",""28:divisor_witness:701""]",128,10000,1437283,False,0.04545088008718779
1000000000000000,999999999999409,999999999999421,999999999999491,4,3,999999999999449,1437283,0.04545088008718779,143.7283,40,28,10,42,"[10,8,10]","[10,8,10,42,30]",29,10,4,2,"[""18:divisor_witness:7"",""22:open"",""24:divisor_witness:269"",""28:divisor_witness:701"",""30:open"",""34:divisor_witness:23""]",128,10000,1437283,False,0.04545088008718779
1000000000000000,999999999999353,999999999999361,999999999999389,2,1,999999999999367,9033853,0.285675520706974,903.3853,14,6,6,22,[6],"[6,22,20,12,10,8,10]",7,14,0,0,[],128,10000,9033853,False,0.285675520706974
1000000000000000,999999999999283,999999999999307,999999999999353,3,1,999999999999311,122053,0.0038596548260026254,12.2053,28,4,4,20,[4],"[4,20,22,8,6,22,20]",11,28,0,0,[],128,10000,171481,False,0.005422705457610679
1000000000000000,999999999999283,999999999999307,999999999999353,3,2,999999999999331,171481,0.005422705457610679,17.1481,48,24,20,22,"[4,20]","[4,20,22,8,6,22,20]",1,18,5,1,"[""28:open"",""30:divisor_witness:103"",""34:divisor_witness:31"",""36:divisor_witness:11"",""40:divisor_witness:607"",""46:divisor_witness:7""]",128,10000,171481,False,0.005422705457610679
1000000000000000,999999999999199,999999999999271,999999999999283,2,1,999999999999277,424709,0.013430478083265049,42.4709,78,6,6,6,[6],"[6,6,24,4]",7,18,0,0,[],128,10000,424709,False,0.013430478083265049
1000000000000000,999999999999109,999999999999113,999999999999163,3,1,999999999999127,20023,0.0006331828679430294,2.0023,18,14,14,22,[14],"[14,22,14,28,8]",7,18,2,0,"[""10:divisor_witness:7"",""12:divisor_witness:11""]",128,10000,4343957,False,0.1373679843920091
1000000000000000,999999999999109,999999999999113,999999999999163,3,2,999999999999149,4343957,0.1373679843920091,434.3957,40,36,22,14,"[14,22]","[14,22,14,28,8]",29,10,7,1,"[""10:divisor_witness:7"",""12:divisor_witness:11"",""18:open"",""22:divisor_witness:31"",""24:divisor_witness:7"",""28:divisor_witness:19"",""30:divisor_witness:1907"",""34:divisor_witness:11""]",128,10000,4343957,False,0.1373679843920091
1000000000000000,999999999998939,999999999998953,999999999999043,2,1,999999999999001,45833,0.0014493667475619471,4.5833,62,48,48,42,[48],"[48,42]",1,2,12,0,"[""18:divisor_witness:1567"",""20:divisor_witness:349"",""24:divisor_witness:37"",""30:divisor_witness:71"",""32:divisor_witness:67"",""38:divisor_witness:1087"",""42:divisor_witness:6011"",""44:divisor_witness:23"",""48:divisor_witness:13"",""50:divisor_witness:11"",""54:divisor_witness:7"",""60:divisor_witness:53""]",128,10000,45833,False,0.0014493667475619471
1000000000000000,999999999998761,999999999998771,999999999998803,2,1,999999999998773,112061,0.0035436800361865763,11.2061,12,2,2,30,[2],"[2,30,4,54]",13,12,0,0,[],128,10000,112061,False,0.0035436800361865763
1000000000000000,999999999998627,999999999998641,999999999998711,4,1,999999999998653,15683,0.000495940014880414,1.5683,26,12,12,30,[12],"[12,30,6,22,12,6,14,6]",13,26,2,0,"[""20:divisor_witness:29"",""24:divisor_witness:43""]",128,10000,594931,False,0.01881337046437669
1000000000000000,999999999998627,999999999998641,999999999998711,4,2,999999999998683,594931,0.01881337046437669,59.4931,56,42,30,6,"[12,30]","[12,30,6,22,12,6,14,6]",13,26,9,1,"[""20:divisor_witness:29"",""24:divisor_witness:43"",""26:open"",""30:divisor_witness:7"",""32:divisor_witness:11"",""36:divisor_witness:6323"",""42:divisor_witness:61"",""44:divisor_witness:7"",""50:divisor_witness:107"",""54:divisor_witness:11""]",128,10000,594931,False,0.01881337046437669
1000000000000000,999999999998627,999999999998641,999999999998711,4,3,999999999998689,31321,0.0009904570047866766,3.1321,62,48,6,22,"[12,30,6]","[12,30,6,22,12,6,14,6]",19,2,10,2,"[""20:divisor_witness:29"",""24:divisor_witness:43"",""26:open"",""30:divisor_witness:7"",""32:divisor_witness:11"",""36:divisor_witness:6323"",""42:divisor_witness:61"",""44:divisor_witness:7"",""50:divisor_witness:107"",""54:divisor_witness:11"",""56:open"",""60:divisor_witness:41""]",128,10000,594931,False,0.01881337046437669
1000000000000000,999999999998437,999999999998459,999999999998533,3,1,999999999998497,377171,0.01192719450057136,37.7171,60,38,38,24,[38],"[38,24,12,4,26]",7,0,9,0,"[""24:divisor_witness:7"",""30:divisor_witness:13"",""34:divisor_witness:499"",""36:divisor_witness:29"",""40:divisor_witness:23"",""42:divisor_witness:43"",""46:divisor_witness:11"",""52:divisor_witness:7"",""54:divisor_witness:19""]",128,10000,26970227,False,0.8528734795452493
1000000000000000,999999999998437,999999999998459,999999999998533,3,2,999999999998521,26970227,0.8528734795452493,2697.0227,84,62,24,12,"[38,24]","[38,24,12,4,26]",1,24,15,1,"[""24:divisor_witness:7"",""30:divisor_witness:13"",""34:divisor_witness:499"",""36:divisor_witness:29"",""40:divisor_witness:23"",""42:divisor_witness:43"",""46:divisor_witness:11"",""52:divisor_witness:7"",""54:divisor_witness:19"",""60:open"",""64:divisor_witness:6529"",""66:divisor_witness:7"",""70:divisor_witness:89"",""72:divisor_witness:17"",""76:divisor_witness:1283"",""82:divisor_witness:13""]",128,10000,26970227,False,0.8528734795452493
1000000000000000,999999999998267,999999999998269,999999999998353,4,1,999999999998273,17333,0.0005481175972659706,1.7333,6,4,4,18,[4],"[4,18,56,6,16,14]",23,6,0,0,[],128,10000,13937953,False,0.44075678239000904
1000000000000000,999999999998267,999999999998269,999999999998353,4,2,999999999998291,13937953,0.44075678239000904,1393.7953,24,22,18,56,"[4,18]","[4,18,56,6,16,14]",11,24,3,1,"[""6:open"",""12:divisor_witness:7"",""14:divisor_witness:1031"",""20:divisor_witness:197""]",128,10000,13937953,False,0.44075678239000904
1000000000000000,999999999998267,999999999998269,999999999998353,4,3,999999999998347,2511793,0.07942987041997832,251.1793,80,78,56,6,"[4,18,56]","[4,18,56,6,16,14]",7,20,17,2,"[""6:open"",""12:divisor_witness:7"",""14:divisor_witness:1031"",""20:divisor_witness:197"",""24:open"",""26:divisor_witness:7"",""30:divisor_witness:37"",""32:divisor_witness:29"",""36:divisor_witness:61"",""42:divisor_witness:163"",""44:divisor_witness:13"",""50:divisor_witness:113"",""54:divisor_witness:7"",""56:divisor_witness:3307"",""60:divisor_witness:491"",""62:divisor_witness:11"",""66:divisor_witness:797"",""72:divisor_witness:17"",""74:divisor_witness:353""]",128,10000,13937953,False,0.44075678239000904
1000000000000000,999999999998141,999999999998143,999999999998161,2,1,999999999998147,25621,0.0008102071747274813,2.5621,6,4,4,14,[4],"[4,14,16,54,12,24,2]",17,6,0,0,[],128,10000,25621,False,0.0008102071747274813
1000000000000000,999999999998053,999999999998089,999999999998141,3,1,999999999998107,32027,0.0010127826854922542,3.2027,54,18,18,30,[18],"[18,30,4,2,4,14,16]",7,24,3,0,"[""40:divisor_witness:1657"",""46:divisor_witness:461"",""48:divisor_witness:17""]",128,10000,32027,False,0.0010127826854922542
1000000000000000,999999999998053,999999999998089,999999999998141,3,2,999999999998137,14831,0.00046899740870314486,1.4831,84,48,30,4,"[18,30]","[18,30,4,2,4,14,16]",7,24,10,1,"[""40:divisor_witness:1657"",""46:divisor_witness:461"",""48:divisor_witness:17"",""54:open"",""58:divisor_witness:7"",""60:divisor_witness:41"",""64:divisor_witness:71"",""66:divisor_witness:59"",""70:divisor_witness:137"",""76:divisor_witness:13"",""78:divisor_witness:11""]",128,10000,32027,False,0.0010127826854922542
1000000000000000,999999999997841,999999999997919,999999999997967,2,1,999999999997961,122299,0.003867434029194654,12.2299,120,42,42,6,[42],"[42,6,2]",11,0,10,0,"[""80:divisor_witness:13"",""86:divisor_witness:37"",""90:divisor_witness:17"",""92:divisor_witness:11"",""96:divisor_witness:61"",""98:divisor_witness:47"",""102:divisor_witness:7"",""108:divisor_witness:41"",""110:divisor_witness:29"",""116:divisor_witness:7""]",128,10000,122299,False,0.003867434029194654
1000000000000000,999999999997771,999999999997781,999999999997811,2,1,999999999997783,12237479,0.3869830719478897,1223.7479,12,2,2,28,[2],"[2,28,26,4]",13,12,0,0,[],128,10000,12237479,False,0.3869830719478897
1000000000000000,999999999997613,999999999997667,999999999997697,2,1,999999999997679,55381,0.001751301024299701,5.5381,66,12,12,18,[12],"[12,18,2,12,18]",29,6,2,0,"[""56:divisor_witness:11"",""60:divisor_witness:2213""]",128,10000,55381,False,0.001751301024299701
1000000000000000,999999999997517,999999999997543,999999999997573,2,1,999999999997553,2525113,0.07985108581232717,252.5113,36,10,10,20,[10],"[10,20,4,36]",23,6,2,0,"[""30:divisor_witness:109"",""32:divisor_witness:71""]",128,10000,2525113,False,0.07985108581232717
1000000000000000,999999999997337,999999999997367,999999999997463,5,1,999999999997381,26073133,0.8245048758527714,2607.3133,44,14,14,10,[14],"[14,10,12,38,22]",1,14,3,0,"[""32:divisor_witness:7"",""36:divisor_witness:23"",""42:divisor_witness:653""]",128,10000,26073133,False,0.8245048758527714
1000000000000000,999999999997337,999999999997367,999999999997463,5,2,999999999997391,1885271,0.059617504800970035,188.5271,54,24,10,12,"[14,10]","[14,10,12,38,22]",11,24,4,1,"[""32:divisor_witness:7"",""36:divisor_witness:23"",""42:divisor_witness:653"",""44:open"",""50:divisor_witness:17""]",128,10000,26073133,False,0.8245048758527714
1000000000000000,999999999997337,999999999997367,999999999997463,5,3,999999999997403,11069,0.00035003252086407595,1.1069,66,36,12,38,"[14,10,12]","[14,10,12,38,22]",23,6,7,2,"[""32:divisor_witness:7"",""36:divisor_witness:23"",""42:divisor_witness:653"",""44:open"",""50:divisor_witness:17"",""54:open"",""56:divisor_witness:107"",""60:divisor_witness:7"",""62:divisor_witness:83""]",128,10000,26073133,False,0.8245048758527714
1000000000000000,999999999997337,999999999997367,999999999997463,5,4,999999999997441,86981,0.002750580783926117,8.6981,104,74,38,22,"[14,10,12,38]","[14,10,12,38,22]",1,14,16,3,"[""32:divisor_witness:7"",""36:divisor_witness:23"",""42:divisor_witness:653"",""44:open"",""50:divisor_witness:17"",""54:open"",""56:divisor_witness:107"",""60:divisor_witness:7"",""62:divisor_witness:83"",""66:open"",""72:divisor_witness:37"",""74:divisor_witness:7"",""80:divisor_witness:1231"",""84:divisor_witness:17"",""86:divisor_witness:73"",""90:divisor_witness:11"",""92:divisor_witness:29"",""96:divisor_witness:97"",""102:divisor_witness:7""]",128,10000,26073133,False,0.8245048758527714
1000000000000000,999999999997099,999999999997121,999999999997153,3,1,999999999997127,422657,0.01336558814444374,42.2657,28,6,6,6,[6],"[6,6,20,16,2,10]",17,28,1,0,"[""24:divisor_witness:19""]",128,10000,422657,False,0.01336558814444374
1000000000000000,999999999997099,999999999997121,999999999997153,3,2,999999999997133,93559,0.002958595412369869,9.3559,34,12,6,20,"[6,6]","[6,6,20,16,2,10]",23,4,2,1,"[""24:divisor_witness:19"",""28:open"",""30:divisor_witness:41""]",128,10000,422657,False,0.01336558814444374
1000000000000000,999999999997043,999999999997049,999999999997087,2,1,999999999997069,28817,0.0009112735706694441,2.8817,26,20,20,18,[20],"[20,18,12,22,6,6,20,16]",19,26,5,0,"[""8:divisor_witness:23"",""14:divisor_witness:59"",""18:divisor_witness:7"",""20:divisor_witness:13"",""24:divisor_witness:83""]",128,10000,28817,False,0.0009112735706694441
1000000000000000,999999999997003,999999999997007,999999999997043,2,1,999999999997021,500887,0.015839438005063187,50.0887,18,14,14,22,[14],"[14,22,6,20,18,12,22,6]",1,18,3,0,"[""6:divisor_witness:11"",""10:divisor_witness:17"",""16:divisor_witness:7""]",128,10000,500887,False,0.015839438005063187
1000000000000000,999999999996869,999999999996871,999999999996983,4,1,999999999996887,768049,0.02428784240826928,76.8049,18,16,16,36,[16],"[16,36,18,42]",17,18,3,0,"[""8:divisor_witness:11"",""12:divisor_witness:13"",""14:divisor_witness:41""]",128,10000,768049,False,0.02428784240826928
1000000000000000,999999999996869,999999999996871,999999999996983,4,2,999999999996923,431377,0.013641338761657105,43.1377,54,52,36,18,"[16,36]","[16,36,18,42]",23,24,12,1,"[""8:divisor_witness:11"",""12:divisor_witness:13"",""14:divisor_witness:41"",""18:open"",""20:divisor_witness:127"",""24:divisor_witness:7"",""30:divisor_witness:11"",""32:divisor_witness:83"",""38:divisor_witness:7"",""42:divisor_witness:17"",""44:divisor_witness:23"",""48:divisor_witness:233"",""50:divisor_witness:281""]",128,10000,768049,False,0.02428784240826928
1000000000000000,999999999996869,999999999996871,999999999996983,4,3,999999999996941,15679,0.0004958135237716005,1.5679,72,70,18,42,"[16,36,18]","[16,36,18,42]",11,12,15,2,"[""8:divisor_witness:11"",""12:divisor_witness:13"",""14:divisor_witness:41"",""18:open"",""20:divisor_witness:127"",""24:divisor_witness:7"",""30:divisor_witness:11"",""32:divisor_witness:83"",""38:divisor_witness:7"",""42:divisor_witness:17"",""44:divisor_witness:23"",""48:divisor_witness:233"",""50:divisor_witness:281"",""54:open"",""60:divisor_witness:353"",""62:divisor_witness:43"",""68:divisor_witness:6691""]",128,10000,768049,False,0.02428784240826928
1000000000000000,999999999996493,999999999996533,999999999996583,4,1,999999999996539,60733,0.0019205461278921244,6.0733,46,6,6,12,[6],"[6,12,12,20,18,6]",29,16,0,0,[],128,10000,155579,False,0.0049198400545227275
1000000000000000,999999999996493,999999999996533,999999999996583,4,2,999999999996551,48779,0.001542527449203068,4.8779,58,18,12,12,"[6,12]","[6,12,12,20,18,6]",11,28,2,1,"[""46:open"",""48:divisor_witness:7793"",""54:divisor_witness:11""]",128,10000,155579,False,0.0049198400545227275
1000000000000000,999999999996493,999999999996533,999999999996583,4,3,999999999996563,155579,0.0049198400545227275,15.5579,70,30,12,20,"[6,12,12]","[6,12,12,20,18,6]",23,10,5,2,"[""46:open"",""48:divisor_witness:7793"",""54:divisor_witness:11"",""58:open"",""60:divisor_witness:19"",""64:divisor_witness:7"",""66:divisor_witness:29""]",128,10000,155579,False,0.0049198400545227275
1000000000000000,999999999996313,999999999996359,999999999996409,3,1,999999999996379,12277,0.000388232835725744,1.2277,66,20,20,18,[20],"[20,18,12,10,2]",19,6,5,0,"[""48:divisor_witness:7"",""54:divisor_witness:17"",""58:divisor_witness:11"",""60:divisor_witness:37"",""64:divisor_witness:937""]",128,10000,15629,False,0.0004942323849114322
1000000000000000,999999999996313,999999999996359,999999999996409,3,2,999999999996397,15629,0.0004942323849114322,1.5629,84,38,18,12,"[20,18]","[20,18,12,10,2]",7,24,8,1,"[""48:divisor_witness:7"",""54:divisor_witness:17"",""58:divisor_witness:11"",""60:divisor_witness:37"",""64:divisor_witness:937"",""66:open"",""70:divisor_witness:7243"",""76:divisor_witness:7"",""78:divisor_witness:41""]",128,10000,15629,False,0.0004942323849114322
1000000000000000,999999999996083,999999999996089,999999999996149,5,1,999999999996091,10303,0.00032580947352629634,1.0303,8,2,2,30,[2],"[2,30,18,4,6,12,20,18]",1,8,0,0,[],128,10000,12201901,False,0.3858579967805483
1000000000000000,999999999996083,999999999996089,999999999996149,5,2,999999999996121,109103,0.003450139861219015,10.9103,38,32,30,18,"[2,30]","[2,30,18,4,6,12,20,18]",1,8,7,1,"[""8:open"",""14:divisor_witness:19"",""18:divisor_witness:13"",""20:divisor_witness:149"",""24:divisor_witness:11"",""26:divisor_witness:7"",""30:divisor_witness:59"",""36:divisor_witness:5527""]",128,10000,12201901,False,0.3858579967805483
1000000000000000,999999999996083,999999999996089,999999999996149,5,3,999999999996139,6053693,0.191434584996586,605.3693,56,50,18,4,"[2,30,18]","[2,30,18,4,6,12,20,18]",19,26,11,2,"[""8:open"",""14:divisor_witness:19"",""18:divisor_witness:13"",""20:divisor_witness:149"",""24:divisor_witness:11"",""26:divisor_witness:7"",""30:divisor_witness:59"",""36:divisor_witness:5527"",""38:open"",""44:divisor_witness:13"",""48:divisor_witness:23"",""50:divisor_witness:2089"",""54:divisor_witness:7""]",128,10000,12201901,False,0.3858579967805483
1000000000000000,999999999996083,999999999996089,999999999996149,5,4,999999999996143,12201901,0.3858579967805483,1220.1901,60,54,4,6,"[2,30,18,4]","[2,30,18,4,6,12,20,18]",23,0,11,3,"[""8:open"",""14:divisor_witness:19"",""18:divisor_witness:13"",""20:divisor_witness:149"",""24:divisor_witness:11"",""26:divisor_witness:7"",""30:divisor_witness:59"",""36:divisor_witness:5527"",""38:open"",""44:divisor_witness:13"",""48:divisor_witness:23"",""50:divisor_witness:2089"",""54:divisor_witness:7"",""56:open""]",128,10000,12201901,False,0.3858579967805483
1000000000000000,999999999995879,999999999995897,999999999995911,2,1,999999999995903,611549,0.019338877775942252,61.1549,24,6,6,8,[6],"[6,8,6,60,30]",23,24,1,0,"[""20:divisor_witness:7""]",128,10000,611549,False,0.019338877775942252
1000000000000000,999999999995743,999999999995761,999999999995797,2,1,999999999995791,10549339,0.3335993968397967,1054.9339,48,30,30,6,[30],"[30,6,10,44,10]",1,18,7,0,"[""24:divisor_witness:9257"",""28:divisor_witness:331"",""30:divisor_witness:7"",""34:divisor_witness:11"",""36:divisor_witness:5323"",""40:divisor_witness:31"",""46:divisor_witness:13""]",128,10000,10549339,False,0.3335993968397967
1000000000000000,999999999995587,999999999995593,999999999995627,3,1,999999999995599,24977,0.0007898421062085125,2.4977,12,6,6,18,[6],"[6,18,10,2,22,18,24]",19,12,1,0,"[""10:divisor_witness:31""]",128,10000,24977,False,0.0007898421062085125
1000000000000000,999999999995587,999999999995593,999999999995627,3,2,999999999995617,13003,0.00041119097197538887,1.3003,30,24,18,10,"[6,18]","[6,18,10,2,22,18,24]",7,0,4,1,"[""10:divisor_witness:31"",""12:open"",""16:divisor_witness:19"",""22:divisor_witness:431"",""24:divisor_witness:227""]",128,10000,24977,False,0.0007898421062085125
1000000000000000,999999999995471,999999999995509,999999999995539,3,1,999999999995531,155171,0.004906937961423753,15.5171,60,22,22,6,[22],"[22,6,2,4,24,2,18,6]",11,0,4,0,"[""42:divisor_witness:11"",""48:divisor_witness:233"",""50:divisor_witness:7"",""56:divisor_witness:19""]",128,10000,155171,False,0.004906937961423753
1000000000000000,999999999995471,999999999995509,999999999995539,3,2,999999999995537,33023,0.0010442789715868082,3.3023,66,28,6,2,"[22,6]","[22,6,2,4,24,2,18,6]",17,6,5,1,"[""42:divisor_witness:11"",""48:divisor_witness:233"",""50:divisor_witness:7"",""56:divisor_witness:19"",""60:open"",""62:divisor_witness:23""]",128,10000,155171,False,0.004906937961423753
1000000000000000,999999999995393,999999999995431,999999999995453,2,1,999999999995443,26261,0.0008304457521376365,2.6261,50,12,12,10,[12],"[12,10,8,10,38]",13,20,2,0,"[""44:divisor_witness:7"",""48:divisor_witness:23""]",128,10000,26261,False,0.0008304457521376365
1000000000000000,999999999995273,999999999995281,999999999995327,3,1,999999999995309,198491,0.0062768366698736375,19.8491,36,28,28,14,[28],"[28,14,4,2,28,12,2,18]",29,6,6,0,"[""14:divisor_witness:31"",""18:divisor_witness:283"",""20:divisor_witness:11"",""24:divisor_witness:7"",""26:divisor_witness:19"",""30:divisor_witness:23""]",128,10000,11276917,False,0.35660743383186855
1000000000000000,999999999995273,999999999995281,999999999995327,3,2,999999999995323,11276917,0.35660743383186855,1127.6917,50,42,14,4,"[28,14]","[28,14,4,2,28,12,2,18]",13,20,9,1,"[""14:divisor_witness:31"",""18:divisor_witness:283"",""20:divisor_witness:11"",""24:divisor_witness:7"",""26:divisor_witness:19"",""30:divisor_witness:23"",""36:open"",""38:divisor_witness:7"",""44:divisor_witness:887"",""48:divisor_witness:13""]",128,10000,11276917,False,0.35660743383186855
1000000000000000,999999999995179,999999999995197,999999999995273,3,1,999999999995207,540517,0.017092648665632645,54.0517,28,10,10,60,[10],"[10,60,6,8]",17,28,2,0,"[""22:divisor_witness:503"",""24:divisor_witness:677""]",128,10000,1217407,False,0.03849779032682014
1000000000000000,999999999995179,999999999995197,999999999995273,3,2,999999999995267,1217407,0.03849779032682014,121.7407,88,70,60,6,"[10,60]","[10,60,6,8]",17,28,17,1,"[""22:divisor_witness:503"",""24:divisor_witness:677"",""28:open"",""30:divisor_witness:149"",""34:divisor_witness:7"",""40:divisor_witness:67"",""42:divisor_witness:541"",""48:divisor_witness:7"",""52:divisor_witness:701"",""54:divisor_witness:73"",""58:divisor_witness:1523"",""60:divisor_witness:79"",""64:divisor_witness:13"",""70:divisor_witness:11"",""72:divisor_witness:251"",""78:divisor_witness:23"",""82:divisor_witness:19"",""84:divisor_witness:37""]",128,10000,1217407,False,0.03849779032682014
1000000000000000,999999999995089,999999999995123,999999999995179,2,1,999999999995159,1070557,0.033853985494505606,107.0557,70,36,36,20,[36],"[36,20,18,10]",29,10,8,0,"[""40:divisor_witness:7"",""42:divisor_witness:61"",""48:divisor_witness:229"",""52:divisor_witness:3229"",""54:divisor_witness:7"",""58:divisor_witness:19"",""60:divisor_witness:109"",""64:divisor_witness:113""]",128,10000,1070557,False,0.033853985494505606
1000000000000000,999999999995021,999999999995047,999999999995069,2,1,999999999995057,346501,0.010957323923744076,34.6501,36,10,10,12,[10],"[10,12,20,34]",17,6,2,0,"[""30:divisor_witness:11"",""32:divisor_witness:233""]",128,10000,346501,False,0.010957323923744076
1000000000000000,999999999994901,999999999994913,999999999994991,4,1,999999999994921,3979889,0.12585514314113347,397.9889,20,8,8,22,[8],"[8,22,36,12,20,10]",1,20,1,0,"[""18:divisor_witness:7""]",128,10000,3979889,False,0.12585514314113347
1000000000000000,999999999994901,999999999994913,999999999994991,4,2,999999999994943,31013,0.0009807171894080393,3.1013,42,30,22,36,"[8,22]","[8,22,36,12,20,10]",23,12,6,1,"[""18:divisor_witness:7"",""20:open"",""26:divisor_witness:113"",""30:divisor_witness:13"",""32:divisor_witness:7"",""36:divisor_witness:211"",""38:divisor_witness:17""]",128,10000,3979889,False,0.12585514314113347
1000000000000000,999999999994901,999999999994913,999999999994991,4,3,999999999994979,524683,0.01659193361139452,52.4683,78,66,36,12,"[8,22,36]","[8,22,36,12,20,10]",29,18,14,2,"[""18:divisor_witness:7"",""20:open"",""26:divisor_witness:113"",""30:divisor_witness:13"",""32:divisor_witness:7"",""36:divisor_witness:211"",""38:divisor_witness:17"",""42:open"",""48:divisor_witness:5519"",""50:divisor_witness:67"",""56:divisor_witness:13"",""60:divisor_witness:7"",""62:divisor_witness:11"",""66:divisor_witness:37"",""68:divisor_witness:193"",""72:divisor_witness:17""]",128,10000,3979889,False,0.12585514314113347
1000000000000000,999999999994829,999999999994841,999999999994873,2,1,999999999994861,148123,0.0046840606276944185,14.8123,32,20,20,12,[20],"[20,12,10,18,12,8,22]",1,2,5,0,"[""14:divisor_witness:19"",""18:divisor_witness:433"",""20:divisor_witness:7"",""24:divisor_witness:11"",""30:divisor_witness:101""]",128,10000,148123,False,0.0046840606276944185
1000000000000000,999999999994733,999999999994739,999999999994789,3,1,999999999994753,24109,0.0007623935355959894,2.4109,20,14,14,30,[14],"[14,30,6,10,14,10,6,12]",13,20,3,0,"[""8:divisor_witness:197"",""14:divisor_witness:373"",""18:divisor_witness:7""]",128,10000,287117,False,0.009079436922299294
1000000000000000,999999999994733,999999999994739,999999999994789,3,2,999999999994783,287117,0.009079436922299294,28.7117,50,44,30,6,"[14,30]","[14,30,6,10,14,10,6,12]",13,20,10,1,"[""8:divisor_witness:197"",""14:divisor_witness:373"",""18:divisor_witness:7"",""20:open"",""24:divisor_witness:1609"",""26:divisor_witness:53"",""30:divisor_witness:157"",""36:divisor_witness:17"",""38:divisor_witness:349"",""44:divisor_witness:307"",""48:divisor_witness:43""]",128,10000,287117,False,0.009079436922299294
1000000000000000,999999999994451,999999999994453,999999999994477,3,1,999999999994459,21911,0.0006928866713029875,2.1911,8,6,6,10,[6],"[6,10,8,30,4,8,18,22]",19,8,1,0,"[""6:divisor_witness:7""]",128,10000,21911,False,0.0006928866713029875
1000000000000000,999999999994451,999999999994453,999999999994477,3,2,999999999994469,16273,0.000514597453430401,1.6273,18,16,10,8,"[6,10]","[6,10,8,30,4,8,18,22]",29,18,2,1,"[""6:divisor_witness:7"",""8:open"",""12:divisor_witness:13""]",128,10000,21911,False,0.0006928866713029875
1000000000000000,999999999994379,999999999994381,999999999994417,4,1,999999999994393,15461,0.0004889197583412664,1.5461,14,12,12,10,[12],"[12,10,6,8,22,12,2,6]",13,14,2,0,"[""8:divisor_witness:7"",""12:divisor_witness:11""]",128,10000,1132919,False,0.035826045126462015
