anchor_p,actual_offset,candidate_count,tested_count,emitted_offset,exact_match,false_emit,candidate_bound_miss
1000000000004767,16,273,5,16,True,False,False
1000000000004783,68,272,18,68,True,False,False
1000000000004851,72,272,19,72,True,False,False
1000000000004923,100,273,27,100,True,False,False
1000000000005023,26,272,7,26,True,False,False
1000000000005049,28,273,7,28,True,False,False
1000000000005077,2,273,1,2,True,False,False
1000000000005079,42,273,11,42,True,False,False
1000000000005121,12,272,3,12,True,False,False
1000000000005133,18,273,5,18,True,False,False
1000000000005151,6,272,1,6,True,False,False
1000000000005157,54,273,15,54,True,False,False
1000000000005211,72,272,19,72,True,False,False
1000000000005283,16,273,4,16,True,False,False
1000000000005299,14,273,4,14,True,False,False
1000000000005313,24,273,6,24,True,False,False
1000000000005337,36,273,10,36,True,False,False
1000000000005373,24,273,6,24,True,False,False
1000000000005397,66,273,18,66,True,False,False
1000000000005463,34,273,9,34,True,False,False
1000000000005497,44,273,12,44,True,False,False
1000000000005541,10,272,2,10,True,False,False
1000000000005551,18,273,5,18,True,False,False
1000000000005569,8,273,2,8,True,False,False
1000000000005577,16,273,5,16,True,False,False
1000000000005593,96,272,25,96,True,False,False
1000000000005689,30,273,8,30,True,False,False
1000000000005719,38,273,10,38,True,False,False
1000000000005757,46,273,13,46,True,False,False
1000000000005803,20,272,5,20,True,False,False
1000000000005823,36,273,10,36,True,False,False
1000000000005859,12,273,3,12,True,False,False
1000000000005871,126,272,33,126,True,False,False
1000000000005997,6,273,2,6,True,False,False
1000000000006003,16,273,4,16,True,False,False
1000000000006019,42,273,11,42,True,False,False
1000000000006061,18,273,5,18,True,False,False
1000000000006079,24,273,7,24,True,False,False
1000000000006103,20,272,5,20,True,False,False
1000000000006123,30,273,8,30,True,False,False
1000000000006153,60,273,16,60,True,False,False
1000000000006213,40,273,11,40,True,False,False
1000000000006253,38,272,10,38,True,False,False
1000000000006291,16,272,4,16,True,False,False
1000000000006307,20,273,5,20,True,False,False
1000000000006327,90,273,24,90,True,False,False
1000000000006417,4,273,1,4,True,False,False
1000000000006421,42,273,12,42,True,False,False
1000000000006463,80,272,21,80,True,False,False
1000000000006543,60,273,16,60,True,False,False
1000000000006603,36,273,10,36,True,False,False
1000000000006639,4,273,1,4,True,False,False
1000000000006643,20,272,5,20,True,False,False
1000000000006663,34,273,9,34,True,False,False
1000000000006697,42,273,11,42,True,False,False
1000000000006739,8,273,2,8,True,False,False
1000000000006747,4,273,1,4,True,False,False
1000000000006751,150,273,40,150,True,False,False
1000000000006901,66,273,18,66,True,False,False
1000000000006967,72,273,19,72,True,False,False
1000000000007039,54,273,15,54,True,False,False
1000000000007093,8,272,2,8,True,False,False
1000000000007101,46,272,12,46,True,False,False
1000000000007147,2,273,1,2,True,False,False
1000000000007149,4,273,1,4,True,False,False
1000000000007153,6,272,1,6,True,False,False
1000000000007159,8,273,2,8,True,False,False
1000000000007167,34,273,9,34,True,False,False
1000000000007201,6,273,2,6,True,False,False
1000000000007207,110,273,29,110,True,False,False
1000000000007317,46,273,13,46,True,False,False
1000000000007363,68,272,18,68,True,False,False
1000000000007431,12,272,3,12,True,False,False
1000000000007443,28,273,7,28,True,False,False
1000000000007471,36,273,10,36,True,False,False
1000000000007507,42,273,11,42,True,False,False
1000000000007549,50,273,14,50,True,False,False
1000000000007599,10,273,2,10,True,False,False
1000000000007609,18,273,5,18,True,False,False
1000000000007627,6,273,2,6,True,False,False
1000000000007633,14,272,3,14,True,False,False
1000000000007647,4,273,1,4,True,False,False
1000000000007651,18,273,5,18,True,False,False
1000000000007669,14,273,4,14,True,False,False
1000000000007683,124,273,33,124,True,False,False
1000000000007807,44,273,12,44,True,False,False
1000000000007851,12,272,3,12,True,False,False
1000000000007863,4,273,1,4,True,False,False
1000000000007867,20,273,5,20,True,False,False
1000000000007887,4,273,1,4,True,False,False
1000000000007891,56,273,15,56,True,False,False
1000000000007947,12,273,4,12,True,False,False
1000000000007959,10,273,2,10,True,False,False
1000000000007969,8,273,2,8,True,False,False
1000000000007977,180,273,48,180,True,False,False
1000000000008157,4,273,1,4,True,False,False
1000000000008161,78,273,21,78,True,False,False
1000000000008239,20,273,6,20,True,False,False
1000000000008259,34,273,9,34,True,False,False
1000000000008293,168,272,44,168,True,False,False
1000000000008461,8,273,3,8,True,False,False
1000000000008469,102,273,27,102,True,False,False
1000000000008571,18,272,5,18,True,False,False
1000000000008589,24,273,6,24,True,False,False
1000000000008613,16,273,4,16,True,False,False
1000000000008629,2,273,1,2,True,False,False
1000000000008631,18,272,5,18,True,False,False
1000000000008649,12,273,3,12,True,False,False
1000000000008661,22,272,6,22,True,False,False
1000000000008683,36,272,9,36,True,False,False
1000000000008719,50,273,14,50,True,False,False
1000000000008769,18,273,4,18,True,False,False
1000000000008787,4,273,1,4,True,False,False
1000000000008791,38,273,11,38,True,False,False
1000000000008829,30,273,8,30,True,False,False
1000000000008859,12,273,3,12,True,False,False
1000000000008871,36,272,9,36,True,False,False
1000000000008907,106,273,29,106,True,False,False
1000000000009013,78,272,20,78,True,False,False
1000000000009091,6,273,2,6,True,False,False
1000000000009097,42,273,11,42,True,False,False
1000000000009139,2,273,1,2,True,False,False
1000000000009141,106,272,28,106,True,False,False
1000000000009247,32,273,9,32,True,False,False
1000000000009279,90,273,24,90,True,False,False
1000000000009369,42,273,11,42,True,False,False
1000000000009411,22,272,6,22,True,False,False
1000000000009433,20,272,5,20,True,False,False
1000000000009453,36,273,10,36,True,False,False
1000000000009489,40,273,10,40,True,False,False
1000000000009529,24,273,7,24,True,False,False
1000000000009553,8,272,2,8,True,False,False
1000000000009561,22,272,6,22,True,False,False
1000000000009583,14,272,3,14,True,False,False
