anchor_p,actual_offset,candidate_count,rejected_count,active_count,resolved_count,unresolved_count,unique_resolved,unique_resolved_match,true_boundary_rejected,candidate_bound_miss
1000000007,2,273,272,1,1,0,True,True,False,False
1000000009,12,273,224,49,1,48,False,False,False,False
1000000021,12,272,224,48,1,47,False,False,False,False
1000000033,54,273,225,48,1,47,False,False,False,False
1000000087,6,273,271,2,1,1,False,False,False,False
1000000093,4,273,272,1,1,0,True,True,False,False
1000000097,6,273,226,47,1,46,False,False,False,False
1000000103,20,272,226,46,1,45,False,False,False,False
1000000123,58,273,227,46,1,45,False,False,False,False
1000000181,26,273,226,47,1,46,False,False,False,False
1000000207,16,273,226,47,1,46,False,False,False,False
1000000223,18,272,225,47,1,46,False,False,False,False
1000000241,30,273,226,47,1,46,False,False,False,False
1000000271,18,273,224,49,1,48,False,False,False,False
1000000289,8,273,272,1,1,0,True,True,False,False
1000000297,24,273,225,48,1,47,False,False,False,False
1000000321,28,272,223,49,1,48,False,False,False,False
1000000349,14,273,223,50,1,49,False,False,False,False
1000000363,40,273,224,49,1,48,False,False,False,False
1000000403,6,272,222,50,1,49,False,False,False,False
1000000409,2,273,272,1,1,0,True,True,False,False
1000000411,16,272,224,48,1,47,False,False,False,False
1000000427,6,273,224,49,1,48,False,False,False,False
1000000433,6,272,224,48,1,47,False,False,False,False
1000000439,8,273,226,47,1,46,False,False,False,False
1000000447,6,273,227,46,1,45,False,False,False,False
1000000453,6,273,228,45,1,44,False,False,False,False
1000000459,24,273,229,44,1,43,False,False,False,False
1000000483,30,273,228,45,1,44,False,False,False,False
1000000513,18,273,227,46,1,45,False,False,False,False
1000000531,48,272,226,46,1,45,False,False,False,False
1000000579,28,273,227,46,1,45,False,False,False,False
1000000607,6,273,272,1,1,0,True,True,False,False
1000000613,24,272,225,47,1,46,False,False,False,False
1000000637,26,273,226,47,1,46,False,False,False,False
1000000663,48,273,225,48,1,47,False,False,False,False
1000000711,42,272,224,48,1,47,False,False,False,False
1000000753,34,273,224,49,1,48,False,False,False,False
1000000787,14,273,221,52,1,51,False,False,False,False
1000000801,28,272,220,52,1,51,False,False,False,False
1000000829,32,273,222,51,1,50,False,False,False,False
1000000861,10,272,221,51,1,50,False,False,False,False
1000000871,20,273,222,51,1,50,False,False,False,False
1000000891,10,272,222,50,1,49,False,False,False,False
1000000901,18,273,223,50,1,49,False,False,False,False
1000000919,12,273,223,50,1,49,False,False,False,False
1000000931,2,273,272,1,1,0,True,True,False,False
1000000933,60,273,224,49,1,48,False,False,False,False
1000000993,18,273,223,50,1,49,False,False,False,False
1000001011,10,272,223,49,1,48,False,False,False,False
1000001021,32,273,224,49,1,48,False,False,False,False
1000001053,34,273,225,48,1,47,False,False,False,False
1000001087,12,273,224,49,1,48,False,False,False,False
1000001099,38,273,225,48,1,47,False,False,False,False
1000001137,24,273,223,50,1,49,False,False,False,False
1000001161,42,272,222,50,1,49,False,False,False,False
1000001203,10,273,222,51,1,50,False,False,False,False
1000001213,24,272,221,51,1,50,False,False,False,False
1000001237,26,273,222,51,1,50,False,False,False,False
1000001263,6,273,222,51,1,50,False,False,False,False
1000001269,4,273,223,50,1,49,False,False,False,False
1000001273,6,272,271,1,1,0,True,True,False,False
1000001279,32,273,225,48,1,47,False,False,False,False
1000001311,18,272,224,48,1,47,False,False,False,False
1000001329,4,273,272,1,1,0,True,True,False,False
1000001333,18,272,226,46,1,45,False,False,False,False
1000001351,20,273,226,47,1,46,False,False,False,False
1000001371,22,272,226,46,1,45,False,False,False,False
1000001393,20,272,227,45,1,44,False,False,False,False
1000001413,34,273,228,45,1,44,False,False,False,False
1000001447,2,273,272,1,1,0,True,True,False,False
1000001449,42,273,228,45,1,44,False,False,False,False
1000001491,10,272,227,45,1,44,False,False,False,False
1000001501,30,273,229,44,1,43,False,False,False,False
1000001531,6,273,230,43,1,42,False,False,False,False
1000001537,2,273,272,1,1,0,True,True,False,False
1000001539,42,273,232,41,1,40,False,False,False,False
1000001581,36,272,230,42,1,41,False,False,False,False
1000001617,4,273,272,1,1,0,True,True,False,False
1000001621,12,273,230,43,1,42,False,False,False,False
1000001633,14,272,229,43,1,42,False,False,False,False
1000001647,16,273,230,43,1,42,False,False,False,False
1000001663,14,272,271,1,1,0,True,True,False,False
1000001677,22,273,232,41,1,40,False,False,False,False
1000001699,60,273,233,40,1,39,False,False,False,False
1000001759,14,273,233,40,1,39,False,False,False,False
1000001773,16,273,233,40,1,39,False,False,False,False
1000001789,2,273,272,1,1,0,True,True,False,False
1000001791,10,272,270,2,1,1,False,False,False,False
1000001801,2,273,272,1,1,0,True,True,False,False
1000001803,16,273,233,40,1,39,False,False,False,False
1000001819,38,273,234,39,1,38,False,False,False,False
1000001857,30,273,235,38,1,37,False,False,False,False
1000001887,30,273,235,38,1,37,False,False,False,False
1000001917,10,273,235,38,1,37,False,False,False,False
1000001927,30,273,236,37,1,36,False,False,False,False
1000001957,6,273,271,2,1,1,False,False,False,False
1000001963,6,272,271,1,1,0,True,True,False,False
1000001969,74,273,238,35,1,34,False,False,False,False
1000002043,46,273,235,38,1,37,False,False,False,False
1000002089,14,273,234,39,1,38,False,False,False,False
1000002103,36,273,235,38,1,37,False,False,False,False
1000002139,10,273,232,41,1,40,False,False,False,False
1000002149,12,273,233,40,1,39,False,False,False,False
1000002161,12,273,234,39,1,38,False,False,False,False
1000002173,14,272,234,38,1,37,False,False,False,False
1000002187,6,273,235,38,1,37,False,False,False,False
1000002193,40,273,236,37,1,36,False,False,False,False
1000002233,6,272,233,39,1,38,False,False,False,False
1000002239,38,273,235,38,1,37,False,False,False,False
1000002277,30,273,232,41,1,40,False,False,False,False
1000002307,52,273,232,41,1,40,False,False,False,False
1000002359,2,273,272,1,1,0,True,True,False,False
1000002361,70,272,228,44,1,43,False,False,False,False
1000002431,18,273,229,44,1,43,False,False,False,False
1000002449,8,273,228,45,1,44,False,False,False,False
1000002457,42,273,229,44,1,43,False,False,False,False
1000002499,72,273,228,45,1,44,False,False,False,False
1000002571,10,272,271,1,1,0,True,True,False,False
1000002581,26,273,226,47,1,46,False,False,False,False
1000002607,24,273,226,47,1,46,False,False,False,False
1000002631,6,272,224,48,1,47,False,False,False,False
1000002637,12,273,226,47,1,46,False,False,False,False
1000002649,18,273,226,47,1,46,False,False,False,False
1000002667,60,273,226,47,1,46,False,False,False,False
1000002727,64,273,224,49,1,48,False,False,False,False
1000002791,12,273,221,52,1,51,False,False,False,False
1000002803,18,272,221,51,1,50,False,False,False,False
1000002821,2,273,272,1,1,0,True,True,False,False
1000002823,4,273,272,1,1,0,True,True,False,False
1000002827,80,273,224,49,1,48,False,False,False,False
1000002907,30,273,218,55,1,54,False,False,False,False
1000002937,52,273,217,56,1,55,False,False,False,False
1000002989,20,273,215,58,1,57,False,False,False,False
1000003009,4,273,272,1,1,0,True,True,False,False
1000003013,38,272,215,57,1,56,False,False,False,False
1000003051,6,272,271,1,1,0,True,True,False,False
1000003057,40,273,217,56,1,55,False,False,False,False
1000003097,14,273,216,57,1,56,False,False,False,False
1000003111,22,272,215,57,1,56,False,False,False,False
1000003133,20,272,216,56,1,55,False,False,False,False
1000003153,4,273,272,1,1,0,True,True,False,False
1000003157,6,273,219,54,1,53,False,False,False,False
1000003163,48,272,219,53,1,52,False,False,False,False
1000003211,30,273,219,54,1,53,False,False,False,False
1000003241,6,273,217,56,1,55,False,False,False,False
1000003247,6,273,272,1,1,0,True,True,False,False
1000003253,14,272,218,54,1,53,False,False,False,False
1000003267,4,273,271,2,1,1,False,False,False,False
1000003271,2,273,272,1,1,0,True,True,False,False
1000003273,10,273,222,51,1,50,False,False,False,False
1000003283,26,272,222,50,1,49,False,False,False,False
1000003309,28,273,222,51,1,50,False,False,False,False
1000003337,14,273,223,50,1,49,False,False,False,False
1000003351,6,272,271,1,1,0,True,True,False,False
1000003357,16,273,224,49,1,48,False,False,False,False
1000003373,6,272,271,1,1,0,True,True,False,False
1000003379,18,273,225,48,1,47,False,False,False,False
1000003397,72,273,226,47,1,46,False,False,False,False
1000003469,2,273,272,1,1,0,True,True,False,False
1000003471,42,272,224,48,1,47,False,False,False,False
1000003513,6,273,272,1,1,0,True,True,False,False
1000003519,40,273,223,50,1,49,False,False,False,False
1000003559,18,273,221,52,1,51,False,False,False,False
1000003577,2,273,272,1,1,0,True,True,False,False
1000003579,22,273,223,50,1,49,False,False,False,False
1000003601,20,273,222,51,1,50,False,False,False,False
1000003621,22,272,220,52,1,51,False,False,False,False
1000003643,8,272,220,52,1,51,False,False,False,False
1000003651,12,272,221,51,1,50,False,False,False,False
1000003663,16,273,223,50,1,49,False,False,False,False
1000003679,30,273,222,51,1,50,False,False,False,False
1000003709,38,273,222,51,1,50,False,False,False,False
1000003747,4,273,272,1,1,0,True,True,False,False
1000003751,18,273,223,50,1,49,False,False,False,False
1000003769,8,273,272,1,1,0,True,True,False,False
1000003777,10,273,222,51,1,50,False,False,False,False
1000003787,6,273,222,51,1,50,False,False,False,False
1000003793,50,272,222,50,1,49,False,False,False,False
1000003843,10,273,272,1,1,0,True,True,False,False
1000003853,18,272,218,54,1,53,False,False,False,False
1000003871,18,273,218,55,1,54,False,False,False,False
1000003889,2,273,272,1,1,0,True,True,False,False
1000003891,18,272,218,54,1,53,False,False,False,False
1000003909,10,273,218,55,1,54,False,False,False,False
1000003919,12,273,219,54,1,53,False,False,False,False
1000003931,20,273,220,53,1,52,False,False,False,False
1000003951,6,272,271,1,1,0,True,True,False,False
1000003957,10,273,272,1,1,0,True,True,False,False
1000003967,20,273,221,52,1,51,False,False,False,False
1000003987,12,273,221,52,1,51,False,False,False,False
1000003999,24,273,222,51,1,50,False,False,False,False
1000004023,36,273,222,51,1,50,False,False,False,False
1000004059,40,273,221,52,1,51,False,False,False,False
1000004099,20,273,221,52,1,51,False,False,False,False
1000004119,4,273,272,1,1,0,True,True,False,False
1000004123,84,272,221,51,1,50,False,False,False,False
1000004207,26,273,220,53,1,52,False,False,False,False
1000004233,16,273,220,53,1,52,False,False,False,False
1000004249,2,273,272,1,1,0,True,True,False,False
1000004251,12,272,221,51,1,50,False,False,False,False
1000004263,58,273,221,52,1,51,False,False,False,False
1000004321,8,273,218,55,1,54,False,False,False,False
1000004329,52,273,218,55,1,54,False,False,False,False
1000004381,8,273,217,56,1,55,False,False,False,False
1000004389,48,273,217,56,1,55,False,False,False,False
1000004437,12,273,214,59,1,58,False,False,False,False
1000004449,10,273,214,59,1,58,False,False,False,False
1000004459,38,273,215,58,1,57,False,False,False,False
1000004497,10,273,272,1,1,0,True,True,False,False
1000004507,12,273,215,58,1,57,False,False,False,False
1000004519,20,273,215,58,1,57,False,False,False,False
1000004539,28,273,215,58,1,57,False,False,False,False
1000004567,2,273,272,1,1,0,True,True,False,False
1000004569,12,273,216,57,1,56,False,False,False,False
1000004581,28,272,216,56,1,55,False,False,False,False
1000004609,2,273,272,1,1,0,True,True,False,False
1000004611,16,272,217,55,1,54,False,False,False,False
1000004627,6,273,218,55,1,54,False,False,False,False
1000004633,14,272,218,54,1,53,False,False,False,False
1000004647,46,273,220,53,1,52,False,False,False,False
1000004693,6,272,271,1,1,0,True,True,False,False
1000004699,18,273,221,52,1,51,False,False,False,False
1000004717,54,273,220,53,1,52,False,False,False,False
1000004771,6,273,218,55,1,54,False,False,False,False
1000004777,6,273,219,54,1,53,False,False,False,False
1000004783,8,272,271,1,1,0,True,True,False,False
1000004791,16,272,220,52,1,51,False,False,False,False
1000004807,32,273,220,53,1,52,False,False,False,False
1000004839,4,273,272,1,1,0,True,True,False,False
1000004843,6,272,218,54,1,53,False,False,False,False
1000004849,8,273,270,3,1,2,False,False,False,False
1000004857,10,273,271,2,1,1,False,False,False,False
1000004867,2,273,272,1,1,0,True,True,False,False
1000004869,22,273,223,50,1,49,False,False,False,False
1000004891,2,273,272,1,1,0,True,True,False,False
1000004893,4,273,272,1,1,0,True,True,False,False
1000004897,30,273,224,49,1,48,False,False,False,False
1000004927,6,273,272,1,1,0,True,True,False,False
1000004933,44,272,223,49,1,48,False,False,False,False
1000004977,4,273,272,1,1,0,True,True,False,False
1000004981,20,273,221,52,1,51,False,False,False,False
1000005001,28,272,220,52,1,51,False,False,False,False
1000005029,24,273,219,54,1,53,False,False,False,False
1000005053,14,272,218,54,1,53,False,False,False,False
1000005067,36,273,220,53,1,52,False,False,False,False
1000005103,30,273,218,55,1,54,False,False,False,False
1000005133,54,273,218,55,1,54,False,False,False,False
1000005187,10,273,216,57,1,56,False,False,False,False
1000005197,6,273,217,56,1,55,False,False,False,False
1000005203,30,272,216,56,1,55,False,False,False,False
1000005233,44,272,216,56,1,55,False,False,False,False
1000005277,10,273,218,55,1,54,False,False,False,False
