scale,p,chain_seed,q,chain_position_selected,has_false_preterminal_nodes,gwr_status,gwr_recovered_q,matches_terminal_q,error
1000000000000000000,999999999999999023,999999999999999029,999999999999999073,3,True,ok,999999999999999073,True,
1000000000000000000,999999999999998989,999999999999998993,999999999999999023,1,False,ok,999999999999999023,True,
1000000000000000000,999999999999998939,999999999999998947,999999999999998989,2,True,ok,999999999999998989,True,
1000000000000000000,999999999999998867,999999999999998873,999999999999998927,2,True,ok,999999999999998927,True,
1000000000000000000,999999999999998759,999999999999998791,999999999999998867,3,True,ok,999999999999998867,True,
1000000000000000000,999999999999998653,999999999999998677,999999999999998743,4,True,ok,999999999999998743,True,
1000000000000000000,999999999999998581,999999999999998609,999999999999998651,3,True,ok,999999999999998651,True,
1000000000000000000,999999999999998539,999999999999998567,999999999999998581,1,False,ok,999999999999998581,True,
1000000000000000000,999999999999998443,999999999999998447,999999999999998539,8,True,ok,999999999999998539,True,
1000000000000000000,999999999999998321,999999999999998351,999999999999998443,5,True,ok,999999999999998443,True,
1000000000000000000,999999999999998273,999999999999998279,999999999999998321,1,False,ok,999999999999998321,True,
1000000000000000000,999999999999998237,999999999999998267,999999999999998269,1,False,ok,999999999999998269,True,
1000000000000000000,999999999999998171,999999999999998189,999999999999998227,2,True,ok,999999999999998227,True,
1000000000000000000,999999999999998143,999999999999998159,999999999999998167,2,True,ok,999999999999998167,True,
1000000000000000000,999999999999998027,999999999999998029,999999999999998143,7,True,ok,999999999999998143,True,
1000000000000000000,999999999999997961,999999999999997963,999999999999997993,1,False,ok,999999999999997993,True,
1000000000000000000,999999999999997901,999999999999997939,999999999999997943,1,False,ok,999999999999997943,True,
1000000000000000000,999999999999997883,999999999999997897,999999999999997901,1,False,ok,999999999999997901,True,
1000000000000000000,999999999999997817,999999999999997819,999999999999997831,2,True,ok,999999999999997831,True,
1000000000000000000,999999999999997751,999999999999997781,999999999999997817,1,False,ok,999999999999997817,True,
1000000000000000000,999999999999997651,999999999999997663,999999999999997751,6,True,ok,999999999999997751,True,
1000000000000000000,999999999999997589,999999999999997603,999999999999997651,1,False,ok,999999999999997651,True,
1000000000000000000,999999999999997499,999999999999997523,999999999999997589,3,True,ok,999999999999997589,True,
1000000000000000000,999999999999997457,999999999999997463,999999999999997471,1,False,ok,999999999999997471,True,
1000000000000000000,999999999999997313,999999999999997343,999999999999997427,5,True,ok,999999999999997427,True,
1000000000000000000,999999999999997207,999999999999997219,999999999999997313,3,True,ok,999999999999997313,True,
1000000000000000000,999999999999997133,999999999999997169,999999999999997189,2,True,ok,999999999999997189,True,
1000000000000000000,999999999999997121,999999999999997123,999999999999997133,1,False,ok,999999999999997133,True,
1000000000000000000,999999999999997057,999999999999997069,999999999999997079,1,False,ok,999999999999997079,True,
1000000000000000000,999999999999997033,999999999999997049,999999999999997057,1,False,ok,999999999999997057,True,
1000000000000000000,999999999999996967,999999999999996973,999999999999997013,2,True,ok,999999999999997013,True,
1000000000000000000,999999999999996917,999999999999996929,999999999999996967,1,False,ok,999999999999996967,True,
1000000000000000000,999999999999996881,999999999999996887,999999999999996917,3,True,ok,999999999999996917,True,
1000000000000000000,999999999999996847,999999999999996851,999999999999996871,1,False,ok,999999999999996871,True,
1000000000000000000,999999999999996839,999999999999996841,999999999999996847,1,False,ok,999999999999996847,True,
1000000000000000000,999999999999996701,999999999999996739,999999999999996757,1,False,ok,999999999999996757,True,
1000000000000000000,999999999999996659,999999999999996661,999999999999996673,1,False,ok,999999999999996673,True,
1000000000000000000,999999999999996553,999999999999996559,999999999999996647,3,True,ok,999999999999996647,True,
1000000000000000000,999999999999996467,999999999999996473,999999999999996553,8,True,ok,999999999999996553,True,
1000000000000000000,999999999999996409,999999999999996431,999999999999996461,3,True,ok,999999999999996461,True,
1000000000000000000,999999999999996361,999999999999996371,999999999999996383,1,False,ok,999999999999996383,True,
1000000000000000000,999999999999996337,999999999999996349,999999999999996353,1,False,ok,999999999999996353,True,
1000000000000000000,999999999999996263,999999999999996269,999999999999996329,2,True,ok,999999999999996329,True,
1000000000000000000,999999999999996251,999999999999996257,999999999999996263,1,False,ok,999999999999996263,True,
1000000000000000000,999999999999996209,999999999999996223,999999999999996251,3,True,ok,999999999999996251,True,
1000000000000000000,999999999999996119,999999999999996133,999999999999996209,3,True,ok,999999999999996209,True,
1000000000000000000,999999999999995947,999999999999995957,999999999999995963,1,False,ok,999999999999995963,True,
1000000000000000000,999999999999995809,999999999999995831,999999999999995833,1,False,ok,999999999999995833,True,
1000000000000000000,999999999999995737,999999999999995749,999999999999995783,3,True,ok,999999999999995783,True,
1000000000000000000,999999999999995717,999999999999995719,999999999999995737,1,False,ok,999999999999995737,True,
1000000000000000000,999999999999995671,999999999999995677,999999999999995681,1,False,ok,999999999999995681,True,
1000000000000000000,999999999999995573,999999999999995609,999999999999995671,7,True,ok,999999999999995671,True,
1000000000000000000,999999999999995563,999999999999995569,999999999999995573,1,False,ok,999999999999995573,True,
1000000000000000000,999999999999995539,999999999999995543,999999999999995549,1,False,ok,999999999999995549,True,
1000000000000000000,999999999999995419,999999999999995461,999999999999995513,3,True,ok,999999999999995513,True,
1000000000000000000,999999999999995341,999999999999995387,999999999999995419,2,True,ok,999999999999995419,True,
1000000000000000000,999999999999995261,999999999999995273,999999999999995333,2,True,ok,999999999999995333,True,
1000000000000000000,999999999999995231,999999999999995237,999999999999995261,1,False,ok,999999999999995261,True,
1000000000000000000,999999999999995149,999999999999995177,999999999999995231,4,True,ok,999999999999995231,True,
1000000000000000000,999999999999995131,999999999999995143,999999999999995149,2,True,ok,999999999999995149,True,
1000000000000000000,999999999999995083,999999999999995087,999999999999995131,4,True,ok,999999999999995131,True,
1000000000000000000,999999999999994849,999999999999994853,999999999999994897,2,True,ok,999999999999994897,True,
1000000000000000000,999999999999994837,999999999999994841,999999999999994843,1,False,ok,999999999999994843,True,
1000000000000000000,999999999999994727,999999999999994739,999999999999994823,6,True,ok,999999999999994823,True,
1000000000000000000,999999999999994657,999999999999994661,999999999999994727,3,True,ok,999999999999994727,True,
1000000000000000000,999999999999994573,999999999999994577,999999999999994619,3,True,ok,999999999999994619,True,
1000000000000000000,999999999999994481,999999999999994507,999999999999994561,1,False,ok,999999999999994561,True,
1000000000000000000,999999999999994361,999999999999994373,999999999999994481,5,True,ok,999999999999994481,True,
1000000000000000000,999999999999994339,999999999999994349,999999999999994351,1,False,ok,999999999999994351,True,
1000000000000000000,999999999999994297,999999999999994313,999999999999994339,2,True,ok,999999999999994339,True,
1000000000000000000,999999999999994211,999999999999994219,999999999999994237,1,False,ok,999999999999994237,True,
1000000000000000000,999999999999994193,999999999999994199,999999999999994211,1,False,ok,999999999999994211,True,
1000000000000000000,999999999999994117,999999999999994163,999999999999994193,2,True,ok,999999999999994193,True,
