anchor_p,actual_offset,candidate_count,tested_count,emitted_offset,exact_match,false_emit,candidate_bound_miss
1000000000039,22,273,5,22,True,False,False
1000000000061,2,273,1,2,True,False,False
1000000000063,28,273,7,28,True,False,False
1000000000091,30,273,8,30,True,False,False
1000000000121,42,273,12,42,True,False,False
1000000000163,6,272,1,6,True,False,False
1000000000169,8,273,2,8,True,False,False
1000000000177,12,273,4,12,True,False,False
1000000000189,4,273,1,4,True,False,False
1000000000193,18,272,4,18,True,False,False
1000000000211,60,273,16,60,True,False,False
1000000000271,32,273,9,32,True,False,False
1000000000303,28,273,7,28,True,False,False
1000000000331,2,273,1,2,True,False,False
1000000000333,6,273,2,6,True,False,False
1000000000339,120,273,32,120,True,False,False
1000000000459,12,273,3,12,True,False,False
1000000000471,66,272,17,66,True,False,False
1000000000537,6,273,2,6,True,False,False
1000000000543,4,273,1,4,True,False,False
1000000000547,14,273,4,14,True,False,False
1000000000561,48,272,13,48,True,False,False
1000000000609,52,273,13,52,True,False,False
1000000000661,8,273,3,8,True,False,False
1000000000669,52,273,13,52,True,False,False
1000000000721,30,273,8,30,True,False,False
1000000000751,36,273,10,36,True,False,False
1000000000787,2,273,1,2,True,False,False
1000000000789,10,273,2,10,True,False,False
1000000000799,42,273,11,42,True,False,False
1000000000841,62,273,17,62,True,False,False
1000000000903,18,273,5,18,True,False,False
1000000000921,10,272,2,10,True,False,False
1000000000931,2,273,1,2,True,False,False
1000000000933,16,273,4,16,True,False,False
1000000000949,48,273,13,48,True,False,False
1000000000997,54,273,14,54,True,False,False
1000000001051,32,273,9,32,True,False,False
1000000001083,40,273,11,40,True,False,False
1000000001123,36,272,9,36,True,False,False
1000000001159,38,273,10,38,True,False,False
1000000001197,4,273,1,4,True,False,False
1000000001201,12,273,4,12,True,False,False
1000000001213,30,272,8,30,True,False,False
1000000001243,18,272,4,18,True,False,False
1000000001261,2,273,1,2,True,False,False
1000000001263,30,273,8,30,True,False,False
1000000001293,10,273,3,10,True,False,False
1000000001303,36,272,9,36,True,False,False
1000000001339,50,273,14,50,True,False,False
1000000001389,30,273,8,30,True,False,False
1000000001419,24,273,6,24,True,False,False
1000000001443,48,273,13,48,True,False,False
1000000001491,18,272,5,18,True,False,False
1000000001509,78,273,20,78,True,False,False
1000000001587,4,273,1,4,True,False,False
1000000001591,30,273,8,30,True,False,False
