anchor_p,actual_offset,candidate_count,rejected_count,active_count,resolved_count,unresolved_count,unique_resolved,unique_resolved_match,true_boundary_rejected,candidate_bound_miss
1000000000039,22,273,236,37,1,36,False,False,False,False
1000000000061,2,273,272,1,1,0,True,True,False,False
1000000000063,28,273,237,36,1,35,False,False,False,False
1000000000091,30,273,238,35,1,34,False,False,False,False
1000000000121,42,273,238,35,1,34,False,False,False,False
1000000000163,6,272,271,1,1,0,True,True,False,False
1000000000169,8,273,272,1,1,0,True,True,False,False
1000000000177,12,273,238,35,1,34,False,False,False,False
1000000000189,4,273,272,1,1,0,True,True,False,False
1000000000193,18,272,238,34,1,33,False,False,False,False
1000000000211,60,273,240,33,1,32,False,False,False,False
1000000000271,32,273,237,36,1,35,False,False,False,False
1000000000303,28,273,237,36,1,35,False,False,False,False
1000000000331,2,273,272,1,1,0,True,True,False,False
1000000000333,6,273,272,1,1,0,True,True,False,False
1000000000339,120,273,239,34,1,33,False,False,False,False
1000000000459,12,273,237,36,1,35,False,False,False,False
1000000000471,66,272,236,36,1,35,False,False,False,False
1000000000537,6,273,237,36,1,35,False,False,False,False
1000000000543,4,273,238,35,1,34,False,False,False,False
1000000000547,14,273,239,34,1,33,False,False,False,False
1000000000561,48,272,239,33,1,32,False,False,False,False
1000000000609,52,273,238,35,1,34,False,False,False,False
1000000000661,8,273,238,35,1,34,False,False,False,False
1000000000669,52,273,239,34,1,33,False,False,False,False
1000000000721,30,273,239,34,1,33,False,False,False,False
1000000000751,36,273,238,35,1,34,False,False,False,False
1000000000787,2,273,272,1,1,0,True,True,False,False
1000000000789,10,273,240,33,1,32,False,False,False,False
1000000000799,42,273,241,32,1,31,False,False,False,False
1000000000841,62,273,241,32,1,31,False,False,False,False
1000000000903,18,273,240,33,1,32,False,False,False,False
1000000000921,10,272,239,33,1,32,False,False,False,False
1000000000931,2,273,272,1,1,0,True,True,False,False
1000000000933,16,273,240,33,1,32,False,False,False,False
1000000000949,48,273,240,33,1,32,False,False,False,False
1000000000997,54,273,240,33,1,32,False,False,False,False
1000000001051,32,273,240,33,1,32,False,False,False,False
1000000001083,40,273,241,32,1,31,False,False,False,False
1000000001123,36,272,238,34,1,33,False,False,False,False
1000000001159,38,273,238,35,1,34,False,False,False,False
