anchor_p,actual_offset,active_count,resolved_count,unresolved_count,old_unique_match,reset_emitted_offset,reset_exact_match,reset_false_emit,tail_after_reset_count,all_unresolved_after_reset,candidate_bound_miss
1000000000000037,54,25,1,24,False,54,True,False,24,True,False
1000000000000091,68,26,1,25,False,68,True,False,25,True,False
1000000000000159,28,26,1,25,False,28,True,False,25,True,False
1000000000000187,36,26,1,25,False,36,True,False,25,True,False
1000000000000223,18,25,1,24,False,18,True,False,24,True,False
1000000000000241,8,1,1,0,True,8,True,False,0,True,False
1000000000000249,10,1,1,0,True,10,True,False,0,True,False
1000000000000259,14,23,1,22,False,14,True,False,22,True,False
1000000000000273,6,1,1,0,True,6,True,False,0,True,False
1000000000000279,18,22,1,21,False,18,True,False,21,True,False
1000000000000297,60,21,1,20,False,60,True,False,20,True,False
1000000000000357,42,22,1,21,False,42,True,False,21,True,False
1000000000000399,4,22,1,21,False,4,True,False,21,True,False
1000000000000403,84,21,1,20,False,84,True,False,20,True,False
1000000000000487,26,22,1,21,False,26,True,False,21,True,False
1000000000000513,100,21,1,20,False,100,True,False,20,True,False
1000000000000613,98,23,1,22,False,98,True,False,22,True,False
1000000000000711,30,23,1,22,False,30,True,False,22,True,False
1000000000000741,42,24,1,23,False,42,True,False,23,True,False
1000000000000783,28,23,1,22,False,28,True,False,22,True,False
1000000000000811,32,23,1,22,False,32,True,False,22,True,False
1000000000000843,30,24,1,23,False,30,True,False,23,True,False
1000000000000873,48,24,1,23,False,48,True,False,23,True,False
1000000000000921,82,23,1,22,False,82,True,False,22,True,False
1000000000001003,24,22,1,21,False,24,True,False,21,True,False
1000000000001027,36,22,1,21,False,36,True,False,21,True,False
1000000000001063,26,21,1,20,False,26,True,False,20,True,False
1000000000001089,28,20,1,19,False,28,True,False,19,True,False
1000000000001117,92,19,1,18,False,92,True,False,18,True,False
1000000000001209,60,21,1,20,False,60,True,False,20,True,False
1000000000001269,24,23,1,22,False,24,True,False,22,True,False
1000000000001293,54,23,1,22,False,54,True,False,22,True,False
1000000000001347,24,1,1,0,True,24,True,False,0,True,False
1000000000001371,42,24,1,23,False,42,True,False,23,True,False
1000000000001413,78,23,1,22,False,78,True,False,22,True,False
1000000000001491,12,26,1,25,False,12,True,False,25,True,False
1000000000001503,48,26,1,25,False,48,True,False,25,True,False
1000000000001551,66,27,1,26,False,66,True,False,26,True,False
1000000000001617,6,28,1,27,False,6,True,False,27,True,False
1000000000001623,46,27,1,26,False,46,True,False,26,True,False
1000000000001669,72,29,1,28,False,72,True,False,28,True,False
1000000000001741,8,1,1,0,True,8,True,False,0,True,False
1000000000001749,70,29,1,28,False,70,True,False,28,True,False
1000000000001819,20,32,1,31,False,20,True,False,31,True,False
