left_prime,right_prime,left_residue_mod30,right_residue_mod30,preceding_type_key,preceding_family,preceding_gap_width,following_type_key,following_family,following_gap_width,same_outer_family
766109,766111,29,1,o2_d4_a5_even_semiprime,even_semiprime,12,o6_d4_a2_odd_semiprime,odd_semiprime,16,False
766229,766231,29,1,o6_d4_a3_even_semiprime,even_semiprime,6,o6_d4_a4_odd_semiprime,odd_semiprime,6,False
766541,766543,11,13,o6_d4_a2_odd_semiprime,odd_semiprime,10,o4_d4_a6_odd_semiprime,odd_semiprime,10,True
766637,766639,17,19,o4_d4_a4_odd_semiprime,odd_semiprime,28,o4_d4_a3_even_semiprime,even_semiprime,12,False
766811,766813,11,13,o4_d6_a2_higher_divisor_odd,higher_divisor_odd,4,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,False
766937,766939,17,19,o2_d4_a4_odd_semiprime,odd_semiprime,30,o4_d16_a2_higher_divisor_odd,higher_divisor_odd,4,False
767321,767323,11,13,o4_d4_a1_even_semiprime,even_semiprime,4,o4_d4_a6_odd_semiprime,odd_semiprime,16,False
767357,767359,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,18,o4_d4_a3_even_semiprime,even_semiprime,22,False
767537,767539,17,19,o4_d4_a4_odd_semiprime,odd_semiprime,10,o4_d4_a2_odd_semiprime,odd_semiprime,10,True
767549,767551,29,1,o4_d4_a2_odd_semiprime,odd_semiprime,10,o6_d4_a2_odd_semiprime,odd_semiprime,36,True
767747,767749,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,18,o4_d4_a2_odd_semiprime,odd_semiprime,10,True
767759,767761,29,1,o4_d4_a2_odd_semiprime,odd_semiprime,10,o6_d4_a8_odd_semiprime,odd_semiprime,12,True
767867,767869,17,19,o4_d16_a1_higher_divisor_even,higher_divisor_even,4,o4_d6_a4_higher_divisor_odd,higher_divisor_odd,12,False
768167,768169,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,6,o4_d4_a2_odd_semiprime,odd_semiprime,22,True
768191,768193,11,13,o4_d4_a2_odd_semiprime,odd_semiprime,22,o4_d16_a1_higher_divisor_even,higher_divisor_even,4,False
768197,768199,17,19,o4_d16_a1_higher_divisor_even,higher_divisor_even,4,o4_d8_a3_higher_divisor_even,higher_divisor_even,4,True
768371,768373,11,13,o2_d4_a4_odd_semiprime,odd_semiprime,12,o4_d4_a1_even_semiprime,even_semiprime,4,False
768629,768631,29,1,o6_d12_a4_higher_divisor_odd,higher_divisor_odd,6,o6_d4_a2_odd_semiprime,odd_semiprime,10,False
768641,768643,11,13,o6_d4_a2_odd_semiprime,odd_semiprime,10,o4_d4_a4_odd_semiprime,odd_semiprime,10,True
768851,768853,11,13,o6_d4_a6_odd_semiprime,odd_semiprime,10,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,False
769259,769261,29,1,o2_d4_a6_odd_semiprime,odd_semiprime,12,o6_d4_a8_odd_semiprime,odd_semiprime,12,True
769421,769423,11,13,o6_d4_a2_odd_semiprime,odd_semiprime,10,o4_d4_a4_odd_semiprime,odd_semiprime,6,True
769541,769543,11,13,o2_d4_a10_odd_semiprime,odd_semiprime,54,o4_d4_a3_even_semiprime,even_semiprime,4,False
769577,769579,17,19,o6_d4_a2_odd_semiprime,odd_semiprime,24,o4_d4_a4_odd_semiprime,odd_semiprime,10,True
769589,769591,29,1,o4_d4_a4_odd_semiprime,odd_semiprime,10,o6_d8_a1_higher_divisor_even,higher_divisor_even,6,False
769661,769663,11,13,o4_d4_a4_odd_semiprime,odd_semiprime,34,o4_d4_a4_odd_semiprime,odd_semiprime,10,True
769961,769963,11,13,o6_d4_a3_even_semiprime,even_semiprime,18,o4_d4_a4_odd_semiprime,odd_semiprime,10,False
769997,769999,17,19,o4_d4_a4_odd_semiprime,odd_semiprime,10,o4_d4_a3_even_semiprime,even_semiprime,28,False
770039,770041,29,1,o2_d4_a2_odd_semiprime,odd_semiprime,12,o6_d8_a2_higher_divisor_odd,higher_divisor_odd,6,False
770057,770059,17,19,o4_d4_a1_even_semiprime,even_semiprime,4,o4_d4_a2_odd_semiprime,odd_semiprime,10,False
770111,770113,11,13,o6_d4_a6_odd_semiprime,odd_semiprime,10,o4_d4_a1_even_semiprime,even_semiprime,10,False
770177,770179,17,19,o4_d4_a2_odd_semiprime,odd_semiprime,10,o4_d8_a2_higher_divisor_odd,higher_divisor_odd,4,False
770309,770311,29,1,o2_d4_a8_odd_semiprime,odd_semiprime,18,o6_d4_a2_odd_semiprime,odd_semiprime,42,True
770447,770449,17,19,o4_d4_a2_odd_semiprime,odd_semiprime,10,o4_d4_a4_odd_semiprime,odd_semiprime,10,True
770639,770641,29,1,o6_d4_a6_odd_semiprime,odd_semiprime,28,o6_d4_a1_even_semiprime,even_semiprime,6,False
770837,770839,17,19,o6_d4_a4_odd_semiprime,odd_semiprime,24,o4_d8_a3_higher_divisor_even,higher_divisor_even,4,False
770927,770929,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,18,o4_d4_a13_even_semiprime,even_semiprime,22,False
771011,771013,11,13,o6_d4_a6_odd_semiprime,odd_semiprime,18,o4_d8_a1_higher_divisor_even,higher_divisor_even,6,False
771047,771049,17,19,o4_d4_a1_even_semiprime,even_semiprime,10,o4_d4_a2_odd_semiprime,odd_semiprime,24,False
771179,771181,29,1,o4_d4_a4_odd_semiprime,odd_semiprime,16,o6_d4_a1_even_semiprime,even_semiprime,28,False
771299,771301,29,1,o6_d4_a4_odd_semiprime,odd_semiprime,6,o6_d4_a12_odd_semiprime,odd_semiprime,48,True
771401,771403,11,13,o2_d4_a2_odd_semiprime,odd_semiprime,12,o4_d4_a6_odd_semiprime,odd_semiprime,24,True
771437,771439,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,6,o4_d4_a12_odd_semiprime,odd_semiprime,22,True
771887,771889,17,19,o4_d4_a1_even_semiprime,even_semiprime,10,o4_d4_a2_odd_semiprime,odd_semiprime,10,False
771971,771973,11,13,o6_d4_a2_odd_semiprime,odd_semiprime,10,o4_d4_a4_odd_semiprime,odd_semiprime,24,True
772001,772003,11,13,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,o4_d4_a4_odd_semiprime,odd_semiprime,16,False
772229,772231,29,1,o4_d4_a4_odd_semiprime,odd_semiprime,22,o6_d4_a3_even_semiprime,even_semiprime,42,False
772379,772381,29,1,o2_d4_a6_odd_semiprime,odd_semiprime,12,o6_d8_a2_higher_divisor_odd,higher_divisor_odd,10,False
772391,772393,11,13,o6_d8_a2_higher_divisor_odd,higher_divisor_odd,10,o4_d4_a4_odd_semiprime,odd_semiprime,10,False
772439,772441,29,1,o6_d4_a8_odd_semiprime,odd_semiprime,36,o6_d4_a6_odd_semiprime,odd_semiprime,10,True
772571,772573,11,13,o4_d12_a2_higher_divisor_odd,higher_divisor_odd,4,o4_d4_a6_odd_semiprime,odd_semiprime,18,False
772661,772663,11,13,o4_d4_a1_even_semiprime,even_semiprime,4,o4_d4_a3_even_semiprime,even_semiprime,6,True
772907,772909,17,19,o4_d8_a3_higher_divisor_even,higher_divisor_even,4,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,True
773021,773023,11,13,o2_d4_a6_odd_semiprime,odd_semiprime,30,o4_d8_a3_higher_divisor_even,higher_divisor_even,4,False
773027,773029,17,19,o4_d8_a3_higher_divisor_even,higher_divisor_even,4,o4_d4_a4_odd_semiprime,odd_semiprime,10,False
773081,773083,11,13,o6_d4_a2_odd_semiprime,odd_semiprime,18,o4_d4_a3_even_semiprime,even_semiprime,10,False
773207,773209,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,48,o4_d4_a4_odd_semiprime,odd_semiprime,22,True
773249,773251,29,1,o4_d4_a3_even_semiprime,even_semiprime,10,o6_d4_a6_odd_semiprime,odd_semiprime,22,False
773567,773569,17,19,o2_d6_a2_higher_divisor_odd,higher_divisor_odd,6,o4_d4_a2_odd_semiprime,odd_semiprime,10,False
773609,773611,29,1,o6_d4_a4_odd_semiprime,odd_semiprime,6,o6_d4_a4_odd_semiprime,odd_semiprime,46,True
773657,773659,17,19,o6_d4_a4_odd_semiprime,odd_semiprime,46,o4_d4_a6_odd_semiprime,odd_semiprime,22,True
773681,773683,11,13,o4_d4_a6_odd_semiprime,odd_semiprime,22,o4_d4_a6_odd_semiprime,odd_semiprime,10,True
773777,773779,17,19,o4_d4_a4_odd_semiprime,odd_semiprime,10,o4_d4_a3_even_semiprime,even_semiprime,24,False
773867,773869,17,19,o4_d8_a3_higher_divisor_even,higher_divisor_even,4,o4_d4_a4_odd_semiprime,odd_semiprime,10,False
773951,773953,11,13,o2_d4_a2_odd_semiprime,odd_semiprime,12,o4_d4_a1_even_semiprime,even_semiprime,34,False
773987,773989,17,19,o4_d4_a1_even_semiprime,even_semiprime,34,o4_d4_a6_odd_semiprime,odd_semiprime,10,False
773999,774001,29,1,o4_d4_a6_odd_semiprime,odd_semiprime,10,o6_d4_a6_odd_semiprime,odd_semiprime,16,True
774071,774073,11,13,o2_d4_a2_odd_semiprime,odd_semiprime,24,o4_d4_a4_odd_semiprime,odd_semiprime,10,True
774131,774133,11,13,o4_d10_a1_higher_divisor_even,higher_divisor_even,4,o4_d4_a6_odd_semiprime,odd_semiprime,10,False
774797,774799,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,6,o4_d8_a3_higher_divisor_even,higher_divisor_even,4,False
774929,774931,29,1,o4_d4_a4_odd_semiprime,odd_semiprime,10,o6_d4_a6_odd_semiprime,odd_semiprime,28,True
775361,775363,11,13,o2_d4_a2_odd_semiprime,odd_semiprime,12,o4_d4_a3_even_semiprime,even_semiprime,4,False
775601,775603,11,13,o4_d4_a4_odd_semiprime,odd_semiprime,28,o4_d4_a6_odd_semiprime,odd_semiprime,10,True
775739,775741,29,1,o4_d4_a4_odd_semiprime,odd_semiprime,10,o6_d4_a2_odd_semiprime,odd_semiprime,16,True
775937,775939,17,19,o4_d4_a1_even_semiprime,even_semiprime,4,o4_d4_a3_even_semiprime,even_semiprime,10,True
776057,776059,17,19,o4_d4_a4_odd_semiprime,odd_semiprime,10,o4_d4_a4_odd_semiprime,odd_semiprime,18,True
776117,776119,17,19,o2_d4_a3_even_semiprime,even_semiprime,18,o4_d4_a2_odd_semiprime,odd_semiprime,18,False
776177,776179,17,19,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,o4_d8_a3_higher_divisor_even,higher_divisor_even,4,True
776219,776221,29,1,o2_d4_a2_odd_semiprime,odd_semiprime,18,o6_d4_a1_even_semiprime,even_semiprime,12,False
776561,776563,11,13,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,o4_d6_a1_higher_divisor_even,higher_divisor_even,6,True
777011,777013,11,13,o6_d4_a2_odd_semiprime,odd_semiprime,10,o4_d4_a4_odd_semiprime,odd_semiprime,18,True
777167,777169,17,19,o6_d4_a6_odd_semiprime,odd_semiprime,16,o4_d8_a2_higher_divisor_odd,higher_divisor_odd,4,False
777389,777391,29,1,o6_d4_a3_even_semiprime,even_semiprime,6,o6_d4_a3_even_semiprime,even_semiprime,28,True
777419,777421,29,1,o6_d4_a3_even_semiprime,even_semiprime,28,o6_d4_a1_even_semiprime,even_semiprime,10,True
777431,777433,11,13,o6_d4_a1_even_semiprime,even_semiprime,10,o4_d8_a2_higher_divisor_odd,higher_divisor_odd,4,False
777617,777619,17,19,o4_d4_a4_odd_semiprime,odd_semiprime,28,o4_d4_a7_even_semiprime,even_semiprime,22,False
777641,777643,11,13,o4_d4_a7_even_semiprime,even_semiprime,22,o4_d4_a3_even_semiprime,even_semiprime,18,True
777857,777859,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,18,o4_d4_a3_even_semiprime,even_semiprime,4,False
777977,777979,17,19,o4_d4_a3_even_semiprime,even_semiprime,58,o4_d4_a3_even_semiprime,even_semiprime,10,True
778049,778051,29,1,o4_d4_a4_odd_semiprime,odd_semiprime,22,o6_d4_a3_even_semiprime,even_semiprime,10,False
778079,778081,29,1,o2_d4_a6_odd_semiprime,odd_semiprime,18,o6_d4_a1_even_semiprime,even_semiprime,10,False
778109,778111,29,1,o2_d4_a6_odd_semiprime,odd_semiprime,12,o6_d4_a3_even_semiprime,even_semiprime,10,False
778121,778123,11,13,o6_d4_a3_even_semiprime,even_semiprime,10,o4_d4_a10_odd_semiprime,odd_semiprime,30,False
778361,778363,11,13,o4_d4_a2_odd_semiprime,odd_semiprime,4,o4_d4_a4_odd_semiprime,odd_semiprime,28,True
778511,778513,11,13,o4_d6_a2_higher_divisor_odd,higher_divisor_odd,4,o4_d4_a6_odd_semiprime,odd_semiprime,10,False
778697,778699,17,19,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,o4_d4_a4_odd_semiprime,odd_semiprime,10,False
778871,778873,11,13,o2_d4_a2_odd_semiprime,odd_semiprime,24,o4_d4_a1_even_semiprime,even_semiprime,6,False
779327,779329,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,60,o4_d4_a4_odd_semiprime,odd_semiprime,12,True
779351,779353,11,13,o4_d4_a2_odd_semiprime,odd_semiprime,4,o4_d6_a3_higher_divisor_even,higher_divisor_even,4,False
779561,779563,11,13,o6_d4_a3_even_semiprime,even_semiprime,18,o4_d4_a3_even_semiprime,even_semiprime,10,True
779591,779593,11,13,o2_d4_a3_even_semiprime,even_semiprime,12,o4_d4_a1_even_semiprime,even_semiprime,6,True
779657,779659,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,36,o4_d6_a2_higher_divisor_odd,higher_divisor_odd,4,False
779747,779749,17,19,o6_d4_a3_even_semiprime,even_semiprime,16,o4_d4_a4_odd_semiprime,odd_semiprime,12,False
779981,779983,11,13,o6_d4_a2_odd_semiprime,odd_semiprime,10,o4_d4_a4_odd_semiprime,odd_semiprime,10,True
780047,780049,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,6,o4_d4_a2_odd_semiprime,odd_semiprime,12,True
780191,780193,11,13,o2_d4_a2_odd_semiprime,odd_semiprime,12,o4_d4_a1_even_semiprime,even_semiprime,18,False
780719,780721,29,1,o2_d4_a2_odd_semiprime,odd_semiprime,12,o6_d4_a6_odd_semiprime,odd_semiprime,12,True
780851,780853,11,13,o6_d4_a1_even_semiprime,even_semiprime,10,o4_d4_a6_odd_semiprime,odd_semiprime,16,False
780887,780889,17,19,o4_d4_a6_odd_semiprime,odd_semiprime,10,o4_d4_a4_odd_semiprime,odd_semiprime,28,True
780971,780973,11,13,o6_d4_a6_odd_semiprime,odd_semiprime,10,o4_d4_a1_even_semiprime,even_semiprime,18,False
781127,781129,17,19,o4_d4_a4_odd_semiprime,odd_semiprime,10,o4_d4_a4_odd_semiprime,odd_semiprime,10,True
781307,781309,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,6,o4_d4_a4_odd_semiprime,odd_semiprime,12,True
781367,781369,17,19,o4_d4_a2_odd_semiprime,odd_semiprime,10,o4_d4_a4_odd_semiprime,odd_semiprime,18,True
781397,781399,17,19,o4_d4_a4_odd_semiprime,odd_semiprime,10,o4_d4_a2_odd_semiprime,odd_semiprime,10,True
781481,781483,11,13,o4_d4_a1_even_semiprime,even_semiprime,28,o4_d4_a3_even_semiprime,even_semiprime,10,True
781511,781513,11,13,o6_d4_a6_odd_semiprime,odd_semiprime,18,o4_d8_a4_higher_divisor_odd,higher_divisor_odd,6,False
781631,781633,11,13,o2_d4_a2_odd_semiprime,odd_semiprime,12,o4_d4_a4_odd_semiprime,odd_semiprime,28,True
781799,781801,29,1,o6_d4_a6_odd_semiprime,odd_semiprime,28,o6_d4_a4_odd_semiprime,odd_semiprime,16,True
781817,781819,17,19,o6_d4_a4_odd_semiprime,odd_semiprime,16,o4_d4_a8_odd_semiprime,odd_semiprime,34,True
781967,781969,17,19,o2_d12_a2_higher_divisor_odd,higher_divisor_odd,6,o4_d6_a3_higher_divisor_even,higher_divisor_even,4,False
781997,781999,17,19,o4_d4_a6_odd_semiprime,odd_semiprime,10,o4_d16_a2_higher_divisor_odd,higher_divisor_odd,4,False
782009,782011,29,1,o6_d8_a2_higher_divisor_odd,higher_divisor_odd,6,o6_d4_a2_odd_semiprime,odd_semiprime,42,False
782147,782149,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,6,o4_d4_a2_odd_semiprime,odd_semiprime,34,True
782189,782191,29,1,o6_d4_a2_odd_semiprime,odd_semiprime,6,o6_d4_a6_odd_semiprime,odd_semiprime,18,True
782387,782389,17,19,o2_d8_a2_higher_divisor_odd,higher_divisor_odd,6,o4_d16_a1_higher_divisor_even,higher_divisor_even,4,False
782669,782671,29,1,o4_d4_a3_even_semiprime,even_semiprime,10,o6_d4_a3_even_semiprime,even_semiprime,16,True
782687,782689,17,19,o6_d4_a3_even_semiprime,even_semiprime,16,o4_d4_a4_odd_semiprime,odd_semiprime,18,False
782981,782983,11,13,o6_d4_a2_odd_semiprime,odd_semiprime,18,o4_d8_a3_higher_divisor_even,higher_divisor_even,10,False
783119,783121,29,1,o2_d4_a2_odd_semiprime,odd_semiprime,30,o6_d4_a8_odd_semiprime,odd_semiprime,10,True
783149,783151,29,1,o6_d6_a5_higher_divisor_even,higher_divisor_even,6,o6_d4_a4_odd_semiprime,odd_semiprime,40,False
783191,783193,11,13,o6_d4_a4_odd_semiprime,odd_semiprime,40,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,False
783257,783259,17,19,o4_d4_a4_odd_semiprime,odd_semiprime,10,o4_d4_a3_even_semiprime,even_semiprime,10,False
783359,783361,29,1,o4_d4_a4_odd_semiprime,odd_semiprime,22,o6_d4_a6_odd_semiprime,odd_semiprime,12,True
783527,783529,17,19,o4_d4_a4_odd_semiprime,odd_semiprime,40,o4_d6_a3_higher_divisor_even,higher_divisor_even,4,False
783569,783571,29,1,o2_d4_a6_odd_semiprime,odd_semiprime,12,o6_d4_a6_odd_semiprime,odd_semiprime,28,True
783689,783691,29,1,o2_d4_a6_odd_semiprime,odd_semiprime,12,o6_d4_a3_even_semiprime,even_semiprime,10,False
783701,783703,11,13,o6_d4_a3_even_semiprime,even_semiprime,10,o4_d16_a1_higher_divisor_even,higher_divisor_even,4,False
783719,783721,29,1,o2_d4_a2_odd_semiprime,odd_semiprime,12,o6_d4_a1_even_semiprime,even_semiprime,12,False
783779,783781,29,1,o2_d4_a11_even_semiprime,even_semiprime,12,o6_d4_a1_even_semiprime,even_semiprime,6,True
783791,783793,11,13,o4_d8_a2_higher_divisor_odd,higher_divisor_odd,4,o4_d8_a2_higher_divisor_odd,higher_divisor_odd,6,True
784181,784183,11,13,o6_d4_a3_even_semiprime,even_semiprime,10,o4_d4_a15_even_semiprime,even_semiprime,28,True
784211,784213,11,13,o4_d4_a15_even_semiprime,even_semiprime,28,o4_d4_a4_odd_semiprime,odd_semiprime,6,False
784307,784309,17,19,o6_d4_a3_even_semiprime,even_semiprime,24,o4_d8_a2_higher_divisor_odd,higher_divisor_odd,4,False
784349,784351,29,1,o4_d4_a4_odd_semiprime,odd_semiprime,22,o6_d4_a2_odd_semiprime,odd_semiprime,16,True
784409,784411,29,1,o4_d4_a2_odd_semiprime,odd_semiprime,22,o6_d4_a6_odd_semiprime,odd_semiprime,12,True
784541,784543,11,13,o4_d4_a4_odd_semiprime,odd_semiprime,28,o4_d8_a3_higher_divisor_even,higher_divisor_even,4,False
785219,785221,29,1,o2_d4_a2_odd_semiprime,odd_semiprime,12,o6_d4_a1_even_semiprime,even_semiprime,6,False
785459,785461,29,1,o6_d4_a6_odd_semiprime,odd_semiprime,28,o6_d4_a6_odd_semiprime,odd_semiprime,22,True
785501,785503,11,13,o6_d4_a6_odd_semiprime,odd_semiprime,18,o4_d4_a4_odd_semiprime,odd_semiprime,24,True
785777,785779,17,19,o4_d12_a2_higher_divisor_odd,higher_divisor_odd,4,o4_d4_a4_odd_semiprime,odd_semiprime,22,False
785801,785803,11,13,o4_d4_a4_odd_semiprime,odd_semiprime,22,o4_d4_a4_odd_semiprime,odd_semiprime,6,True
785921,785923,11,13,o6_d4_a2_odd_semiprime,odd_semiprime,18,o4_d4_a3_even_semiprime,even_semiprime,24,False
786059,786061,29,1,o6_d4_a2_odd_semiprime,odd_semiprime,6,o6_d4_a1_even_semiprime,even_semiprime,16,False
786431,786433,11,13,o2_d4_a2_odd_semiprime,odd_semiprime,12,o4_d4_a4_odd_semiprime,odd_semiprime,16,True
786551,786553,11,13,o4_d8_a2_higher_divisor_odd,higher_divisor_odd,4,o4_d4_a4_odd_semiprime,odd_semiprime,34,False
786587,786589,17,19,o4_d4_a4_odd_semiprime,odd_semiprime,34,o4_d4_a4_odd_semiprime,odd_semiprime,24,True
786659,786661,29,1,o2_d4_a2_odd_semiprime,odd_semiprime,30,o6_d4_a1_even_semiprime,even_semiprime,12,False
786701,786703,11,13,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,o4_d10_a1_higher_divisor_even,higher_divisor_even,4,True
786887,786889,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,6,o4_d4_a4_odd_semiprime,odd_semiprime,12,True
787067,787069,17,19,o4_d4_a4_odd_semiprime,odd_semiprime,10,o4_d4_a9_even_semiprime,even_semiprime,10,False
787331,787333,11,13,o4_d4_a4_odd_semiprime,odd_semiprime,22,o4_d4_a1_even_semiprime,even_semiprime,4,False
787427,787429,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,66,o4_d8_a2_higher_divisor_odd,higher_divisor_odd,4,False
787517,787519,17,19,o4_d6_a3_higher_divisor_even,higher_divisor_even,4,o4_d4_a3_even_semiprime,even_semiprime,10,False
787769,787771,29,1,o2_d8_a1_higher_divisor_even,higher_divisor_even,12,o6_d6_a4_higher_divisor_odd,higher_divisor_odd,6,False
788087,788089,17,19,o4_d4_a1_even_semiprime,even_semiprime,10,o4_d4_a2_odd_semiprime,odd_semiprime,4,False
788351,788353,11,13,o2_d4_a2_odd_semiprime,odd_semiprime,30,o4_d6_a3_higher_divisor_even,higher_divisor_even,4,False
788561,788563,11,13,o2_d4_a2_odd_semiprime,odd_semiprime,12,o4_d4_a4_odd_semiprime,odd_semiprime,6,True
788867,788869,17,19,o4_d8_a3_higher_divisor_even,higher_divisor_even,4,o4_d4_a2_odd_semiprime,odd_semiprime,4,False
788999,789001,29,1,o6_d4_a2_odd_semiprime,odd_semiprime,6,o6_d4_a1_even_semiprime,even_semiprime,16,False
789029,789031,29,1,o2_d4_a6_odd_semiprime,odd_semiprime,12,o6_d4_a6_odd_semiprime,odd_semiprime,36,True
789389,789391,29,1,o2_d4_a2_odd_semiprime,odd_semiprime,12,o6_d4_a6_odd_semiprime,odd_semiprime,16,True
789491,789493,11,13,o6_d4_a5_even_semiprime,even_semiprime,18,o4_d4_a1_even_semiprime,even_semiprime,18,True
789587,789589,17,19,o4_d4_a4_odd_semiprime,odd_semiprime,10,o4_d4_a4_odd_semiprime,odd_semiprime,22,True
789671,789673,11,13,o6_d4_a2_odd_semiprime,odd_semiprime,18,o4_d4_a1_even_semiprime,even_semiprime,10,False
789959,789961,29,1,o2_d4_a6_odd_semiprime,odd_semiprime,18,o6_d4_a1_even_semiprime,even_semiprime,6,False
789977,789979,17,19,o4_d4_a2_odd_semiprime,odd_semiprime,10,o4_d4_a4_odd_semiprime,odd_semiprime,24,True
790169,790171,29,1,o2_d4_a2_odd_semiprime,odd_semiprime,48,o6_d4_a7_even_semiprime,even_semiprime,18,False
790199,790201,29,1,o4_d4_a4_odd_semiprime,odd_semiprime,10,o6_d4_a2_odd_semiprime,odd_semiprime,18,True
790289,790291,29,1,o2_d4_a5_even_semiprime,even_semiprime,12,o6_d4_a3_even_semiprime,even_semiprime,36,True
790331,790333,11,13,o4_d4_a2_odd_semiprime,odd_semiprime,4,o4_d4_a4_odd_semiprime,odd_semiprime,18,True
790649,790651,29,1,o2_d4_a2_odd_semiprime,odd_semiprime,12,o6_d4_a6_odd_semiprime,odd_semiprime,42,True
790817,790819,17,19,o6_d4_a6_odd_semiprime,odd_semiprime,24,o4_d4_a8_odd_semiprime,odd_semiprime,12,True
790967,790969,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,6,o4_d4_a2_odd_semiprime,odd_semiprime,22,True
791309,791311,29,1,o2_d4_a2_odd_semiprime,odd_semiprime,18,o6_d4_a3_even_semiprime,even_semiprime,6,False
791561,791563,11,13,o6_d4_a4_odd_semiprime,odd_semiprime,18,o4_d4_a4_odd_semiprime,odd_semiprime,6,True
791627,791629,17,19,o4_d4_a2_odd_semiprime,odd_semiprime,28,o4_d4_a4_odd_semiprime,odd_semiprime,28,True
791801,791803,11,13,o4_d4_a2_odd_semiprime,odd_semiprime,4,o4_d4_a4_odd_semiprime,odd_semiprime,24,True
791849,791851,29,1,o4_d4_a4_odd_semiprime,odd_semiprime,22,o6_d4_a2_odd_semiprime,odd_semiprime,36,True
791897,791899,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,6,o4_d4_a7_even_semiprime,even_semiprime,10,False
791927,791929,17,19,o2_d4_a8_odd_semiprime,odd_semiprime,18,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,False
791969,791971,29,1,o2_d4_a2_odd_semiprime,odd_semiprime,18,o6_d4_a10_odd_semiprime,odd_semiprime,22,True
792107,792109,17,19,o2_d8_a3_higher_divisor_even,higher_divisor_even,6,o4_d4_a4_odd_semiprime,odd_semiprime,10,False
792227,792229,17,19,o4_d8_a3_higher_divisor_even,higher_divisor_even,4,o4_d4_a9_even_semiprime,even_semiprime,12,False
792299,792301,29,1,o6_d8_a1_higher_divisor_even,higher_divisor_even,6,o6_d4_a2_odd_semiprime,odd_semiprime,6,False
792479,792481,29,1,o2_d4_a2_odd_semiprime,odd_semiprime,18,o6_d8_a1_higher_divisor_even,higher_divisor_even,6,False
792551,792553,11,13,o4_d4_a6_odd_semiprime,odd_semiprime,22,o4_d6_a3_higher_divisor_even,higher_divisor_even,6,False
792641,792643,11,13,o4_d16_a1_higher_divisor_even,higher_divisor_even,4,o4_d4_a3_even_semiprime,even_semiprime,4,False
792689,792691,29,1,o4_d4_a4_odd_semiprime,odd_semiprime,10,o6_d6_a1_higher_divisor_even,higher_divisor_even,6,False
792989,792991,29,1,o6_d4_a2_odd_semiprime,odd_semiprime,6,o6_d4_a2_odd_semiprime,odd_semiprime,52,True
793187,793189,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,6,o4_d4_a10_odd_semiprime,odd_semiprime,18,True
793487,793489,17,19,o4_d4_a6_odd_semiprime,odd_semiprime,34,o4_d8_a1_higher_divisor_even,higher_divisor_even,4,False
793517,793519,17,19,o2_d4_a2_odd_semiprime,odd_semiprime,6,o4_d4_a4_odd_semiprime,odd_semiprime,18,True
793787,793789,17,19,o4_d4_a6_odd_semiprime,odd_semiprime,10,o4_d4_a6_odd_semiprime,odd_semiprime,24,True
793841,793843,11,13,o4_d4_a10_odd_semiprime,odd_semiprime,28,o4_d4_a4_odd_semiprime,odd_semiprime,10,True
793979,793981,29,1,o2_d4_a6_odd_semiprime,odd_semiprime,12,o6_d4_a6_odd_semiprime,odd_semiprime,18,True
794009,794011,29,1,o4_d6_a8_higher_divisor_odd,higher_divisor_odd,10,o6_d4_a4_odd_semiprime,odd_semiprime,12,False
794039,794041,29,1,o6_d8_a2_higher_divisor_odd,higher_divisor_odd,6,o6_d4_a10_odd_semiprime,odd_semiprime,22,False
794111,794113,11,13,o4_d4_a2_odd_semiprime,odd_semiprime,22,o4_d4_a1_even_semiprime,even_semiprime,6,False
794201,794203,11,13,o6_d4_a2_odd_semiprime,odd_semiprime,10,o4_d12_a1_higher_divisor_even,higher_divisor_even,4,False
794471,794473,11,13,o4_d4_a4_odd_semiprime,odd_semiprime,22,o4_d4_a1_even_semiprime,even_semiprime,4,False
