pressure_quantile,square_top_share,square_pressure_cutoff,recent_window,gate_logic,repair_arm,fire_count,fire_share,short_correct,long_correct,carrier_regime_correct,short_accuracy,long_accuracy,carrier_regime_accuracy,net_gain_over_short,net_gain_over_long,hard_case_capture,capture_per_fire,pollution_rate,ordinary_pool_accuracy,beats_short_and_long,v2_passed,strong_passed
0.5,0.5,2.0000002942857576e-09,1,square_only,short,98,0.5025641025641026,44,43,44,0.22564102564102564,0.2205128205128205,0.22564102564102564,0.0,0.005128205128205128,0.0,0.0,0.0,0.30927835051546393,0,0,0
0.5,0.5,2.0000002942857576e-09,1,square_only,long,98,0.5025641025641026,44,43,48,0.22564102564102564,0.2205128205128205,0.24615384615384617,0.020512820512820513,0.02564102564102564,0.10714285714285714,0.09183673469387756,0.11363636363636363,0.30927835051546393,1,0,0
0.5,0.5,2.0000002942857576e-09,1,square_only,nontriad_reset_scheduler,98,0.5025641025641026,44,43,44,0.22564102564102564,0.2205128205128205,0.22564102564102564,0.0,0.005128205128205128,0.08333333333333333,0.07142857142857142,0.1590909090909091,0.30927835051546393,0,0,0
0.5,0.5,2.0000002942857576e-09,1,square_only,event_lock_l3,98,0.5025641025641026,44,43,43,0.22564102564102564,0.2205128205128205,0.2205128205128205,-0.005128205128205128,0.0,0.03571428571428571,0.030612244897959183,0.09090909090909091,0.30927835051546393,0,0,0
0.5,0.5,2.0000002942857576e-09,1,square_only,event_lock_l6,98,0.5025641025641026,44,43,43,0.22564102564102564,0.2205128205128205,0.2205128205128205,-0.005128205128205128,0.0,0.047619047619047616,0.04081632653061224,0.11363636363636363,0.30927835051546393,0,0,0
0.5,0.5,2.0000002942857576e-09,1,square_and_hd_recent,short,13,0.06666666666666667,44,43,44,0.22564102564102564,0.2205128205128205,0.22564102564102564,0.0,0.005128205128205128,0.0,0.0,0.0,0.22527472527472528,0,0,0
0.5,0.5,2.0000002942857576e-09,1,square_and_hd_recent,long,13,0.06666666666666667,44,43,43,0.22564102564102564,0.2205128205128205,0.2205128205128205,-0.005128205128205128,0.0,0.011904761904761904,0.07692307692307693,0.045454545454545456,0.22527472527472528,0,0,0
0.5,0.5,2.0000002942857576e-09,1,square_and_hd_recent,nontriad_reset_scheduler,13,0.06666666666666667,44,43,43,0.22564102564102564,0.2205128205128205,0.2205128205128205,-0.005128205128205128,0.0,0.011904761904761904,0.07692307692307693,0.045454545454545456,0.22527472527472528,0,0,0
0.5,0.5,2.0000002942857576e-09,1,square_and_hd_recent,event_lock_l3,13,0.06666666666666667,44,43,41,0.22564102564102564,0.2205128205128205,0.21025641025641026,-0.015384615384615385,-0.010256410256410256,0.0,0.0,0.06818181818181818,0.22527472527472528,0,0,0
0.5,0.5,2.0000002942857576e-09,1,square_and_hd_recent,event_lock_l6,13,0.06666666666666667,44,43,41,0.22564102564102564,0.2205128205128205,0.21025641025641026,-0.015384615384615385,-0.010256410256410256,0.0,0.0,0.06818181818181818,0.22527472527472528,0,0,0
0.5,0.5,2.0000002942857576e-09,1,square_or_hd_recent,short,111,0.5692307692307692,44,43,44,0.22564102564102564,0.2205128205128205,0.22564102564102564,0.0,0.005128205128205128,0.0,0.0,0.0,0.32142857142857145,0,0,0
0.5,0.5,2.0000002942857576e-09,1,square_or_hd_recent,long,111,0.5692307692307692,44,43,48,0.22564102564102564,0.2205128205128205,0.24615384615384617,0.020512820512820513,0.02564102564102564,0.10714285714285714,0.08108108108108109,0.11363636363636363,0.32142857142857145,1,0,0
0.5,0.5,2.0000002942857576e-09,1,square_or_hd_recent,nontriad_reset_scheduler,111,0.5692307692307692,44,43,44,0.22564102564102564,0.2205128205128205,0.22564102564102564,0.0,0.005128205128205128,0.08333333333333333,0.06306306306306306,0.1590909090909091,0.32142857142857145,0,0,0
0.5,0.5,2.0000002942857576e-09,1,square_or_hd_recent,event_lock_l3,111,0.5692307692307692,44,43,41,0.22564102564102564,0.2205128205128205,0.21025641025641026,-0.015384615384615385,-0.010256410256410256,0.03571428571428571,0.02702702702702703,0.13636363636363635,0.32142857142857145,0,0,0
0.5,0.5,2.0000002942857576e-09,1,square_or_hd_recent,event_lock_l6,111,0.5692307692307692,44,43,41,0.22564102564102564,0.2205128205128205,0.21025641025641026,-0.015384615384615385,-0.010256410256410256,0.047619047619047616,0.036036036036036036,0.1590909090909091,0.32142857142857145,0,0,0
0.5,0.5,2.0000002942857576e-09,1,square_and_not_hd_recent,short,85,0.4358974358974359,44,43,44,0.22564102564102564,0.2205128205128205,0.22564102564102564,0.0,0.005128205128205128,0.0,0.0,0.0,0.3,0,0,0
0.5,0.5,2.0000002942857576e-09,1,square_and_not_hd_recent,long,85,0.4358974358974359,44,43,49,0.22564102564102564,0.2205128205128205,0.2512820512820513,0.02564102564102564,0.03076923076923077,0.09523809523809523,0.09411764705882353,0.06818181818181818,0.3,1,0,0
0.5,0.5,2.0000002942857576e-09,1,square_and_not_hd_recent,nontriad_reset_scheduler,85,0.4358974358974359,44,43,45,0.22564102564102564,0.2205128205128205,0.23076923076923078,0.005128205128205128,0.010256410256410256,0.07142857142857142,0.07058823529411765,0.11363636363636363,0.3,1,0,0
0.5,0.5,2.0000002942857576e-09,1,square_and_not_hd_recent,event_lock_l3,85,0.4358974358974359,44,43,46,0.22564102564102564,0.2205128205128205,0.2358974358974359,0.010256410256410256,0.015384615384615385,0.03571428571428571,0.03529411764705882,0.022727272727272728,0.3,1,0,0
0.5,0.5,2.0000002942857576e-09,1,square_and_not_hd_recent,event_lock_l6,85,0.4358974358974359,44,43,46,0.22564102564102564,0.2205128205128205,0.2358974358974359,0.010256410256410256,0.015384615384615385,0.047619047619047616,0.047058823529411764,0.045454545454545456,0.3,1,0,0
0.5,0.5,2.0000002942857576e-09,1,hd_recent_only,short,26,0.13333333333333333,44,43,44,0.22564102564102564,0.2205128205128205,0.22564102564102564,0.0,0.005128205128205128,0.0,0.0,0.0,0.22485207100591717,0,0,0
