pressure_quantile,square_top_share,square_pressure_cutoff,recent_window,gate_logic,repair_arm,fire_count,fire_share,short_correct,long_correct,carrier_regime_correct,short_accuracy,long_accuracy,carrier_regime_accuracy,net_gain_over_short,net_gain_over_long,hard_case_capture,capture_per_fire,pollution_rate,ordinary_pool_accuracy,beats_short_and_long,v2_passed,strong_passed
0.5,0.5,2.0000002942857576e-09,1,hd_recent_only,long,26,0.13333333333333333,44,43,43,0.22564102564102564,0.2205128205128205,0.2205128205128205,-0.005128205128205128,0.0,0.011904761904761904,0.038461538461538464,0.045454545454545456,0.22485207100591717,0,0,0
0.5,0.5,2.0000002942857576e-09,1,hd_recent_only,nontriad_reset_scheduler,26,0.13333333333333333,44,43,43,0.22564102564102564,0.2205128205128205,0.2205128205128205,-0.005128205128205128,0.0,0.011904761904761904,0.038461538461538464,0.045454545454545456,0.22485207100591717,0,0,0
0.5,0.5,2.0000002942857576e-09,1,hd_recent_only,event_lock_l3,26,0.13333333333333333,44,43,39,0.22564102564102564,0.2205128205128205,0.2,-0.02564102564102564,-0.020512820512820513,0.0,0.0,0.11363636363636363,0.22485207100591717,0,0,0
0.5,0.5,2.0000002942857576e-09,1,hd_recent_only,event_lock_l6,26,0.13333333333333333,44,43,39,0.22564102564102564,0.2205128205128205,0.2,-0.02564102564102564,-0.020512820512820513,0.0,0.0,0.11363636363636363,0.22485207100591717,0,0,0
0.5,0.5,2.0000002942857576e-09,2,square_only,short,98,0.5025641025641026,44,43,44,0.22564102564102564,0.2205128205128205,0.22564102564102564,0.0,0.005128205128205128,0.0,0.0,0.0,0.30927835051546393,0,0,0
0.5,0.5,2.0000002942857576e-09,2,square_only,long,98,0.5025641025641026,44,43,48,0.22564102564102564,0.2205128205128205,0.24615384615384617,0.020512820512820513,0.02564102564102564,0.10714285714285714,0.09183673469387756,0.11363636363636363,0.30927835051546393,1,0,0
0.5,0.5,2.0000002942857576e-09,2,square_only,nontriad_reset_scheduler,98,0.5025641025641026,44,43,44,0.22564102564102564,0.2205128205128205,0.22564102564102564,0.0,0.005128205128205128,0.08333333333333333,0.07142857142857142,0.1590909090909091,0.30927835051546393,0,0,0
0.5,0.5,2.0000002942857576e-09,2,square_only,event_lock_l3,98,0.5025641025641026,44,43,43,0.22564102564102564,0.2205128205128205,0.2205128205128205,-0.005128205128205128,0.0,0.03571428571428571,0.030612244897959183,0.09090909090909091,0.30927835051546393,0,0,0
0.5,0.5,2.0000002942857576e-09,2,square_only,event_lock_l6,98,0.5025641025641026,44,43,43,0.22564102564102564,0.2205128205128205,0.2205128205128205,-0.005128205128205128,0.0,0.047619047619047616,0.04081632653061224,0.11363636363636363,0.30927835051546393,0,0,0
0.5,0.5,2.0000002942857576e-09,2,square_and_hd_recent,short,31,0.15897435897435896,44,43,44,0.22564102564102564,0.2205128205128205,0.22564102564102564,0.0,0.005128205128205128,0.0,0.0,0.0,0.24390243902439024,0,0,0
0.5,0.5,2.0000002942857576e-09,2,square_and_hd_recent,long,31,0.15897435897435896,44,43,44,0.22564102564102564,0.2205128205128205,0.22564102564102564,0.0,0.005128205128205128,0.023809523809523808,0.06451612903225806,0.045454545454545456,0.24390243902439024,0,0,0
0.5,0.5,2.0000002942857576e-09,2,square_and_hd_recent,nontriad_reset_scheduler,31,0.15897435897435896,44,43,44,0.22564102564102564,0.2205128205128205,0.22564102564102564,0.0,0.005128205128205128,0.023809523809523808,0.06451612903225806,0.045454545454545456,0.24390243902439024,0,0,0
0.5,0.5,2.0000002942857576e-09,2,square_and_hd_recent,event_lock_l3,31,0.15897435897435896,44,43,42,0.22564102564102564,0.2205128205128205,0.2153846153846154,-0.010256410256410256,-0.005128205128205128,0.023809523809523808,0.06451612903225806,0.09090909090909091,0.24390243902439024,0,0,0
0.5,0.5,2.0000002942857576e-09,2,square_and_hd_recent,event_lock_l6,31,0.15897435897435896,44,43,42,0.22564102564102564,0.2205128205128205,0.2153846153846154,-0.010256410256410256,-0.005128205128205128,0.023809523809523808,0.06451612903225806,0.09090909090909091,0.24390243902439024,0,0,0
0.5,0.5,2.0000002942857576e-09,2,square_or_hd_recent,short,120,0.6153846153846154,44,43,44,0.22564102564102564,0.2205128205128205,0.22564102564102564,0.0,0.005128205128205128,0.0,0.0,0.0,0.30666666666666664,0,0,0
0.5,0.5,2.0000002942857576e-09,2,square_or_hd_recent,long,120,0.6153846153846154,44,43,48,0.22564102564102564,0.2205128205128205,0.24615384615384617,0.020512820512820513,0.02564102564102564,0.10714285714285714,0.075,0.13636363636363635,0.30666666666666664,1,0,0
0.5,0.5,2.0000002942857576e-09,2,square_or_hd_recent,nontriad_reset_scheduler,120,0.6153846153846154,44,43,44,0.22564102564102564,0.2205128205128205,0.22564102564102564,0.0,0.005128205128205128,0.08333333333333333,0.058333333333333334,0.20454545454545456,0.30666666666666664,0,0,0
0.5,0.5,2.0000002942857576e-09,2,square_or_hd_recent,event_lock_l3,120,0.6153846153846154,44,43,39,0.22564102564102564,0.2205128205128205,0.2,-0.02564102564102564,-0.020512820512820513,0.03571428571428571,0.025,0.20454545454545456,0.30666666666666664,0,0,0
0.5,0.5,2.0000002942857576e-09,2,square_or_hd_recent,event_lock_l6,120,0.6153846153846154,44,43,39,0.22564102564102564,0.2205128205128205,0.2,-0.02564102564102564,-0.020512820512820513,0.047619047619047616,0.03333333333333333,0.22727272727272727,0.30666666666666664,0,0,0
0.5,0.5,2.0000002942857576e-09,2,square_and_not_hd_recent,short,67,0.3435897435897436,44,43,44,0.22564102564102564,0.2205128205128205,0.22564102564102564,0.0,0.005128205128205128,0.0,0.0,0.0,0.265625,0,0,0
0.5,0.5,2.0000002942857576e-09,2,square_and_not_hd_recent,long,67,0.3435897435897436,44,43,48,0.22564102564102564,0.2205128205128205,0.24615384615384617,0.020512820512820513,0.02564102564102564,0.08333333333333333,0.1044776119402985,0.06818181818181818,0.265625,1,0,0
0.5,0.5,2.0000002942857576e-09,2,square_and_not_hd_recent,nontriad_reset_scheduler,67,0.3435897435897436,44,43,44,0.22564102564102564,0.2205128205128205,0.22564102564102564,0.0,0.005128205128205128,0.05952380952380952,0.07462686567164178,0.11363636363636363,0.265625,0,0,0
0.5,0.5,2.0000002942857576e-09,2,square_and_not_hd_recent,event_lock_l3,67,0.3435897435897436,44,43,45,0.22564102564102564,0.2205128205128205,0.23076923076923078,0.005128205128205128,0.010256410256410256,0.011904761904761904,0.014925373134328358,0.0,0.265625,1,0,0
0.5,0.5,2.0000002942857576e-09,2,square_and_not_hd_recent,event_lock_l6,67,0.3435897435897436,44,43,45,0.22564102564102564,0.2205128205128205,0.23076923076923078,0.005128205128205128,0.010256410256410256,0.023809523809523808,0.029850746268656716,0.022727272727272728,0.265625,1,0,0
0.5,0.5,2.0000002942857576e-09,2,hd_recent_only,short,53,0.2717948717948718,44,43,44,0.22564102564102564,0.2205128205128205,0.22564102564102564,0.0,0.005128205128205128,0.0,0.0,0.0,0.2323943661971831,0,0,0
0.5,0.5,2.0000002942857576e-09,2,hd_recent_only,long,53,0.2717948717948718,44,43,44,0.22564102564102564,0.2205128205128205,0.22564102564102564,0.0,0.005128205128205128,0.023809523809523808,0.03773584905660377,0.06818181818181818,0.2323943661971831,0,0,0
0.5,0.5,2.0000002942857576e-09,2,hd_recent_only,nontriad_reset_scheduler,53,0.2717948717948718,44,43,44,0.22564102564102564,0.2205128205128205,0.22564102564102564,0.0,0.005128205128205128,0.023809523809523808,0.03773584905660377,0.09090909090909091,0.2323943661971831,0,0,0
0.5,0.5,2.0000002942857576e-09,2,hd_recent_only,event_lock_l3,53,0.2717948717948718,44,43,38,0.22564102564102564,0.2205128205128205,0.19487179487179487,-0.03076923076923077,-0.02564102564102564,0.023809523809523808,0.03773584905660377,0.20454545454545456,0.2323943661971831,0,0,0
0.5,0.5,2.0000002942857576e-09,2,hd_recent_only,event_lock_l6,53,0.2717948717948718,44,43,38,0.22564102564102564,0.2205128205128205,0.19487179487179487,-0.03076923076923077,-0.02564102564102564,0.023809523809523808,0.03773584905660377,0.20454545454545456,0.2323943661971831,0,0,0
0.5,0.5,2.0000002942857576e-09,3,square_only,short,98,0.5025641025641026,44,43,44,0.22564102564102564,0.2205128205128205,0.22564102564102564,0.0,0.005128205128205128,0.0,0.0,0.0,0.30927835051546393,0,0,0
0.5,0.5,2.0000002942857576e-09,3,square_only,long,98,0.5025641025641026,44,43,48,0.22564102564102564,0.2205128205128205,0.24615384615384617,0.020512820512820513,0.02564102564102564,0.10714285714285714,0.09183673469387756,0.11363636363636363,0.30927835051546393,1,0,0
0.5,0.5,2.0000002942857576e-09,3,square_only,nontriad_reset_scheduler,98,0.5025641025641026,44,43,44,0.22564102564102564,0.2205128205128205,0.22564102564102564,0.0,0.005128205128205128,0.08333333333333333,0.07142857142857142,0.1590909090909091,0.30927835051546393,0,0,0
0.5,0.5,2.0000002942857576e-09,3,square_only,event_lock_l3,98,0.5025641025641026,44,43,43,0.22564102564102564,0.2205128205128205,0.2205128205128205,-0.005128205128205128,0.0,0.03571428571428571,0.030612244897959183,0.09090909090909091,0.30927835051546393,0,0,0
0.5,0.5,2.0000002942857576e-09,3,square_only,event_lock_l6,98,0.5025641025641026,44,43,43,0.22564102564102564,0.2205128205128205,0.2205128205128205,-0.005128205128205128,0.0,0.047619047619047616,0.04081632653061224,0.11363636363636363,0.30927835051546393,0,0,0
0.5,0.5,2.0000002942857576e-09,3,square_and_hd_recent,short,39,0.2,44,43,44,0.22564102564102564,0.2205128205128205,0.22564102564102564,0.0,0.005128205128205128,0.0,0.0,0.0,0.2564102564102564,0,0,0
0.5,0.5,2.0000002942857576e-09,3,square_and_hd_recent,long,39,0.2,44,43,45,0.22564102564102564,0.2205128205128205,0.23076923076923078,0.005128205128205128,0.010256410256410256,0.03571428571428571,0.07692307692307693,0.045454545454545456,0.2564102564102564,1,0,0
0.5,0.5,2.0000002942857576e-09,3,square_and_hd_recent,nontriad_reset_scheduler,39,0.2,44,43,45,0.22564102564102564,0.2205128205128205,0.23076923076923078,0.005128205128205128,0.010256410256410256,0.03571428571428571,0.07692307692307693,0.045454545454545456,0.2564102564102564,1,0,0
0.5,0.5,2.0000002942857576e-09,3,square_and_hd_recent,event_lock_l3,39,0.2,44,43,43,0.22564102564102564,0.2205128205128205,0.2205128205128205,-0.005128205128205128,0.0,0.03571428571428571,0.07692307692307693,0.09090909090909091,0.2564102564102564,0,0,0
0.5,0.5,2.0000002942857576e-09,3,square_and_hd_recent,event_lock_l6,39,0.2,44,43,43,0.22564102564102564,0.2205128205128205,0.2205128205128205,-0.005128205128205128,0.0,0.03571428571428571,0.07692307692307693,0.09090909090909091,0.2564102564102564,0,0,0
0.5,0.5,2.0000002942857576e-09,3,square_or_hd_recent,short,135,0.6923076923076923,44,43,44,0.22564102564102564,0.2205128205128205,0.22564102564102564,0.0,0.005128205128205128,0.0,0.0,0.0,0.3,0,0,0
0.5,0.5,2.0000002942857576e-09,3,square_or_hd_recent,long,135,0.6923076923076923,44,43,48,0.22564102564102564,0.2205128205128205,0.24615384615384617,0.020512820512820513,0.02564102564102564,0.10714285714285714,0.06666666666666667,0.18181818181818182,0.3,1,0,0
0.5,0.5,2.0000002942857576e-09,3,square_or_hd_recent,nontriad_reset_scheduler,135,0.6923076923076923,44,43,44,0.22564102564102564,0.2205128205128205,0.22564102564102564,0.0,0.005128205128205128,0.08333333333333333,0.05185185185185185,0.2727272727272727,0.3,0,0,0
0.5,0.5,2.0000002942857576e-09,3,square_or_hd_recent,event_lock_l3,135,0.6923076923076923,44,43,36,0.22564102564102564,0.2205128205128205,0.18461538461538463,-0.041025641025641026,-0.035897435897435895,0.03571428571428571,0.022222222222222223,0.29545454545454547,0.3,0,0,0
0.5,0.5,2.0000002942857576e-09,3,square_or_hd_recent,event_lock_l6,135,0.6923076923076923,44,43,36,0.22564102564102564,0.2205128205128205,0.18461538461538463,-0.041025641025641026,-0.035897435897435895,0.047619047619047616,0.02962962962962963,0.3181818181818182,0.3,0,0,0
0.5,0.5,2.0000002942857576e-09,3,square_and_not_hd_recent,short,59,0.30256410256410254,44,43,44,0.22564102564102564,0.2205128205128205,0.22564102564102564,0.0,0.005128205128205128,0.0,0.0,0.0,0.25,0,0,0
0.5,0.5,2.0000002942857576e-09,3,square_and_not_hd_recent,long,59,0.30256410256410254,44,43,47,0.22564102564102564,0.2205128205128205,0.24102564102564103,0.015384615384615385,0.020512820512820513,0.07142857142857142,0.1016949152542373,0.06818181818181818,0.25,1,0,0
0.5,0.5,2.0000002942857576e-09,3,square_and_not_hd_recent,nontriad_reset_scheduler,59,0.30256410256410254,44,43,43,0.22564102564102564,0.2205128205128205,0.2205128205128205,-0.005128205128205128,0.0,0.047619047619047616,0.06779661016949153,0.11363636363636363,0.25,0,0,0
0.5,0.5,2.0000002942857576e-09,3,square_and_not_hd_recent,event_lock_l3,59,0.30256410256410254,44,43,44,0.22564102564102564,0.2205128205128205,0.22564102564102564,0.0,0.005128205128205128,0.0,0.0,0.0,0.25,0,0,0
0.5,0.5,2.0000002942857576e-09,3,square_and_not_hd_recent,event_lock_l6,59,0.30256410256410254,44,43,44,0.22564102564102564,0.2205128205128205,0.22564102564102564,0.0,0.005128205128205128,0.011904761904761904,0.01694915254237288,0.022727272727272728,0.25,0,0,0
0.5,0.5,2.0000002942857576e-09,3,hd_recent_only,short,76,0.38974358974358975,44,43,44,0.22564102564102564,0.2205128205128205,0.22564102564102564,0.0,0.005128205128205128,0.0,0.0,0.0,0.23529411764705882,0,0,0
0.5,0.5,2.0000002942857576e-09,3,hd_recent_only,long,76,0.38974358974358975,44,43,45,0.22564102564102564,0.2205128205128205,0.23076923076923078,0.005128205128205128,0.010256410256410256,0.03571428571428571,0.039473684210526314,0.11363636363636363,0.23529411764705882,1,0,0
0.5,0.5,2.0000002942857576e-09,3,hd_recent_only,nontriad_reset_scheduler,76,0.38974358974358975,44,43,45,0.22564102564102564,0.2205128205128205,0.23076923076923078,0.005128205128205128,0.010256410256410256,0.03571428571428571,0.039473684210526314,0.1590909090909091,0.23529411764705882,1,0,0
0.5,0.5,2.0000002942857576e-09,3,hd_recent_only,event_lock_l3,76,0.38974358974358975,44,43,36,0.22564102564102564,0.2205128205128205,0.18461538461538463,-0.041025641025641026,-0.035897435897435895,0.03571428571428571,0.039473684210526314,0.29545454545454547,0.23529411764705882,0,0,0
0.5,0.5,2.0000002942857576e-09,3,hd_recent_only,event_lock_l6,76,0.38974358974358975,44,43,36,0.22564102564102564,0.2205128205128205,0.18461538461538463,-0.041025641025641026,-0.035897435897435895,0.03571428571428571,0.039473684210526314,0.29545454545454547,0.23529411764705882,0,0,0
0.5,0.5,2.0000002942857576e-09,4,square_only,short,98,0.5025641025641026,44,43,44,0.22564102564102564,0.2205128205128205,0.22564102564102564,0.0,0.005128205128205128,0.0,0.0,0.0,0.30927835051546393,0,0,0
0.5,0.5,2.0000002942857576e-09,4,square_only,long,98,0.5025641025641026,44,43,48,0.22564102564102564,0.2205128205128205,0.24615384615384617,0.020512820512820513,0.02564102564102564,0.10714285714285714,0.09183673469387756,0.11363636363636363,0.30927835051546393,1,0,0
0.5,0.5,2.0000002942857576e-09,4,square_only,nontriad_reset_scheduler,98,0.5025641025641026,44,43,44,0.22564102564102564,0.2205128205128205,0.22564102564102564,0.0,0.005128205128205128,0.08333333333333333,0.07142857142857142,0.1590909090909091,0.30927835051546393,0,0,0
0.5,0.5,2.0000002942857576e-09,4,square_only,event_lock_l3,98,0.5025641025641026,44,43,43,0.22564102564102564,0.2205128205128205,0.2205128205128205,-0.005128205128205128,0.0,0.03571428571428571,0.030612244897959183,0.09090909090909091,0.30927835051546393,0,0,0
0.5,0.5,2.0000002942857576e-09,4,square_only,event_lock_l6,98,0.5025641025641026,44,43,43,0.22564102564102564,0.2205128205128205,0.2205128205128205,-0.005128205128205128,0.0,0.047619047619047616,0.04081632653061224,0.11363636363636363,0.30927835051546393,0,0,0
0.5,0.5,2.0000002942857576e-09,4,square_and_hd_recent,short,48,0.24615384615384617,44,43,44,0.22564102564102564,0.2205128205128205,0.22564102564102564,0.0,0.005128205128205128,0.0,0.0,0.0,0.2653061224489796,0,0,0
0.5,0.5,2.0000002942857576e-09,4,square_and_hd_recent,long,48,0.24615384615384617,44,43,46,0.22564102564102564,0.2205128205128205,0.2358974358974359,0.010256410256410256,0.015384615384615385,0.047619047619047616,0.08333333333333333,0.045454545454545456,0.2653061224489796,1,0,0
0.5,0.5,2.0000002942857576e-09,4,square_and_hd_recent,nontriad_reset_scheduler,48,0.24615384615384617,44,43,45,0.22564102564102564,0.2205128205128205,0.23076923076923078,0.005128205128205128,0.010256410256410256,0.03571428571428571,0.0625,0.045454545454545456,0.2653061224489796,1,0,0
0.5,0.5,2.0000002942857576e-09,4,square_and_hd_recent,event_lock_l3,48,0.24615384615384617,44,43,43,0.22564102564102564,0.2205128205128205,0.2205128205128205,-0.005128205128205128,0.0,0.03571428571428571,0.0625,0.09090909090909091,0.2653061224489796,0,0,0
0.5,0.5,2.0000002942857576e-09,4,square_and_hd_recent,event_lock_l6,48,0.24615384615384617,44,43,43,0.22564102564102564,0.2205128205128205,0.2205128205128205,-0.005128205128205128,0.0,0.03571428571428571,0.0625,0.09090909090909091,0.2653061224489796,0,0,0
0.5,0.5,2.0000002942857576e-09,4,square_or_hd_recent,short,144,0.7384615384615385,44,43,44,0.22564102564102564,0.2205128205128205,0.22564102564102564,0.0,0.005128205128205128,0.0,0.0,0.0,0.3333333333333333,0,0,0
0.5,0.5,2.0000002942857576e-09,4,square_or_hd_recent,long,144,0.7384615384615385,44,43,49,0.22564102564102564,0.2205128205128205,0.2512820512820513,0.02564102564102564,0.03076923076923077,0.10714285714285714,0.0625,0.18181818181818182,0.3333333333333333,1,0,0
0.5,0.5,2.0000002942857576e-09,4,square_or_hd_recent,nontriad_reset_scheduler,144,0.7384615384615385,44,43,45,0.22564102564102564,0.2205128205128205,0.23076923076923078,0.005128205128205128,0.010256410256410256,0.08333333333333333,0.04861111111111111,0.29545454545454547,0.3333333333333333,1,0,0
0.5,0.5,2.0000002942857576e-09,4,square_or_hd_recent,event_lock_l3,144,0.7384615384615385,44,43,36,0.22564102564102564,0.2205128205128205,0.18461538461538463,-0.041025641025641026,-0.035897435897435895,0.03571428571428571,0.020833333333333332,0.29545454545454547,0.3333333333333333,0,0,0
0.5,0.5,2.0000002942857576e-09,4,square_or_hd_recent,event_lock_l6,144,0.7384615384615385,44,43,38,0.22564102564102564,0.2205128205128205,0.19487179487179487,-0.03076923076923077,-0.02564102564102564,0.047619047619047616,0.027777777777777776,0.3181818181818182,0.3333333333333333,0,0,0
0.5,0.5,2.0000002942857576e-09,4,square_and_not_hd_recent,short,50,0.2564102564102564,44,43,44,0.22564102564102564,0.2205128205128205,0.22564102564102564,0.0,0.005128205128205128,0.0,0.0,0.0,0.2413793103448276,0,0,0
0.5,0.5,2.0000002942857576e-09,4,square_and_not_hd_recent,long,50,0.2564102564102564,44,43,46,0.22564102564102564,0.2205128205128205,0.2358974358974359,0.010256410256410256,0.015384615384615385,0.05952380952380952,0.1,0.06818181818181818,0.2413793103448276,1,0,0
0.5,0.5,2.0000002942857576e-09,4,square_and_not_hd_recent,nontriad_reset_scheduler,50,0.2564102564102564,44,43,43,0.22564102564102564,0.2205128205128205,0.2205128205128205,-0.005128205128205128,0.0,0.047619047619047616,0.08,0.11363636363636363,0.2413793103448276,0,0,0
0.5,0.5,2.0000002942857576e-09,4,square_and_not_hd_recent,event_lock_l3,50,0.2564102564102564,44,43,44,0.22564102564102564,0.2205128205128205,0.22564102564102564,0.0,0.005128205128205128,0.0,0.0,0.0,0.2413793103448276,0,0,0
0.5,0.5,2.0000002942857576e-09,4,square_and_not_hd_recent,event_lock_l6,50,0.2564102564102564,44,43,44,0.22564102564102564,0.2205128205128205,0.22564102564102564,0.0,0.005128205128205128,0.011904761904761904,0.02,0.022727272727272728,0.2413793103448276,0,0,0
0.5,0.5,2.0000002942857576e-09,4,hd_recent_only,short,94,0.48205128205128206,44,43,44,0.22564102564102564,0.2205128205128205,0.22564102564102564,0.0,0.005128205128205128,0.0,0.0,0.0,0.25742574257425743,0,0,0
0.5,0.5,2.0000002942857576e-09,4,hd_recent_only,long,94,0.48205128205128206,44,43,47,0.22564102564102564,0.2205128205128205,0.24102564102564103,0.015384615384615385,0.020512820512820513,0.047619047619047616,0.0425531914893617,0.11363636363636363,0.25742574257425743,1,0,0
0.5,0.5,2.0000002942857576e-09,4,hd_recent_only,nontriad_reset_scheduler,94,0.48205128205128206,44,43,46,0.22564102564102564,0.2205128205128205,0.2358974358974359,0.010256410256410256,0.015384615384615385,0.03571428571428571,0.031914893617021274,0.18181818181818182,0.25742574257425743,1,0,0
0.5,0.5,2.0000002942857576e-09,4,hd_recent_only,event_lock_l3,94,0.48205128205128206,44,43,36,0.22564102564102564,0.2205128205128205,0.18461538461538463,-0.041025641025641026,-0.035897435897435895,0.03571428571428571,0.031914893617021274,0.29545454545454547,0.25742574257425743,0,0,0
0.5,0.5,2.0000002942857576e-09,4,hd_recent_only,event_lock_l6,94,0.48205128205128206,44,43,38,0.22564102564102564,0.2205128205128205,0.19487179487179487,-0.03076923076923077,-0.02564102564102564,0.03571428571428571,0.031914893617021274,0.29545454545454547,0.25742574257425743,0,0,0
0.5,0.5,2.0000002942857576e-09,6,square_only,short,98,0.5025641025641026,44,43,44,0.22564102564102564,0.2205128205128205,0.22564102564102564,0.0,0.005128205128205128,0.0,0.0,0.0,0.30927835051546393,0,0,0
0.5,0.5,2.0000002942857576e-09,6,square_only,long,98,0.5025641025641026,44,43,48,0.22564102564102564,0.2205128205128205,0.24615384615384617,0.020512820512820513,0.02564102564102564,0.10714285714285714,0.09183673469387756,0.11363636363636363,0.30927835051546393,1,0,0
