p,square,previous_prime,offset,o_q,fixed_cutoff,dynamic_cutoff
221327,48985640929,48985640909,20,2,44,303
221393,49014860449,49014860417,32,2,44,303
221399,49017517201,49017517193,8,6,60,303
221401,49018402801,49018402799,2,2,44,303
221411,49022830921,49022830891,30,6,60,303
221413,49023716569,49023716557,12,4,60,303
221447,49038773809,49038773789,20,2,44,303
221453,49041431209,49041431191,18,6,60,303
221461,49044974521,49044974497,24,4,60,303
221471,49049403841,49049403827,14,2,44,303
221477,49052061529,49052061523,6,4,60,303
221489,49057377121,49057377091,30,6,60,303
221497,49060921009,49060920929,80,2,44,303
221509,49066237081,49066237079,2,2,44,303
221537,49078642369,49078642363,6,4,60,303
221539,49079528521,49079528503,18,4,60,303
221549,49083959401,49083959383,18,4,60,303
221567,49091935489,49091935433,56,6,60,303
221581,49098139561,49098139553,8,6,60,304
221587,49100798569,49100798561,8,2,44,304
221603,49107889609,49107889603,6,4,60,304
221621,49115867641,49115867639,2,2,44,304
221623,49116754129,49116754121,8,2,44,304
221653,49130052409,49130052407,2,2,44,304
221657,49131825649,49131825637,12,4,60,304
221659,49132712281,49132712273,8,6,60,304
221671,49138032241,49138032193,48,4,60,304
221677,49140692329,49140692287,42,4,60,304
221707,49153993849,49153993843,6,4,60,304
221713,49156654369,49156654367,2,2,44,304
221717,49158428089,49158428069,20,2,44,304
221719,49159314961,49159314923,38,6,60,304
221723,49161088729,49161088727,2,2,44,304
221729,49163749441,49163749391,50,2,44,304
221737,49167297169,49167297163,6,4,60,304
221747,49171732009,49171731977,32,2,44,304
221773,49183263529,49183263511,18,6,60,304
221797,49193909209,49193909203,6,4,60,304
221807,49198345249,49198345237,12,4,60,304
221813,49201006969,49201006957,12,4,60,304
221827,49207217929,49207217867,62,2,44,304
221831,49208992561,49208992559,2,2,44,304
221849,49216978801,49216978777,24,4,60,304
221873,49227628129,49227628091,38,2,44,304
221891,49235615881,49235615867,14,2,44,304
221909,49243604281,49243604269,12,4,60,304
221941,49257807481,49257807457,24,4,60,304
221951,49262246401,49262246387,14,2,44,304
221953,49263134209,49263134149,60,4,60,304
221957,49264909849,49264909817,32,2,44,304
221987,49278228169,49278228161,8,2,44,304
221989,49279116121,49279116097,24,4,60,304
221999,49283556001,49283555953,48,4,60,304
222007,49287108049,49287108019,30,4,60,304
222011,49288884121,49288884119,2,2,44,304
222023,49294212529,49294212521,8,2,44,304
222029,49296876841,49296876799,42,4,60,304
222041,49302205681,49302205679,2,2,44,304
222043,49303093849,49303093843,6,4,60,304
222059,49310199481,49310199479,2,2,44,304
222067,49313752489,49313752487,2,2,44,304
222073,49316417329,49316417323,6,4,60,304
222107,49331519449,49331519407,42,4,60,304
222109,49332407881,49332407869,12,4,60,304
222113,49334184769,49334184749,20,2,44,304
222127,49340404129,49340404117,12,4,60,304
222137,49344846769,49344846671,98,2,44,304
222149,49350178201,49350178187,14,2,44,304
222151,49351066801,49351066789,12,4,60,304
222161,49355509921,49355509891,30,6,60,304
222163,49356398569,49356398563,6,4,60,304
222193,49369729249,49369729247,2,2,44,304
222197,49371506809,49371506753,56,6,60,304
222199,49372395601,49372395599,2,2,44,304
222247,49393729009,49393728961,48,6,60,304
222269,49403508361,49403508307,54,4,60,304
222289,49412399521,49412399507,14,2,44,304
222293,49414177849,49414177837,12,4,60,304
222311,49422180721,49422180719,2,2,44,304
222317,49424848489,49424848477,12,4,60,304
222323,49427516329,49427516317,12,4,60,304
222329,49430184241,49430184233,8,6,60,304
222337,49433741569,49433741557,12,4,60,304
222347,49438188409,49438188383,26,6,60,304
222349,49439077801,49439077757,44,2,44,304
222361,49444414321,49444414301,20,2,44,304
222367,49447082689,49447082677,12,4,60,304
222379,49452419641,49452419581,60,6,60,304
222389,49456867321,49456867303,18,4,60,304
222403,49463094409,49463094397,12,4,60,304
222419,49470211561,49470211519,42,4,60,304
222437,49478218969,49478218963,6,4,60,304
222461,49488896521,49488896461,60,6,60,304
222493,49503135049,49503135043,6,4,60,304
222499,49505805001,49505804983,18,4,60,304
222511,49511145121,49511145059,62,2,44,304
222527,49518265729,49518265723,6,4,60,304
222533,49520936089,49520936057,32,2,44,304
222553,49529837809,49529837737,72,4,60,304
222557,49531618249,49531618219,30,4,60,304
222587,49544972569,49544972549,20,2,44,304
222601,49551205201,49551205181,20,2,44,304
222613,49556547769,49556547737,32,2,44,304
222619,49559219161,49559219153,8,6,60,304
222643,49569905449,49569905431,18,6,60,304
222647,49571686609,49571686597,12,4,60,304
222659,49577030281,49577030227,54,4,60,304
222679,49585937041,49585937033,8,6,60,304
222707,49598407849,49598407811,38,2,44,304
222713,49601080369,49601080357,12,4,60,304
222731,49609098361,49609098353,8,6,60,304
222773,49627809529,49627809509,20,2,44,304
222779,49630482841,49630482833,8,6,60,304
222787,49634047369,49634047283,86,6,60,304
222791,49635829681,49635829651,30,6,60,304
222793,49636720849,49636720801,48,6,60,304
222799,49639394401,49639394381,20,2,44,304
222823,49650089329,49650089317,12,4,60,304
222839,49657219921,49657219907,14,2,44,304
222841,49658111281,49658111249,32,2,44,304
222857,49665242449,49665242401,48,6,60,304
222863,49667916769,49667916761,8,2,44,304
222877,49674157129,49674157123,6,4,60,304
222883,49676831689,49676831651,38,2,44,304
222913,49690205569,49690205561,8,2,44,304
222919,49692880561,49692880537,24,4,60,304
222931,49698230761,49698230741,20,2,44,304
222941,49702689481,49702689469,12,4,60,304
222947,49705364809,49705364767,42,4,60,304
222953,49708040209,49708040191,18,6,60,304
222967,49714283089,49714283083,6,4,60,304
222977,49718742529,49718742527,2,2,44,304
222979,49719634441,49719634439,2,2,44,304
222991,49724986081,49724986001,80,2,44,304
223007,49732122049,49732122007,42,4,60,304
223009,49733014081,49733014031,50,2,44,304
223019,49737474361,49737474337,24,4,60,304
223037,49745503369,49745503361,8,2,44,304
223049,49750856401,49750856387,14,2,44,304
223051,49751748601,49751748511,90,6,60,304
223061,49756209721,49756209707,14,2,44,304
223063,49757101969,49757101937,32,2,44,304
223087,49767809569,49767809549,20,2,44,304
223099,49773163801,49773163757,44,2,44,304
223103,49774948609,49774948607,2,2,44,304
223129,49786550641,49786550609,32,2,44,304
223133,49788335689,49788335657,32,2,44,304
223151,49796368801,49796368777,24,4,60,304
223207,49821364849,49821364819,30,4,60,304
223211,49823150521,49823150471,50,2,44,304
223217,49825829089,49825829069,20,2,44,304
223219,49826721961,49826721953,8,6,60,304
223229,49831186441,49831186439,2,2,44,304
223241,49836544081,49836544067,14,2,44,304
223243,49837437049,49837437011,38,2,44,304
223247,49839223009,49839223003,6,4,60,304
223253,49841902009,49841902007,2,2,44,304
223259,49844581081,49844581079,2,2,44,304
223273,49850832529,49850832511,18,6,60,304
223277,49852618729,49852618727,2,2,44,304
223283,49855298089,49855298029,60,4,60,304
223291,49858870681,49858870673,8,6,60,304
223303,49864229809,49864229801,8,2,44,304
223313,49868695969,49868695963,6,4,60,304
223319,49871375761,49871375737,24,4,60,304
223331,49876735561,49876735547,14,2,44,304
223337,49879415569,49879415561,8,2,44,304
223339,49880308921,49880308871,50,2,44,304
223361,49890136321,49890136319,2,2,44,304
223367,49892816689,49892816651,38,2,44,304
223381,49899071161,49899071147,14,2,44,304
223403,49908900409,49908900401,8,2,44,304
223423,49917836929,49917836921,8,2,44,304
223429,49920518041,49920517987,54,4,60,304
223439,49924986721,49924986719,2,2,44,304
223441,49925880481,49925880479,2,2,44,304
223463,49935712369,49935712357,12,4,60,304
223469,49938393961,49938393941,20,2,44,304
223481,49943757361,49943757329,32,2,44,304
223493,49949121049,49949121017,32,2,44,304
223507,49955379049,49955379029,20,2,44,304
223529,49965213841,49965213839,2,2,44,304
223543,49971472849,49971472843,6,4,60,304
223547,49973261209,49973261171,38,2,44,304
223549,49974155401,49974155393,8,6,60,304
223577,49986674929,49986674909,20,2,44,304
223589,49992040921,49992040909,12,4,60,304
223621,50006351641,50006351609,32,2,44,304
223633,50011718689,50011718633,56,6,60,304
223637,50013507769,50013507767,2,2,44,304
223667,50026926889,50026926883,6,4,60,304
223679,50032295041,50032295021,20,2,44,304
223681,50033189761,50033189699,62,2,44,304
223697,50040347809,50040347803,6,4,60,304
223711,50046611521,50046611497,24,4,60,304
223747,50062720009,50062720007,2,2,44,304
223753,50065405009,50065405003,6,4,60,304
223757,50067195049,50067195037,12,4,60,304
223759,50068090081,50068090043,38,6,60,304
223781,50077935961,50077935907,54,4,60,304
223823,50096735329,50096735327,2,2,44,304
223829,50099421241,50099421187,54,4,60,304
223831,50100316561,50100316547,14,2,44,304
223837,50103002569,50103002567,2,2,44,304
223841,50104793281,50104793251,30,6,60,304
223843,50105688649,50105688601,48,6,60,304
223849,50108374801,50108374759,42,4,60,304
223903,50132553409,50132553391,18,6,60,304
223919,50139718561,50139718513,48,4,60,304
223921,50140614241,50140614211,30,6,60,304
223939,50148675721,50148675673,48,4,60,304
223963,50159425369,50159425367,2,2,44,304
223969,50162112961,50162112941,20,2,44,304
223999,50175552001,50175551981,20,2,44,304
224011,50180928121,50180928113,8,6,60,304
224027,50188096729,50188096697,32,2,44,304
224033,50190785089,50190785087,2,2,44,304
224041,50194369681,50194369649,32,2,44,304
224047,50197058209,50197058203,6,4,60,304
224057,50201539249,50201539207,42,4,60,304
224069,50206916761,50206916699,62,2,44,304
224071,50207813041,50207813017,24,4,60,304
224101,50221258201,50221258159,42,4,60,304
224113,50226636769,50226636751,18,6,60,304
224129,50233808641,50233808567,74,2,44,304
224131,50234705161,50234705153,8,6,60,304
224149,50242774201,50242774199,2,2,44,304
224153,50244567409,50244567341,68,2,44,304
224171,50252637241,50252637229,12,4,60,304
224177,50255327329,50255327323,6,4,60,304
224197,50264294809,50264294803,6,4,60,304
224201,50266088401,50266088399,2,2,44,304
224209,50269675681,50269675627,54,4,60,304
224221,50275056841,50275056829,12,4,60,304
224233,50280438289,50280438287,2,2,44,304
224239,50283129121,50283129119,2,2,44,304
224251,50288511001,50288510989,12,4,60,304
224261,50292996121,50292996119,2,2,44,304
224267,50295687289,50295687271,18,6,60,304
224291,50306452681,50306452673,8,6,60,304
224299,50310041401,50310041381,20,2,44,304
224303,50311835809,50311835807,2,2,44,304
224309,50314527481,50314527469,12,4,60,304
224317,50318116489,50318116447,42,4,60,304
224327,50322602929,50322602927,2,2,44,304
224351,50333371201,50333371169,32,2,44,304
224359,50336960881,50336960867,14,2,44,304
224363,50338755769,50338755703,66,4,60,304
224401,50355808801,50355808787,14,2,44,304
224423,50365682929,50365682903,26,6,60,304
224429,50368376041,50368376029,12,4,60,304
224443,50374660249,50374660241,8,2,44,304
224449,50377353601,50377353569,32,2,44,304
224461,50382740521,50382740503,18,4,60,304
224467,50385434089,50385434063,26,6,60,304
224473,50388127729,50388127711,18,6,60,304
224491,50396209081,50396209051,30,6,60,304
224501,50400699001,50400698989,12,4,60,304
224513,50406087169,50406087143,26,6,60,304
224527,50412373729,50412373703,26,6,60,304
224563,50428540969,50428540951,18,6,60,304
224569,50431235761,50431235753,8,6,60,304
224579,50435727241,50435727239,2,2,44,304
224591,50441117281,50441117263,18,4,60,304
224603,50446507609,50446507589,20,2,44,304
224611,50450101321,50450101309,12,4,60,304
224617,50452796689,50452796677,12,4,60,304
224629,50458187641,50458187639,2,2,44,304
224633,50459984689,50459984621,68,2,44,304
224669,50476159561,50476159511,50,2,44,304
224677,50479754329,50479754267,62,2,44,304
224683,50482450489,50482450471,18,6,60,304
224699,50489640601,50489640587,14,2,44,304
224711,50495033521,50495033509,12,4,60,304
224717,50497730089,50497730081,8,2,44,304
224729,50503123441,50503123423,18,4,60,304
224737,50506719169,50506719139,30,4,60,304
224743,50509416049,50509416037,12,4,60,304
224759,50516608081,50516608033,48,4,60,304
224771,50522002441,50522002417,24,4,60,304
224797,50533691209,50533691171,38,2,44,304
224813,50540884969,50540884967,2,2,44,304
224831,50548978561,50548978549,12,4,60,304
224863,50563368769,50563368749,20,2,44,304
224869,50566067161,50566067141,20,2,44,304
224881,50571464161,50571464129,32,2,44,304
224891,50575961881,50575961879,2,2,44,304
224897,50578660609,50578660591,18,6,60,304
224909,50584058281,50584058269,12,4,60,304
224911,50584957921,50584957883,38,6,60,304
224921,50589456241,50589456209,32,2,44,304
224929,50593055041,50593055033,8,6,60,304
224947,50601152809,50601152807,2,2,44,304
224951,50602952401,50602952383,18,4,60,304
224969,50611050961,50611050929,32,2,44,304
224977,50614650529,50614650497,32,2,44,304
224993,50621850049,50621849989,60,4,60,304
225023,50635350529,50635350503,26,6,60,304
225037,50641651369,50641651343,26,6,60,304
225061,50652453721,50652453701,20,2,44,304
225067,50655154489,50655154477,12,4,60,304
225077,50659655929,50659655909,20,2,44,304
225079,50660556241,50660556229,12,4,60,304
225089,50665057921,50665057903,18,4,60,304
225109,50674061881,50674061821,60,6,60,304
225119,50678564161,50678564149,12,4,60,304
225133,50684867689,50684867687,2,2,44,304
225143,50689370449,50689370447,2,2,44,304
225149,50692072201,50692072187,14,2,44,304
225157,50695674649,50695674607,42,4,60,304
225161,50697475921,50697475903,18,4,60,304
225163,50698376569,50698376563,6,4,60,304
225167,50700177889,50700177863,26,6,60,304
225217,50722697089,50722697083,6,4,60,304
225221,50724498841,50724498827,14,2,44,304
225223,50725399729,50725399709,20,2,44,304
225227,50727201529,50727201521,8,2,44,304
225241,50733508081,50733508069,12,4,60,304
225257,50740716049,50740716031,18,6,60,304
225263,50743419169,50743419131,38,2,44,304
225287,50754232369,50754232367,2,2,44,304
225289,50755133521,50755133497,24,4,60,304
225299,50759639401,50759639383,18,4,60,304
225307,50763244249,50763244237,12,4,60,304
225341,50778566281,50778566263,18,4,60,304
225343,50779467649,50779467587,62,2,44,304
225347,50781270409,50781270343,66,4,60,304
225349,50782171801,50782171789,12,4,60,304
225353,50783974609,50783974603,6,4,60,304
225371,50792087641,50792087617,24,4,60,304
225373,50792989129,50792989109,20,2,44,304
225383,50797496689,50797496681,8,2,44,304
225427,50817332329,50817332317,12,4,60,304
225431,50819135761,50819135753,8,6,60,304
225457,50830858849,50830858829,20,2,44,304
225461,50832662521,50832662471,50,2,44,304
225479,50840779441,50840779427,14,2,44,304
225493,50847093049,50847093023,26,6,60,304
225499,50849799001,50849798983,18,4,60,304
225503,50851603009,50851603001,8,2,44,304
225509,50854309081,50854309061,20,2,44,304
225523,50860623529,50860623523,6,4,60,304
225527,50862427729,50862427727,2,2,44,304
225529,50863329841,50863329833,8,6,60,304
225569,50881373761,50881373759,2,2,44,304
225581,50886787561,50886787547,14,2,44,304
225583,50887689889,50887689859,30,4,60,304
225601,50895811201,50895811193,8,6,60,304
225611,50900323321,50900323291,30,6,60,304
225613,50901225769,50901225763,6,4,60,304
225619,50903933161,50903933159,2,2,44,304
225629,50908445641,50908445629,12,4,60,304
225637,50912055769,50912055751,18,6,60,304
225671,50927400241,50927400211,30,6,60,304
225683,50932816489,50932816481,8,2,44,304
225689,50935524721,50935524707,14,2,44,304
225697,50939135809,50939135791,18,6,60,304
225721,50949969841,50949969767,74,2,44,304
225733,50955387289,50955387269,20,2,44,304
225749,50962611001,50962610989,12,4,60,304
225751,50963514001,50963513999,2,2,44,304
225767,50970738289,50970738263,26,6,60,304
225769,50971641361,50971641353,8,6,60,304
225779,50976156841,50976156839,2,2,44,304
225781,50977059961,50977059929,32,2,44,304
225809,50989704481,50989704473,8,6,60,304
225821,50995124041,50995124029,12,4,60,304
225829,50998737241,50998737239,2,2,44,304
225839,51003253921,51003253907,14,2,44,304
225859,51012287881,51012287779,102,4,60,304
225871,51017708641,51017708639,2,2,44,304
225889,51025840321,51025840253,68,6,60,304
225919,51039394561,51039394541,20,2,44,304
225931,51044816761,51044816749,12,4,60,304
225941,51049335481,51049335439,42,4,60,304
225943,51050239249,51050239217,32,2,44,304
225949,51052950601,51052950583,18,4,60,304
225961,51058373521,51058373519,2,2,44,304
225977,51065604529,51065604497,32,2,44,304
225983,51068316289,51068316269,20,2,44,304
225989,51071028121,51071028103,18,4,60,304
226001,51076452001,51076451963,38,6,60,304
226007,51079164049,51079164043,6,4,60,304
226013,51081876169,51081876161,8,2,44,304
226027,51088204729,51088204697,32,2,44,304
226063,51104479969,51104479939,30,4,60,304
226087,51115331569,51115331497,72,4,60,304
226099,51120757801,51120757799,2,2,44,304
226103,51122566609,51122566603,6,4,60,304
226123,51131611129,51131611103,26,6,60,305
226129,51134324641,51134324627,14,2,44,305
226133,51136133689,51136133647,42,4,60,305
226141,51139751881,51139751863,18,4,60,305
226169,51152416561,51152416559,2,2,44,305
226183,51158749489,51158749483,6,4,60,305
226189,51161463721,51161463713,8,6,60,305
226199,51165987601,51165987581,20,2,44,305
226201,51166892401,51166892393,8,6,60,305
226217,51174131089,51174131059,30,4,60,305
226231,51180465361,51180465359,2,2,44,305
226241,51184990081,51184990079,2,2,44,305
226267,51196755289,51196755277,12,4,60,305
226283,51203996089,51203996083,6,4,60,305
226307,51214858249,51214858217,32,2,44,305
226313,51217573969,51217573937,32,2,44,305
226337,51228437569,51228437543,26,6,60,305
226357,51237491449,51237491407,42,4,60,305
226367,51242018689,51242018687,2,2,44,305
226379,51247451641,51247451621,20,2,44,305
226381,51248357161,51248357077,84,4,60,305
226397,51255601609,51255601589,20,2,44,305
226409,51261035281,51261035279,2,2,44,305
226427,51269186329,51269186327,2,2,44,305
226433,51271903489,51271903481,8,2,44,305
226451,51280055401,51280055389,12,4,60,305
226453,51280961209,51280961131,78,6,60,305
226463,51285490369,51285490357,12,4,60,305
226483,51294549289,51294549287,2,2,44,305
226487,51296361169,51296361029,140,2,44,305
226511,51307233121,51307233097,24,4,60,305
226531,51316293961,51316293949,12,4,60,305
226547,51323543209,51323543189,20,2,44,305
226549,51324449401,51324449383,18,4,60,305
226553,51326261809,51326261801,8,2,44,305
226571,51334418041,51334418029,12,4,60,305
226601,51348013201,51348013177,24,4,60,305
226609,51351638881,51351638839,42,4,60,305
226621,51357077641,51357077623,18,4,60,305
226631,51361610161,51361610081,80,2,44,305
226637,51364329769,51364329727,42,4,60,305
226643,51367049449,51367049429,20,2,44,305
226649,51369769201,51369769189,12,4,60,305
226657,51373395649,51373395643,6,4,60,305
226663,51376115569,51376115509,60,4,60,305
226669,51378835561,51378835559,2,2,44,305
226691,51388809481,51388809473,8,6,60,305
226697,51391529809,51391529803,6,4,60,305
226741,51411481081,51411481061,20,2,44,305
226753,51416923009,51416923001,8,2,44,305
226769,51424179361,51424179353,8,6,60,305
226777,51427807729,51427807727,2,2,44,305
226783,51430529089,51430529083,6,4,60,305
226789,51433250521,51433250507,14,2,44,305
226799,51437786401,51437786369,32,2,44,305
226813,51444136969,51444136903,66,4,60,305
226817,51445951489,51445951457,32,2,44,305
226819,51446858761,51446858741,20,2,44,305
226823,51448673329,51448673327,2,2,44,305
226843,51457746649,51457746643,6,4,60,305
226871,51470450641,51470450623,18,4,60,305
226901,51484063801,51484063759,42,4,60,305
226903,51484971409,51484971379,30,4,60,305
226907,51486786649,51486786641,8,2,44,305
226913,51489509569,51489509549,20,2,44,305
226937,51500401969,51500401961,8,2,44,305
226943,51503125249,51503125243,6,4,60,305
226991,51524914081,51524914073,8,6,60,305
227011,51533994121,51533994119,2,2,44,305
227027,51541258729,51541258721,8,2,44,305
227053,51553064809,51553064803,6,4,60,305
227081,51565780561,51565780547,14,2,44,305
227089,51569413921,51569413919,2,2,44,305
227093,51571230649,51571230647,2,2,44,305
227111,51579406321,51579406301,20,2,44,305
227113,51580314769,51580314761,8,2,44,305
227131,51588491161,51588491153,8,6,60,305
227147,51595759609,51595759603,6,4,60,305
227153,51598485409,51598485347,62,2,44,305
227159,51601211281,51601211251,30,6,60,305
227167,51604845889,51604845869,20,2,44,305
227177,51609389329,51609389317,12,4,60,305
227189,51614841721,51614841701,20,2,44,305
227191,51615750481,51615750469,12,4,60,305
227207,51623020849,51623020819,30,4,60,305
227219,51628473961,51628473907,54,4,60,305
227231,51633927361,51633927283,78,4,60,305
227233,51634836289,51634836271,18,6,60,305
227251,51643017001,51643016951,50,2,44,305
227257,51645744049,51645744041,8,2,44,305
227267,51650289289,51650289199,90,4,60,305
227281,51656652961,51656652953,8,6,60,305
227299,51664835401,51664835377,24,4,60,305
227303,51666653809,51666653749,60,4,60,305
227363,51693933769,51693933763,6,4,60,305
227371,51697571641,51697571633,8,6,60,305
227377,51700300129,51700300121,8,2,44,305
227387,51704847769,51704847751,18,6,60,305
227393,51707576449,51707576399,50,2,44,305
227399,51710305201,51710305193,8,6,60,305
227407,51713943649,51713943643,6,4,60,305
227419,51719401561,51719401541,20,2,44,305
227431,51724859761,51724859749,12,4,60,305
227453,51734867209,51734867153,56,6,60,305
227459,51737596681,51737596649,32,2,44,305
227467,51741236089,51741236009,80,2,44,305
227471,51743055841,51743055809,32,2,44,305
227473,51743965729,51743965717,12,4,60,305
227489,51751245121,51751245103,18,4,60,305
227497,51754885009,51754884959,50,2,44,305
227501,51756705001,51756704977,24,4,60,305
227519,51764895361,51764895337,24,4,60,305
227531,51770355961,51770355947,14,2,44,305
227533,51771266089,51771266023,66,4,60,305
227537,51773086369,51773086367,2,2,44,305
227561,51784008721,51784008707,14,2,44,305
227567,51786739489,51786739483,6,4,60,305
227569,51787649761,51787649759,2,2,44,305
227581,51793111561,51793111547,14,2,44,305
227593,51798573649,51798573637,12,4,60,305
227597,51800394409,51800394389,20,2,44,305
227603,51803125609,51803125603,6,4,60,305
227609,51805856881,51805856819,62,2,44,305
227611,51806767321,51806767319,2,2,44,305
227627,51814051129,51814051097,32,2,44,305
227629,51814961641,51814961629,12,4,60,305
227651,51824977801,51824977709,92,2,44,305
227653,51825888409,51825888377,32,2,44,305
227663,51830441569,51830441543,26,6,60,305
227671,51834084241,51834084233,8,6,60,305
227693,51844102249,51844102231,18,6,60,305
227699,51846834601,51846834587,14,2,44,305
227707,51850477849,51850477831,18,6,60,305
227719,51855942961,51855942949,12,4,60,305
227729,51860497441,51860497417,24,4,60,305
227743,51866874049,51866874023,26,6,60,305
227789,51887828521,51887828471,50,2,44,305
227797,51891473209,51891473203,6,4,60,305
227827,51905141929,51905141909,20,2,44,305
227849,51915166801,51915166789,12,4,60,305
227869,51924281161,51924281159,2,2,44,305
227873,51926104129,51926104091,38,2,44,305
227893,51935219449,51935219447,2,2,44,305
227947,51959834809,51959834761,48,6,60,305
227951,51961658401,51961658387,14,2,44,305
227977,51973512529,51973512511,18,6,60,305
227989,51978984121,51978984061,60,6,60,305
227993,51980808049,51980808007,42,4,60,305
228013,51989928169,51989928149,20,2,44,305
228023,51994488529,51994488509,20,2,44,305
228049,52006346401,52006346383,18,4,60,305
228061,52011819721,52011819707,14,2,44,305
228077,52019117929,52019117881,48,6,60,305
228097,52028241409,52028241407,2,2,44,305
228103,52030978609,52030978589,20,2,44,305
228113,52035540769,52035540763,6,4,60,305
228127,52041928129,52041928111,18,6,60,305
228131,52043753161,52043753147,14,2,44,305
228139,52047403321,52047403307,14,2,44,305
228181,52066568761,52066568753,8,6,60,305
228197,52073870809,52073870777,32,2,44,305
228199,52074783601,52074783587,14,2,44,305
228203,52076609209,52076609153,56,6,60,305
228211,52080260521,52080260513,8,6,60,305
228223,52085737729,52085737621,108,6,60,305
228233,52090302289,52090302281,8,2,44,305
228251,52098519001,52098518981,20,2,44,305
228257,52101258049,52101258043,6,4,60,305
228281,52112214961,52112214911,50,2,44,305
228299,52120433401,52120433363,38,6,60,305
228301,52121346601,52121346551,50,2,44,305
228307,52124086249,52124086241,8,2,44,305
228311,52125912721,52125912701,20,2,44,305
228331,52135045561,52135045499,62,2,44,305
228337,52137785569,52137785549,20,2,44,305
228341,52139612281,52139612263,18,4,60,305
228353,52145092609,52145092603,6,4,60,305
228359,52147832881,52147832879,2,2,44,305
228383,52158794689,52158794659,30,4,60,305
228409,52170671281,52170671261,20,2,44,305
228419,52175239561,52175239531,30,6,60,305
228421,52176153241,52176153233,8,6,60,305
228427,52178894329,52178894311,18,6,60,305
228443,52186204249,52186204243,6,4,60,305
228451,52189859401,52189859387,14,2,44,305
228457,52192600849,52192600841,8,2,44,305
228461,52194428521,52194428519,2,2,44,305
228469,52198083961,52198083943,18,4,60,305
228479,52202653441,52202653421,20,2,44,305
228509,52216363081,52216363007,74,2,44,305
228511,52217277121,52217277113,8,6,60,305
228517,52220019289,52220019277,12,4,60,305
228521,52221847441,52221847427,14,2,44,305
228523,52222761529,52222761443,86,6,60,305
228539,52230074521,52230074509,12,4,60,305
228559,52239216481,52239216467,14,2,44,305
228577,52247444929,52247444881,48,6,60,305
228581,52249273561,52249273541,20,2,44,305
228587,52252016569,52252016567,2,2,44,305
228593,52254759649,52254759629,20,2,44,305
228601,52258417201,52258417157,44,2,44,305
228611,52262989321,52262989307,14,2,44,305
228617,52265732689,52265732683,6,4,60,305
228619,52266647161,52266647149,12,4,60,305
228637,52274877769,52274877763,6,4,60,305
228647,52279450609,52279450607,2,2,44,305
228677,52293170329,52293170311,18,6,60,305
228707,52306891849,52306891843,6,4,60,305
228713,52309636369,52309636321,48,6,60,305
228731,52317870361,52317870289,72,4,60,305
228733,52318785289,52318785271,18,6,60,305
228737,52320615169,52320615167,2,2,44,305
228751,52327020001,52327019999,2,2,44,305
228757,52329765049,52329765017,32,2,44,305
228773,52337085529,52337085509,20,2,44,305
228793,52346236849,52346236841,8,2,44,305
228797,52348067209,52348067197,12,4,60,305
228799,52348982401,52348982383,18,4,60,305
228829,52362711241,52362711229,12,4,60,305
228841,52368203281,52368203273,8,6,60,305
228847,52370949409,52370949401,8,2,44,305
228853,52373695609,52373695571,38,2,44,305
228859,52376441881,52376441879,2,2,44,305
228869,52381019161,52381019149,12,4,60,305
228881,52386512161,52386512119,42,4,60,305
228883,52387427689,52387427669,20,2,44,305
228887,52389258769,52389258763,6,4,60,305
228901,52395667801,52395667781,20,2,44,305
228911,52400245921,52400245907,14,2,44,305
228913,52401161569,52401161531,38,2,44,305
228923,52405739929,52405739917,12,4,60,305
228929,52408487041,52408486997,44,2,44,305
228953,52419476209,52419476189,20,2,44,305
228959,52422223681,52422223673,8,6,60,305
228961,52423139521,52423139501,20,2,44,305
228983,52433214289,52433214277,12,4,60,305
228989,52435962121,52435962083,38,6,60,305
229003,52442374009,52442374003,6,4,60,305
229027,52453366729,52453366727,2,2,44,305
229037,52457947369,52457947363,6,4,60,305
229081,52478104561,52478104531,30,6,60,305
229093,52483602649,52483602637,12,4,60,305
229123,52497349129,52497349127,2,2,44,305
229127,52499182129,52499182123,6,4,60,305
229133,52501931689,52501931687,2,2,44,305
229139,52504681321,52504681319,2,2,44,305
229153,52511097409,52511097389,20,2,44,305
229157,52512930649,52512930641,8,2,44,305
229171,52519347241,52519347227,14,2,44,305
229181,52523930761,52523930741,20,2,44,305
229189,52527597721,52527597673,48,4,60,305
229199,52532181601,52532181599,2,2,44,305
229213,52538599369,52538599357,12,4,60,305
229217,52540433089,52540433027,62,2,44,305
229223,52543183729,52543183673,56,6,60,305
229237,52549602169,52549602113,56,6,60,305
229247,52554187009,52554187001,8,2,44,305
229249,52555104001,52555103987,14,2,44,305
229253,52556938009,52556937959,50,2,44,305
229261,52560606121,52560606107,14,2,44,305
229267,52563357289,52563357277,12,4,60,305
229283,52570694089,52570694069,20,2,44,305
229309,52582617481,52582617463,18,4,60,305
229321,52588121041,52588121029,12,4,60,305
229343,52598211649,52598211643,6,4,60,305
229351,52601881201,52601881177,24,4,60,305
229373,52611973129,52611973091,38,2,44,305
229393,52621148449,52621148443,6,4,60,305
229399,52623901201,52623901199,2,2,44,305
229403,52625736409,52625736377,32,2,44,305
229409,52628489281,52628489273,8,6,60,305
229423,52634912929,52634912917,12,4,60,305
229433,52639501489,52639501457,32,2,44,305
229459,52651432681,52651432679,2,2,44,305
229469,52656021961,52656021919,42,4,60,305
