p,square,previous_prime,offset,o_q,fixed_cutoff,dynamic_cutoff
615709,379097572681,379097572669,12,4,60,356
615721,379112349841,379112349829,12,4,60,356
615731,379124664361,379124664343,18,4,60,356
615739,379134516121,379134516071,50,2,44,356
615743,379139442049,379139442043,6,4,60,356
615749,379146831001,379146830999,2,2,44,356
615751,379149294001,379149293977,24,4,60,356
615761,379161609121,379161609107,14,2,44,356
615767,379168998289,379168998287,2,2,44,356
615773,379176387529,379176387521,8,2,44,356
615793,379201018849,379201018769,80,2,44,356
615799,379208408401,379208408357,44,2,44,356
615821,379235504041,379235503967,74,2,44,356
615827,379242893929,379242893819,110,2,44,356
615829,379245357241,379245357209,32,2,44,356
615833,379250283889,379250283833,56,6,60,356
615869,379294625161,379294625141,20,2,44,356
615883,379311869689,379311869681,8,2,44,356
615887,379316796769,379316796739,30,4,60,356
615907,379341432649,379341432647,2,2,44,356
615919,379356214561,379356214541,20,2,44,356
615941,379383315481,379383315431,50,2,44,356
615949,379393170601,379393170599,2,2,44,356
615971,379420272841,379420272839,2,2,44,356
615997,379452304009,379452304001,8,2,44,356
616003,379459696009,379459696003,6,4,60,356
616027,379489264729,379489264711,18,6,60,356
616051,379518834601,379518834589,12,4,60,356
616069,379541012761,379541012717,44,2,44,356
616073,379545941329,379545941323,6,4,60,356
616079,379553334241,379553334221,20,2,44,356
616103,379582906609,379582906603,6,4,60,356
616111,379592764321,379592764307,14,2,44,356
616117,379600157689,379600157659,30,4,60,356
616129,379614944641,379614944623,18,4,60,356
616139,379627267321,379627267297,24,4,60,356
616141,379629731881,379629731843,38,6,60,356
616153,379644519409,379644519407,2,2,44,356
616157,379649448649,379649448611,38,2,44,356
616169,379664236561,379664236559,2,2,44,356
616171,379666701241,379666701209,32,2,44,356
616181,379679024761,379679024741,20,2,44,356
616207,379711066849,379711066817,32,2,44,356
616211,379715996521,379715996509,12,4,60,356
616219,379725855961,379725855959,2,2,44,356
616223,379730785729,379730785723,6,4,60,356
616229,379738180441,379738180439,2,2,44,356
616243,379755435049,379755435019,30,4,60,356
616261,379777620121,379777620071,50,2,44,356
616277,379797340729,379797340679,50,2,44,356
616289,379812131521,379812131497,24,4,60,356
616307,379834318249,379834318207,42,4,60,356
616313,379841713969,379841713891,78,6,60,356
616321,379851575041,379851575029,12,4,60,356
616327,379858970929,379858970903,26,6,60,356
616361,379900882321,379900882307,14,2,44,356
616367,379908278689,379908278611,78,6,60,356
616387,379932933769,379932933719,50,2,44,356
616391,379937864881,379937864833,48,4,60,356
616393,379940330449,379940330437,12,4,60,356
616409,379960055281,379960055249,32,2,44,356
616411,379962520921,379962520859,62,2,44,356
616433,379989643489,379989643477,12,4,60,356
616439,379997040721,379997040713,8,6,60,356
616459,380021698681,380021698669,12,4,60,356
616463,380026630369,380026630367,2,2,44,356
616481,380048823361,380048823289,72,4,60,356
616489,380058687121,380058687097,24,4,60,356
616501,380073483001,380073482911,90,6,60,356
616507,380080881049,380080881041,8,2,44,356
616513,380088279169,380088279143,26,6,60,356
616519,380095677361,380095677359,2,2,44,356
616523,380100609529,380100609521,8,2,44,356
616529,380108007841,380108007827,14,2,44,356
616537,380117872369,380117872327,42,4,60,356
616547,380130203209,380130203203,6,4,60,356
616579,380169663241,380169663197,44,2,44,356
616589,380181994921,380181994897,24,4,60,356
616597,380191860409,380191860407,2,2,44,356
616639,380243656321,380243656313,8,6,60,356
616643,380248589449,380248589437,12,4,60,356
616669,380280655561,380280655549,12,4,60,356
616673,380285588929,380285588927,2,2,44,356
616703,380322590209,380322590203,6,4,60,356
616717,380339858089,380339858071,18,6,60,356
616723,380347258729,380347258727,2,2,44,356
616729,380354659441,380354659397,44,2,44,356
616741,380369461081,380369461057,24,4,60,356
616757,380389197049,380389197017,32,2,44,356
616769,380403999361,380403999347,14,2,44,356
616783,380421269089,380421268999,90,4,60,356
616787,380426203369,380426203351,18,6,60,356
616789,380428670521,380428670509,12,4,60,356
616793,380433604849,380433604847,2,2,44,356
616799,380441006401,380441006381,20,2,44,356
616829,380478015241,380478015233,8,6,60,356
616841,380492819281,380492819237,44,2,44,356
616843,380495286649,380495286629,20,2,44,356
616849,380502688801,380502688789,12,4,60,356
616871,380529830641,380529830623,18,4,60,356
616877,380537233129,380537233067,62,2,44,356
616897,380561908609,380561908567,42,4,60,356
616909,380576714281,380576714267,14,2,44,356
616933,380606326489,380606326481,8,2,44,356
616943,380618665249,380618665247,2,2,44,356
616951,380628536401,380628536383,18,4,60,356
616961,380640875521,380640875519,2,2,44,356
616991,380677894081,380677894061,20,2,44,356
616997,380685298009,380685297917,92,2,44,356
616999,380687766001,380687765923,78,4,60,356
617011,380702574121,380702574103,18,4,60,356
617027,380722318729,380722318727,2,2,44,356
617039,380737127521,380737127479,42,4,60,356
617051,380751936601,380751936511,90,6,60,356
617053,380754404809,380754404801,8,2,44,356
617059,380761809481,380761809479,2,2,44,356
617077,380784023929,380784023911,18,6,60,356
617087,380796365569,380796365567,2,2,44,356
617107,380821049449,380821049431,18,6,60,356
617119,380835860161,380835860149,12,4,60,356
617129,380848202641,380848202611,30,6,60,356
617131,380850671161,380850671141,20,2,44,356
617147,380870419609,380870419591,18,6,60,356
617153,380877825409,380877825379,30,4,60,356
617161,380887699921,380887699903,18,4,60,356
617189,380922261721,380922261677,44,2,44,356
617191,380924730481,380924730427,54,4,60,356
617231,380974107361,380974107331,30,6,60,356
617233,380976576289,380976576283,6,4,60,356
617237,380981514169,380981514143,26,6,60,356
617249,380996328001,380996327993,8,6,60,356
617257,381006204049,381006204023,26,6,60,356
617269,381021018361,381021018353,8,6,60,356
617273,381025956529,381025956491,38,2,44,356
617293,381050647849,381050647829,20,2,44,356
617311,381072870721,381072870679,42,4,60,356
617327,381092624929,381092624851,78,6,60,356
617333,381100032889,381100032883,6,4,60,356
617339,381107440921,381107440907,14,2,44,356
617341,381109910281,381109910239,42,4,60,356
617359,381132134881,381132134879,2,2,44,356
617363,381137073769,381137073721,48,6,60,356
617369,381144482161,381144482143,18,4,60,356
617387,381166707769,381166707767,2,2,44,356
617401,381183994801,381183994781,20,2,44,356
617411,381196342921,381196342907,14,2,44,356
617429,381218570041,381218570021,20,2,44,356
617447,381240797809,381240797789,20,2,44,356
617453,381248207209,381248207203,6,4,60,356
617467,381265496089,381265496063,26,6,60,356
617471,381270435841,381270435839,2,2,44,356
617473,381272905729,381272905697,32,2,44,356
617479,381280315441,381280315417,24,4,60,356
617509,381317365081,381317365061,20,2,44,356
617521,381332185441,381332185439,2,2,44,356
617531,381344535961,381344535917,44,2,44,356
617537,381351946369,381351946319,50,2,44,356
617579,381403821241,381403821223,18,4,60,356
617587,381413702569,381413702489,80,2,44,356
617647,381487816609,381487816597,12,4,60,356
617651,381492757801,381492757739,62,2,44,356
617657,381500169649,381500169637,12,4,60,356
617677,381524876329,381524876269,60,4,60,356
617681,381529817761,381529817743,18,4,60,356
617689,381539700721,381539700709,12,4,60,356
617693,381544642249,381544642187,62,2,44,356
617699,381552054601,381552054599,2,2,44,356
617707,381561937849,381561937777,72,4,60,356
617717,381574292089,381574292087,2,2,44,356
617719,381576762961,381576762911,50,2,44,356
617723,381581704729,381581704667,62,2,44,356
617731,381591588361,381591588359,2,2,44,356
617759,381626182081,381626182057,24,4,60,356
617761,381628653121,381628653113,8,6,60,356
617767,381636066289,381636066283,6,4,60,356
617777,381648421729,381648421727,2,2,44,356
617791,381665719681,381665719661,20,2,44,356
617801,381678075601,381678075539,62,2,44,356
617809,381687960481,381687960469,12,4,60,356
617819,381700316761,381700316663,98,6,60,356
617843,381729972649,381729972571,78,6,60,356
617857,381747272449,381747272411,38,2,44,356
617873,381767044129,381767044081,48,6,60,356
617879,381774458641,381774458609,32,2,44,356
617887,381784344769,381784344757,12,4,60,356
617917,381821418889,381821418841,48,6,60,356
617951,381863438401,381863438399,2,2,44,356
617959,381873325681,381873325643,38,6,60,356
617963,381878269369,381878269363,6,4,60,356
617971,381888156841,381888156833,8,6,60,356
617983,381902988289,381902988197,92,2,44,356
618029,381959844841,381959844829,12,4,60,356
618031,381962316961,381962316917,44,2,44,356
618041,381974677681,381974677649,32,2,44,356
618049,381984566401,381984566393,8,6,60,356
618053,381989510809,381989510779,30,4,60,356
618083,382026594889,382026594871,18,6,60,356
618119,382071098161,382071098159,2,2,44,356
618131,382085933161,382085933149,12,4,60,356
618161,382123021921,382123021897,24,4,60,356
618173,382137857929,382137857911,18,6,60,356
618199,382170003601,382170003581,20,2,44,356
618227,382204623529,382204623527,2,2,44,356
618229,382207096441,382207096429,12,4,60,356
618253,382236772009,382236772003,6,4,60,356
618257,382241718049,382241718043,6,4,60,356
618269,382256556361,382256556329,32,2,44,356
618271,382259029441,382259029429,12,4,60,356
618287,382278814369,382278814249,120,4,60,356
618301,382296126601,382296126587,14,2,44,356
618311,382308492721,382308492707,14,2,44,356
618323,382323332329,382323332299,30,4,60,356
618329,382330752241,382330752229,12,4,60,356
618337,382340645569,382340645563,6,4,60,356
618347,382353012409,382353012397,12,4,60,356
618349,382355485801,382355485789,12,4,60,356
618361,382370326321,382370326297,24,4,60,356
618377,382390114129,382390114123,6,4,60,356
618407,382427217649,382427217647,2,2,44,356
618413,382434638569,382434638567,2,2,44,356
618421,382444533241,382444533227,14,2,44,356
618437,382464322969,382464322951,18,6,60,356
618439,382466796721,382466796709,12,4,60,356
618463,382496482369,382496482367,2,2,44,356
618509,382553383081,382553383021,60,6,60,356
618521,382568227441,382568227427,14,2,44,356
618547,382600391209,382600391197,12,4,60,356
618559,382615236481,382615236467,14,2,44,356
618571,382630082041,382630081991,50,2,44,356
618577,382637504929,382637504927,2,2,44,356
618581,382642453561,382642453547,14,2,44,356
618587,382649876569,382649876527,42,4,60,356
618589,382652350921,382652350891,30,6,60,356
618593,382657299649,382657299617,32,2,44,356
618619,382689467161,382689467137,24,4,60,356
618637,382711737769,382711737689,80,2,44,356
618643,382719161449,382719161417,32,2,44,356
618671,382753806241,382753806233,8,6,60,356
618679,382763705041,382763704987,54,4,60,356
618703,382793402209,382793402191,18,6,60,356
618707,382798351849,382798351811,38,2,44,356
618719,382813200961,382813200943,18,4,60,356
618799,382912202401,382912202327,74,2,44,356
618823,382941905329,382941905317,12,4,60,356
618833,382954281889,382954281883,6,4,60,356
618841,382964183281,382964183237,44,2,44,356
618847,382971609409,382971609403,6,4,60,356
618857,382983986449,382983986431,18,6,60,356
618859,382986461881,382986461861,20,2,44,356
618869,382998839161,382998839147,14,2,44,356
618883,383016167689,383016167683,6,4,60,356
618913,383053301569,383053301549,20,2,44,356
618929,383073107041,383073106991,50,2,44,356
618941,383087961481,383087961469,12,4,60,356
618971,383125098841,383125098821,20,2,44,356
618979,383135002441,383135002433,8,6,60,356
618991,383149858081,383149858067,14,2,44,356
618997,383157286009,383157285997,12,4,60,356
619007,383169666049,383169666043,6,4,60,356
619009,383172142081,383172142061,20,2,44,356
619019,383184522361,383184522359,2,2,44,356
619027,383194426729,383194426721,8,2,44,356
619033,383201855089,383201855077,12,4,60,356
619057,383231569249,383231569247,2,2,44,356
619061,383236521721,383236521713,8,6,60,356
619067,383243950489,383243950487,2,2,44,356
619079,383258808241,383258808223,18,4,60,356
619111,383298430321,383298430309,12,4,60,356
619117,383305859689,383305859683,6,4,60,356
619139,383333101321,383333101309,12,4,60,356
619159,383357867281,383357867267,14,2,44,356
619169,383370250561,383370250559,2,2,44,356
619181,383385110761,383385110687,74,2,44,356
619187,383392540969,383392540939,30,4,60,356
619189,383395017721,383395017661,60,6,60,356
619207,383417308849,383417308829,20,2,44,356
619247,383466847009,383466846883,126,4,60,356
619253,383474278009,383474278001,8,2,44,356
619261,383484186121,383484186119,2,2,44,356
619273,383499048529,383499048511,18,6,60,356
619277,383504002729,383504002727,2,2,44,356
619279,383506479841,383506479803,38,6,60,356
619303,383536205809,383536205779,30,4,60,356
619309,383543637481,383543637461,20,2,44,356
619313,383548591969,383548591967,2,2,44,356
619331,383570887561,383570887523,38,6,60,356
619363,383610525769,383610525761,8,2,44,356
619373,383622913129,383622913067,62,2,44,356
619391,383645210881,383645210873,8,6,60,356
619397,383652643609,383652643601,8,2,44,356
619471,383744319841,383744319823,18,4,60,356
619477,383751753529,383751753479,50,2,44,356
619511,383793879121,383793879109,12,4,60,356
619537,383826094369,383826094361,8,2,44,356
619543,383833528849,383833528823,26,6,60,356
619561,383855832721,383855832673,48,4,60,356
619573,383870702329,383870702321,8,2,44,356
619583,383883093889,383883093863,26,6,60,356
619589,383890528921,383890528907,14,2,44,356
619603,383907877609,383907877597,12,4,60,356
619607,383912834449,383912834423,26,6,60,356
619613,383920269769,383920269767,2,2,44,356
619621,383930183641,383930183587,54,4,60,356
619657,383974797649,383974797559,90,4,60,356
619669,383989669561,383989669519,42,4,60,356
619681,384004541761,384004541731,30,6,60,356
619687,384011977969,384011977957,12,4,60,356
619693,384019414249,384019414237,12,4,60,356
619711,384041723521,384041723509,12,4,60,356
619739,384076428121,384076428101,20,2,44,356
619741,384078907081,384078907073,8,6,60,356
619753,384093781009,384093780971,38,2,44,356
619763,384106176169,384106176137,32,2,44,356
619771,384116092441,384116092427,14,2,44,356
619793,384143362849,384143362847,2,2,44,356
619807,384160717249,384160717211,38,2,44,356
619811,384165675721,384165675713,8,6,60,356
619813,384168154969,384168154967,2,2,44,356
619819,384175592761,384175592729,32,2,44,356
619831,384190468561,384190468531,30,6,60,356
619841,384202865281,384202865243,38,6,60,356
619849,384212782801,384212782799,2,2,44,356
619867,384235097689,384235097641,48,6,60,356
619897,384272290609,384272290561,48,6,60,356
619909,384287168281,384287168249,32,2,44,356
619921,384302046241,384302046229,12,4,60,356
619967,384359081089,384359081069,20,2,44,356
619979,384373960441,384373960433,8,6,60,356
619981,384376440361,384376440311,50,2,44,356
619987,384383880169,384383880137,32,2,44,356
619999,384398760001,384398759993,8,6,60,356
620003,384403720009,384403719979,30,4,60,356
620029,384435960841,384435960817,24,4,60,356
620033,384440921089,384440921083,6,4,60,356
620051,384463242601,384463242571,30,6,60,356
620099,384522769801,384522769793,8,6,60,356
620111,384537652321,384537652297,24,4,60,356
620117,384545093689,384545093687,2,2,44,356
620159,384597185281,384597185257,24,4,60,356
620161,384599665921,384599665883,38,6,60,356
620171,384612069241,384612069221,20,2,44,356
620183,384626953489,384626953471,18,6,60,356
620197,384644318809,384644318803,6,4,60,356
620201,384649280401,384649280383,18,4,60,356
620227,384681531529,384681531473,56,6,60,356
620233,384688974289,384688974283,6,4,60,356
620237,384693936169,384693936167,2,2,44,356
620239,384696417121,384696417107,14,2,44,356
620251,384711303001,384711302957,44,2,44,356
620261,384723708121,384723708073,48,4,60,356
620297,384768368209,384768368207,2,2,44,356
620303,384775811809,384775811723,86,6,60,356
620311,384785736721,384785736707,14,2,44,356
620317,384793180489,384793180333,156,4,60,356
620329,384808068241,384808068191,50,2,44,356
620351,384835363201,384835363147,54,4,60,356
620359,384845288881,384845288879,2,2,44,356
620363,384850251769,384850251749,20,2,44,356
620377,384867622129,384867622127,2,2,44,356
620383,384875066689,384875066687,2,2,44,356
620393,384887474449,384887474431,18,6,60,356
620401,384897400801,384897400751,50,2,44,356
620413,384912290569,384912290549,20,2,44,356
620429,384932144041,384932144029,12,4,60,356
620437,384942070969,384942070957,12,4,60,356
620441,384947034481,384947034473,8,6,60,356
620461,384971852521,384971852501,20,2,44,356
620467,384979298089,384979298087,2,2,44,356
620491,385009081081,385009080959,122,2,44,356
620507,385028937049,385028937011,38,2,44,356
620519,385043829361,385043829353,8,6,60,356
620531,385058721961,385058721881,80,2,44,356
620549,385081061401,385081061357,44,2,44,356
620561,385095954721,385095954673,48,4,60,356
620567,385103401489,385103401481,8,2,44,356
620569,385105883761,385105883759,2,2,44,356
620579,385118295241,385118295229,12,4,60,356
620603,385148083609,385148083601,8,2,44,356
620623,385172908129,385172908121,8,2,44,356
620639,385192768321,385192768319,2,2,44,356
620647,385202698609,385202698597,12,4,60,356
620657,385215111649,385215111647,2,2,44,356
620663,385222559569,385222559567,2,2,44,356
620671,385232490241,385232490233,8,6,60,356
620689,385254834721,385254834709,12,4,60,356
620693,385259800249,385259800241,8,2,44,356
620717,385289594089,385289594057,32,2,44,356
620731,385306974361,385306974359,2,2,44,356
620743,385321872049,385321872031,18,6,60,356
620759,385341736081,385341736063,18,4,60,356
620771,385356634441,385356634433,8,6,60,356
620773,385359117529,385359117509,20,2,44,356
620777,385364083729,385364083697,32,2,44,356
620813,385408780969,385408780931,38,2,44,356
620821,385418714041,385418714029,12,4,60,356
620827,385426163929,385426163827,102,4,60,356
620831,385431130561,385431130541,20,2,44,356
620849,385453480801,385453480799,2,2,44,356
620869,385478315161,385478315149,12,4,60,356
620887,385500666769,385500666757,12,4,60,356
620909,385527986281,385527986279,2,2,44,356
620911,385530469921,385530469903,18,4,60,356
620929,385552823041,385552822951,90,6,60,356
620933,385557790489,385557790481,8,2,44,356
620947,385575176809,385575176807,2,2,44,356
620957,385587595849,385587595843,6,4,60,356
620981,385617402361,385617402343,18,4,60,356
620999,385639758001,385639757953,48,4,60,356
621007,385649694049,385649694047,2,2,44,356
621013,385657146169,385657146139,30,4,60,356
621017,385662114289,385662114269,20,2,44,356
621029,385677018841,385677018827,14,2,44,356
621031,385679502961,385679502899,62,2,44,356
621043,385694407849,385694407811,38,2,44,356
621059,385714281481,385714281457,24,4,60,356
621083,385744092889,385744092887,2,2,44,356
621097,385761483409,385761483403,6,4,60,356
621113,385781358769,385781358757,12,4,60,356
621133,385806203689,385806203683,6,4,60,356
621139,385813657321,385813657279,42,4,60,356
621143,385818626449,385818626341,108,6,60,356
621217,385910561089,385910561077,12,4,60,356
621223,385918015729,385918015697,32,2,44,356
621227,385922985529,385922985517,12,4,60,356
621239,385937895121,385937895107,14,2,44,356
621241,385940380081,385940380069,12,4,60,356
621259,385962745081,385962745057,24,4,60,356
621289,386000021521,386000021461,60,6,60,356
621301,386014932601,386014932593,8,6,60,356
621317,386034814489,386034814421,68,2,44,356
621337,386059667569,386059667561,8,2,44,356
621343,386067123649,386067123647,2,2,44,356
621347,386072094409,386072094361,48,6,60,356
621353,386079550609,386079550589,20,2,44,356
621359,386087006881,386087006867,14,2,44,356
621371,386101919641,386101919639,2,2,44,356
621389,386124289321,386124289307,14,2,44,356
621419,386161573561,386161573519,42,4,60,356
621427,386171516329,386171516323,6,4,60,356
621431,386176487761,386176487759,2,2,44,356
621443,386191402249,386191402229,20,2,44,356
621451,386201345401,386201345357,44,2,44,356
621461,386213774521,386213774509,12,4,60,356
621473,386228689729,386228689709,20,2,44,356
621521,386288353441,386288353327,114,4,60,356
621527,386295811729,386295811687,42,4,60,356
621541,386313214681,386313214669,12,4,60,356
621583,386365425889,386365425883,6,4,60,356
621611,386400235321,386400235261,60,6,60,356
621617,386407694689,386407694669,20,2,44,356
621619,386410181161,386410181149,12,4,60,356
621629,386422613641,386422613581,60,6,60,356
621631,386425100161,386425100111,50,2,44,356
621641,386437532881,386437532869,12,4,60,356
621671,386474832241,386474832223,18,4,60,356
621679,386484779041,386484779033,8,6,60,356
621697,386507159809,386507159741,68,2,44,356
621701,386512133401,386512133387,14,2,44,356
621703,386514620209,386514620147,62,2,44,356
621721,386537001841,386537001817,24,4,60,356
621739,386559384121,386559384097,24,4,60,356
621749,386571819001,386571818981,20,2,44,356
621757,386581767049,386581766981,68,2,44,356
621769,386596689361,386596689319,42,4,60,356
621779,386609124841,386609124767,74,2,44,356
621799,386633996401,386633996389,12,4,60,356
621821,386661356041,386661356023,18,4,60,356
621833,386676279889,386676279883,6,4,60,356
621869,386721053161,386721053137,24,4,60,356
621871,386723540641,386723540611,30,6,60,356
621883,386738465689,386738465657,32,2,44,356
621893,386750903449,386750903447,2,2,44,356
621913,386775779569,386775779521,48,6,60,356
621923,386788217929,386788217923,6,4,60,356
621937,386805631969,386805631943,26,6,60,356
621941,386810607481,386810607427,54,4,60,356
621983,386862852289,386862852281,8,2,44,356
621997,386880268009,386880268007,2,2,44,356
622009,386895196081,386895196063,18,4,60,356
622019,386907636361,386907636337,24,4,60,356
622043,386937493849,386937493763,86,6,60,356
622049,386944958401,386944958369,32,2,44,356
622051,386947446601,386947446581,20,2,44,356
622067,386967352489,386967352487,2,2,44,356
622073,386974817329,386974817263,66,4,60,356
622091,386997212281,386997212269,12,4,60,356
622103,387012142609,387012142607,2,2,44,356
622109,387019607881,387019607869,12,4,60,356
622123,387037027129,387037027123,6,4,60,356
622129,387044492641,387044492633,8,6,60,356
622133,387049469689,387049469687,2,2,44,356
622151,387071866801,387071866787,14,2,44,356
622157,387079332649,387079332643,6,4,60,356
622159,387081821281,387081821267,14,2,44,356
622177,387104219329,387104219321,8,2,44,356
622187,387116662969,387116662943,26,6,60,356
622189,387119151721,387119151691,30,6,60,356
622241,387183862081,387183861983,98,6,60,356
622243,387186351049,387186351023,26,6,60,356
622247,387191329009,387191328989,20,2,44,356
622249,387193818001,387193817953,48,4,60,356
622277,387228664729,387228664687,42,4,60,356
622301,387258534601,387258534599,2,2,44,356
622313,387273469969,387273469951,18,6,60,356
622331,387295873561,387295873511,50,2,44,356
622333,387298362889,387298362883,6,4,60,356
622337,387303341569,387303341539,30,4,60,356
622351,387320767201,387320767193,8,6,60,356
622367,387340682689,387340682647,42,4,60,356
622397,387378025609,387378025591,18,6,60,356
622399,387380515201,387380515199,2,2,44,356
622423,387410390929,387410390911,18,6,60,356
622477,387477615529,387477615517,12,4,60,356
622481,387482595361,387482595347,14,2,44,356
622483,387485085289,387485085209,80,2,44,356
622493,387497535049,387497535041,8,2,44,356
622513,387522435169,387522435163,6,4,60,356
622519,387529905361,387529905353,8,6,60,356
622529,387542355841,387542355779,62,2,44,356
622547,387564767209,387564767197,12,4,60,356
622549,387567257401,387567257381,20,2,44,356
622561,387582198721,387582198649,72,4,60,356
622571,387594650041,387594649933,108,4,60,356
622577,387602120929,387602120923,6,4,60,356
622603,387634495609,387634495553,56,6,60,357
622607,387639476449,387639476377,72,4,60,357
622613,387646947769,387646947749,20,2,44,357
622619,387654419161,387654419137,24,4,60,357
622621,387656909641,387656909621,20,2,44,357
622637,387676833769,387676833763,6,4,60,357
622639,387679324321,387679324309,12,4,60,357
622663,387709211569,387709211531,38,2,44,357
622669,387716683561,387716683547,14,2,44,357
622709,387766498681,387766498673,8,6,60,357
622723,387783934729,387783934723,6,4,60,357
622729,387791407441,387791407433,8,6,60,357
622751,387818808001,387818807989,12,4,60,357
622777,387851191729,387851191727,2,2,44,357
622781,387856173961,387856173959,2,2,44,357
622793,387871120849,387871120829,20,2,44,357
622813,387896032969,387896032963,6,4,60,357
622849,387940876801,387940876793,8,6,60,357
622861,387955825321,387955825289,32,2,44,357
622879,387978248641,387978248597,44,2,44,357
622889,387990706321,387990706303,18,4,60,357
622901,388005655801,388005655799,2,2,44,357
622927,388038047329,388038047321,8,2,44,357
622943,388057981249,388057981231,18,6,60,357
622957,388075423849,388075423837,12,4,60,357
622967,388087883089,388087883087,2,2,44,357
622987,388112802169,388112802163,6,4,60,357
622997,388125262009,388125261991,18,6,60,357
623003,388132738009,388132737991,18,6,60,357
623009,388140214081,388140214073,8,6,60,357
623017,388150182289,388150182283,6,4,60,357
623023,388157658529,388157658487,42,4,60,357
623041,388180087681,388180087667,14,2,44,357
623057,388200025249,388200025237,12,4,60,357
623059,388202517481,388202517467,14,2,44,357
623071,388217471041,388217471039,2,2,44,357
623107,388262333449,388262333441,8,2,44,357
623171,388342095241,388342095227,14,2,44,357
623209,388389457681,388389457669,12,4,60,357
623221,388404414841,388404414817,24,4,60,357
623261,388454274121,388454274119,2,2,44,357
623263,388456767169,388456767143,26,6,60,357
623269,388464246361,388464246347,14,2,44,357
623279,388476711841,388476711839,2,2,44,357
623281,388479204961,388479204931,30,6,60,357
623291,388491670681,388491670663,18,4,60,357
623299,388501643401,388501643333,68,6,60,357
623303,388506629809,388506629803,6,4,60,357
623321,388529069041,388529069029,12,4,60,357
623327,388536548929,388536548909,20,2,44,357
623341,388554002281,388554002261,20,2,44,357
623351,388566469201,388566469183,18,4,60,357
623353,388568962609,388568962571,38,2,44,357
623383,388606364689,388606364687,2,2,44,357
623387,388611351769,388611351677,92,2,44,357
623393,388618832449,388618832431,18,6,60,357
623401,388628806801,388628806793,8,6,60,357
623417,388648755889,388648755883,6,4,60,357
623423,388656236929,388656236909,20,2,44,357
623431,388666211761,388666211719,42,4,60,357
623437,388673692969,388673692951,18,6,60,357
623477,388723569529,388723569499,30,4,60,357
623521,388778437441,388778437403,38,6,60,357
623531,388790907961,388790907931,30,6,60,357
623537,388798390369,388798390349,20,2,44,357
623563,388830814969,388830814951,18,6,60,357
623591,388865735281,388865735273,8,6,60,357
623617,388898162689,388898162683,6,4,60,357
623621,388903151641,388903151563,78,4,60,357
623633,388918118689,388918118669,20,2,44,357
623641,388928096881,388928096867,14,2,44,357
623653,388943064409,388943064401,8,2,44,357
623669,388963021561,388963021547,14,2,44,357
623671,388965516241,388965516229,12,4,60,357
623677,388973000329,388973000321,8,2,44,357
623681,388977989761,388977989747,14,2,44,357
623683,388980484489,388980484469,20,2,44,357
623699,389000442601,389000442599,2,2,44,357
623717,389022896089,389022896077,12,4,60,357
623719,389025390961,389025390917,44,2,44,357
623723,389030380729,389030380723,6,4,60,357
623729,389037865441,389037865439,2,2,44,357
623743,389055330049,389055330011,38,2,44,357
623759,389075290081,389075290063,18,4,60,357
623767,389085270289,389085270283,6,4,60,357
623771,389090260441,389090260417,24,4,60,357
623803,389130182809,389130182789,20,2,44,357
623839,389175097921,389175097907,14,2,44,357
623851,389190070201,389190070141,60,6,60,357
623867,389210033689,389210033683,6,4,60,357
623869,389212529161,389212529159,2,2,44,357
623879,389225006641,389225006603,38,6,60,357
623881,389227502161,389227502159,2,2,44,357
623893,389242475449,389242475431,18,6,60,357
623923,389279909929,389279909911,18,6,60,357
623929,389287397041,389287397029,12,4,60,357
623933,389292388489,389292388399,90,4,60,357
623947,389309858809,389309858767,42,4,60,357
623957,389322337849,389322337843,6,4,60,357
623963,389329825369,389329825363,6,4,60,357
623977,389347296529,389347296497,32,2,44,357
623983,389354784289,389354784283,6,4,60,357
623989,389362272121,389362272113,8,6,60,357
624007,389384736049,389384736031,18,6,60,357
624031,389414688961,389414688941,20,2,44,357
624037,389422177369,389422177363,6,4,60,357
624047,389434658209,389434658149,60,4,60,357
624049,389437154401,389437154399,2,2,44,357
624067,389459620489,389459620477,12,4,60,357
624089,389487079921,389487079903,18,4,60,357
624097,389497065409,389497065407,2,2,44,357
624119,389524526161,389524526137,24,4,60,357
624133,389542001689,389542001617,72,4,60,357
624139,389549491321,389549491319,2,2,44,357
624149,389561974201,389561974183,18,4,60,357
624163,389579450569,389579450537,32,2,44,357
624191,389614404481,389614404371,110,2,44,357
624199,389624391601,389624391599,2,2,44,357
624203,389629385209,389629385203,6,4,60,357
624209,389636875681,389636875673,8,6,60,357
624229,389661844441,389661844417,24,4,60,357
624233,389666838289,389666838277,12,4,60,357
624241,389676826081,389676826079,2,2,44,357
624251,389689311001,389689310971,30,6,60,357
624259,389699299081,389699299069,12,4,60,357
624271,389714281441,389714281433,8,6,60,357
624277,389721772729,389721772711,18,6,60,357
624311,389764224721,389764224713,8,6,60,357
624313,389766721969,389766721937,32,2,44,357
624319,389774213761,389774213737,24,4,60,357
624329,389786700241,389786700229,12,4,60,357
624331,389789197561,389789197547,14,2,44,357
624347,389809176409,389809176353,56,6,60,357
624391,389864120881,389864120869,12,4,60,357
624401,389876608801,389876608763,38,6,60,357
624419,389899087561,389899087559,2,2,44,357
624443,389929060249,389929060229,20,2,44,357
624451,389939051401,389939051389,12,4,60,357
624467,389959034089,389959034083,6,4,60,357
624469,389961531961,389961531923,38,6,60,357
