p,square,previous_prime,offset,o_q,fixed_cutoff,dynamic_cutoff
264827,70133339929,70133339821,108,6,60,312
264889,70166182321,70166182253,68,6,60,312
264899,70171480201,70171480151,50,2,44,312
264961,70204331521,70204331459,62,2,44,312
265157,70308234649,70308234599,50,2,44,312
265271,70368703441,70368703357,84,4,60,312
265471,70474851841,70474851679,162,4,60,312
265547,70515209209,70515209147,62,2,44,312
265619,70553453161,70553453099,62,2,44,312
265703,70598084209,70598084113,96,4,60,313
265709,70601272681,70601272613,68,6,60,313
265711,70602335521,70602335407,114,4,60,313
266023,70768236529,70768236421,108,6,60,313
266083,70800162889,70800162817,72,4,60,313
266489,71016387121,71016387017,104,2,44,313
266521,71033443441,71033443391,50,2,44,313
266647,71100622609,71100622547,62,2,44,313
266681,71118755761,71118755711,50,2,44,313
266711,71134757521,71134757431,90,6,60,313
266821,71193446041,71193445933,108,4,60,313
266971,71273514841,71273514773,68,6,60,313
266993,71285262049,71285261981,68,2,44,313
267271,71433787441,71433787391,50,2,44,313
267301,71449824601,71449824533,68,6,60,313
267307,71453032249,71453032199,50,2,44,313
267401,71503294801,71503294727,74,2,44,313
267403,71504364409,71504364359,50,2,44,313
267557,71586748249,71586748187,62,2,44,313
267593,71606013649,71606013581,68,2,44,313
267643,71632775449,71632775377,72,4,60,313
267829,71732373241,71732373149,92,2,44,313
268003,71825608009,71825607941,68,2,44,313
268013,71830968169,71830968103,66,4,60,313
268267,71967183289,71967183199,90,4,60,313
268637,72165837769,72165837673,96,4,60,313
268693,72195928249,72195928171,78,6,60,313
268721,72210975841,72210975791,50,2,44,313
268777,72241075729,72241075679,50,2,44,313
268783,72244301089,72244300993,96,4,60,313
268819,72263654761,72263654677,84,4,60,313
268843,72276558649,72276558533,116,6,60,313
269041,72383059681,72383059613,68,6,60,313
269069,72398126761,72398126711,50,2,44,313
269177,72456257329,72456257261,68,2,44,313
269183,72459487489,72459487439,50,2,44,313
269221,72479946841,72479946661,180,6,60,313
269383,72567200689,72567200623,66,4,60,313
269749,72764523001,72764522939,62,2,44,313
270143,72977240449,72977240341,108,6,60,313
270157,72984804649,72984804577,72,4,60,313
270217,73017227089,73017227027,62,2,44,313
270299,73061549401,73061549339,62,2,44,313
270323,73074524329,73074524251,78,6,60,313
270461,73149152521,73149152431,90,6,60,313
270553,73198925809,73198925743,66,4,60,313
270667,73260624889,73260624803,86,6,60,313
270737,73298523169,73298523119,50,2,44,313
270841,73354847281,73354847207,74,2,44,313
271637,73786659769,73786659703,66,4,60,314
272009,73988896081,73988896013,68,6,60,314
272039,74005217521,74005217443,78,4,60,314
272191,74087940481,74087940419,62,2,44,314
272201,74093384401,74093384329,72,4,60,314
272267,74129319289,74129319239,50,2,44,314
272537,74276416369,74276416297,72,4,60,314
272567,74292769489,74292769409,80,2,44,314
272603,74312395609,74312395559,50,2,44,314
272683,74356018489,74356018351,138,6,60,314
272761,74398563121,74398562999,122,2,44,314
272887,74467314769,74467314683,86,6,60,314
272903,74476047409,74476047341,68,2,44,314
272911,74480413921,74480413859,62,2,44,314
273149,74610376201,74610376129,72,4,60,314
273157,74614746649,74614746599,50,2,44,314
273187,74631136969,74631136919,50,2,44,314
273193,74634415249,74634415169,80,2,44,314
273433,74765605489,74765605403,86,6,60,314
273503,74803891009,74803890947,62,2,44,314
273943,75044767249,75044767183,66,4,60,314
273971,75060108841,75060108791,50,2,44,314
274103,75132454609,75132454519,90,4,60,314
274171,75169737241,75169737191,50,2,44,314
274243,75209223049,75209222969,80,2,44,314
275207,75738892849,75738892777,72,4,60,314
275641,75977960881,75977960813,68,6,60,314
275677,75997808329,75997808207,122,2,44,314
275719,76020966961,76020966773,188,6,60,314
275783,76056263089,76056263039,50,2,44,314
275837,76086050569,76086050507,62,2,44,314
276091,76226240281,76226240171,110,2,44,314
276151,76259374801,76259374727,74,2,44,314
276251,76314615001,76314614933,68,6,60,314
276373,76382035129,76382035061,68,2,44,314
276499,76451697001,76451696933,68,6,60,314
276593,76503687649,76503687599,50,2,44,315
276901,76674163801,76674163733,68,6,60,315
277063,76763905969,76763905919,50,2,44,315
277099,76783855801,76783855751,50,2,44,315
277183,76830415489,76830415399,90,4,60,315
277363,76930233769,76930233703,66,4,60,315
277421,76962411241,76962411191,50,2,44,315
277513,77013465169,77013465031,138,6,60,315
277531,77023455961,77023455911,50,2,44,315
277567,77043439489,77043439379,110,2,44,315
277639,77083414321,77083414207,114,4,60,315
277663,77096741569,77096741507,62,2,44,315
277687,77110069969,77110069919,50,2,44,315
277691,77112291481,77112291301,180,6,60,315
278237,77415828169,77415828103,66,4,60,315
278261,77429184121,77429184059,62,2,44,315
278353,77480392609,77480392529,80,2,44,315
278491,77557237081,77557236989,92,2,44,315
278497,77560579009,77560578943,66,4,60,315
278561,77596230721,77596230671,50,2,44,315
278627,77633005129,77633005067,62,2,44,315
278687,77666443969,77666443901,68,2,44,315
278701,77674247401,77674247323,78,4,60,315
278813,77736688969,77736688903,66,4,60,315
279029,77857182841,77857182791,50,2,44,315
279047,77867228209,77867228141,68,2,44,315
279179,77940914041,77940913991,50,2,44,315
279187,77945380969,77945380871,98,2,44,315
279413,78071624569,78071624467,102,4,60,315
279577,78163298929,78163298861,68,2,44,315
279689,78225936721,78225936643,78,4,60,315
280121,78467774641,78467774573,68,6,60,315
280219,78522687961,78522687911,50,2,44,315
280327,78583226929,78583226879,50,2,44,315
280337,78588833569,78588833483,86,6,60,315
280373,78609019129,78609019061,68,2,44,315
280597,78734676409,78734676347,62,2,44,315
280607,78740288449,78740288303,146,6,60,315
280717,78802034089,78802034027,62,2,44,315
280843,78872790649,78872790599,50,2,44,315
280949,78932340601,78932340551,50,2,44,315
281053,78990788809,78990788759,50,2,44,315
281273,79114500529,79114500461,68,2,44,315
281327,79144880929,79144880861,68,2,44,315
281531,79259703961,79259703911,50,2,44,315
281563,79277722969,79277722919,50,2,44,315
281579,79286733241,79286733191,50,2,44,315
281627,79313767129,79313767033,96,4,60,315
281653,79328412409,79328412329,80,2,44,315
281761,79389261121,79389261001,120,6,60,315
281921,79479450241,79479450137,104,2,44,315
281923,79480577929,79480577867,62,2,44,315
281993,79520052049,79520051999,50,2,44,315
282241,79659982081,79659982001,80,2,44,316
282253,79666756009,79666755923,86,6,60,316
282299,79692725401,79692725327,74,2,44,316
282481,79795515361,79795515277,84,4,60,316
282617,79872368689,79872368599,90,4,60,316
282671,79902894241,79902894191,50,2,44,316
282677,79906286329,79906286279,50,2,44,316
282683,79909678489,79909678399,90,4,60,316
282917,80042028889,80042028839,50,2,44,316
283007,80092962049,80092961953,96,4,60,316
283117,80155235689,80155235623,66,4,60,316
283447,80342201809,80342201759,50,2,44,316
283573,80413646329,80413646251,78,6,60,316
283583,80419317889,80419317761,128,2,44,316
283607,80432930449,80432930387,62,2,44,316
283763,80521440169,80521440119,50,2,44,316
283949,80627034601,80627034533,68,6,60,316
283957,80631577849,80631577799,50,2,44,316
284111,80719060321,80719060217,104,2,44,316
284269,80808864361,80808864289,72,4,60,316
284293,80822509849,80822509771,78,6,60,316
284377,80870278129,80870278031,98,2,44,316
284467,80921474089,80921474021,68,2,44,316
284657,81029607649,81029607599,50,2,44,316
284729,81070603441,81070603379,62,2,44,316
284819,81121862761,81121862693,68,6,60,316
284831,81128698561,81128698457,104,2,44,316
285179,81327062041,81327061909,132,4,60,316
285283,81386390089,81386389979,110,2,44,316
285287,81388672369,81388672319,50,2,44,316
285301,81396660601,81396660517,84,4,60,316
285317,81405790489,81405790421,68,2,44,316
285463,81489124369,81489124319,50,2,44,316
285937,81759967969,81759967897,72,4,60,316
285977,81782844529,81782844413,116,6,60,316
286043,81820597849,81820597723,126,4,60,316
286073,81837761329,81837761231,98,2,44,316
286103,81854926609,81854926537,72,4,60,316
286129,81869804641,81869804591,50,2,44,316
286171,81893841241,81893841167,74,2,44,316
286199,81909867601,81909867509,92,2,44,316
286613,82147011769,82147011719,50,2,44,316
286619,82150451161,82150451111,50,2,44,316
287047,82395980209,82395980131,78,6,60,316
287179,82471778041,82471777991,50,2,44,316
287629,82730441641,82730441557,84,4,60,316
287669,82753453561,82753453477,84,4,60,316
287783,82819055089,82819055003,86,6,60,317
287821,82840928041,82840927991,50,2,44,317
288313,83124385969,83124385873,96,4,60,317
288499,83231673001,83231672873,128,6,60,317
288527,83247829729,83247829667,62,2,44,317
288577,83276684929,83276684879,50,2,44,317
288661,83325172921,83325172841,80,2,44,317
288773,83389845529,83389845479,50,2,44,317
288817,83415259489,83415259399,90,4,60,317
288839,83427967921,83427967849,72,4,60,317
288997,83519266009,83519265943,66,4,60,317
289021,83533138441,83533138349,92,2,44,317
289171,83619867241,83619867161,80,2,44,317
289343,83719371649,83719371577,72,4,60,317
289463,83788828369,83788828297,72,4,60,317
289573,83852522329,83852522249,80,2,44,317
289727,83941734529,83941734463,66,4,60,317
290327,84289766929,84289766867,62,2,44,317
290359,84308348881,84308348807,74,2,44,317
290443,84357136249,84357136159,90,4,60,317
290621,84460565641,84460565549,92,2,44,317
290767,84545448289,84545448209,80,2,44,317
290827,84580343929,84580343867,62,2,44,317
291007,84685074049,84685073999,50,2,44,317
291217,84807341089,84807341039,50,2,44,317
291331,84873751561,84873751511,50,2,44,317
291337,84877247569,84877247519,50,2,44,317
291419,84925033561,84925033493,68,6,60,317
291457,84947182849,84947182763,86,6,60,317
291503,84973999009,84973998929,80,2,44,317
291677,85075472329,85075472249,80,2,44,317
291751,85118646001,85118645929,72,4,60,317
291817,85157161489,85157161423,66,4,60,317
291829,85164165241,85164165137,104,2,44,317
291869,85187513161,85187513011,150,6,60,317
292091,85317152281,85317152209,72,4,60,317
292093,85318320649,85318320587,62,2,44,317
292381,85486649161,85486649047,114,4,60,317
292601,85615345201,85615345111,90,6,60,317
292703,85675046209,85675046147,62,2,44,317
293087,85899989569,85899989491,78,6,60,317
293129,85924610641,85924610591,50,2,44,317
293357,86058329449,86058329387,62,2,44,317
293773,86302575529,86302575449,80,2,44,318
293999,86435412001,86435411893,108,4,60,318
294023,86449524529,86449524437,92,2,44,318
294241,86577766081,86577766007,74,2,44,318
294289,86606015521,86606015443,78,4,60,318
294293,86608369849,86608369781,68,2,44,318
294311,86618964721,86618964671,50,2,44,318
294467,86710814089,86710814009,80,2,44,318
294479,86717881441,86717881363,78,4,60,318
294757,86881689049,86881688983,66,4,60,318
294991,87019690081,87019690007,74,2,44,318
295073,87068075329,87068075261,68,2,44,318
295187,87135364969,87135364919,50,2,44,318
295363,87239301769,87239301719,50,2,44,318
295591,87374039281,87374039191,90,6,60,318
296047,87643826209,87643826117,92,2,44,318
296201,87735032401,87735032321,80,2,44,318
296287,87785986369,87785986303,66,4,60,318
296299,87793097401,87793097309,92,2,44,318
296489,87905727121,87905727071,50,2,44,318
296519,87923517361,87923517281,80,2,44,318
296551,87942495601,87942495479,122,2,44,318
296557,87946054249,87946054199,50,2,44,318
296983,88198902289,88198902227,62,2,44,318
296987,88201278169,88201278079,90,4,60,318
297083,88258308889,88258308763,126,4,60,318
297097,88266627409,88266627347,62,2,44,318
297161,88304659921,88304659841,80,2,44,318
297953,88775990209,88775990159,50,2,44,318
298087,88855859569,88855859501,68,2,44,318
298153,88895211409,88895211337,72,4,60,318
298157,88897596649,88897596563,86,6,60,318
298451,89072999401,89072999321,80,2,44,318
298583,89151807889,89151807827,62,2,44,318
298621,89174501641,89174501551,90,6,60,318
298631,89180474161,89180474093,68,6,60,318
298777,89267695729,89267695663,66,4,60,318
298847,89309529409,89309529311,98,2,44,318
299699,89819490601,89819490539,62,2,44,319
299777,89866249729,89866249661,68,2,44,319
299843,89905824649,89905824599,50,2,44,319
299933,89959804489,89959804439,50,2,44,319
300191,90114636481,90114636397,84,4,60,319
300569,90341723761,90341723699,62,2,44,319
301303,90783497809,90783497759,50,2,44,319
301361,90818452321,90818452237,84,4,60,319
301471,90884763841,90884763743,98,6,60,319
301583,90952305889,90952305839,50,2,44,319
301753,91054873009,91054872917,92,2,44,319
301759,91058494081,91058494031,50,2,44,319
301907,91147836649,91147836587,62,2,44,319
301913,91151459569,91151459507,62,2,44,319
301927,91159913329,91159913261,68,2,44,319
301979,91191316441,91191316369,72,4,60,319
302299,91384685401,91384685333,68,6,60,319
302587,91558892569,91558892443,126,4,60,319
302999,91808394001,91808393939,62,2,44,319
303053,91841120809,91841120759,50,2,44,319
303073,91853243329,91853243249,80,2,44,319
303119,91881128161,91881128099,62,2,44,319
303421,92064303241,92064303157,84,4,60,319
303431,92070371761,92070371669,92,2,44,319
303587,92165066569,92165066503,66,4,60,319
303613,92180853769,92180853697,72,4,60,319
303827,92310845929,92310845867,62,2,44,319
304091,92471336281,92471336219,62,2,44,319
304153,92509047409,92509047347,62,2,44,319
304217,92547983089,92547983009,80,2,44,319
304433,92679451489,92679451421,68,2,44,319
304553,92752529809,92752529747,62,2,44,319
304771,92885362441,92885362369,72,4,60,319
304807,92907307249,92907307183,66,4,60,319
304979,93012190441,93012190351,90,6,60,319
305147,93114691609,93114691519,90,4,60,319
305209,93152533681,93152533597,84,4,60,319
305281,93196488961,93196488887,74,2,44,319
305363,93246561769,93246561697,72,4,60,319
305401,93269770801,93269770721,80,2,44,320
305849,93543610801,93543610751,50,2,44,320
305861,93550951321,93550951271,50,2,44,320
305947,93603566809,93603566711,98,2,44,320
306301,93820302601,93820302539,62,2,44,320
306473,93925699729,93925699667,62,2,44,320
306577,93989456929,93989456839,90,4,60,320
306701,94065503401,94065503333,68,6,60,320
306703,94066730209,94066730101,108,6,60,320
306953,94220144209,94220144141,68,2,44,320
307033,94269263089,94269263027,62,2,44,320
307169,94352794561,94352794489,72,4,60,320
307253,94404406009,94404405959,50,2,44,320
307339,94457260921,94457260853,68,6,60,320
307609,94623296881,94623296813,68,6,60,320
307627,94634371129,94634371037,92,2,44,320
308081,94913902561,94913902487,74,2,44,320
308117,94936085689,94936085609,80,2,44,320
308129,94943480641,94943480579,62,2,44,320
308137,94948410769,94948410719,50,2,44,320
308519,95183973361,95183973299,62,2,44,320
308723,95309890729,95309890661,68,2,44,320
308761,95333355121,95333355011,110,2,44,320
309007,95485326049,95485325939,110,2,44,320
309019,95492742361,95492742281,80,2,44,320
309031,95500158961,95500158911,50,2,44,320
309137,95565684769,95565684659,110,2,44,320
309403,95730216409,95730216317,92,2,44,320
309437,95751256969,95751256919,50,2,44,320
309457,95763634849,95763634783,66,4,60,320
309461,95766110521,95766110443,78,4,60,320
309521,95803249441,95803249391,50,2,44,320
309769,95956833361,95956833283,78,4,60,320
309851,96007642201,96007642127,74,2,44,320
309977,96085740529,96085740467,62,2,44,320
310081,96150226561,96150226493,68,6,60,320
310357,96321467449,96321467369,80,2,44,320
310459,96384790681,96384790631,50,2,44,320
310511,96417081121,96417081001,120,6,60,320
310781,96584829961,96584829883,78,4,60,320
310931,96678086761,96678086699,62,2,44,320
311299,96907067401,96907067321,80,2,44,320
311537,97055302369,97055302291,78,6,60,321
311653,97127592409,97127592343,66,4,60,321
311677,97142552329,97142552279,50,2,44,321
311713,97164994369,97164994307,62,2,44,321
311827,97236077929,97236077839,90,4,60,321
311869,97262273161,97262273051,110,2,44,321
312023,97358352529,97358352463,66,4,60,321
312161,97444489921,97444489811,110,2,44,321
312211,97475708521,97475708471,50,2,44,321
312583,97708131889,97708131809,80,2,44,321
312673,97764404929,97764404861,68,2,44,321
312929,97924559041,97924558973,68,6,60,321
313163,98071064569,98071064491,78,6,60,321
313321,98170049041,98170048967,74,2,44,321
313399,98218933201,98218933121,80,2,44,321
313471,98264067841,98264067791,50,2,44,321
313567,98324263489,98324263403,86,6,60,321
313619,98356877161,98356877093,68,6,60,321
313661,98383222921,98383222853,68,6,60,321
314233,98742378289,98742378239,50,2,44,321
314239,98746149121,98746149059,62,2,44,321
314497,98908363009,98908362937,72,4,60,321
314627,98990149129,98990149061,68,2,44,321
314933,99182794489,99182794439,50,2,44,321
315011,99231930121,99231930047,74,2,44,321
315037,99248311369,99248311249,120,4,60,321
315193,99346627249,99346627181,68,2,44,321
315377,99462652129,99462652031,98,2,44,321
315547,99569909209,99569909113,96,4,60,321
315569,99583793761,99583793677,84,4,60,321
315751,99698694001,99698693921,80,2,44,321
316133,99940073689,99940073621,68,2,44,321
316241,100008370081,100008370009,72,4,60,321
316259,100019755081,100019755019,62,2,44,321
316391,100103264881,100103264813,68,6,60,321
316567,100214665489,100214665417,72,4,60,321
316571,100217198041,100217197991,50,2,44,321
316621,100248857641,100248857549,92,2,44,321
316633,100256456689,100256456623,66,4,60,321
316637,100258989769,100258989697,72,4,60,321
316769,100342599361,100342599281,80,2,44,321
317321,100692617041,100692616951,90,6,60,321
317453,100776407209,100776407141,68,2,44,321
317587,100861502569,100861502507,62,2,44,321
317621,100883099641,100883099591,50,2,44,321
317693,100928842249,100928842171,78,6,60,321
317771,100978408441,100978408367,74,2,44,322
317831,101016544561,101016544487,74,2,44,322
317963,101100469369,101100469319,50,2,44,322
317969,101104284961,101104284899,62,2,44,322
318077,101172977929,101172977821,108,6,60,322
318103,101189518609,101189518537,72,4,60,322
318349,101346085801,101346085751,50,2,44,322
318811,101640453721,101640453671,50,2,44,322
318823,101648105329,101648105257,72,4,60,322
319027,101778226729,101778226663,66,4,60,322
319237,101912262169,101912262077,92,2,44,322
319279,101939079841,101939079773,68,6,60,322
319343,101979951649,101979951571,78,6,60,322
319357,101988893449,101988893309,140,2,44,322
319567,102123067489,102123067439,50,2,44,322
319601,102144799201,102144799123,78,4,60,322
319733,102229191289,102229191227,62,2,44,322
319817,102282913489,102282913409,80,2,44,322
319993,102395520049,102395519951,98,2,44,322
320009,102405760081,102405760019,62,2,44,322
320101,102464650201,102464650129,72,4,60,322
320107,102468491449,102468491381,68,2,44,322
320329,102610668241,102610668157,84,4,60,322
320513,102728583169,102728583049,120,4,60,322
320561,102759354721,102759354671,50,2,44,322
320627,102801673129,102801673019,110,2,44,322
320659,102822194281,102822194231,50,2,44,322
320821,102926114041,102926113973,68,6,60,322
321037,103064755369,103064755319,50,2,44,322
321313,103242043969,103242043873,96,4,60,322
321367,103276748689,103276748639,50,2,44,322
321443,103325602249,103325602181,68,2,44,322
321553,103396331809,103396331729,80,2,44,322
321577,103411766929,103411766851,78,6,60,322
321829,103573905241,103573905191,50,2,44,322
321983,103673052289,103673052221,68,2,44,322
322067,103727152489,103727152423,66,4,60,322
322261,103852152121,103852152059,62,2,44,322
322319,103889537761,103889537669,92,2,44,322
322339,103902430921,103902430831,90,6,60,322
322871,104245682641,104245682591,50,2,44,322
322999,104328354001,104328353939,62,2,44,322
323243,104486037049,104486036999,50,2,44,322
323471,104633487841,104633487757,84,4,60,322
323507,104656779049,104656778987,62,2,44,322
323579,104703369241,104703369163,78,4,60,322
323641,104743496881,104743496831,50,2,44,322
323711,104788811521,104788811453,68,6,60,322
323767,104825070289,104825070239,50,2,44,322
323879,104897606641,104897606491,150,6,60,322
323899,104910562201,104910562123,78,4,60,322
323923,104926109929,104926109863,66,4,60,322
324131,105060905161,105060905111,50,2,44,323
324151,105073870801,105073870663,138,4,60,323
324529,105319071841,105319071769,72,4,60,323
324587,105356720569,105356720519,50,2,44,323
324637,105389181769,105389181719,50,2,44,323
324763,105471006169,105471006103,66,4,60,323
324839,105520375921,105520375853,68,6,60,323
324901,105560659801,105560659727,74,2,44,323
324979,105611350441,105611350379,62,2,44,323
325181,105742682761,105742682699,62,2,44,323
325217,105766097089,105766097027,62,2,44,323
325543,105978244849,105978244787,62,2,44,323
325729,106099381441,106099381369,72,4,60,323
325849,106177570801,106177570739,62,2,44,323
326087,106332731569,106332731489,80,2,44,323
326099,106340557801,106340557681,120,6,60,323
326101,106341862201,106341862093,108,4,60,323
326369,106516724161,106516724099,62,2,44,323
326449,106568949601,106568949533,68,6,60,323
326467,106580702089,106580702021,68,2,44,323
326503,106604209009,106604208959,50,2,44,323
326581,106655149561,106655149487,74,2,44,323
326773,106780593529,106780593457,72,4,60,323
326869,106843343161,106843343069,92,2,44,323
326939,106889109721,106889109653,68,6,60,323
327007,106933578049,106933577929,120,4,60,323
327079,106980672241,106980672173,68,6,60,323
327311,107132490721,107132490607,114,4,60,323
327469,107235945961,107235945899,62,2,44,323
327473,107238565729,107238565619,110,2,44,323
327511,107263455121,107263455029,92,2,44,323
327647,107352556609,107352556537,72,4,60,323
327823,107467919329,107467919257,72,4,60,323
327871,107499392641,107499392591,50,2,44,323
328037,107608273369,107608273319,50,2,44,323
328271,107761849441,107761849367,74,2,44,323
328331,107801245561,107801245477,84,4,60,323
328343,107809125649,107809125551,98,2,44,323
328357,107818319449,107818319327,122,2,44,323
328511,107919477121,107919477059,62,2,44,323
328519,107924733361,107924733277,84,4,60,323
328591,107972045281,107972045177,104,2,44,323
328619,107990447161,107990447111,50,2,44,323
328813,108117988969,108117988903,66,4,60,323
328837,108133772569,108133772491,78,6,60,323
328883,108164027689,108164027627,62,2,44,323
328921,108189024241,108189024169,72,4,60,323
329299,108437831401,108437831321,80,2,44,323
329387,108495795769,108495795697,72,4,60,323
329473,108552457729,108552457649,80,2,44,323
329587,108627590569,108627590497,72,4,60,323
329617,108647366689,108647366617,72,4,60,323
329683,108690880489,108690880439,50,2,44,323
329717,108713300089,108713300021,68,2,44,323
329723,108717256729,108717256633,96,4,60,323
329801,108768699601,108768699527,74,2,44,323
329803,108770018809,108770018737,72,4,60,323
330047,108931022209,108931022143,66,4,60,323
330131,108986477161,108986477081,80,2,44,323
330241,109059118081,109059117949,132,4,60,323
330347,109129140409,109129140301,108,6,60,323
330641,109323470881,109323470807,74,2,44,324
330683,109351246489,109351246423,66,4,60,324
330689,109355214721,109355214641,80,2,44,324
330731,109382994361,109382994289,72,4,60,324
330767,109406808289,109406808239,50,2,44,324
330839,109454443921,109454443871,50,2,44,324
330887,109486206769,109486206719,50,2,44,324
330917,109506060889,109506060821,68,2,44,324
331333,109781556889,109781556803,86,6,60,324
331447,109857113809,109857113747,62,2,44,324
331697,110022899809,110022899729,80,2,44,324
331841,110118449281,110118449213,68,6,60,324
331967,110202089089,110202089017,72,4,60,324
331973,110206072729,110206072667,62,2,44,324
331999,110223336001,110223335951,50,2,44,324
332009,110229976081,110229975967,114,4,60,324
332069,110269820761,110269820699,62,2,44,324
332191,110350860481,110350860383,98,6,60,324
332251,110390727001,110390726923,78,4,60,324
332303,110425283809,110425283681,128,2,44,324
332467,110534306089,110534306023,66,4,60,324
332687,110680639969,110680639897,72,4,60,324
332699,110688624601,110688624551,50,2,44,324
332711,110696609521,110696609453,68,6,60,324
332903,110824407409,110824407359,50,2,44,324
333227,111040233529,111040233449,80,2,44,324
333419,111168229561,111168229399,162,4,60,324
333581,111276283561,111276283511,50,2,44,324
333667,111333666889,111333666751,138,6,60,324
333737,111380385169,111380385079,90,4,60,324
333787,111413761369,111413761201,168,6,60,324
334099,111622141801,111622141751,50,2,44,324
334157,111660900649,111660900569,80,2,44,324
334231,111710361361,111710361293,68,6,60,324
334493,111885567049,111885566983,66,4,60,324
334507,111894933049,111894932999,50,2,44,324
334619,111969875161,111969875071,90,6,60,324
334661,111997984921,111997984849,72,4,60,324
334843,112119834649,112119834599,50,2,44,324
334897,112156000609,112156000559,50,2,44,324
335021,112239070441,112239070379,62,2,44,324
335047,112256492209,112256492129,80,2,44,324
335057,112263193249,112263193181,68,2,44,324
335249,112391892001,112391891881,120,6,60,324
335347,112457610409,112457610313,96,4,60,324
335429,112512614041,112512613973,68,6,60,324
335473,112542133729,112542133663,66,4,60,324
335519,112572999361,112572999293,68,6,60,324
335747,112726048009,112726047919,90,4,60,324
335821,112775744041,112775743979,62,2,44,324
336041,112923553681,112923553619,62,2,44,324
336059,112935651481,112935651431,50,2,44,324
336157,113001528649,113001528509,140,2,44,324
336181,113017664761,113017664677,84,4,60,324
336227,113048595529,113048595461,68,2,44,324
336419,113177743561,113177743489,72,4,60,324
336527,113250421729,113250421663,66,4,60,324
336643,113328509449,113328509321,128,2,44,324
336703,113368910209,113368910159,50,2,44,324
336761,113407971121,113407971071,50,2,44,324
337081,113623600561,113623600511,50,2,44,325
337121,113650568641,113650568573,68,6,60,325
337219,113716653961,113716653871,90,6,60,325
337543,113935276849,113935276799,50,2,44,325
337781,114096003961,114096003893,68,6,60,325
337907,114181140649,114181140559,90,4,60,325
337919,114189250561,114189250493,68,6,60,325
338027,114262252729,114262252661,68,2,44,325
338159,114351509281,114351509197,84,4,60,325
338167,114356919889,114356919811,78,6,60,325
338237,114404268169,114404268103,66,4,60,325
338251,114413739001,114413738939,62,2,44,325
338297,114444860209,114444860107,102,4,60,325
338413,114523358569,114523358471,98,2,44,325
338543,114611362849,114611362799,50,2,44,325
338581,114637093561,114637093499,62,2,44,325
338747,114749530009,114749529919,90,4,60,325
338867,114830843689,114830843639,50,2,44,325
338893,114848465449,114848465399,50,2,44,325
338993,114916254049,114916253981,68,2,44,325
339091,114982706281,114982706213,68,6,60,325
339139,115015261321,115015261187,134,2,44,325
339247,115088527009,115088526947,62,2,44,325
339517,115271793289,115271793187,102,4,60,325
339659,115368236281,115368236231,50,2,44,325
339751,115430742001,115430741911,90,6,60,325
340037,115625161369,115625161271,98,2,44,325
340283,115792520089,115792520027,62,2,44,325
340321,115818383041,115818382961,80,2,44,325
340447,115904159809,115904159743,66,4,60,325
340481,115927311361,115927311271,90,6,60,325
340541,115968172681,115968172631,50,2,44,325
340559,115980432481,115980432383,98,6,60,325
340643,116037653449,116037653363,86,6,60,325
340657,116047191649,116047191599,50,2,44,325
340801,116145321601,116145321499,102,4,60,325
340957,116251675849,116251675783,66,4,60,325
341027,116299414729,116299414633,96,4,60,325
341057,116319877249,116319877199,50,2,44,325
341123,116364901129,116364901057,72,4,60,325
341203,116419487209,116419487087,122,2,44,325
341311,116493198721,116493198641,80,2,44,325
341507,116627031049,116627030999,50,2,44,325
341647,116722672609,116722672519,90,4,60,325
341927,116914073329,116914073279,50,2,44,325
342197,117098786809,117098786747,62,2,44,325
342203,117102893209,117102893147,62,2,44,325
342299,117168605401,117168605329,72,4,60,325
342379,117223379641,117223379551,90,6,60,325
342757,117482361049,117482360987,62,2,44,325
342821,117526238041,117526237963,78,4,60,325
342833,117534465889,117534465821,68,2,44,325
343073,117699083329,117699083263,66,4,60,325
343219,117799281961,117799281911,50,2,44,325
343373,117905017129,117905017079,50,2,44,325
343529,118012173841,118012173791,50,2,44,325
343543,118021792849,118021792729,120,4,60,325
343661,118102882921,118102882871,50,2,44,325
344017,118347696289,118347696227,62,2,44,326
344083,118393110889,118393110799,90,4,60,326
344221,118488096841,118488096707,134,2,44,326
344321,118556951041,118556950979,62,2,44,326
344353,118578988609,118578988519,90,4,60,326
344363,118585875769,118585875719,50,2,44,326
344719,118831188961,118831188911,50,2,44,326
344873,118937386129,118937386033,96,4,60,326
344909,118962218281,118962218153,128,6,60,326
344959,118996711681,118996711619,62,2,44,326
345221,119177538841,119177538773,68,6,60,326
345263,119206539169,119206539071,98,2,44,326
345413,119310140569,119310140483,86,6,60,326
345463,119344684369,119344684271,98,2,44,326
345571,119419316041,119419315991,50,2,44,326
345607,119444198449,119444198399,50,2,44,326
346079,119770674241,119770674083,158,6,60,326
346277,119907760729,119907760667,62,2,44,326
346607,120136412449,120136412293,156,4,60,326
347069,120456890761,120456890711,50,2,44,326
347167,120524925889,120524925839,50,2,44,326
347233,120570756289,120570756169,120,4,60,326
347329,120637434241,120637434133,108,4,60,326
347401,120687454801,120687454739,62,2,44,326
347443,120716638249,120716638177,72,4,60,326
347591,120819503281,120819503197,84,4,60,326
347707,120900157849,120900157783,66,4,60,326
347779,120950232841,120950232751,90,6,60,326
347933,121057372489,121057372427,62,2,44,326
348241,121271794081,121271793991,90,6,60,326
348247,121275973009,121275972913,96,4,60,326
