p,square,previous_prime,offset,o_q,fixed_cutoff,dynamic_cutoff
494939,244964613721,244964613653,68,6,60,344
495337,245358743569,245358743519,50,2,44,344
495389,245410261321,245410261253,68,6,60,344
495421,245441967241,245441967179,62,2,44,344
495983,245999136289,245999136239,50,2,44,344
496297,246310712209,246310712159,50,2,44,345
496439,246451680721,246451680647,74,2,44,345
496459,246471538681,246471538613,68,6,60,345
496471,246483453841,246483453791,50,2,44,345
496487,246499341169,246499341107,62,2,44,345
496817,246827131489,246827131427,62,2,44,345
497047,247055720209,247055720143,66,4,60,345
497269,247276458361,247276458311,50,2,44,345
497279,247286403841,247286403769,72,4,60,345
497417,247423671889,247423671799,90,4,60,345
497551,247556997601,247556997551,50,2,44,345
497603,247608745609,247608745529,80,2,44,345
497671,247676424241,247676424169,72,4,60,345
497831,247835704561,247835704427,134,2,44,345
497839,247843669921,247843669811,110,2,44,345
497989,247993044121,247993044059,62,2,44,345
498409,248411531281,248411531191,90,6,60,345
498521,248523187441,248523187361,80,2,44,345
498787,248788471369,248788471301,68,2,44,345
498961,248962079521,248962079449,72,4,60,345
499133,249133751689,249133751591,98,2,44,345
499139,249139741321,249139741247,74,2,44,345
499321,249321461041,249321460979,62,2,44,345
499403,249403356409,249403356337,72,4,60,345
499481,249481269361,249481269293,68,6,60,345
499571,249571184041,249571183937,104,2,44,345
499729,249729073441,249729073361,80,2,44,345
499973,249973000729,249973000643,86,6,60,345
500041,250041001681,250041001619,62,2,44,345
500237,250237056169,250237056119,50,2,44,345
500321,250321103041,250321102973,68,6,60,345
500393,250393154449,250393154357,92,2,44,345
500579,250579335241,250579335089,152,2,44,345
500719,250719516961,250719516911,50,2,44,345
500953,250953908209,250953908159,50,2,44,345
501029,251030058841,251030058757,84,4,60,345
501031,251032062961,251032062857,104,2,44,345
501223,251224495729,251224495667,62,2,44,345
501503,251505259009,251505258943,66,4,60,345
501691,251693859481,251693859383,98,6,60,345
501703,251705900209,251705900143,66,4,60,345
502039,252043157521,252043157447,74,2,44,345
502043,252047173849,252047173759,90,4,60,345
502121,252125498641,252125498567,74,2,44,345
502133,252137549689,252137549623,66,4,60,345
502487,252493185169,252493185097,72,4,60,345
502517,252523335289,252523335199,90,4,60,345
502543,252549466849,252549466739,110,2,44,345
502787,252794767369,252794767301,68,2,44,345
502973,252981838729,252981838651,78,6,60,345
503137,253146840769,253146840679,90,4,60,345
503287,253297804369,253297804301,68,2,44,345
503351,253362229201,253362229103,98,6,60,345
503501,253513257001,253513256923,78,4,60,345
503653,253666344409,253666344329,80,2,44,345
503777,253791265729,253791265621,108,6,60,345
503879,253894046641,253894046591,50,2,44,345
503983,253998864289,253998864211,78,6,60,345
503989,254004912121,254004912047,74,2,44,345
504047,254063378209,254063378143,66,4,60,345
504103,254119834609,254119834559,50,2,44,345
504151,254168230801,254168230703,98,6,60,345
504221,254238816841,254238816773,68,6,60,345
504353,254371948609,254371948543,66,4,60,345
504991,255015910081,255015910031,50,2,44,345
505157,255183594649,255183594599,50,2,44,345
505213,255240175369,255240175297,72,4,60,345
505231,255258363361,255258363289,72,4,60,345
505313,255341227969,255341227877,92,2,44,345
505633,255664730689,255664730623,66,4,60,345
505867,255901421689,255901421627,62,2,44,346
506083,256120002889,256120002811,78,6,60,346
506119,256156442161,256156442033,128,6,60,346
506171,256209081241,256209081151,90,6,60,346
506173,256211105929,256211105803,126,4,60,346
506381,256421717161,256421717087,74,2,44,346
506591,256634441281,256634441213,68,6,60,346
506593,256636467649,256636467547,102,4,60,346
506599,256642546801,256642546729,72,4,60,346
506837,256883744569,256883744477,92,2,44,346
506893,256940513449,256940513371,78,6,60,346
507049,257098688401,257098688311,90,6,60,346
507071,257120999041,257120998969,72,4,60,346
507139,257189965321,257189965271,50,2,44,346
507313,257366479969,257366479901,68,2,44,346
507503,257559295009,257559294959,50,2,44,346
507607,257664866449,257664866357,92,2,44,346
507719,257778582961,257778582911,50,2,44,346
507827,257888261929,257888261879,50,2,44,346
507907,257969520649,257969520587,62,2,44,346
508073,258138173329,258138173239,90,4,60,346
508159,258225569281,258225569179,102,4,60,346
508213,258280453369,258280453303,66,4,60,346
508237,258304848169,258304848103,66,4,60,346
508301,258369906601,258369906523,78,4,60,346
508363,258432939769,258432939719,50,2,44,346
508727,258803160529,258803160439,90,4,60,346
509123,259206229129,259206229057,72,4,60,346
509281,259367136961,259367136869,92,2,44,346
509449,259538283601,259538283551,50,2,44,346
509569,259660565761,259660565693,68,6,60,346
509623,259715602129,259715602067,62,2,44,346
509689,259782876721,259782876659,62,2,44,346
510073,260174465329,260174465261,68,2,44,346
510101,260203030201,260203030151,50,2,44,346
510179,260282612041,260282611933,108,4,60,346
510199,260303019601,260303019551,50,2,44,346
510457,260566348849,260566348799,50,2,44,346
510553,260664365809,260664365743,66,4,60,346
510583,260694999889,260694999811,78,6,60,346
510677,260790998329,260790998263,66,4,60,346
510793,260909488849,260909488787,62,2,44,346
510919,261038224561,261038224487,74,2,44,346
511213,261338731369,261338731249,120,4,60,346
511327,261455300929,261455300879,50,2,44,346
511361,261490072321,261490072241,80,2,44,346
511463,261594400369,261594400279,90,4,60,346
511487,261618951169,261618951103,66,4,60,346
511507,261639411049,261639410987,62,2,44,346
511579,261713073241,261713073163,78,4,60,346
511591,261725351281,261725351207,74,2,44,346
511723,261860428729,261860428657,72,4,60,346
511933,262075396489,262075396421,68,2,44,346
511997,262140928009,262140927931,78,6,60,346
512137,262284306769,262284306719,50,2,44,346
512167,262315035889,262315035797,92,2,44,346
512207,262356010849,262356010799,50,2,44,346
512321,262472807041,262472806991,50,2,44,346
512531,262688025961,262688025893,68,6,60,346
512717,262878722089,262878722017,72,4,60,346
512747,262909486009,262909485857,152,2,44,346
512959,263126935681,263126935613,68,6,60,346
513167,263340369889,263340369839,50,2,44,346
513511,263693547121,263693547059,62,2,44,346
514001,264197028001,264197027929,72,4,60,346
514147,264347137609,264347137559,50,2,44,346
514177,264377987329,264377987249,80,2,44,346
514249,264452034001,264452033939,62,2,44,346
514289,264493175521,264493175413,108,4,60,346
514309,264513747481,264513747413,68,6,60,346
514561,264773022721,264773022623,98,6,60,346
514757,264974769049,264974768977,72,4,60,346
515143,265372310449,265372310383,66,4,60,346
515681,265926893761,265926893689,72,4,60,347
515783,266032103089,266032103023,66,4,60,347
516169,266430436561,266430436463,98,6,60,347
516283,266548136089,266548135991,98,2,44,347
516359,266626616881,266626616813,68,6,60,347
516431,266700977761,266700977677,84,4,60,347
516433,266703043489,266703043427,62,2,44,347
516493,266765019049,266765018893,156,4,60,347
516589,266864194921,266864194853,68,6,60,347
516709,266988190681,266988190631,50,2,44,347
517081,267372760561,267372760423,138,4,60,347
517261,267558942121,267558942071,50,2,44,347
517267,267565149289,267565149169,120,4,60,347
517381,267683099161,267683099077,84,4,60,347
517487,267792795169,267792795089,80,2,44,347
517507,267813495049,267813494911,138,6,60,347
517613,267923217769,267923217689,80,2,44,347
517721,268035033841,268035033751,90,6,60,347
517729,268043317441,268043317391,50,2,44,347
517861,268180015321,268180015231,90,6,60,347
518059,268385127481,268385127431,50,2,44,347
518159,268488749281,268488749231,50,2,44,347
518191,268521912481,268521912431,50,2,44,347
518387,268725081769,268725081671,98,2,44,347
518779,269131650841,269131650773,68,6,60,347
519151,269517760801,269517760717,84,4,60,347
519257,269627832049,269627831983,66,4,60,347
519353,269727538609,269727538559,50,2,44,347
519433,269810641489,269810641411,78,6,60,347
519683,270070420489,270070420397,92,2,44,347
519703,270091208209,270091208147,62,2,44,347
519797,270188921209,270188921141,68,2,44,347
519803,270195158809,270195158759,50,2,44,347
519863,270257538769,270257538667,102,4,60,347
519881,270276254161,270276254089,72,4,60,347
519889,270284572321,270284572237,84,4,60,347
519919,270315766561,270315766471,90,6,60,347
520021,270421840441,270421840369,72,4,60,347
520291,270702724681,270702724613,68,6,60,347
520307,270719374249,270719374187,62,2,44,347
520379,270794303641,270794303567,74,2,44,347
520423,270840098929,270840098861,68,2,44,347
520837,271271180569,271271180501,68,2,44,347
521107,271552505449,271552505363,86,6,60,347
521161,271608787921,271608787829,92,2,44,347
521267,271719285289,271719285221,68,2,44,347
521471,271932003841,271932003701,140,2,44,347
521491,271952863081,271952863003,78,4,60,347
521519,271982067361,271982067311,50,2,44,347
521791,272265847681,272265847631,50,2,44,347
521929,272409881041,272409880961,80,2,44,347
522227,272721039529,272721039463,66,4,60,347
522373,272873551129,272873551079,50,2,44,347
522601,273111805201,273111805093,108,4,60,347
522787,273306247369,273306247297,72,4,60,347
522839,273360619921,273360619853,68,6,60,347
522959,273486115681,273486115597,84,4,60,347
523357,273902549449,273902549383,66,4,60,347
523459,274009324681,274009324609,72,4,60,347
523487,274038639169,274038639103,66,4,60,347
523489,274040733121,274040733059,62,2,44,347
523577,274132874929,274132874861,68,2,44,347
523667,274227126889,274227126827,62,2,44,347
524047,274625258209,274625258137,72,4,60,347
524113,274694436769,274694436581,188,2,44,347
524119,274700726161,274700726089,72,4,60,347
524171,274755237241,274755237173,68,6,60,347
524453,275050949209,275050949141,68,2,44,347
524497,275097103009,275097102947,62,2,44,347
524683,275292250489,275292250439,50,2,44,347
524707,275317435849,275317435781,68,2,44,347
524801,275416089601,275416089469,132,4,60,347
525101,275731060201,275731060133,68,6,60,347
525127,275758366129,275758366063,66,4,60,347
525247,275884411009,275884410943,66,4,60,347
525439,276086142721,276086142653,68,6,60,348
525461,276109262521,276109262447,74,2,44,348
525467,276115568089,276115567969,120,4,60,348
525533,276184934089,276184933993,96,4,60,348
525869,276538205161,276538205081,80,2,44,348
525949,276622350601,276622350527,74,2,44,348
525983,276658116289,276658116239,50,2,44,348
526027,276704404729,276704404667,62,2,44,348
526139,276822247321,276822247271,50,2,44,348
526649,277359169201,277359169121,80,2,44,348
526651,277361275801,277361275729,72,4,60,348
526657,277367595649,277367595569,80,2,44,348
526837,277557224569,277557224519,50,2,44,348
526957,277683679849,277683679781,68,2,44,348
526963,277690003369,277690003243,126,4,60,348
527063,277795405969,277795405871,98,2,44,348
527179,277917698041,277917697951,90,6,60,348
527207,277947220849,277947220799,50,2,44,348
527209,277949329681,277949329601,80,2,44,348
527411,278162362921,278162362831,90,6,60,348
527533,278291066089,278291066021,68,2,44,348
527671,278436684241,278436684191,50,2,44,348
527753,278523229009,278523228941,68,2,44,348
528013,278797728169,278797728101,68,2,44,348
528053,278839970809,278839970737,72,4,60,348
528163,278956154569,278956154467,102,4,60,348
528223,279019537729,279019537679,50,2,44,348
528299,279099833401,279099833339,62,2,44,348
528401,279207616801,279207616669,132,4,60,348
528419,279226639561,279226639343,218,6,60,348
528719,279543780961,279543780899,62,2,44,348
528763,279590310169,279590310049,120,4,60,348
529003,279844174009,279844173919,90,4,60,348
529129,279977498641,279977498569,72,4,60,348
529307,280165900249,280165900171,78,6,60,348
529313,280172251969,280172251901,68,2,44,348
529637,280515351769,280515351661,108,6,60,348
529649,280528063201,280528063111,90,6,60,348
529829,280718769241,280718769161,80,2,44,348
529939,280835343721,280835343671,50,2,44,348
529961,280858661521,280858661471,50,2,44,348
530203,281115221209,281115221141,68,2,44,348
530227,281140671529,281140671479,50,2,44,348
530237,281151276169,281151276073,96,4,60,348
530297,281214908209,281214908147,62,2,44,348
530329,281248848241,281248848191,50,2,44,348
530401,281325220801,281325220727,74,2,44,348
530507,281437677049,281437676969,80,2,44,348
530527,281458897729,281458897679,50,2,44,348
530693,281635060249,281635060141,108,6,60,348
530837,281787920569,281787920503,66,4,60,348
530983,281942946289,281942946217,72,4,60,348
530989,281949318121,281949318071,50,2,44,348
531143,282112886449,282112886371,78,6,60,348
531347,282329634409,282329634347,62,2,44,348
531637,282637899769,282637899701,68,2,44,348
531673,282676178929,282676178843,86,6,60,348
532033,283059113089,283059113017,72,4,60,348
532163,283197458569,283197458519,50,2,44,348
532241,283280482081,283280482019,62,2,44,348
532331,283376293561,283376293477,84,4,60,348
532373,283421011129,283421011079,50,2,44,348
532379,283427399641,283427399579,62,2,44,348
532391,283440176881,283440176813,68,6,60,348
532447,283499807809,283499807729,80,2,44,348
532529,283587135841,283587135749,92,2,44,348
532547,283606307209,283606307113,96,4,60,348
532619,283682999161,283682999069,92,2,44,348
532639,283704304321,283704304259,62,2,44,348
532669,283736263561,283736263487,74,2,44,348
532789,283864118521,283864118449,72,4,60,348
532811,283887561721,283887561653,68,6,60,348
533003,284092198009,284092197947,62,2,44,348
533111,284207338321,284207338237,84,4,60,348
533227,284331033529,284331033449,80,2,44,348
533371,284484623641,284484623573,68,6,60,348
533399,284514493201,284514493111,90,6,60,348
533447,284565701809,284565701737,72,4,60,348
533593,284721489649,284721489587,62,2,44,348
533641,284772716881,284772716831,50,2,44,348
533711,284847431521,284847431417,104,2,44,348
533821,284964860041,284964859973,68,6,60,348
533887,285035328769,285035328701,68,2,44,348
533921,285071634241,285071634163,78,4,60,348
534173,285340793929,285340793867,62,2,44,348
534329,285507480241,285507480121,120,6,60,348
534367,285548090689,285548090591,98,2,44,348
534607,285804644449,285804644311,138,6,60,348
534923,286142615929,286142615879,50,2,44,348
534949,286170432601,286170432539,62,2,44,348
534971,286193970841,286193970767,74,2,44,348
535159,286395155281,286395155209,72,4,60,348
535391,286643522881,286643522831,50,2,44,348
535487,286746327169,286746327103,66,4,60,349
535709,286984132681,286984132607,74,2,44,349
535937,287228467969,287228467907,62,2,44,349
536023,287320656529,287320656443,86,6,60,349
536099,287402137801,287402137739,62,2,44,349
536357,287678831449,287678831369,80,2,44,349
536449,287777529601,287777529551,50,2,44,349
536509,287841907081,287841907009,72,4,60,349
536803,288157460809,288157460737,72,4,60,349
536867,288226175689,288226175621,68,2,44,349
537067,288440962489,288440962427,62,2,44,349
537091,288466742281,288466742231,50,2,44,349
537157,288537642649,288537642599,50,2,44,349
537611,289025587321,289025587231,90,6,60,349
537739,289163232121,289163232049,72,4,60,349
537749,289173987001,289173986951,50,2,44,349
537787,289214857369,289214857301,68,2,44,349
537991,289434316081,289434315953,128,6,60,349
538127,289580668129,289580668057,72,4,60,349
538159,289615109281,289615109213,68,6,60,349
538247,289709833009,289709832947,62,2,44,349
538267,289731363289,289731363211,78,6,60,349
538283,289748588089,289748588021,68,2,44,349
538553,290039333809,290039333737,72,4,60,349
538709,290207386681,290207386619,62,2,44,349
538777,290280655729,290280655619,110,2,44,349
538823,290330225329,290330225261,68,2,44,349
538871,290381954641,290381954591,50,2,44,349
538943,290459557249,290459557181,68,2,44,349
539171,290705367241,290705367163,78,4,60,349
539261,290802426121,290802426023,98,6,60,349
539339,290886556921,290886556811,110,2,44,349
539503,291063487009,291063486941,68,2,44,349
540061,291665883721,291665883623,98,6,60,349
540139,291750139321,291750139271,50,2,44,349
540157,291769584649,291769584559,90,4,60,349
540173,291786869929,291786869827,102,4,60,349
540367,291996494689,291996494597,92,2,44,349
540433,292067827489,292067827399,90,4,60,349
540559,292204032481,292204032403,78,4,60,349
540587,292234304569,292234304501,68,2,44,349
540689,292344594721,292344594643,78,4,60,349
540713,292370548369,292370548319,50,2,44,349
541007,292688574049,292688573971,78,6,60,349
541271,292974295441,292974295391,50,2,44,349
541439,293156190721,293156190671,50,2,44,349
541727,293468142529,293468142397,132,4,60,349
541831,293580832561,293580832481,80,2,44,349
542021,293786764441,293786764391,50,2,44,349
542027,293793268729,293793268679,50,2,44,349
542071,293840969041,293840968991,50,2,44,349
542467,294270446089,294270446027,62,2,44,349
542483,294287805289,294287805191,98,2,44,349
542693,294515692249,294515692183,66,4,60,349
542747,294574306009,294574305943,66,4,60,349
542831,294665494561,294665494469,92,2,44,349
543113,294971730769,294971730671,98,2,44,349
543163,295026044569,295026044477,92,2,44,349
543307,295182496249,295182496187,62,2,44,349
543313,295189015969,295189015879,90,4,60,349
543359,295239002881,295239002791,90,6,60,349
543539,295434644521,295434644441,80,2,44,349
543661,295567282921,295567282837,84,4,60,349
543827,295747805929,295747805833,96,4,60,349
543877,295802191129,295802191043,86,6,60,349
544133,296080721689,296080721627,62,2,44,349
544487,296466093169,296466093089,80,2,44,349
545029,297056610841,297056610769,72,4,60,349
545033,297060971089,297060970957,132,4,60,349
545473,297540793729,297540793639,90,4,60,349
545497,297566977009,297566976911,98,2,44,349
545527,297599707729,297599707667,62,2,44,349
545579,297656445241,297656445157,84,4,60,349
545621,297702275641,297702275557,84,4,60,349
545663,297748109569,297748109507,62,2,44,349
545711,297800495521,297800495459,62,2,44,349
545731,297822324361,297822324311,50,2,44,350
546103,298228486609,298228486537,72,4,60,350
546479,298639297441,298639297373,68,6,60,350
547237,299468334169,299468334079,90,4,60,350
547291,299527438681,299527438631,50,2,44,350
547361,299604064321,299604064247,74,2,44,350
547487,299742015169,299742015119,50,2,44,350
547727,300004866529,300004866467,62,2,44,350
547741,300020203081,300020203009,72,4,60,350
547849,300138526801,300138526717,84,4,60,350
547909,300204272281,300204272201,80,2,44,350
548117,300432245689,300432245599,90,4,60,350
548227,300552843529,300552843443,86,6,60,350
548371,300710753641,300710753591,50,2,44,350
548459,300807274681,300807274609,72,4,60,350
548831,301215466561,301215466469,92,2,44,350
549011,301413078121,301413078007,114,4,60,350
549169,301586590561,301586590427,134,2,44,350
549203,301623935209,301623935113,96,4,60,350
549319,301751363761,301751363677,84,4,60,350
549547,302001905209,302001905141,68,2,44,350
549569,302026085761,302026085681,80,2,44,350
549623,302085442129,302085442039,90,4,60,350
549719,302190978961,302190978877,84,4,60,350
549883,302371313689,302371313591,98,2,44,350
550007,302507700049,302507699981,68,2,44,350
550117,302628713689,302628713599,90,4,60,350
550139,302652919321,302652919253,68,6,60,350
550181,302699132761,302699132669,92,2,44,350
550513,303064563169,303064563119,50,2,44,350
550637,303201105769,303201105677,92,2,44,350
550679,303247361041,303247360967,74,2,44,350
550831,303414790561,303414790439,122,2,44,350
550939,303533781721,303533781623,98,6,60,350
550997,303597694009,303597693947,62,2,44,350
551063,303670429969,303670429883,86,6,60,350
551143,303758606449,303758606357,92,2,44,350
551269,303897510361,303897510271,90,6,60,350
551339,303974692921,303974692871,50,2,44,350
551347,303983514409,303983514343,66,4,60,350
551423,304067324929,304067324867,62,2,44,350
551653,304321032409,304321032311,98,2,44,350
551731,304407096361,304407096269,92,2,44,350
551809,304493172481,304493172397,84,4,60,350
552271,305003257441,305003257379,62,2,44,350
552659,305431970281,305431970197,84,4,60,350
552731,305511558361,305511558283,78,4,60,350
552917,305717208889,305717208817,72,4,60,350
553207,306037984849,306037984799,50,2,44,350
553279,306117651841,306117651779,62,2,44,350
553439,306294726721,306294726631,90,6,60,350
553667,306547146889,306547146803,86,6,60,350
553769,306660105361,306660105287,74,2,44,350
553811,306706623721,306706623653,68,6,60,350
554167,307101063889,307101063781,108,6,60,350
554237,307178652169,307178652107,62,2,44,350
554447,307411475809,307411475699,110,2,44,350
554467,307433654089,307433653997,92,2,44,350
554503,307473577009,307473576887,122,2,44,350
554699,307690980601,307690980551,50,2,44,350
554887,307899582769,307899582659,110,2,44,350
554951,307970612401,307970612321,80,2,44,350
555109,308146001881,308146001797,84,4,60,350
555143,308183750449,308183750377,72,4,60,350
555523,308605803529,308605803479,50,2,44,350
555661,308759146921,308759146793,128,6,60,350
555707,308810269849,308810269751,98,2,44,350
555739,308845836121,308845836059,62,2,44,350
556321,309493055041,309493054951,90,6,60,351
556607,309811352449,309811352339,110,2,44,351
556687,309900415969,309900415841,128,2,44,351
556691,309904869481,309904869431,50,2,44,351
556793,310018444849,310018444741,108,6,60,351
556799,310025126401,310025126351,50,2,44,351
556883,310118675689,310118675627,62,2,44,351
557159,310426151281,310426151159,122,2,44,351
557197,310468496809,310468496677,132,4,60,351
557461,310762766521,310762766471,50,2,44,351
557519,310827435361,310827435299,62,2,44,351
557633,310954562689,310954562573,116,6,60,351
557831,311175424561,311175424433,128,6,60,351
558017,311382972289,311382972203,86,6,60,351
558479,311898793441,311898793391,50,2,44,351
558529,311954643841,311954643757,84,4,60,351
558643,312082001449,312082001369,80,2,44,351
558791,312247381681,312247381613,68,6,60,351
558997,312477646009,312477645947,62,2,44,351
559067,312555910489,312555910439,50,2,44,351
559177,312678917329,312678917267,62,2,44,351
559201,312705758401,312705758303,98,6,60,351
559231,312739311361,312739311293,68,6,60,351
559367,312891440689,312891440579,110,2,44,351
559369,312893678161,312893678063,98,6,60,351
559397,312925003609,312925003537,72,4,60,351
559469,313005561961,313005561899,62,2,44,351
559571,313119704041,313119703943,98,6,60,351
559679,313240583041,313240582943,98,6,60,351
559907,313495848649,313495848587,62,2,44,351
560159,313778105281,313778105087,194,2,44,351
560171,313791549241,313791549161,80,2,44,351
560243,313872219049,313872218999,50,2,44,351
560437,314089630969,314089630901,68,2,44,351
560597,314268996409,314268996341,68,2,44,351
560803,314500004809,314500004737,72,4,60,351
560969,314686218961,314686218911,50,2,44,351
561101,314834332201,314834332151,50,2,44,351
561307,315065548249,315065548181,68,2,44,351
561551,315339525601,315339525551,50,2,44,351
561553,315341771809,315341771743,66,4,60,351
561733,315543963289,315543963211,78,6,60,351
561797,315615869209,315615869141,68,2,44,351
562403,316297134409,316297134341,68,2,44,351
562493,316398375049,316398374977,72,4,60,351
562669,316596403561,316596403493,68,6,60,351
563039,317012915521,317012915441,80,2,44,351
563117,317100755689,317100755627,62,2,44,351
563119,317103008161,317103008063,98,6,60,351
563623,317670886129,317670886067,62,2,44,351
563747,317810680009,317810679947,62,2,44,351
564307,318442390249,318442390171,78,6,60,351
564323,318460448329,318460448279,50,2,44,351
564409,318557519281,318557519207,74,2,44,351
564497,318656863009,318656862943,66,4,60,351
564653,318833010409,318833010341,68,2,44,351
564701,318887219401,318887219297,104,2,44,351
564797,318995651209,318995651159,50,2,44,351
564827,319029539929,319029539879,50,2,44,351
564983,319205790289,319205790223,66,4,60,351
565069,319302974761,319302974681,80,2,44,351
565247,319504171009,319504170919,90,4,60,351
565379,319653413641,319653413533,108,4,60,351
565381,319655675161,319655675099,62,2,44,351
565637,319945215769,319945215703,66,4,60,351
565661,319972366921,319972366841,80,2,44,351
565723,320042512729,320042512637,92,2,44,351
565793,320121718849,320121718799,50,2,44,351
565907,320250732649,320250732587,62,2,44,351
566023,320382036529,320382036467,62,2,44,351
566173,320551865929,320551865861,68,2,44,351
566201,320583572401,320583572333,68,6,60,351
566311,320708148721,320708148641,80,2,44,351
566413,320823686569,320823686437,132,4,60,351
566681,321127355761,321127355587,174,4,60,351
566719,321170424961,321170424893,68,6,60,351
567053,321549104809,321549104759,50,2,44,352
567107,321610349449,321610349371,78,6,60,352
567401,321943894801,321943894733,68,6,60,352
567499,322055115001,322055114929,72,4,60,352
567533,322093706089,322093706017,72,4,60,352
567607,322177706449,322177706363,86,6,60,352
567631,322204952161,322204952099,62,2,44,352
567653,322229928409,322229928359,50,2,44,352
567793,322388890849,322388890753,96,4,60,352
567871,322477472641,322477472561,80,2,44,352
567949,322566066601,322566066539,62,2,44,352
568033,322661489089,322661488997,92,2,44,352
568237,322893288169,322893288119,50,2,44,352
568241,322897834081,322897834009,72,4,60,352
568273,322934202529,322934202439,90,4,60,352
568303,322968299809,322968299711,98,2,44,352
568367,323041046689,323041046561,128,2,44,352
568523,323218401529,323218401461,68,2,44,352
568619,323327567161,323327567093,68,6,60,352
568823,323559605329,323559605279,50,2,44,352
568877,323621041129,323621041067,62,2,44,352
568963,323718895369,323718895319,50,2,44,352
568979,323737102441,323737102379,62,2,44,352
569053,323821316809,323821316683,126,4,60,352
569077,323848631929,323848631863,66,4,60,352
569197,323985224809,323985224741,68,2,44,352
569423,324242552929,324242552867,62,2,44,352
569581,324422515561,324422515453,108,4,60,352
569623,324470362129,324470362057,72,4,60,352
569729,324591133441,324591133357,84,4,60,352
569843,324721044649,324721044581,68,2,44,352
569893,324778031449,324778031371,78,6,60,352
570013,324914820169,324914820089,80,2,44,352
570049,324955862401,324955862351,50,2,44,352
570091,325003748281,325003748213,68,6,60,352
570359,325309388881,325309388777,104,2,44,352
570403,325359582409,325359582343,66,4,60,352
570419,325377835561,325377835487,74,2,44,352
570491,325459981081,325459981031,50,2,44,352
570529,325503339841,325503339761,80,2,44,352
570553,325530725809,325530725701,108,6,60,352
571157,326220318649,326220318521,128,2,44,352
571223,326295715729,326295715679,50,2,44,352
571397,326494531609,326494531529,80,2,44,352
571477,326585961529,326585961463,66,4,60,352
571583,326707125889,326707125827,62,2,44,352
571633,326764286689,326764286627,62,2,44,352
571673,326810018929,326810018867,62,2,44,352
571903,327073041409,327073041319,90,4,60,352
572387,327626877769,327626877673,96,4,60,352
572399,327640615201,327640615139,62,2,44,352
572491,327745945081,327745944989,92,2,44,352
572801,328100985601,328100985533,68,6,60,352
572909,328224722281,328224722219,62,2,44,352
573007,328337022049,328337021951,98,2,44,352
573163,328515824569,328515824503,66,4,60,352
573289,328660277521,328660277359,162,4,60,352
573371,328754303641,328754303567,74,2,44,352
573451,328846049401,328846049299,102,4,60,352
573487,328887339169,328887339119,50,2,44,352
573493,328894221049,328894220999,50,2,44,352
573527,328933219729,328933219633,96,4,60,352
573557,328967632249,328967632199,50,2,44,352
573673,329100710929,329100710879,50,2,44,352
573871,329327924641,329327924579,62,2,44,352
573887,329346288769,329346288703,66,4,60,352
574031,329511588961,329511588893,68,6,60,352
574159,329658557281,329658557183,98,6,60,352
574163,329663150569,329663150501,68,2,44,352
574183,329686117489,329686117417,72,4,60,352
574493,330042207049,330042206951,98,2,44,352
574969,330589350961,330589350887,74,2,44,352
575009,330635350081,330635350009,72,4,60,352
575053,330685952809,330685952759,50,2,44,352
575257,330920616049,330920615983,66,4,60,352
575303,330973541809,330973541719,90,4,60,352
575611,331328023321,331328023241,80,2,44,352
575747,331484608009,331484607919,90,4,60,352
575921,331684998241,331684998191,50,2,44,352
575963,331733377369,331733377253,116,6,60,352
576203,332009897209,332009897117,92,2,44,352
576379,332212751641,332212751579,62,2,44,352
576469,332316507961,332316507847,114,4,60,352
576533,332390300089,332390300027,62,2,44,352
576553,332413361809,332413361759,50,2,44,352
576617,332487164689,332487164627,62,2,44,352
576689,332570202721,332570202659,62,2,44,352
577033,332967083089,332967083011,78,6,60,352
577081,333022480561,333022480493,68,6,60,352
577331,333311083561,333311083487,74,2,44,352
577399,333389605201,333389605139,62,2,44,352
577513,333521265169,333521265079,90,4,60,352
577517,333525885289,333525885157,132,4,60,352
577919,333990370561,333990370481,80,2,44,353
578021,334108276441,334108276373,68,6,60,353
578117,334219265689,334219265593,96,4,60,353
578203,334318709209,334318709147,62,2,44,353
578213,334330273369,334330273301,68,2,44,353
578453,334607873209,334607873111,98,2,44,353
578497,334658779009,334658778913,96,4,60,353
578603,334781431609,334781431559,50,2,44,353
578729,334927255441,334927255379,62,2,44,353
578839,335054587921,335054587853,68,6,60,353
579017,335260686289,335260686209,80,2,44,353
579353,335649898609,335649898513,96,4,60,353
579379,335680025641,335680025591,50,2,44,353
579473,335788957729,335788957643,86,6,60,353
579643,335986007449,335986007333,116,6,60,353
579707,336060205849,336060205787,62,2,44,353
579757,336118179049,336118178951,98,2,44,353
579907,336292128649,336292128587,62,2,44,353
579961,336354761521,336354761471,50,2,44,353
580031,336435960961,336435960797,164,2,44,353
580079,336491646241,336491646173,68,6,60,353
580213,336647125369,336647125267,102,4,60,353
580301,336749250601,336749250533,68,6,60,353
580471,336946581841,336946581791,50,2,44,353
580487,336965157169,336965157079,90,4,60,353
580561,337051074721,337051074631,90,6,60,353
580607,337104488449,337104488363,86,6,60,353
580673,337181132929,337181132863,66,4,60,353
580733,337250817289,337250817217,72,4,60,353
580759,337281016081,337281016031,50,2,44,353
580859,337397177881,337397177807,74,2,44,353
580891,337434353881,337434353777,104,2,44,353
580919,337466884561,337466884493,68,6,60,353
580997,337557514009,337557513907,102,4,60,353
581071,337643507041,337643506943,98,6,60,353
