anchor_p,offset,candidate_q,carrier,carrier_offset,carrier_d,post_carrier_lower_d_count,post_carrier_ge_d_count,lock_carrier,lock_carrier_offset,lock_carrier_d,lock_threat,lock_threat_offset,lock_threat_d,survivor_lock_carrier,survivor_lock_carrier_offset,survivor_lock_carrier_d,survivor_lock_threat,survivor_lock_threat_offset,survivor_lock_threat_d,interior_prime_offsets,structural_status,structural_reasons,rule_x_status,rule_x_reasons,survivor_lock_status,survivor_lock_reasons,exact_status,exact_reasons
479,62,541,529,50,3,0,11,480,1,24,481,2,4,481,2,4,529,50,3,8 12 20 24 30 42 44,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
479,68,547,529,50,3,0,16,480,1,24,481,2,4,481,2,4,529,50,3,8 12 20 24 30 42 44 62,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
479,72,551,529,50,3,0,19,480,1,24,481,2,4,481,2,4,529,50,3,8 12 20 24 30 42 44 62 68,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
479,74,553,529,50,3,0,21,480,1,24,481,2,4,481,2,4,529,50,3,8 12 20 24 30 42 44 62 68,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
479,78,557,529,50,3,0,25,480,1,24,481,2,4,481,2,4,529,50,3,8 12 20 24 30 42 44 62 68,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
479,80,559,529,50,3,0,26,480,1,24,481,2,4,481,2,4,529,50,3,8 12 20 24 30 42 44 62 68 78,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
479,84,563,529,50,3,0,30,480,1,24,481,2,4,481,2,4,529,50,3,8 12 20 24 30 42 44 62 68 78,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
479,90,569,529,50,3,0,35,480,1,24,481,2,4,481,2,4,529,50,3,8 12 20 24 30 42 44 62 68 78 84,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
479,92,571,529,50,3,0,36,480,1,24,481,2,4,481,2,4,529,50,3,8 12 20 24 30 42 44 62 68 78 84 90,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
479,98,577,529,50,3,0,41,480,1,24,481,2,4,481,2,4,529,50,3,8 12 20 24 30 42 44 62 68 78 84 90 92,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
479,102,581,529,50,3,0,44,480,1,24,481,2,4,481,2,4,529,50,3,8 12 20 24 30 42 44 62 68 78 84 90 92 98,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
479,104,583,529,50,3,0,46,480,1,24,481,2,4,481,2,4,529,50,3,8 12 20 24 30 42 44 62 68 78 84 90 92 98,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
479,108,587,529,50,3,0,50,480,1,24,481,2,4,481,2,4,529,50,3,8 12 20 24 30 42 44 62 68 78 84 90 92 98,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
479,110,589,529,50,3,0,51,480,1,24,481,2,4,481,2,4,529,50,3,8 12 20 24 30 42 44 62 68 78 84 90 92 98 108,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
479,114,593,529,50,3,0,55,480,1,24,481,2,4,481,2,4,529,50,3,8 12 20 24 30 42 44 62 68 78 84 90 92 98 108,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
479,120,599,529,50,3,0,60,480,1,24,481,2,4,481,2,4,529,50,3,8 12 20 24 30 42 44 62 68 78 84 90 92 98 108 114,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
479,122,601,529,50,3,0,61,480,1,24,481,2,4,481,2,4,529,50,3,8 12 20 24 30 42 44 62 68 78 84 90 92 98 108 114 120,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
479,128,607,529,50,3,0,66,480,1,24,481,2,4,481,2,4,529,50,3,8 12 20 24 30 42 44 62 68 78 84 90 92 98 108 114 120 122,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
487,4,491,489,2,4,0,1,488,1,8,489,2,4,489,2,4,529,42,3,,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,SURVIVES,
487,6,493,489,2,4,0,2,488,1,8,489,2,4,489,2,4,529,42,3,4,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
487,10,497,489,2,4,0,6,488,1,8,489,2,4,489,2,4,529,42,3,4,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
487,12,499,489,2,4,0,8,488,1,8,489,2,4,489,2,4,529,42,3,4,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
487,16,503,489,2,4,0,11,488,1,8,489,2,4,489,2,4,529,42,3,4 12,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
487,22,509,489,2,4,0,16,488,1,8,489,2,4,489,2,4,529,42,3,4 12 16,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
487,24,511,489,2,4,0,17,488,1,8,489,2,4,489,2,4,529,42,3,4 12 16 22,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
487,30,517,489,2,4,0,23,488,1,8,489,2,4,489,2,4,529,42,3,4 12 16 22,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
487,34,521,489,2,4,0,27,488,1,8,489,2,4,489,2,4,529,42,3,4 12 16 22,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
487,36,523,489,2,4,0,28,488,1,8,489,2,4,489,2,4,529,42,3,4 12 16 22 34,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
487,40,527,489,2,4,0,31,488,1,8,489,2,4,489,2,4,529,42,3,4 12 16 22 34 36,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
487,42,529,489,2,4,0,33,488,1,8,489,2,4,489,2,4,529,42,3,4 12 16 22 34 36,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
487,46,533,529,42,3,0,3,488,1,8,489,2,4,489,2,4,529,42,3,4 12 16 22 34 36,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
487,52,539,529,42,3,0,9,488,1,8,489,2,4,489,2,4,529,42,3,4 12 16 22 34 36,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
487,54,541,529,42,3,0,11,488,1,8,489,2,4,489,2,4,529,42,3,4 12 16 22 34 36,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
487,60,547,529,42,3,0,16,488,1,8,489,2,4,489,2,4,529,42,3,4 12 16 22 34 36 54,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
487,64,551,529,42,3,0,19,488,1,8,489,2,4,489,2,4,529,42,3,4 12 16 22 34 36 54 60,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
487,66,553,529,42,3,0,21,488,1,8,489,2,4,489,2,4,529,42,3,4 12 16 22 34 36 54 60,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
487,70,557,529,42,3,0,25,488,1,8,489,2,4,489,2,4,529,42,3,4 12 16 22 34 36 54 60,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
487,72,559,529,42,3,0,26,488,1,8,489,2,4,489,2,4,529,42,3,4 12 16 22 34 36 54 60 70,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
487,76,563,529,42,3,0,30,488,1,8,489,2,4,489,2,4,529,42,3,4 12 16 22 34 36 54 60 70,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
487,82,569,529,42,3,0,35,488,1,8,489,2,4,489,2,4,529,42,3,4 12 16 22 34 36 54 60 70 76,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
487,84,571,529,42,3,0,36,488,1,8,489,2,4,489,2,4,529,42,3,4 12 16 22 34 36 54 60 70 76 82,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
487,90,577,529,42,3,0,41,488,1,8,489,2,4,489,2,4,529,42,3,4 12 16 22 34 36 54 60 70 76 82 84,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
487,94,581,529,42,3,0,44,488,1,8,489,2,4,489,2,4,529,42,3,4 12 16 22 34 36 54 60 70 76 82 84 90,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
487,96,583,529,42,3,0,46,488,1,8,489,2,4,489,2,4,529,42,3,4 12 16 22 34 36 54 60 70 76 82 84 90,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
487,100,587,529,42,3,0,50,488,1,8,489,2,4,489,2,4,529,42,3,4 12 16 22 34 36 54 60 70 76 82 84 90,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
487,102,589,529,42,3,0,51,488,1,8,489,2,4,489,2,4,529,42,3,4 12 16 22 34 36 54 60 70 76 82 84 90 100,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
487,106,593,529,42,3,0,55,488,1,8,489,2,4,489,2,4,529,42,3,4 12 16 22 34 36 54 60 70 76 82 84 90 100,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
487,112,599,529,42,3,0,60,488,1,8,489,2,4,489,2,4,529,42,3,4 12 16 22 34 36 54 60 70 76 82 84 90 100 106,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
487,114,601,529,42,3,0,61,488,1,8,489,2,4,489,2,4,529,42,3,4 12 16 22 34 36 54 60 70 76 82 84 90 100 106 112,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
487,120,607,529,42,3,0,66,488,1,8,489,2,4,489,2,4,529,42,3,4 12 16 22 34 36 54 60 70 76 82 84 90 100 106 112 114,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
487,124,611,529,42,3,0,69,488,1,8,489,2,4,489,2,4,529,42,3,4 12 16 22 34 36 54 60 70 76 82 84 90 100 106 112 114 120,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
487,126,613,529,42,3,0,71,488,1,8,489,2,4,489,2,4,529,42,3,4 12 16 22 34 36 54 60 70 76 82 84 90 100 106 112 114 120,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
491,2,493,492,1,12,0,0,492,1,12,493,2,4,493,2,4,529,38,3,,SURVIVES,,SURVIVES,,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE
491,6,497,493,2,4,0,3,492,1,12,493,2,4,493,2,4,529,38,3,,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE
491,8,499,493,2,4,0,5,492,1,12,493,2,4,493,2,4,529,38,3,,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,SURVIVES,
491,12,503,493,2,4,0,8,492,1,12,493,2,4,493,2,4,529,38,3,8,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
491,18,509,493,2,4,0,13,492,1,12,493,2,4,493,2,4,529,38,3,8 12,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
491,20,511,493,2,4,0,14,492,1,12,493,2,4,493,2,4,529,38,3,8 12 18,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
491,26,517,493,2,4,0,20,492,1,12,493,2,4,493,2,4,529,38,3,8 12 18,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
491,30,521,493,2,4,0,24,492,1,12,493,2,4,493,2,4,529,38,3,8 12 18,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
491,32,523,493,2,4,0,25,492,1,12,493,2,4,493,2,4,529,38,3,8 12 18 30,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
491,36,527,493,2,4,0,28,492,1,12,493,2,4,493,2,4,529,38,3,8 12 18 30 32,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
491,38,529,493,2,4,0,30,492,1,12,493,2,4,493,2,4,529,38,3,8 12 18 30 32,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
491,42,533,529,38,3,0,3,492,1,12,493,2,4,493,2,4,529,38,3,8 12 18 30 32,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
491,48,539,529,38,3,0,9,492,1,12,493,2,4,493,2,4,529,38,3,8 12 18 30 32,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
491,50,541,529,38,3,0,11,492,1,12,493,2,4,493,2,4,529,38,3,8 12 18 30 32,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
491,56,547,529,38,3,0,16,492,1,12,493,2,4,493,2,4,529,38,3,8 12 18 30 32 50,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
491,60,551,529,38,3,0,19,492,1,12,493,2,4,493,2,4,529,38,3,8 12 18 30 32 50 56,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
491,62,553,529,38,3,0,21,492,1,12,493,2,4,493,2,4,529,38,3,8 12 18 30 32 50 56,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
491,66,557,529,38,3,0,25,492,1,12,493,2,4,493,2,4,529,38,3,8 12 18 30 32 50 56,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
491,68,559,529,38,3,0,26,492,1,12,493,2,4,493,2,4,529,38,3,8 12 18 30 32 50 56 66,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
491,72,563,529,38,3,0,30,492,1,12,493,2,4,493,2,4,529,38,3,8 12 18 30 32 50 56 66,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
491,78,569,529,38,3,0,35,492,1,12,493,2,4,493,2,4,529,38,3,8 12 18 30 32 50 56 66 72,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
491,80,571,529,38,3,0,36,492,1,12,493,2,4,493,2,4,529,38,3,8 12 18 30 32 50 56 66 72 78,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
491,86,577,529,38,3,0,41,492,1,12,493,2,4,493,2,4,529,38,3,8 12 18 30 32 50 56 66 72 78 80,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
491,90,581,529,38,3,0,44,492,1,12,493,2,4,493,2,4,529,38,3,8 12 18 30 32 50 56 66 72 78 80 86,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
491,92,583,529,38,3,0,46,492,1,12,493,2,4,493,2,4,529,38,3,8 12 18 30 32 50 56 66 72 78 80 86,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
491,96,587,529,38,3,0,50,492,1,12,493,2,4,493,2,4,529,38,3,8 12 18 30 32 50 56 66 72 78 80 86,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
491,98,589,529,38,3,0,51,492,1,12,493,2,4,493,2,4,529,38,3,8 12 18 30 32 50 56 66 72 78 80 86 96,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
