anchor_p,actual_offset,candidate_count,tested_count,emitted_offset,exact_match,false_emit,candidate_bound_miss
100000000005527,20,273,5,20,True,False,False
100000000005547,6,273,2,6,True,False,False
100000000005553,6,273,2,6,True,False,False
100000000005559,52,273,13,52,True,False,False
100000000005611,18,273,5,18,True,False,False
100000000005629,38,273,10,38,True,False,False
100000000005667,12,273,4,12,True,False,False
100000000005679,22,273,5,22,True,False,False
100000000005701,32,273,9,32,True,False,False
100000000005733,6,273,2,6,True,False,False
100000000005739,42,273,11,42,True,False,False
100000000005781,30,272,8,30,True,False,False
100000000005811,10,272,2,10,True,False,False
100000000005821,6,273,2,6,True,False,False
100000000005827,36,273,10,36,True,False,False
100000000005863,14,272,3,14,True,False,False
100000000005877,90,273,24,90,True,False,False
100000000005967,120,273,32,120,True,False,False
100000000006087,30,273,8,30,True,False,False
100000000006117,60,273,16,60,True,False,False
100000000006177,76,273,21,76,True,False,False
100000000006253,6,272,1,6,True,False,False
100000000006259,2,273,1,2,True,False,False
100000000006261,108,272,29,108,True,False,False
100000000006369,30,273,8,30,True,False,False
100000000006399,22,273,5,22,True,False,False
100000000006421,12,273,4,12,True,False,False
100000000006433,14,272,3,14,True,False,False
100000000006447,6,273,2,6,True,False,False
100000000006453,28,273,7,28,True,False,False
100000000006481,38,273,11,38,True,False,False
100000000006519,40,273,10,40,True,False,False
100000000006559,20,273,6,20,True,False,False
100000000006579,72,273,19,72,True,False,False
100000000006651,28,272,7,28,True,False,False
100000000006679,84,273,23,84,True,False,False
100000000006763,20,272,5,20,True,False,False
100000000006783,6,273,2,6,True,False,False
100000000006789,28,273,7,28,True,False,False
100000000006817,56,273,15,56,True,False,False
100000000006873,18,273,5,18,True,False,False
100000000006891,46,272,12,46,True,False,False
100000000006937,44,273,12,44,True,False,False
100000000006981,12,272,3,12,True,False,False
100000000006993,4,273,1,4,True,False,False
100000000006997,72,273,19,72,True,False,False
100000000007069,32,273,9,32,True,False,False
100000000007101,22,272,6,22,True,False,False
100000000007123,6,272,1,6,True,False,False
100000000007129,62,273,17,62,True,False,False
100000000007191,6,272,1,6,True,False,False
100000000007197,6,273,2,6,True,False,False
100000000007203,6,273,2,6,True,False,False
100000000007209,12,273,3,12,True,False,False
100000000007221,18,272,5,18,True,False,False
100000000007239,28,273,7,28,True,False,False
100000000007267,2,273,1,2,True,False,False
100000000007269,60,273,16,60,True,False,False
100000000007329,10,273,2,10,True,False,False
100000000007339,54,273,15,54,True,False,False
100000000007393,14,272,3,14,True,False,False
100000000007407,24,273,7,24,True,False,False
100000000007431,10,272,2,10,True,False,False
100000000007441,30,273,8,30,True,False,False
100000000007471,6,273,2,6,True,False,False
100000000007477,42,273,11,42,True,False,False
100000000007519,2,273,1,2,True,False,False
100000000007521,12,272,3,12,True,False,False
100000000007533,40,273,11,40,True,False,False
100000000007573,14,272,3,14,True,False,False
100000000007587,36,273,10,36,True,False,False
100000000007623,4,273,1,4,True,False,False
100000000007627,42,273,11,42,True,False,False
100000000007669,42,273,11,42,True,False,False
100000000007711,86,273,23,86,True,False,False
100000000007797,10,273,3,10,True,False,False
100000000007807,20,273,5,20,True,False,False
100000000007827,30,273,8,30,True,False,False
100000000007857,10,273,3,10,True,False,False
100000000007867,26,273,7,26,True,False,False
100000000007893,60,273,16,60,True,False,False
100000000007953,6,273,2,6,True,False,False
100000000007959,64,273,17,64,True,False,False
100000000008023,14,272,3,14,True,False,False
100000000008037,12,273,4,12,True,False,False
100000000008049,4,273,1,4,True,False,False
100000000008053,18,272,4,18,True,False,False
100000000008071,60,273,16,60,True,False,False
100000000008131,98,273,27,98,True,False,False
100000000008229,18,273,4,18,True,False,False
100000000008247,10,273,3,10,True,False,False
100000000008257,74,273,20,74,True,False,False
100000000008331,156,272,41,156,True,False,False
100000000008487,24,273,7,24,True,False,False
100000000008511,36,272,9,36,True,False,False
100000000008547,16,273,5,16,True,False,False
100000000008563,18,272,4,18,True,False,False
100000000008581,8,273,3,8,True,False,False
100000000008589,4,273,1,4,True,False,False
100000000008593,26,272,7,26,True,False,False
100000000008619,42,273,11,42,True,False,False
