scale,anchor_p,seed_s0,terminal_q,terminal_index,chain_index,node_n,least_factor_for_audit_only,sqrt_node,left_distance,center_distance,sqrt_minus_least_factor,two_lane_distance,least_factor_over_sqrt_node,center_distance_over_sqrt_node,two_lane_distance_over_sqrt_node,lane,closure_lane,node_offset_from_anchor,node_offset_from_seed,seed_offset,delta_prev,delta_next,prefix_delta_vector,chain_delta_vector,carrier_to_node_delta,node_mod_30,offset_mod_30,candidate_bound,visible_divisor_bound
1000000000000000,999999999990493,999999999990503,999999999990577,4,3,999999999990559,76031,31622776,76031,31546745,31546745,76031,0.002404311373549242,0.9975956886264508,0.002404311373549242,low_factor,small_shadow_horizon,66,56,10,26,18,"[18,12,26]","[18,12,26,18,22,20]",66,19,6,128,10000
1000000000000000000,999999999999999829,999999999999999833,999999999999999863,2,1,999999999999999857,1895317,999999999,1895317,998104682,998104682,1895317,0.001895317001895317,0.9981046829981047,0.001895317001895317,low_factor,small_shadow_horizon,28,24,4,24,6,[24],"[24,6,14,4]",28,17,28,128,10000
1000000000000000000,999999999999999749,999999999999999767,999999999999999829,4,1,999999999999999773,16427,999999999,16427,999983572,999983572,16427,1.6427000016427e-05,0.9999835729999835,1.6427000016427e-05,low_factor,small_shadow_horizon,24,6,18,6,14,[6],"[6,14,24,18,4,24,6,14]",24,23,24,128,10000
1000000000000000000,999999999999999749,999999999999999767,999999999999999829,4,2,999999999999999787,2793451,999999999,2793451,997206548,997206548,2793451,0.002793451002793451,0.9972065489972065,0.002793451002793451,low_factor,small_shadow_horizon,38,20,18,14,24,"[6,14]","[6,14,24,18,4,24,6,14]",38,7,8,128,10000
1000000000000000000,999999999999999749,999999999999999767,999999999999999829,4,3,999999999999999811,432983,999999999,432983,999567016,999567016,432983,0.000432983000432983,0.9995670169995671,0.000432983000432983,low_factor,small_shadow_horizon,62,44,18,24,18,"[6,14,24]","[6,14,24,18,4,24,6,14]",62,1,2,128,10000
1000000000000000000,999999999999999637,999999999999999641,999999999999999709,6,1,999999999999999643,142134103,999999999,142134103,857865896,857865896,142134103,0.1421341031421341,0.8578658968578659,0.1421341031421341,low_factor,small_shadow_horizon,6,2,4,2,16,[2],"[2,16,8,4,2,36,18,10]",6,13,6,128,10000
1000000000000000000,999999999999999637,999999999999999641,999999999999999709,6,2,999999999999999659,7005637,999999999,7005637,992994362,992994362,7005637,0.007005637007005637,0.9929943629929944,0.007005637007005637,low_factor,small_shadow_horizon,22,18,4,16,8,"[2,16]","[2,16,8,4,2,36,18,10]",22,29,22,128,10000
1000000000000000000,999999999999999637,999999999999999641,999999999999999709,6,3,999999999999999667,16477,999999999,16477,999983522,999983522,16477,1.6477000016477e-05,0.9999835229999835,1.6477000016477e-05,low_factor,small_shadow_horizon,30,26,4,8,4,"[2,16,8]","[2,16,8,4,2,36,18,10]",30,7,0,128,10000
1000000000000000000,999999999999999637,999999999999999641,999999999999999709,6,4,999999999999999671,34381,999999999,34381,999965618,999965618,34381,3.4381000034381e-05,0.9999656189999656,3.4381000034381e-05,low_factor,small_shadow_horizon,34,30,4,4,2,"[2,16,8,4]","[2,16,8,4,2,36,18,10]",34,11,4,128,10000
1000000000000000000,999999999999999637,999999999999999641,999999999999999709,6,5,999999999999999673,865327,999999999,865327,999134672,999134672,865327,0.000865327000865327,0.9991346729991347,0.000865327000865327,low_factor,small_shadow_horizon,36,32,4,2,36,"[2,16,8,4,2]","[2,16,8,4,2,36,18,10]",36,13,6,128,10000
1000000000000000000,999999999999999539,999999999999999541,999999999999999569,4,1,999999999999999547,2537237,999999999,2537237,997462762,997462762,2537237,0.002537237002537237,0.9974627629974627,0.002537237002537237,low_factor,small_shadow_horizon,8,6,2,6,6,[6],"[6,6,10,6,30,2,12,4]",8,7,8,128,10000
1000000000000000000,999999999999999539,999999999999999541,999999999999999569,4,2,999999999999999553,181469993,999999999,181469993,818530006,818530006,181469993,0.18146999318147,0.81853000681853,0.18146999318147,low_factor,small_shadow_horizon,14,12,2,6,10,"[6,6]","[6,6,10,6,30,2,12,4]",14,13,14,128,10000
1000000000000000000,999999999999999539,999999999999999541,999999999999999569,4,3,999999999999999563,3860869,999999999,3860869,996139130,996139130,3860869,0.003860869003860869,0.9961391309961392,0.003860869003860869,low_factor,small_shadow_horizon,24,22,2,10,6,"[6,6,10]","[6,6,10,6,30,2,12,4]",24,23,24,128,10000
1000000000000000000,999999999999999161,999999999999999181,999999999999999283,4,1,999999999999999197,22717,999999999,22717,999977282,999977282,22717,2.2717000022717e-05,0.9999772829999772,2.2717000022717e-05,low_factor,small_shadow_horizon,36,16,20,16,26,[16],"[16,26,24,36]",36,17,6,128,10000
1000000000000000000,999999999999999161,999999999999999181,999999999999999283,4,2,999999999999999223,24781,999999999,24781,999975218,999975218,24781,2.4781000024781e-05,0.9999752189999752,2.4781000024781e-05,low_factor,small_shadow_horizon,62,42,20,26,24,"[16,26]","[16,26,24,36]",62,13,2,128,10000
1000000000000000000,999999999999999161,999999999999999181,999999999999999283,4,3,999999999999999247,153611,999999999,153611,999846388,999846388,153611,0.000153611000153611,0.9998463889998463,0.000153611000153611,low_factor,small_shadow_horizon,86,66,20,24,36,"[16,26,24]","[16,26,24,36]",86,7,26,128,10000
1000000000000000000,999999999999999079,999999999999999109,999999999999999121,2,1,999999999999999113,712169,999999999,712169,999287830,999287830,712169,0.000712169000712169,0.9992878309992879,0.000712169000712169,low_factor,small_shadow_horizon,34,4,30,4,8,[4],"[4,8,22,14,4,20,16]",34,23,4,128,10000
1000000000000000000,999999999999999023,999999999999999029,999999999999999073,3,1,999999999999999043,21882331,999999999,21882331,978117668,978117668,21882331,0.02188233102188233,0.9781176689781177,0.02188233102188233,low_factor,small_shadow_horizon,20,14,6,14,16,[14],"[14,16,14,4,2,30,4,8]",20,13,20,128,10000
1000000000000000000,999999999999999023,999999999999999029,999999999999999073,3,2,999999999999999059,31284259,999999999,31284259,968715740,968715740,31284259,0.03128425903128426,0.9687157409687157,0.03128425903128426,low_factor,small_shadow_horizon,36,30,6,16,14,"[14,16]","[14,16,14,4,2,30,4,8]",36,29,6,128,10000
1000000000000000000,999999999999998939,999999999999998947,999999999999998989,2,1,999999999999998957,82013,999999999,82013,999917986,999917986,82013,8.2013000082013e-05,0.999917986999918,8.2013000082013e-05,low_factor,small_shadow_horizon,18,10,8,10,32,[10],"[10,32,4,30,6,14,16]",18,17,18,128,10000
1000000000000000000,999999999999998867,999999999999998873,999999999999998927,2,1,999999999999998923,12601,999999999,12601,999987398,999987398,12601,1.2601000012601e-05,0.9999873989999875,1.2601000012601e-05,low_factor,small_shadow_horizon,56,50,6,50,4,[50],"[50,4,2,10,8,10,32,4]",56,13,26,128,10000
1000000000000000000,999999999999998759,999999999999998791,999999999999998867,3,1,999999999999998819,157472443,999999999,157472443,842527556,842527556,157472443,0.15747244315747244,0.8425275568425276,0.15747244315747244,low_factor,small_shadow_horizon,60,28,32,28,38,[28],"[28,38,10,6]",60,29,0,128,10000
1000000000000000000,999999999999998759,999999999999998791,999999999999998867,3,2,999999999999998857,129379,999999999,129379,999870620,999870620,129379,0.000129379000129379,0.9998706209998707,0.000129379000129379,low_factor,small_shadow_horizon,98,66,32,38,10,"[28,38]","[28,38,10,6]",98,7,8,128,10000
1000000000000000000,999999999999998653,999999999999998677,999999999999998743,4,1,999999999999998687,1382533,999999999,1382533,998617466,998617466,1382533,0.001382533001382533,0.9986174669986174,0.001382533001382533,low_factor,small_shadow_horizon,34,10,24,10,30,[10],"[10,30,14,12,16]",34,17,4,128,10000
1000000000000000000,999999999999998653,999999999999998677,999999999999998743,4,2,999999999999998717,64263203,999999999,64263203,935736796,935736796,64263203,0.0642632030642632,0.9357367969357367,0.0642632030642632,low_factor,small_shadow_horizon,64,40,24,30,14,"[10,30]","[10,30,14,12,16]",64,17,4,128,10000
1000000000000000000,999999999999998653,999999999999998677,999999999999998743,4,3,999999999999998731,11935193,999999999,11935193,988064806,988064806,11935193,0.011935193011935193,0.9880648069880648,0.011935193011935193,low_factor,small_shadow_horizon,78,54,24,14,12,"[10,30,14]","[10,30,14,12,16]",78,1,18,128,10000
1000000000000000000,999999999999998581,999999999999998609,999999999999998651,3,1,999999999999998629,191173,999999999,191173,999808826,999808826,191173,0.000191173000191173,0.9998088269998088,0.000191173000191173,low_factor,small_shadow_horizon,48,20,28,20,10,[20],"[20,10,12,2,24,10]",48,19,18,128,10000
1000000000000000000,999999999999998581,999999999999998609,999999999999998651,3,2,999999999999998639,13488071,999999999,13488071,986511928,986511928,13488071,0.01348807101348807,0.986511928986512,0.01348807101348807,low_factor,small_shadow_horizon,58,30,28,10,12,"[20,10]","[20,10,12,2,24,10]",58,29,28,128,10000
1000000000000000000,999999999999998443,999999999999998447,999999999999998539,8,1,999999999999998449,14951,999999999,14951,999985048,999985048,14951,1.4951000014951e-05,0.9999850489999851,1.4951000014951e-05,low_factor,small_shadow_horizon,6,2,4,2,4,[2],"[2,4,8,10,26,24,16,2]",6,19,6,128,10000
1000000000000000000,999999999999998443,999999999999998447,999999999999998539,8,2,999999999999998453,448373,999999999,448373,999551626,999551626,448373,0.000448373000448373,0.9995516269995516,0.000448373000448373,low_factor,small_shadow_horizon,10,6,4,4,8,"[2,4]","[2,4,8,10,26,24,16,2]",10,23,10,128,10000
1000000000000000000,999999999999998443,999999999999998447,999999999999998539,8,3,999999999999998461,47353,999999999,47353,999952646,999952646,47353,4.7353000047353e-05,0.9999526469999527,4.7353000047353e-05,low_factor,small_shadow_horizon,18,14,4,8,10,"[2,4,8]","[2,4,8,10,26,24,16,2]",18,1,18,128,10000
1000000000000000000,999999999999998443,999999999999998447,999999999999998539,8,4,999999999999998471,504821,999999999,504821,999495178,999495178,504821,0.000504821000504821,0.9994951789994951,0.000504821000504821,low_factor,small_shadow_horizon,28,24,4,10,26,"[2,4,8,10]","[2,4,8,10,26,24,16,2]",28,11,28,128,10000
1000000000000000000,999999999999998443,999999999999998447,999999999999998539,8,5,999999999999998497,105251,999999999,105251,999894748,999894748,105251,0.000105251000105251,0.9998947489998947,0.000105251000105251,low_factor,small_shadow_horizon,54,50,4,26,24,"[2,4,8,10,26]","[2,4,8,10,26,24,16,2]",54,7,24,128,10000
1000000000000000000,999999999999998443,999999999999998447,999999999999998539,8,6,999999999999998521,28123,999999999,28123,999971876,999971876,28123,2.8123000028123e-05,0.9999718769999719,2.8123000028123e-05,low_factor,small_shadow_horizon,78,74,4,24,16,"[2,4,8,10,26,24]","[2,4,8,10,26,24,16,2]",78,1,18,128,10000
1000000000000000000,999999999999998443,999999999999998447,999999999999998539,8,7,999999999999998537,13381,999999999,13381,999986618,999986618,13381,1.3381000013381e-05,0.9999866189999866,1.3381000013381e-05,low_factor,small_shadow_horizon,94,90,4,16,2,"[2,4,8,10,26,24,16]","[2,4,8,10,26,24,16,2]",94,17,4,128,10000
1000000000000000000,999999999999998321,999999999999998351,999999999999998443,5,1,999999999999998369,732715813,999999999,732715813,267284186,267284186,267284186,0.7327158137327158,0.2672841862672842,0.2672841862672842,sqrt_adjacent,balanced_semiprime_center,48,18,30,18,8,[18],"[18,8,42,4,20,4,2]",48,29,18,128,10000
1000000000000000000,999999999999998321,999999999999998351,999999999999998443,5,2,999999999999998377,143648119,999999999,143648119,856351880,856351880,143648119,0.1436481191436481,0.8563518808563518,0.1436481191436481,low_factor,small_shadow_horizon,56,26,30,8,42,"[18,8]","[18,8,42,4,20,4,2]",56,7,26,128,10000
1000000000000000000,999999999999998321,999999999999998351,999999999999998443,5,3,999999999999998419,112242217,999999999,112242217,887757782,887757782,112242217,0.11224221711224222,0.8877577828877578,0.11224221711224222,low_factor,small_shadow_horizon,98,68,30,42,4,"[18,8,42]","[18,8,42,4,20,4,2]",98,19,8,128,10000
1000000000000000000,999999999999998321,999999999999998351,999999999999998443,5,4,999999999999998423,106862377,999999999,106862377,893137622,893137622,106862377,0.10686237710686237,0.8931376228931376,0.10686237710686237,low_factor,small_shadow_horizon,102,72,30,4,20,"[18,8,42,4]","[18,8,42,4,20,4,2]",102,23,12,128,10000
1000000000000000000,999999999999998171,999999999999998189,999999999999998227,2,1,999999999999998219,2555809,999999999,2555809,997444190,997444190,2555809,0.002555809002555809,0.9974441909974442,0.002555809002555809,low_factor,small_shadow_horizon,48,30,18,30,8,[30],"[30,8,10,30,2,4,6]",48,29,18,128,10000
1000000000000000000,999999999999998143,999999999999998159,999999999999998167,2,1,999999999999998161,115180249,999999999,115180249,884819750,884819750,115180249,0.11518024911518025,0.8848197508848198,0.11518024911518025,low_factor,small_shadow_horizon,18,2,16,2,6,[2],"[2,6,4,18,30,8,10,30]",18,1,18,128,10000
1000000000000000000,999999999999998027,999999999999998029,999999999999998143,7,1,999999999999998033,22549,999999999,22549,999977450,999977450,22549,2.2549000022549e-05,0.9999774509999775,2.2549000022549e-05,low_factor,small_shadow_horizon,6,4,2,4,18,[4],"[4,18,26,12,4,38,12]",6,23,6,128,10000
1000000000000000000,999999999999998027,999999999999998029,999999999999998143,7,2,999999999999998051,137339,999999999,137339,999862660,999862660,137339,0.000137339000137339,0.9998626609998627,0.000137339000137339,low_factor,small_shadow_horizon,24,22,2,18,26,"[4,18]","[4,18,26,12,4,38,12]",24,11,24,128,10000
1000000000000000000,999999999999998027,999999999999998029,999999999999998143,7,3,999999999999998077,48821,999999999,48821,999951178,999951178,48821,4.8821000048821e-05,0.9999511789999512,4.8821000048821e-05,low_factor,small_shadow_horizon,50,48,2,26,12,"[4,18,26]","[4,18,26,12,4,38,12]",50,7,20,128,10000
1000000000000000000,999999999999998027,999999999999998029,999999999999998143,7,4,999999999999998089,35959711,999999999,35959711,964040288,964040288,35959711,0.03595971103595971,0.9640402889640403,0.03595971103595971,low_factor,small_shadow_horizon,62,60,2,12,4,"[4,18,26,12]","[4,18,26,12,4,38,12]",62,19,2,128,10000
1000000000000000000,999999999999998027,999999999999998029,999999999999998143,7,5,999999999999998093,533077,999999999,533077,999466922,999466922,533077,0.000533077000533077,0.9994669229994669,0.000533077000533077,low_factor,small_shadow_horizon,66,64,2,4,38,"[4,18,26,12,4]","[4,18,26,12,4,38,12]",66,23,6,128,10000
1000000000000000000,999999999999998027,999999999999998029,999999999999998143,7,6,999999999999998131,235489,999999999,235489,999764510,999764510,235489,0.000235489000235489,0.9997645109997645,0.000235489000235489,low_factor,small_shadow_horizon,104,102,2,38,12,"[4,18,26,12,4,38]","[4,18,26,12,4,38,12]",104,1,14,128,10000
1000000000000000000,999999999999997817,999999999999997819,999999999999997831,2,1,999999999999997823,1091063,999999999,1091063,998908936,998908936,1091063,0.001091063001091063,0.9989089369989089,0.001091063001091063,low_factor,small_shadow_horizon,6,4,2,4,8,[4],"[4,8,6,46,14,4,38,4]",6,23,6,128,10000
1000000000000000000,999999999999997651,999999999999997663,999999999999997751,6,1,999999999999997697,26321,999999999,26321,999973678,999973678,26321,2.6321000026321e-05,0.9999736789999737,2.6321000026321e-05,low_factor,small_shadow_horizon,46,34,12,34,12,[34],"[34,12,18,12,8,4]",46,17,16,128,10000
1000000000000000000,999999999999997651,999999999999997663,999999999999997751,6,2,999999999999997709,146743,999999999,146743,999853256,999853256,146743,0.000146743000146743,0.9998532569998533,0.000146743000146743,low_factor,small_shadow_horizon,58,46,12,12,18,"[34,12]","[34,12,18,12,8,4]",58,29,28,128,10000
1000000000000000000,999999999999997651,999999999999997663,999999999999997751,6,3,999999999999997727,85607,999999999,85607,999914392,999914392,85607,8.5607000085607e-05,0.9999143929999144,8.5607000085607e-05,low_factor,small_shadow_horizon,76,64,12,18,12,"[34,12,18]","[34,12,18,12,8,4]",76,17,16,128,10000
1000000000000000000,999999999999997651,999999999999997663,999999999999997751,6,4,999999999999997739,1194241,999999999,1194241,998805758,998805758,1194241,0.001194241001194241,0.9988057589988057,0.001194241001194241,low_factor,small_shadow_horizon,88,76,12,12,8,"[34,12,18,12]","[34,12,18,12,8,4]",88,29,28,128,10000
1000000000000000000,999999999999997651,999999999999997663,999999999999997751,6,5,999999999999997747,12101,999999999,12101,999987898,999987898,12101,1.2101000012101e-05,0.9999878989999879,1.2101000012101e-05,low_factor,small_shadow_horizon,96,84,12,8,4,"[34,12,18,12,8]","[34,12,18,12,8,4]",96,7,6,128,10000
1000000000000000000,999999999999997499,999999999999997523,999999999999997589,3,1,999999999999997547,353611,999999999,353611,999646388,999646388,353611,0.000353611000353611,0.9996463889996464,0.000353611000353611,low_factor,small_shadow_horizon,48,24,24,24,14,[24],"[24,14,28,14]",48,17,18,128,10000
1000000000000000000,999999999999997499,999999999999997523,999999999999997589,3,2,999999999999997561,66546187,999999999,66546187,933453812,933453812,66546187,0.06654618706654619,0.9334538129334539,0.06654618706654619,low_factor,small_shadow_horizon,62,38,24,14,28,"[24,14]","[24,14,28,14]",62,1,2,128,10000
1000000000000000000,999999999999997313,999999999999997343,999999999999997427,5,1,999999999999997351,246571921,999999999,246571921,753428078,753428078,246571921,0.24657192124657193,0.7534280787534281,0.24657192124657193,low_factor,small_shadow_horizon,38,8,30,8,12,[8],"[8,12,16,12,36,6]",38,1,8,128,10000
1000000000000000000,999999999999997313,999999999999997343,999999999999997427,5,2,999999999999997363,16157299,999999999,16157299,983842700,983842700,16157299,0.016157299016157298,0.9838427009838427,0.016157299016157298,low_factor,small_shadow_horizon,50,20,30,12,16,"[8,12]","[8,12,16,12,36,6]",50,13,20,128,10000
1000000000000000000,999999999999997313,999999999999997343,999999999999997427,5,3,999999999999997379,75479251,999999999,75479251,924520748,924520748,75479251,0.07547925107547925,0.9245207489245207,0.07547925107547925,low_factor,small_shadow_horizon,66,36,30,16,12,"[8,12,16]","[8,12,16,12,36,6]",66,29,6,128,10000
1000000000000000000,999999999999997313,999999999999997343,999999999999997427,5,4,999999999999997391,97001,999999999,97001,999902998,999902998,97001,9.7001000097001e-05,0.999902998999903,9.7001000097001e-05,low_factor,small_shadow_horizon,78,48,30,12,36,"[8,12,16,12]","[8,12,16,12,36,6]",78,11,18,128,10000
1000000000000000000,999999999999997207,999999999999997219,999999999999997313,3,1,999999999999997259,4683073,999999999,4683073,995316926,995316926,4683073,0.004683073004683073,0.9953169269953169,0.004683073004683073,low_factor,small_shadow_horizon,52,40,12,40,44,[40],"[40,44,10]",52,29,22,128,10000
1000000000000000000,999999999999997207,999999999999997219,999999999999997313,3,2,999999999999997303,67829,999999999,67829,999932170,999932170,67829,6.7829000067829e-05,0.9999321709999321,6.7829000067829e-05,low_factor,small_shadow_horizon,96,84,12,44,10,"[40,44]","[40,44,10]",96,13,6,128,10000
1000000000000000000,999999999999997133,999999999999997169,999999999999997189,2,1,999999999999997181,94085881,999999999,94085881,905914118,905914118,94085881,0.09408588109408587,0.9059141189059141,0.09408588109408587,low_factor,small_shadow_horizon,48,12,36,12,8,[12],"[12,8,18,12,40]",48,11,18,128,10000
1000000000000000000,999999999999996967,999999999999996973,999999999999997013,2,1,999999999999996977,34367,999999999,34367,999965632,999965632,34367,3.4367000034367e-05,0.9999656329999657,3.4367000034367e-05,low_factor,small_shadow_horizon,10,4,6,4,36,[4],"[4,36,6,14,16,8,12,10]",10,17,10,128,10000
1000000000000000000,999999999999996881,999999999999996887,999999999999996917,3,1,999999999999996901,23629,999999999,23629,999976370,999976370,23629,2.3629000023629e-05,0.9999763709999764,2.3629000023629e-05,low_factor,small_shadow_horizon,20,14,6,14,12,[14],"[14,12,4,12,38,6,4]",20,1,20,128,10000
1000000000000000000,999999999999996881,999999999999996887,999999999999996917,3,2,999999999999996913,1428811,999999999,1428811,998571188,998571188,1428811,0.001428811001428811,0.9985711889985712,0.001428811001428811,low_factor,small_shadow_horizon,32,26,6,12,4,"[14,12]","[14,12,4,12,38,6,4]",32,13,2,128,10000
1000000000000000000,999999999999996553,999999999999996559,999999999999996647,3,1,999999999999996623,6630367,999999999,6630367,993369632,993369632,6630367,0.006630367006630367,0.9933696329933697,0.006630367006630367,low_factor,small_shadow_horizon,70,64,6,64,18,[64],"[64,18,6,12,2,12]",70,23,10,128,10000
1000000000000000000,999999999999996553,999999999999996559,999999999999996647,3,2,999999999999996641,112361,999999999,112361,999887638,999887638,112361,0.000112361000112361,0.9998876389998876,0.000112361000112361,low_factor,small_shadow_horizon,88,82,6,18,6,"[64,18]","[64,18,6,12,2,12]",88,11,28,128,10000
1000000000000000000,999999999999996467,999999999999996473,999999999999996553,8,1,999999999999996481,18433,999999999,18433,999981566,999981566,18433,1.8433000018433e-05,0.9999815669999815,1.8433000018433e-05,low_factor,small_shadow_horizon,14,8,6,8,6,[8],"[8,6,4,2,16,24,14,6]",14,1,14,128,10000
1000000000000000000,999999999999996467,999999999999996473,999999999999996553,8,2,999999999999996487,6239617,999999999,6239617,993760382,993760382,6239617,0.006239617006239617,0.9937603829937603,0.006239617006239617,low_factor,small_shadow_horizon,20,14,6,6,4,"[8,6]","[8,6,4,2,16,24,14,6]",20,7,20,128,10000
1000000000000000000,999999999999996467,999999999999996473,999999999999996553,8,3,999999999999996491,20879,999999999,20879,999979120,999979120,20879,2.0879000020879e-05,0.9999791209999791,2.0879000020879e-05,low_factor,small_shadow_horizon,24,18,6,4,2,"[8,6,4]","[8,6,4,2,16,24,14,6]",24,11,24,128,10000
1000000000000000000,999999999999996467,999999999999996473,999999999999996553,8,4,999999999999996493,86137,999999999,86137,999913862,999913862,86137,8.6137000086137e-05,0.9999138629999139,8.6137000086137e-05,low_factor,small_shadow_horizon,26,20,6,2,16,"[8,6,4,2]","[8,6,4,2,16,24,14,6]",26,13,26,128,10000
1000000000000000000,999999999999996467,999999999999996473,999999999999996553,8,5,999999999999996509,294208913,999999999,294208913,705791086,705791086,294208913,0.2942089132942089,0.705791086705791,0.2942089132942089,low_factor,small_shadow_horizon,42,36,6,16,24,"[8,6,4,2,16]","[8,6,4,2,16,24,14,6]",42,29,12,128,10000
1000000000000000000,999999999999996467,999999999999996473,999999999999996553,8,6,999999999999996533,28697,999999999,28697,999971302,999971302,28697,2.8697000028697e-05,0.9999713029999713,2.8697000028697e-05,low_factor,small_shadow_horizon,66,60,6,24,14,"[8,6,4,2,16,24]","[8,6,4,2,16,24,14,6]",66,23,6,128,10000
1000000000000000000,999999999999996467,999999999999996473,999999999999996553,8,7,999999999999996547,10979567,999999999,10979567,989020432,989020432,10979567,0.010979567010979567,0.9890204329890204,0.010979567010979567,low_factor,small_shadow_horizon,80,74,6,14,6,"[8,6,4,2,16,24,14]","[8,6,4,2,16,24,14,6]",80,7,20,128,10000
1000000000000000000,999999999999996409,999999999999996431,999999999999996461,3,1,999999999999996433,36640673,999999999,36640673,963359326,963359326,36640673,0.036640673036640675,0.9633593269633594,0.036640673036640675,low_factor,small_shadow_horizon,24,2,22,2,18,[2],"[2,18,10,6,6,8,6,4]",24,13,24,128,10000
1000000000000000000,999999999999996409,999999999999996431,999999999999996461,3,2,999999999999996451,129193,999999999,129193,999870806,999870806,129193,0.000129193000129193,0.9998708069998709,0.000129193000129193,low_factor,small_shadow_horizon,42,20,22,18,10,"[2,18]","[2,18,10,6,6,8,6,4]",42,1,12,128,10000
1000000000000000000,999999999999996263,999999999999996269,999999999999996329,2,1,999999999999996287,2952401,999999999,2952401,997047598,997047598,2952401,0.002952401002952401,0.9970475989970476,0.002952401002952401,low_factor,small_shadow_horizon,24,18,6,18,42,[18],"[18,42,8,12,4,8,10,12]",24,17,24,128,10000
1000000000000000000,999999999999996209,999999999999996223,999999999999996251,3,1,999999999999996227,14771,999999999,14771,999985228,999985228,14771,1.4771000014771e-05,0.9999852289999852,1.4771000014771e-05,low_factor,small_shadow_horizon,18,4,14,4,12,[4],"[4,12,12,6,6,6,18,42]",18,17,18,128,10000
1000000000000000000,999999999999996209,999999999999996223,999999999999996251,3,2,999999999999996239,3436957,999999999,3436957,996563042,996563042,3436957,0.003436957003436957,0.9965630429965631,0.003436957003436957,low_factor,small_shadow_horizon,30,16,14,12,12,"[4,12]","[4,12,12,6,6,6,18,42]",30,29,0,128,10000
1000000000000000000,999999999999996119,999999999999996133,999999999999996209,3,1,999999999999996139,73553,999999999,73553,999926446,999926446,73553,7.3553000073553e-05,0.9999264469999265,7.3553000073553e-05,low_factor,small_shadow_horizon,20,6,14,6,42,[6],"[6,42,28,14,4,12]",20,19,20,128,10000
1000000000000000000,999999999999996119,999999999999996133,999999999999996209,3,2,999999999999996181,7839089,999999999,7839089,992160910,992160910,7839089,0.00783908900783909,0.9921609109921609,0.00783908900783909,low_factor,small_shadow_horizon,62,48,14,42,28,"[6,42]","[6,42,28,14,4,12]",62,1,2,128,10000
1000000000000000000,999999999999995737,999999999999995749,999999999999995783,3,1,999999999999995773,101592313,999999999,101592313,898407686,898407686,101592313,0.10159231310159231,0.8984076868984077,0.10159231310159231,low_factor,small_shadow_horizon,36,24,12,24,4,[24],"[24,4,6,6,2,18,22,2]",36,13,6,128,10000
1000000000000000000,999999999999995737,999999999999995749,999999999999995783,3,2,999999999999995777,107053,999999999,107053,999892946,999892946,107053,0.000107053000107053,0.999892946999893,0.000107053000107053,low_factor,small_shadow_horizon,40,28,12,4,6,"[24,4]","[24,4,6,6,2,18,22,2]",40,17,10,128,10000
1000000000000000000,999999999999995573,999999999999995609,999999999999995671,7,1,999999999999995611,20361641,999999999,20361641,979638358,979638358,20361641,0.020361641020361643,0.9796383589796384,0.020361641020361643,low_factor,small_shadow_horizon,38,2,36,2,12,[2],"[2,12,16,8,4,12,8,6]",38,1,8,128,10000
1000000000000000000,999999999999995573,999999999999995609,999999999999995671,7,2,999999999999995623,92456141,999999999,92456141,907543858,907543858,92456141,0.09245614109245615,0.9075438589075439,0.09245614109245615,low_factor,small_shadow_horizon,50,14,36,12,16,"[2,12]","[2,12,16,8,4,12,8,6]",50,13,20,128,10000
1000000000000000000,999999999999995573,999999999999995609,999999999999995671,7,3,999999999999995639,25147,999999999,25147,999974852,999974852,25147,2.5147000025147e-05,0.9999748529999749,2.5147000025147e-05,low_factor,small_shadow_horizon,66,30,36,16,8,"[2,12,16]","[2,12,16,8,4,12,8,6]",66,29,6,128,10000
1000000000000000000,999999999999995573,999999999999995609,999999999999995671,7,4,999999999999995647,974537,999999999,974537,999025462,999025462,974537,0.000974537000974537,0.9990254629990255,0.000974537000974537,low_factor,small_shadow_horizon,74,38,36,8,4,"[2,12,16,8]","[2,12,16,8,4,12,8,6]",74,7,14,128,10000
1000000000000000000,999999999999995573,999999999999995609,999999999999995671,7,5,999999999999995651,266604031,999999999,266604031,733395968,733395968,266604031,0.26660403126660404,0.733395968733396,0.26660403126660404,low_factor,small_shadow_horizon,78,42,36,4,12,"[2,12,16,8,4]","[2,12,16,8,4,12,8,6]",78,11,18,128,10000
1000000000000000000,999999999999995573,999999999999995609,999999999999995671,7,6,999999999999995663,517901,999999999,517901,999482098,999482098,517901,0.000517901000517901,0.9994820989994821,0.000517901000517901,low_factor,small_shadow_horizon,90,54,36,12,8,"[2,12,16,8,4,12]","[2,12,16,8,4,12,8,6]",90,23,0,128,10000
1000000000000000000,999999999999995419,999999999999995461,999999999999995513,3,1,999999999999995503,20639,999999999,20639,999979360,999979360,20639,2.0639000020639e-05,0.9999793609999794,2.0639000020639e-05,low_factor,small_shadow_horizon,84,42,42,42,6,[42],"[42,6,4,8,18,4]",84,13,24,128,10000
1000000000000000000,999999999999995419,999999999999995461,999999999999995513,3,2,999999999999995509,46619,999999999,46619,999953380,999953380,46619,4.6619000046619e-05,0.9999533809999533,4.6619000046619e-05,low_factor,small_shadow_horizon,90,48,42,6,4,"[42,6]","[42,6,4,8,18,4]",90,19,0,128,10000
