scale,anchor_p,seed_s0,terminal_q,terminal_index,chain_index,node_n,least_factor_for_audit_only,sqrt_node,left_distance,center_distance,sqrt_minus_least_factor,two_lane_distance,least_factor_over_sqrt_node,center_distance_over_sqrt_node,two_lane_distance_over_sqrt_node,lane,closure_lane,node_offset_from_anchor,node_offset_from_seed,seed_offset,delta_prev,delta_next,prefix_delta_vector,chain_delta_vector,carrier_to_node_delta,node_mod_30,offset_mod_30,candidate_bound,visible_divisor_bound
1000000000000000,999999999998437,999999999998459,999999999998533,3,1,999999999998497,377171,31622776,377171,31245605,31245605,377171,0.01192719450057136,0.9880728054994287,0.01192719450057136,low_factor,small_shadow_horizon,60,38,22,38,24,[38],"[38,24,12,4,26]",60,7,0,128,10000
1000000000000000,999999999998437,999999999998459,999999999998533,3,2,999999999998521,26970227,31622776,26970227,4652549,4652549,4652549,0.8528734795452493,0.14712652045475072,0.14712652045475072,sqrt_adjacent,balanced_semiprime_center,84,62,22,24,12,"[38,24]","[38,24,12,4,26]",84,1,24,128,10000
1000000000000000,999999999998267,999999999998269,999999999998353,4,1,999999999998273,17333,31622776,17333,31605443,31605443,17333,0.0005481175972659706,0.9994518824027341,0.0005481175972659706,low_factor,small_shadow_horizon,6,4,2,4,18,[4],"[4,18,56,6,16,14]",6,23,6,128,10000
1000000000000000,999999999998267,999999999998269,999999999998353,4,2,999999999998291,13937953,31622776,13937953,17684823,17684823,13937953,0.44075678239000904,0.559243217609991,0.44075678239000904,low_factor,small_shadow_horizon,24,22,2,18,56,"[4,18]","[4,18,56,6,16,14]",24,11,24,128,10000
1000000000000000,999999999998267,999999999998269,999999999998353,4,3,999999999998347,2511793,31622776,2511793,29110983,29110983,2511793,0.07942987041997832,0.9205701295800217,0.07942987041997832,low_factor,small_shadow_horizon,80,78,2,56,6,"[4,18,56]","[4,18,56,6,16,14]",80,7,20,128,10000
1000000000000000,999999999998141,999999999998143,999999999998161,2,1,999999999998147,25621,31622776,25621,31597155,31597155,25621,0.0008102071747274813,0.9991897928252725,0.0008102071747274813,low_factor,small_shadow_horizon,6,4,2,4,14,[4],"[4,14,16,54,12,24,2]",6,17,6,128,10000
1000000000000000,999999999998053,999999999998089,999999999998141,3,1,999999999998107,32027,31622776,32027,31590749,31590749,32027,0.0010127826854922542,0.9989872173145078,0.0010127826854922542,low_factor,small_shadow_horizon,54,18,36,18,30,[18],"[18,30,4,2,4,14,16]",54,7,24,128,10000
1000000000000000,999999999998053,999999999998089,999999999998141,3,2,999999999998137,14831,31622776,14831,31607945,31607945,14831,0.00046899740870314486,0.9995310025912969,0.00046899740870314486,low_factor,small_shadow_horizon,84,48,36,30,4,"[18,30]","[18,30,4,2,4,14,16]",84,7,24,128,10000
1000000000000000,999999999997841,999999999997919,999999999997967,2,1,999999999997961,122299,31622776,122299,31500477,31500477,122299,0.003867434029194654,0.9961325659708054,0.003867434029194654,low_factor,small_shadow_horizon,120,42,78,42,6,[42],"[42,6,2]",120,11,0,128,10000
1000000000000000,999999999997771,999999999997781,999999999997811,2,1,999999999997783,12237479,31622776,12237479,19385297,19385297,12237479,0.3869830719478897,0.6130169280521103,0.3869830719478897,low_factor,small_shadow_horizon,12,2,10,2,28,[2],"[2,28,26,4]",12,13,12,128,10000
1000000000000000,999999999997613,999999999997667,999999999997697,2,1,999999999997679,55381,31622776,55381,31567395,31567395,55381,0.001751301024299701,0.9982486989757003,0.001751301024299701,low_factor,small_shadow_horizon,66,12,54,12,18,[12],"[12,18,2,12,18]",66,29,6,128,10000
1000000000000000,999999999997517,999999999997543,999999999997573,2,1,999999999997553,2525113,31622776,2525113,29097663,29097663,2525113,0.07985108581232717,0.9201489141876729,0.07985108581232717,low_factor,small_shadow_horizon,36,10,26,10,20,[10],"[10,20,4,36]",36,23,6,128,10000
1000000000000000,999999999997337,999999999997367,999999999997463,5,1,999999999997381,26073133,31622776,26073133,5549643,5549643,5549643,0.8245048758527714,0.17549512414722857,0.17549512414722857,sqrt_adjacent,balanced_semiprime_center,44,14,30,14,10,[14],"[14,10,12,38,22]",44,1,14,128,10000
1000000000000000,999999999997337,999999999997367,999999999997463,5,2,999999999997391,1885271,31622776,1885271,29737505,29737505,1885271,0.059617504800970035,0.9403824951990299,0.059617504800970035,low_factor,small_shadow_horizon,54,24,30,10,12,"[14,10]","[14,10,12,38,22]",54,11,24,128,10000
1000000000000000,999999999997337,999999999997367,999999999997463,5,3,999999999997403,11069,31622776,11069,31611707,31611707,11069,0.00035003252086407595,0.9996499674791359,0.00035003252086407595,low_factor,small_shadow_horizon,66,36,30,12,38,"[14,10,12]","[14,10,12,38,22]",66,23,6,128,10000
1000000000000000,999999999997337,999999999997367,999999999997463,5,4,999999999997441,86981,31622776,86981,31535795,31535795,86981,0.002750580783926117,0.9972494192160739,0.002750580783926117,low_factor,small_shadow_horizon,104,74,30,38,22,"[14,10,12,38]","[14,10,12,38,22]",104,1,14,128,10000
1000000000000000,999999999997099,999999999997121,999999999997153,3,1,999999999997127,422657,31622776,422657,31200119,31200119,422657,0.01336558814444374,0.9866344118555562,0.01336558814444374,low_factor,small_shadow_horizon,28,6,22,6,6,[6],"[6,6,20,16,2,10]",28,17,28,128,10000
1000000000000000,999999999997099,999999999997121,999999999997153,3,2,999999999997133,93559,31622776,93559,31529217,31529217,93559,0.002958595412369869,0.9970414045876301,0.002958595412369869,low_factor,small_shadow_horizon,34,12,22,6,20,"[6,6]","[6,6,20,16,2,10]",34,23,4,128,10000
1000000000000000,999999999997043,999999999997049,999999999997087,2,1,999999999997069,28817,31622776,28817,31593959,31593959,28817,0.0009112735706694441,0.9990887264293306,0.0009112735706694441,low_factor,small_shadow_horizon,26,20,6,20,18,[20],"[20,18,12,22,6,6,20,16]",26,19,26,128,10000
1000000000000000,999999999997003,999999999997007,999999999997043,2,1,999999999997021,500887,31622776,500887,31121889,31121889,500887,0.015839438005063187,0.9841605619949368,0.015839438005063187,low_factor,small_shadow_horizon,18,14,4,14,22,[14],"[14,22,6,20,18,12,22,6]",18,1,18,128,10000
1000000000000000,999999999996869,999999999996871,999999999996983,4,1,999999999996887,768049,31622776,768049,30854727,30854727,768049,0.02428784240826928,0.9757121575917307,0.02428784240826928,low_factor,small_shadow_horizon,18,16,2,16,36,[16],"[16,36,18,42]",18,17,18,128,10000
1000000000000000,999999999996869,999999999996871,999999999996983,4,2,999999999996923,431377,31622776,431377,31191399,31191399,431377,0.013641338761657105,0.9863586612383429,0.013641338761657105,low_factor,small_shadow_horizon,54,52,2,36,18,"[16,36]","[16,36,18,42]",54,23,24,128,10000
1000000000000000,999999999996869,999999999996871,999999999996983,4,3,999999999996941,15679,31622776,15679,31607097,31607097,15679,0.0004958135237716005,0.9995041864762284,0.0004958135237716005,low_factor,small_shadow_horizon,72,70,2,18,42,"[16,36,18]","[16,36,18,42]",72,11,12,128,10000
1000000000000000,999999999996493,999999999996533,999999999996583,4,1,999999999996539,60733,31622776,60733,31562043,31562043,60733,0.0019205461278921244,0.9980794538721078,0.0019205461278921244,low_factor,small_shadow_horizon,46,6,40,6,12,[6],"[6,12,12,20,18,6]",46,29,16,128,10000
1000000000000000,999999999996493,999999999996533,999999999996583,4,2,999999999996551,48779,31622776,48779,31573997,31573997,48779,0.001542527449203068,0.998457472550797,0.001542527449203068,low_factor,small_shadow_horizon,58,18,40,12,12,"[6,12]","[6,12,12,20,18,6]",58,11,28,128,10000
1000000000000000,999999999996493,999999999996533,999999999996583,4,3,999999999996563,155579,31622776,155579,31467197,31467197,155579,0.0049198400545227275,0.9950801599454773,0.0049198400545227275,low_factor,small_shadow_horizon,70,30,40,12,20,"[6,12,12]","[6,12,12,20,18,6]",70,23,10,128,10000
1000000000000000,999999999996313,999999999996359,999999999996409,3,1,999999999996379,12277,31622776,12277,31610499,31610499,12277,0.000388232835725744,0.9996117671642742,0.000388232835725744,low_factor,small_shadow_horizon,66,20,46,20,18,[20],"[20,18,12,10,2]",66,19,6,128,10000
1000000000000000,999999999996313,999999999996359,999999999996409,3,2,999999999996397,15629,31622776,15629,31607147,31607147,15629,0.0004942323849114322,0.9995057676150886,0.0004942323849114322,low_factor,small_shadow_horizon,84,38,46,18,12,"[20,18]","[20,18,12,10,2]",84,7,24,128,10000
1000000000000000,999999999996083,999999999996089,999999999996149,5,1,999999999996091,10303,31622776,10303,31612473,31612473,10303,0.00032580947352629634,0.9996741905264737,0.00032580947352629634,low_factor,small_shadow_horizon,8,2,6,2,30,[2],"[2,30,18,4,6,12,20,18]",8,1,8,128,10000
1000000000000000,999999999996083,999999999996089,999999999996149,5,2,999999999996121,109103,31622776,109103,31513673,31513673,109103,0.003450139861219015,0.996549860138781,0.003450139861219015,low_factor,small_shadow_horizon,38,32,6,30,18,"[2,30]","[2,30,18,4,6,12,20,18]",38,1,8,128,10000
1000000000000000,999999999996083,999999999996089,999999999996149,5,3,999999999996139,6053693,31622776,6053693,25569083,25569083,6053693,0.191434584996586,0.808565415003414,0.191434584996586,low_factor,small_shadow_horizon,56,50,6,18,4,"[2,30,18]","[2,30,18,4,6,12,20,18]",56,19,26,128,10000
1000000000000000,999999999996083,999999999996089,999999999996149,5,4,999999999996143,12201901,31622776,12201901,19420875,19420875,12201901,0.3858579967805483,0.6141420032194517,0.3858579967805483,low_factor,small_shadow_horizon,60,54,6,4,6,"[2,30,18,4]","[2,30,18,4,6,12,20,18]",60,23,0,128,10000
1000000000000000,999999999995879,999999999995897,999999999995911,2,1,999999999995903,611549,31622776,611549,31011227,31011227,611549,0.019338877775942252,0.9806611222240578,0.019338877775942252,low_factor,small_shadow_horizon,24,6,18,6,8,[6],"[6,8,6,60,30]",24,23,24,128,10000
1000000000000000,999999999995743,999999999995761,999999999995797,2,1,999999999995791,10549339,31622776,10549339,21073437,21073437,10549339,0.3335993968397967,0.6664006031602032,0.3335993968397967,low_factor,small_shadow_horizon,48,30,18,30,6,[30],"[30,6,10,44,10]",48,1,18,128,10000
1000000000000000,999999999995587,999999999995593,999999999995627,3,1,999999999995599,24977,31622776,24977,31597799,31597799,24977,0.0007898421062085125,0.9992101578937915,0.0007898421062085125,low_factor,small_shadow_horizon,12,6,6,6,18,[6],"[6,18,10,2,22,18,24]",12,19,12,128,10000
1000000000000000,999999999995587,999999999995593,999999999995627,3,2,999999999995617,13003,31622776,13003,31609773,31609773,13003,0.00041119097197538887,0.9995888090280246,0.00041119097197538887,low_factor,small_shadow_horizon,30,24,6,18,10,"[6,18]","[6,18,10,2,22,18,24]",30,7,0,128,10000
1000000000000000,999999999995471,999999999995509,999999999995539,3,1,999999999995531,155171,31622776,155171,31467605,31467605,155171,0.004906937961423753,0.9950930620385763,0.004906937961423753,low_factor,small_shadow_horizon,60,22,38,22,6,[22],"[22,6,2,4,24,2,18,6]",60,11,0,128,10000
1000000000000000,999999999995471,999999999995509,999999999995539,3,2,999999999995537,33023,31622776,33023,31589753,31589753,33023,0.0010442789715868082,0.9989557210284132,0.0010442789715868082,low_factor,small_shadow_horizon,66,28,38,6,2,"[22,6]","[22,6,2,4,24,2,18,6]",66,17,6,128,10000
1000000000000000,999999999995393,999999999995431,999999999995453,2,1,999999999995443,26261,31622776,26261,31596515,31596515,26261,0.0008304457521376365,0.9991695542478624,0.0008304457521376365,low_factor,small_shadow_horizon,50,12,38,12,10,[12],"[12,10,8,10,38]",50,13,20,128,10000
1000000000000000,999999999995273,999999999995281,999999999995327,3,1,999999999995309,198491,31622776,198491,31424285,31424285,198491,0.0062768366698736375,0.9937231633301263,0.0062768366698736375,low_factor,small_shadow_horizon,36,28,8,28,14,[28],"[28,14,4,2,28,12,2,18]",36,29,6,128,10000
1000000000000000,999999999995273,999999999995281,999999999995327,3,2,999999999995323,11276917,31622776,11276917,20345859,20345859,11276917,0.35660743383186855,0.6433925661681315,0.35660743383186855,low_factor,small_shadow_horizon,50,42,8,14,4,"[28,14]","[28,14,4,2,28,12,2,18]",50,13,20,128,10000
1000000000000000,999999999995179,999999999995197,999999999995273,3,1,999999999995207,540517,31622776,540517,31082259,31082259,540517,0.017092648665632645,0.9829073513343674,0.017092648665632645,low_factor,small_shadow_horizon,28,10,18,10,60,[10],"[10,60,6,8]",28,17,28,128,10000
1000000000000000,999999999995179,999999999995197,999999999995273,3,2,999999999995267,1217407,31622776,1217407,30405369,30405369,1217407,0.03849779032682014,0.9615022096731799,0.03849779032682014,low_factor,small_shadow_horizon,88,70,18,60,6,"[10,60]","[10,60,6,8]",88,17,28,128,10000
1000000000000000,999999999995089,999999999995123,999999999995179,2,1,999999999995159,1070557,31622776,1070557,30552219,30552219,1070557,0.033853985494505606,0.9661460145054944,0.033853985494505606,low_factor,small_shadow_horizon,70,36,34,36,20,[36],"[36,20,18,10]",70,29,10,128,10000
1000000000000000,999999999995021,999999999995047,999999999995069,2,1,999999999995057,346501,31622776,346501,31276275,31276275,346501,0.010957323923744076,0.989042676076256,0.010957323923744076,low_factor,small_shadow_horizon,36,10,26,10,12,[10],"[10,12,20,34]",36,17,6,128,10000
1000000000000000,999999999994901,999999999994913,999999999994991,4,1,999999999994921,3979889,31622776,3979889,27642887,27642887,3979889,0.12585514314113347,0.8741448568588666,0.12585514314113347,low_factor,small_shadow_horizon,20,8,12,8,22,[8],"[8,22,36,12,20,10]",20,1,20,128,10000
1000000000000000,999999999994901,999999999994913,999999999994991,4,2,999999999994943,31013,31622776,31013,31591763,31591763,31013,0.0009807171894080393,0.9990192828105919,0.0009807171894080393,low_factor,small_shadow_horizon,42,30,12,22,36,"[8,22]","[8,22,36,12,20,10]",42,23,12,128,10000
1000000000000000,999999999994901,999999999994913,999999999994991,4,3,999999999994979,524683,31622776,524683,31098093,31098093,524683,0.01659193361139452,0.9834080663886055,0.01659193361139452,low_factor,small_shadow_horizon,78,66,12,36,12,"[8,22,36]","[8,22,36,12,20,10]",78,29,18,128,10000
1000000000000000,999999999994829,999999999994841,999999999994873,2,1,999999999994861,148123,31622776,148123,31474653,31474653,148123,0.0046840606276944185,0.9953159393723056,0.0046840606276944185,low_factor,small_shadow_horizon,32,20,12,20,12,[20],"[20,12,10,18,12,8,22]",32,1,2,128,10000
1000000000000000,999999999994733,999999999994739,999999999994789,3,1,999999999994753,24109,31622776,24109,31598667,31598667,24109,0.0007623935355959894,0.999237606464404,0.0007623935355959894,low_factor,small_shadow_horizon,20,14,6,14,30,[14],"[14,30,6,10,14,10,6,12]",20,13,20,128,10000
1000000000000000,999999999994733,999999999994739,999999999994789,3,2,999999999994783,287117,31622776,287117,31335659,31335659,287117,0.009079436922299294,0.9909205630777007,0.009079436922299294,low_factor,small_shadow_horizon,50,44,6,30,6,"[14,30]","[14,30,6,10,14,10,6,12]",50,13,20,128,10000
1000000000000000,999999999994451,999999999994453,999999999994477,3,1,999999999994459,21911,31622776,21911,31600865,31600865,21911,0.0006928866713029875,0.999307113328697,0.0006928866713029875,low_factor,small_shadow_horizon,8,6,2,6,10,[6],"[6,10,8,30,4,8,18,22]",8,19,8,128,10000
1000000000000000,999999999994451,999999999994453,999999999994477,3,2,999999999994469,16273,31622776,16273,31606503,31606503,16273,0.000514597453430401,0.9994854025465696,0.000514597453430401,low_factor,small_shadow_horizon,18,16,2,10,8,"[6,10]","[6,10,8,30,4,8,18,22]",18,29,18,128,10000
1000000000000000,999999999994379,999999999994381,999999999994417,4,1,999999999994393,15461,31622776,15461,31607315,31607315,15461,0.0004889197583412664,0.9995110802416587,0.0004889197583412664,low_factor,small_shadow_horizon,14,12,2,12,10,[12],"[12,10,6,8,22,12,2,6]",14,13,14,128,10000
1000000000000000,999999999994379,999999999994381,999999999994417,4,2,999999999994403,1132919,31622776,1132919,30489857,30489857,1132919,0.035826045126462015,0.964173954873538,0.035826045126462015,low_factor,small_shadow_horizon,24,22,2,10,6,"[12,10]","[12,10,6,8,22,12,2,6]",24,23,24,128,10000
1000000000000000,999999999994379,999999999994381,999999999994417,4,3,999999999994409,51349,31622776,51349,31571427,31571427,51349,0.0016237979866157229,0.9983762020133843,0.0016237979866157229,low_factor,small_shadow_horizon,30,28,2,6,8,"[12,10,6]","[12,10,6,8,22,12,2,6]",30,29,0,128,10000
1000000000000000,999999999994129,999999999994169,999999999994207,2,1,999999999994189,10567,31622776,10567,31612209,31612209,10567,0.00033415788670798543,0.999665842113292,0.00033415788670798543,low_factor,small_shadow_horizon,60,20,40,20,18,[20],"[20,18,6,28,2]",60,19,0,128,10000
1000000000000000,999999999994063,999999999994067,999999999994103,3,1,999999999994081,17869339,31622776,17869339,13753437,13753437,13753437,0.5650781259684475,0.43492187403155247,0.43492187403155247,sqrt_adjacent,balanced_semiprime_center,18,14,4,14,10,[14],"[14,10,12,8,6,12,40,20]",18,1,18,128,10000
1000000000000000,999999999994063,999999999994067,999999999994103,3,2,999999999994091,271211,31622776,271211,31351565,31351565,271211,0.00857644502810253,0.9914235549718975,0.00857644502810253,low_factor,small_shadow_horizon,28,24,4,10,12,"[14,10]","[14,10,12,8,6,12,40,20]",28,11,28,128,10000
1000000000000000,999999999993977,999999999993983,999999999994043,3,1,999999999994027,11587,31622776,11587,31611189,31611189,11587,0.0003664131194554204,0.9996335868805446,0.0003664131194554204,low_factor,small_shadow_horizon,50,44,6,44,4,[44],"[44,4,12,6,14,4,14,10]",50,7,20,128,10000
1000000000000000,999999999993977,999999999993983,999999999994043,3,2,999999999994031,29688559,31622776,29688559,1934217,1934217,1934217,0.938834686746034,0.06116531325396606,0.06116531325396606,sqrt_adjacent,balanced_semiprime_center,54,48,6,4,12,"[44,4]","[44,4,12,6,14,4,14,10]",54,11,24,128,10000
1000000000000000,999999999993473,999999999993479,999999999993497,2,1,999999999993493,540689,31622776,540689,31082087,31082087,540689,0.017098087783311622,0.9829019122166883,0.017098087783311622,low_factor,small_shadow_horizon,20,14,6,14,4,[14],"[14,4,42,18,6,6,14]",20,13,20,128,10000
1000000000000000,999999999993389,999999999993433,999999999993473,2,1,999999999993469,262511,31622776,262511,31360265,31360265,262511,0.008301326866433232,0.9916986731335667,0.008301326866433232,low_factor,small_shadow_horizon,80,36,44,36,4,[36],"[36,4,6,14,4]",80,19,20,128,10000
1000000000000000,999999999993227,999999999993229,999999999993331,7,1,999999999993251,6838831,31622776,6838831,24783945,24783945,6838831,0.21626282904448363,0.7837371709555163,0.21626282904448363,low_factor,small_shadow_horizon,24,22,2,22,6,[22],"[22,6,6,14,22,30,2,18]",24,11,24,128,10000
1000000000000000,999999999993227,999999999993229,999999999993331,7,2,999999999993257,10831,31622776,10831,31611945,31611945,10831,0.00034250629988967447,0.9996574937001104,0.00034250629988967447,low_factor,small_shadow_horizon,30,28,2,6,6,"[22,6]","[22,6,6,14,22,30,2,18]",30,17,0,128,10000
1000000000000000,999999999993227,999999999993229,999999999993331,7,3,999999999993263,65173,31622776,65173,31557603,31557603,65173,0.0020609512586750767,0.9979390487413249,0.0020609512586750767,low_factor,small_shadow_horizon,36,34,2,6,14,"[22,6,6]","[22,6,6,14,22,30,2,18]",36,23,6,128,10000
1000000000000000,999999999993227,999999999993229,999999999993331,7,4,999999999993277,47581,31622776,47581,31575195,31575195,47581,0.0015046433621134336,0.9984953566378866,0.0015046433621134336,low_factor,small_shadow_horizon,50,48,2,14,22,"[22,6,6,14]","[22,6,6,14,22,30,2,18]",50,7,20,128,10000
1000000000000000,999999999993227,999999999993229,999999999993331,7,5,999999999993299,356563,31622776,356563,31266213,31266213,356563,0.01127551230796436,0.9887244876920357,0.01127551230796436,low_factor,small_shadow_horizon,72,70,2,22,30,"[22,6,6,14,22]","[22,6,6,14,22,30,2,18]",72,29,12,128,10000
1000000000000000,999999999993227,999999999993229,999999999993331,7,6,999999999993329,58789,31622776,58789,31563987,31563987,58789,0.0018590714490087778,0.9981409285509912,0.0018590714490087778,low_factor,small_shadow_horizon,102,100,2,30,2,"[22,6,6,14,22,30]","[22,6,6,14,22,30,2,18]",102,29,12,128,10000
1000000000000000,999999999993217,999999999993221,999999999993227,2,1,999999999993223,1416769,31622776,1416769,30206007,30206007,1416769,0.04480217043563791,0.955197829564362,0.04480217043563791,low_factor,small_shadow_horizon,6,2,4,2,4,[2],"[2,4,2,22,6,6,14,22]",6,13,6,128,10000
1000000000000000,999999999993097,999999999993101,999999999993109,2,1,999999999993107,160169,31622776,160169,31462607,31462607,160169,0.005064988601886184,0.9949350113981138,0.005064988601886184,low_factor,small_shadow_horizon,10,6,4,6,2,[6],"[6,2,12,10,8,4,8,6]",10,17,10,128,10000
1000000000000000,999999999992999,999999999993011,999999999993067,4,1,999999999993017,176081,31622776,176081,31446695,31446695,176081,0.00556817023274617,0.9944318297672539,0.00556817023274617,low_factor,small_shadow_horizon,18,6,12,6,14,[6],"[6,14,16,20,6,16,2,6]",18,17,18,128,10000
1000000000000000,999999999992999,999999999993011,999999999993067,4,2,999999999993031,391031,31622776,391031,31231745,31231745,391031,0.012365486192610036,0.98763451380739,0.012365486192610036,low_factor,small_shadow_horizon,32,20,12,14,16,"[6,14]","[6,14,16,20,6,16,2,6]",32,1,2,128,10000
1000000000000000,999999999992999,999999999993011,999999999993067,4,3,999999999993047,61261,31622776,61261,31561515,31561515,61261,0.0019372429542555024,0.9980627570457445,0.0019372429542555024,low_factor,small_shadow_horizon,48,36,12,16,20,"[6,14,16]","[6,14,16,20,6,16,2,6]",48,17,18,128,10000
1000000000000000,999999999992281,999999999992327,999999999992339,2,1,999999999992333,221251,31622776,221251,31401525,31401525,221251,0.006996571079022284,0.9930034289209777,0.006996571079022284,low_factor,small_shadow_horizon,52,6,46,6,6,[6],"[6,6,12,2,10,18,20,6]",52,23,22,128,10000
1000000000000000,999999999991973,999999999992023,999999999992041,2,1,999999999992027,10761979,31622776,10761979,20860797,20860797,10761979,0.3403236641843208,0.6596763358156792,0.3403236641843208,low_factor,small_shadow_horizon,54,4,50,4,14,[4],"[4,14,10,6]",54,17,24,128,10000
1000000000000000,999999999991871,999999999991873,999999999991961,2,1,999999999991907,32579,31622776,32579,31590197,31590197,32579,0.001030238458508513,0.9989697615414915,0.001030238458508513,low_factor,small_shadow_horizon,36,34,2,34,54,[34],"[34,54,8,4]",36,17,6,128,10000
1000000000000000,999999999991823,999999999991831,999999999991847,2,1,999999999991843,5366983,31622776,5366983,26255793,26255793,5366983,0.16971890766326145,0.8302810923367385,0.16971890766326145,low_factor,small_shadow_horizon,20,12,8,12,4,[12],"[12,4,24,2,34]",20,13,20,128,10000
1000000000000000,999999999991523,999999999991549,999999999991621,2,1,999999999991591,11645341,31622776,11645341,19977435,19977435,11645341,0.36825802390024204,0.631741976099758,0.36825802390024204,low_factor,small_shadow_horizon,68,42,26,42,30,[42],"[42,30]",68,1,8,128,10000
1000000000000000,999999999991451,999999999991459,999999999991483,2,1,999999999991469,15907,31622776,15907,31606869,31606869,15907,0.0005030235169739684,0.999496976483026,0.0005030235169739684,low_factor,small_shadow_horizon,18,10,8,10,14,[10],"[10,14,18,18,4,26]",18,29,18,128,10000
1000000000000000,999999999991189,999999999991217,999999999991243,4,1,999999999991219,31649,31622776,31649,31591127,31591127,31649,0.001000829275709381,0.9989991707242906,0.001000829275709381,low_factor,small_shadow_horizon,30,2,28,2,12,[2],"[2,12,10,2,4,6,6,38]",30,19,0,128,10000
1000000000000000,999999999991189,999999999991217,999999999991243,4,2,999999999991231,22111,31622776,22111,31600665,31600665,22111,0.000699211226743661,0.9993007887732563,0.000699211226743661,low_factor,small_shadow_horizon,42,14,28,12,10,"[2,12]","[2,12,10,2,4,6,6,38]",42,1,12,128,10000
1000000000000000,999999999991189,999999999991217,999999999991243,4,3,999999999991241,10067,31622776,10067,31612709,31612709,10067,0.0003183464981063016,0.9996816535018938,0.0003183464981063016,low_factor,small_shadow_horizon,52,24,28,10,2,"[2,12,10]","[2,12,10,2,4,6,6,38]",52,11,22,128,10000
1000000000000000,999999999991099,999999999991103,999999999991127,3,1,999999999991121,11954431,31622776,11954431,19668345,19668345,11954431,0.37803230810603095,0.621967691893969,0.37803230810603095,low_factor,small_shadow_horizon,22,18,4,18,2,[18],"[18,2,4,24,38,28,2]",22,11,22,128,10000
1000000000000000,999999999991099,999999999991103,999999999991127,3,2,999999999991123,42209,31622776,42209,31580567,31580567,42209,0.0013347658029769429,0.998665234197023,0.0013347658029769429,low_factor,small_shadow_horizon,24,20,4,2,4,"[18,2]","[18,2,4,24,38,28,2]",24,13,24,128,10000
1000000000000000,999999999991067,999999999991079,999999999991099,2,1,999999999991087,6695509,31622776,6695509,24927267,24927267,6695509,0.21173058937014258,0.7882694106298574,0.21173058937014258,low_factor,small_shadow_horizon,20,8,12,8,12,[8],"[8,12,4,18,2,4,24,38]",20,7,20,128,10000
1000000000000000,999999999990913,999999999990917,999999999990977,4,1,999999999990919,16691,31622776,16691,31606085,31606085,16691,0.0005278157743014085,0.9994721842256986,0.0005278157743014085,low_factor,small_shadow_horizon,6,2,4,2,4,[2],"[2,4,18,36,12,30,14]",6,19,6,128,10000
1000000000000000,999999999990913,999999999990917,999999999990977,4,2,999999999990923,51199,31622776,51199,31571577,31571577,51199,0.0016190545700352176,0.9983809454299648,0.0016190545700352176,low_factor,small_shadow_horizon,10,6,4,4,18,"[2,4]","[2,4,18,36,12,30,14]",10,23,10,128,10000
1000000000000000,999999999990913,999999999990917,999999999990977,4,3,999999999990941,739021,31622776,739021,30883755,30883755,739021,0.023369896431609926,0.9766301035683901,0.023369896431609926,low_factor,small_shadow_horizon,28,24,4,18,36,"[2,4,18]","[2,4,18,36,12,30,14]",28,11,28,128,10000
1000000000000000,999999999990883,999999999990899,999999999990913,2,1,999999999990907,13843021,31622776,13843021,17779755,17779755,13843021,0.4377547689045389,0.5622452310954611,0.4377547689045389,low_factor,small_shadow_horizon,24,8,16,8,6,[8],"[8,6,4,2,4,18,36,12]",24,7,24,128,10000
1000000000000000,999999999990721,999999999990727,999999999990767,3,1,999999999990743,24379,31622776,24379,31598397,31598397,24379,0.0007709316854408987,0.9992290683145592,0.0007709316854408987,low_factor,small_shadow_horizon,22,16,6,16,8,[16],"[16,8,16,20,12,22,8,4]",22,23,22,128,10000
1000000000000000,999999999990721,999999999990727,999999999990767,3,2,999999999990751,10202191,31622776,10202191,21420585,21420585,10202191,0.32262161297920205,0.6773783870207979,0.32262161297920205,low_factor,small_shadow_horizon,30,24,6,8,16,"[16,8]","[16,8,16,20,12,22,8,4]",30,1,0,128,10000
1000000000000000,999999999990577,999999999990599,999999999990659,4,1,999999999990619,19681,31622776,19681,31603095,31603095,19681,0.0006223678781394777,0.9993776321218605,0.0006223678781394777,low_factor,small_shadow_horizon,42,20,22,20,4,[20],"[20,4,24,12,12,8,18]",42,19,12,128,10000
1000000000000000,999999999990577,999999999990599,999999999990659,4,2,999999999990623,42391,31622776,42391,31580385,31580385,42391,0.0013405211484279558,0.998659478851572,0.0013405211484279558,low_factor,small_shadow_horizon,46,24,22,4,24,"[20,4]","[20,4,24,12,12,8,18]",46,23,16,128,10000
1000000000000000,999999999990577,999999999990599,999999999990659,4,3,999999999990647,52817,31622776,52817,31569959,31569959,52817,0.0016702202235502664,0.9983297797764498,0.0016702202235502664,low_factor,small_shadow_horizon,70,48,22,24,12,"[20,4,24]","[20,4,24,12,12,8,18]",70,17,10,128,10000
1000000000000000,999999999990493,999999999990503,999999999990577,4,1,999999999990521,61333,31622776,61333,31561443,31561443,61333,0.001939519794214145,0.9980604802057859,0.001939519794214145,low_factor,small_shadow_horizon,28,18,10,18,12,[18],"[18,12,26,18,22,20]",28,11,28,128,10000
1000000000000000,999999999990493,999999999990503,999999999990577,4,2,999999999990533,55639,31622776,55639,31567137,31567137,55639,0.0017594597008181699,0.9982405402991819,0.0017594597008181699,low_factor,small_shadow_horizon,40,30,10,12,26,"[18,12]","[18,12,26,18,22,20]",40,23,10,128,10000
