anchor_p,actual_offset,active_count,resolved_count,unresolved_count,old_unique_match,reset_emitted_offset,reset_exact_match,reset_false_emit,tail_after_reset_count,all_unresolved_after_reset,candidate_bound_miss
100000000000000003,10,1,1,0,True,10,True,False,0,True,False
100000000000000013,6,25,1,24,False,6,True,False,24,True,False
100000000000000019,2,1,1,0,True,2,True,False,0,True,False
100000000000000021,28,23,1,22,False,28,True,False,22,True,False
100000000000000049,32,24,1,23,False,32,True,False,23,True,False
100000000000000081,18,25,1,24,False,18,True,False,24,True,False
100000000000000099,42,25,1,24,False,42,True,False,24,True,False
100000000000000141,40,24,1,23,False,40,True,False,23,True,False
100000000000000181,156,24,1,23,False,156,True,False,23,True,False
100000000000000337,2,1,1,0,True,2,True,False,0,True,False
100000000000000339,30,29,1,28,False,30,True,False,28,True,False
100000000000000369,10,1,1,0,True,10,True,False,0,True,False
100000000000000379,44,28,1,27,False,44,True,False,27,True,False
100000000000000423,96,28,1,27,False,96,True,False,27,True,False
100000000000000519,24,29,1,28,False,24,True,False,28,True,False
100000000000000543,46,28,1,27,False,46,True,False,27,True,False
100000000000000589,2,1,1,0,True,2,True,False,0,True,False
100000000000000591,18,28,1,27,False,18,True,False,27,True,False
100000000000000609,60,28,1,27,False,60,True,False,27,True,False
100000000000000669,22,1,1,0,True,22,True,False,0,True,False
100000000000000691,90,27,1,26,False,90,True,False,26,True,False
100000000000000781,6,26,1,25,False,6,True,False,25,True,False
100000000000000787,30,25,1,24,False,30,True,False,24,True,False
100000000000000817,2,1,1,0,True,2,True,False,0,True,False
100000000000000819,52,23,1,22,False,52,True,False,22,True,False
100000000000000871,18,1,1,0,True,18,True,False,0,True,False
100000000000000889,164,22,1,21,False,164,True,False,21,True,False
100000000000001053,18,27,1,26,False,18,True,False,26,True,False
100000000000001071,22,26,1,25,False,22,True,False,25,True,False
100000000000001093,6,25,1,24,False,6,True,False,24,True,False
100000000000001099,8,1,1,0,True,8,True,False,0,True,False
100000000000001107,94,23,1,22,False,94,True,False,22,True,False
100000000000001201,18,26,1,25,False,18,True,False,25,True,False
100000000000001219,2,1,1,0,True,2,True,False,0,True,False
100000000000001221,22,24,1,23,False,22,True,False,23,True,False
100000000000001243,6,23,1,22,False,6,True,False,22,True,False
100000000000001249,38,22,1,21,False,38,True,False,21,True,False
100000000000001287,6,1,1,0,True,6,True,False,0,True,False
100000000000001293,34,21,1,20,False,34,True,False,20,True,False
100000000000001327,72,21,1,20,False,72,True,False,20,True,False
100000000000001399,30,21,1,20,False,30,True,False,20,True,False
100000000000001429,20,21,1,20,False,20,True,False,20,True,False
100000000000001449,10,1,1,0,True,10,True,False,0,True,False
100000000000001459,114,20,1,19,False,114,True,False,19,True,False
100000000000001573,30,23,1,22,False,30,True,False,22,True,False
100000000000001603,20,22,1,21,False,20,True,False,21,True,False
100000000000001623,18,22,1,21,False,18,True,False,21,True,False
100000000000001641,262,22,1,21,False,262,True,False,21,True,False
100000000000001903,18,32,1,31,False,18,True,False,31,True,False
100000000000001921,26,33,1,32,False,26,True,False,32,True,False
100000000000001947,24,33,1,32,False,24,True,False,32,True,False
100000000000001971,18,32,1,31,False,18,True,False,31,True,False
100000000000001989,40,32,1,31,False,40,True,False,31,True,False
100000000000002029,12,1,1,0,True,12,True,False,0,True,False
