anchor_p,actual_offset,candidate_count,tested_count,emitted_offset,exact_match,false_emit,candidate_bound_miss
100000002199,30,273,8,30,True,False,False
100000002229,22,273,5,22,True,False,False
100000002251,48,273,13,48,True,False,False
100000002299,14,273,4,14,True,False,False
100000002313,4,273,1,4,True,False,False
100000002317,36,273,10,36,True,False,False
100000002353,6,272,1,6,True,False,False
100000002359,14,273,4,14,True,False,False
100000002373,40,273,11,40,True,False,False
100000002413,84,272,22,84,True,False,False
100000002497,2,273,1,2,True,False,False
100000002499,4,273,1,4,True,False,False
100000002503,8,272,2,8,True,False,False
100000002511,28,272,7,28,True,False,False
100000002539,48,273,13,48,True,False,False
100000002587,30,273,8,30,True,False,False
100000002617,60,273,16,60,True,False,False
100000002677,12,273,3,12,True,False,False
100000002689,42,273,11,42,True,False,False
100000002731,26,273,7,26,True,False,False
100000002757,70,273,19,70,True,False,False
100000002827,20,273,5,20,True,False,False
100000002847,16,273,5,16,True,False,False
100000002863,26,272,7,26,True,False,False
100000002889,22,273,5,22,True,False,False
100000002911,2,273,1,2,True,False,False
100000002913,28,273,7,28,True,False,False
100000002941,2,273,1,2,True,False,False
100000002943,10,273,3,10,True,False,False
100000002953,86,272,23,86,True,False,False
100000003039,28,273,7,28,True,False,False
100000003067,2,273,1,2,True,False,False
100000003069,18,273,4,18,True,False,False
100000003087,10,273,3,10,True,False,False
100000003097,66,273,18,66,True,False,False
100000003163,48,272,12,48,True,False,False
100000003211,12,273,4,12,True,False,False
100000003223,18,272,4,18,True,False,False
100000003241,8,273,3,8,True,False,False
100000003249,28,273,7,28,True,False,False
100000003277,26,273,7,26,True,False,False
100000003303,16,273,4,16,True,False,False
100000003319,42,273,11,42,True,False,False
100000003361,12,273,4,12,True,False,False
100000003373,6,272,1,6,True,False,False
100000003379,2,273,1,2,True,False,False
100000003381,66,272,17,66,True,False,False
100000003447,10,273,3,10,True,False,False
100000003457,14,273,4,14,True,False,False
100000003471,46,272,12,46,True,False,False
100000003517,42,273,11,42,True,False,False
100000003559,24,273,7,24,True,False,False
100000003583,8,272,2,8,True,False,False
100000003591,36,272,9,36,True,False,False
100000003627,30,273,8,30,True,False,False
100000003657,4,273,1,4,True,False,False
100000003661,38,273,11,38,True,False,False
100000003699,10,273,2,10,True,False,False
100000003709,48,273,13,48,True,False,False
100000003757,2,273,1,2,True,False,False
100000003759,28,273,7,28,True,False,False
100000003787,26,273,7,26,True,False,False
100000003813,40,273,11,40,True,False,False
100000003853,14,272,3,14,True,False,False
100000003867,30,273,8,30,True,False,False
100000003897,24,273,7,24,True,False,False
100000003921,30,272,8,30,True,False,False
100000003951,46,272,12,46,True,False,False
100000003997,24,273,6,24,True,False,False
100000004021,32,273,9,32,True,False,False
100000004053,46,273,12,46,True,False,False
100000004099,8,273,2,8,True,False,False
100000004107,64,273,17,64,True,False,False
100000004171,6,273,2,6,True,False,False
100000004177,30,273,8,30,True,False,False
100000004207,60,273,16,60,True,False,False
100000004267,66,273,18,66,True,False,False
100000004333,74,272,19,74,True,False,False
100000004407,30,273,8,30,True,False,False
100000004437,12,273,4,12,True,False,False
100000004449,22,273,5,22,True,False,False
100000004471,12,273,4,12,True,False,False
100000004483,18,272,4,18,True,False,False
100000004501,20,273,6,20,True,False,False
100000004521,18,272,5,18,True,False,False
100000004539,52,273,13,52,True,False,False
100000004591,62,273,17,62,True,False,False
100000004653,24,273,6,24,True,False,False
100000004677,30,273,8,30,True,False,False
100000004707,12,273,4,12,True,False,False
100000004719,30,273,8,30,True,False,False
100000004749,12,273,3,12,True,False,False
100000004761,48,272,13,48,True,False,False
100000004809,18,273,4,18,True,False,False
100000004827,10,273,3,10,True,False,False
100000004837,6,273,2,6,True,False,False
100000004843,6,272,1,6,True,False,False
100000004849,12,273,3,12,True,False,False
100000004861,42,273,12,42,True,False,False
100000004903,14,272,3,14,True,False,False
100000004917,36,273,10,36,True,False,False
100000004953,34,273,9,34,True,False,False
100000004987,2,273,1,2,True,False,False
100000004989,22,273,5,22,True,False,False
100000005011,12,273,4,12,True,False,False
100000005023,8,272,2,8,True,False,False
100000005031,6,272,1,6,True,False,False
100000005037,4,273,1,4,True,False,False
100000005041,26,273,7,26,True,False,False
100000005067,36,273,10,36,True,False,False
100000005103,40,273,11,40,True,False,False
100000005143,20,272,5,20,True,False,False
100000005163,6,273,2,6,True,False,False
100000005169,12,273,3,12,True,False,False
100000005181,46,272,12,46,True,False,False
100000005227,12,273,3,12,True,False,False
100000005239,18,273,5,18,True,False,False
100000005257,6,273,2,6,True,False,False
100000005263,144,272,38,144,True,False,False
100000005407,12,273,3,12,True,False,False
100000005419,12,273,3,12,True,False,False
100000005431,2,273,1,2,True,False,False
100000005433,16,273,4,16,True,False,False
100000005449,12,273,3,12,True,False,False
100000005461,20,273,6,20,True,False,False
100000005481,22,272,6,22,True,False,False
100000005503,26,272,7,26,True,False,False
100000005529,30,273,8,30,True,False,False
100000005559,24,273,6,24,True,False,False
100000005583,34,273,9,34,True,False,False
100000005617,14,273,4,14,True,False,False
100000005631,40,272,10,40,True,False,False
100000005671,2,273,1,2,True,False,False
100000005673,10,273,3,10,True,False,False
100000005683,8,272,2,8,True,False,False
100000005691,10,272,2,10,True,False,False
100000005701,30,273,8,30,True,False,False
100000005731,30,273,8,30,True,False,False
100000005761,32,273,9,32,True,False,False
100000005793,6,273,2,6,True,False,False
100000005799,4,273,1,4,True,False,False
100000005803,18,272,4,18,True,False,False
100000005821,20,273,6,20,True,False,False
100000005841,22,272,6,22,True,False,False
100000005863,6,272,1,6,True,False,False
100000005869,12,273,3,12,True,False,False
100000005881,2,273,1,2,True,False,False
100000005883,24,273,6,24,True,False,False
100000005907,46,273,13,46,True,False,False
100000005953,38,272,10,38,True,False,False
100000005991,42,272,11,42,True,False,False
100000006033,4,273,1,4,True,False,False
100000006037,2,273,1,2,True,False,False
100000006039,58,273,15,58,True,False,False
100000006097,12,273,3,12,True,False,False
100000006109,38,273,10,38,True,False,False
100000006147,16,273,5,16,True,False,False
100000006163,30,272,8,30,True,False,False
100000006193,8,272,2,8,True,False,False
