anchor_p,actual_offset,candidate_count,tested_count,emitted_offset,exact_match,false_emit,candidate_bound_miss
1000000000000000003,6,273,2,6,True,False,False
1000000000000000009,22,273,5,22,True,False,False
1000000000000000031,48,273,13,48,True,False,False
1000000000000000079,98,273,26,98,True,False,False
1000000000000000177,6,273,2,6,True,False,False
1000000000000000183,18,273,5,18,True,False,False
1000000000000000201,82,272,22,82,True,False,False
1000000000000000283,98,272,26,98,True,False,False
1000000000000000381,6,272,1,6,True,False,False
1000000000000000387,120,273,32,120,True,False,False
1000000000000000507,16,273,5,16,True,False,False
1000000000000000523,60,272,16,60,True,False,False
1000000000000000583,20,272,5,20,True,False,False
1000000000000000603,16,273,4,16,True,False,False
1000000000000000619,2,273,1,2,True,False,False
1000000000000000621,178,272,47,178,True,False,False
1000000000000000799,42,273,11,42,True,False,False
1000000000000000841,20,273,6,20,True,False,False
1000000000000000861,16,272,4,16,True,False,False
1000000000000000877,36,273,10,36,True,False,False
1000000000000000913,18,272,4,18,True,False,False
1000000000000000931,66,273,18,66,True,False,False
1000000000000000997,96,273,26,96,True,False,False
1000000000000001093,98,272,26,98,True,False,False
1000000000000001191,76,272,20,76,True,False,False
1000000000000001267,56,273,15,56,True,False,False
1000000000000001323,24,273,6,24,True,False,False
1000000000000001347,12,273,4,12,True,False,False
1000000000000001359,94,273,25,94,True,False,False
1000000000000001453,6,272,1,6,True,False,False
1000000000000001459,78,273,21,78,True,False,False
1000000000000001537,26,273,7,26,True,False,False
1000000000000001563,30,273,8,30,True,False,False
1000000000000001593,66,273,18,66,True,False,False
1000000000000001659,24,273,6,24,True,False,False
1000000000000001683,46,273,12,46,True,False,False
1000000000000001729,14,273,4,14,True,False,False
1000000000000001743,28,273,7,28,True,False,False
1000000000000001771,56,273,15,56,True,False,False
1000000000000001827,52,273,14,52,True,False,False
1000000000000001879,74,273,20,74,True,False,False
1000000000000001953,96,273,26,96,True,False,False
1000000000000002049,48,273,12,48,True,False,False
1000000000000002097,40,273,11,40,True,False,False
1000000000000002137,80,273,21,80,True,False,False
1000000000000002217,54,273,15,54,True,False,False
1000000000000002271,48,272,13,48,True,False,False
1000000000000002319,162,273,43,162,True,False,False
1000000000000002481,12,272,3,12,True,False,False
1000000000000002493,4,273,1,4,True,False,False
1000000000000002497,12,273,3,12,True,False,False
1000000000000002509,8,273,2,8,True,False,False
1000000000000002517,22,273,6,22,True,False,False
1000000000000002539,18,273,5,18,True,False,False
1000000000000002557,30,273,8,30,True,False,False
1000000000000002587,20,273,5,20,True,False,False
1000000000000002607,4,273,1,4,True,False,False
1000000000000002611,68,273,19,68,True,False,False
1000000000000002679,172,273,45,172,True,False,False
1000000000000002851,6,273,2,6,True,False,False
1000000000000002857,44,273,12,44,True,False,False
1000000000000002901,6,272,1,6,True,False,False
1000000000000002907,24,273,7,24,True,False,False
1000000000000002931,30,272,8,30,True,False,False
1000000000000002961,150,272,40,150,True,False,False
1000000000000003111,18,272,5,18,True,False,False
1000000000000003129,10,273,2,10,True,False,False
1000000000000003139,48,273,13,48,True,False,False
1000000000000003187,14,273,4,14,True,False,False
1000000000000003201,6,272,1,6,True,False,False
1000000000000003207,30,273,8,30,True,False,False
1000000000000003237,34,273,9,34,True,False,False
1000000000000003271,8,273,3,8,True,False,False
1000000000000003279,58,273,15,58,True,False,False
1000000000000003337,2,273,1,2,True,False,False
1000000000000003339,84,273,22,84,True,False,False
1000000000000003423,66,273,18,66,True,False,False
1000000000000003489,4,273,1,4,True,False,False
1000000000000003493,36,272,9,36,True,False,False
1000000000000003529,92,273,25,92,True,False,False
1000000000000003621,22,272,6,22,True,False,False
1000000000000003643,18,272,4,18,True,False,False
1000000000000003661,8,273,3,8,True,False,False
1000000000000003669,64,273,17,64,True,False,False
1000000000000003733,78,272,20,78,True,False,False
1000000000000003811,2,273,1,2,True,False,False
1000000000000003813,160,273,43,160,True,False,False
1000000000000003973,98,272,26,98,True,False,False
1000000000000004071,12,272,3,12,True,False,False
1000000000000004083,34,273,9,34,True,False,False
1000000000000004117,20,273,5,20,True,False,False
1000000000000004137,52,273,14,52,True,False,False
1000000000000004189,20,273,6,20,True,False,False
