anchor_p,actual_offset,candidate_count,tested_count,emitted_offset,exact_match,false_emit,candidate_bound_miss
1000000000000004209,22,273,5,22,True,False,False
1000000000000004231,86,273,23,86,True,False,False
1000000000000004317,66,273,18,66,True,False,False
1000000000000004383,4,273,1,4,True,False,False
1000000000000004387,26,273,7,26,True,False,False
1000000000000004413,34,273,9,34,True,False,False
1000000000000004447,2,273,1,2,True,False,False
1000000000000004449,18,273,4,18,True,False,False
1000000000000004467,10,273,3,10,True,False,False
1000000000000004477,26,273,7,26,True,False,False
1000000000000004503,48,273,13,48,True,False,False
1000000000000004551,10,272,2,10,True,False,False
1000000000000004561,12,273,4,12,True,False,False
1000000000000004573,26,272,7,26,True,False,False
1000000000000004599,72,273,19,72,True,False,False
1000000000000004671,106,272,28,106,True,False,False
1000000000000004777,26,273,7,26,True,False,False
1000000000000004803,76,273,20,76,True,False,False
1000000000000004879,102,273,27,102,True,False,False
1000000000000004981,8,273,3,8,True,False,False
1000000000000004989,40,273,10,40,True,False,False
1000000000000005029,50,273,14,50,True,False,False
1000000000000005079,22,273,5,22,True,False,False
1000000000000005101,38,273,11,38,True,False,False
1000000000000005139,70,273,18,70,True,False,False
1000000000000005209,8,273,2,8,True,False,False
1000000000000005217,10,273,3,10,True,False,False
1000000000000005227,44,273,12,44,True,False,False
1000000000000005271,88,272,23,88,True,False,False
1000000000000005359,18,273,5,18,True,False,False
1000000000000005377,6,273,2,6,True,False,False
1000000000000005383,38,272,10,38,True,False,False
1000000000000005421,30,272,8,30,True,False,False
1000000000000005451,88,272,23,88,True,False,False
1000000000000005539,12,273,3,12,True,False,False
1000000000000005551,32,273,9,32,True,False,False
1000000000000005583,28,273,7,28,True,False,False
1000000000000005611,36,273,10,36,True,False,False
1000000000000005647,26,273,7,26,True,False,False
1000000000000005673,60,273,16,60,True,False,False
1000000000000005733,10,273,3,10,True,False,False
1000000000000005743,6,272,1,6,True,False,False
1000000000000005749,108,273,29,108,True,False,False
1000000000000005857,110,273,29,110,True,False,False
1000000000000005967,22,273,6,22,True,False,False
1000000000000005989,32,273,9,32,True,False,False
1000000000000006021,18,272,5,18,True,False,False
1000000000000006039,30,273,8,30,True,False,False
1000000000000006069,22,273,5,22,True,False,False
1000000000000006091,32,273,9,32,True,False,False
1000000000000006123,30,273,8,30,True,False,False
1000000000000006153,10,273,3,10,True,False,False
1000000000000006163,8,272,2,8,True,False,False
1000000000000006171,78,272,21,78,True,False,False
1000000000000006249,18,273,4,18,True,False,False
1000000000000006267,16,273,5,16,True,False,False
1000000000000006283,18,272,4,18,True,False,False
1000000000000006301,36,273,10,36,True,False,False
1000000000000006337,54,273,14,54,True,False,False
1000000000000006391,38,273,11,38,True,False,False
1000000000000006429,72,273,19,72,True,False,False
1000000000000006501,90,272,24,90,True,False,False
1000000000000006591,36,272,9,36,True,False,False
1000000000000006627,4,273,1,4,True,False,False
1000000000000006631,2,273,1,2,True,False,False
1000000000000006633,154,273,41,154,True,False,False
1000000000000006787,42,273,11,42,True,False,False
1000000000000006829,20,273,6,20,True,False,False
1000000000000006849,22,273,5,22,True,False,False
1000000000000006871,62,273,17,62,True,False,False
1000000000000006933,6,273,2,6,True,False,False
1000000000000006939,72,273,19,72,True,False,False
1000000000000007011,52,272,14,52,True,False,False
1000000000000007063,38,272,10,38,True,False,False
1000000000000007101,78,272,21,78,True,False,False
1000000000000007179,18,273,4,18,True,False,False
1000000000000007197,46,273,13,46,True,False,False
1000000000000007243,6,272,1,6,True,False,False
1000000000000007249,20,273,6,20,True,False,False
1000000000000007269,18,273,4,18,True,False,False
1000000000000007287,40,273,11,40,True,False,False
1000000000000007327,66,273,18,66,True,False,False
1000000000000007393,44,272,11,44,True,False,False
1000000000000007437,16,273,5,16,True,False,False
1000000000000007453,14,272,3,14,True,False,False
1000000000000007467,42,273,12,42,True,False,False
1000000000000007509,18,273,4,18,True,False,False
1000000000000007527,24,273,7,24,True,False,False
1000000000000007551,90,272,24,90,True,False,False
1000000000000007641,40,272,10,40,True,False,False
1000000000000007681,2,273,1,2,True,False,False
1000000000000007683,70,273,19,70,True,False,False
1000000000000007753,24,272,6,24,True,False,False
1000000000000007777,36,273,10,36,True,False,False
1000000000000007813,50,272,13,50,True,False,False
1000000000000007863,70,273,19,70,True,False,False
1000000000000007933,14,272,3,14,True,False,False
1000000000000007947,150,273,40,150,True,False,False
1000000000000008097,6,273,2,6,True,False,False
1000000000000008103,10,273,3,10,True,False,False
1000000000000008113,44,272,11,44,True,False,False
1000000000000008157,76,273,21,76,True,False,False
1000000000000008233,66,272,17,66,True,False,False
1000000000000008299,80,273,22,80,True,False,False
1000000000000008379,82,273,21,82,True,False,False
1000000000000008461,18,273,5,18,True,False,False
1000000000000008479,2,273,1,2,True,False,False
1000000000000008481,42,272,11,42,True,False,False
1000000000000008523,84,273,22,84,True,False,False
1000000000000008607,10,273,3,10,True,False,False
1000000000000008617,42,273,11,42,True,False,False
1000000000000008659,2,273,1,2,True,False,False
1000000000000008661,12,272,3,12,True,False,False
1000000000000008673,198,273,53,198,True,False,False
1000000000000008871,12,272,3,12,True,False,False
1000000000000008883,16,273,4,16,True,False,False
1000000000000008899,2,273,1,2,True,False,False
1000000000000008901,6,272,1,6,True,False,False
1000000000000008907,12,273,4,12,True,False,False
1000000000000008919,72,273,19,72,True,False,False
1000000000000008991,46,272,12,46,True,False,False
1000000000000009037,50,273,13,50,True,False,False
1000000000000009087,16,273,5,16,True,False,False
1000000000000009103,50,272,13,50,True,False,False
1000000000000009153,28,273,7,28,True,False,False
1000000000000009181,32,273,9,32,True,False,False
1000000000000009213,46,273,12,46,True,False,False
1000000000000009259,60,273,16,60,True,False,False
1000000000000009319,24,273,7,24,True,False,False
1000000000000009343,38,272,10,38,True,False,False
1000000000000009381,60,272,16,60,True,False,False
1000000000000009441,42,272,11,42,True,False,False
1000000000000009483,70,273,19,70,True,False,False
1000000000000009553,30,272,8,30,True,False,False
1000000000000009583,56,272,15,56,True,False,False
1000000000000009639,28,273,7,28,True,False,False
1000000000000009667,24,273,6,24,True,False,False
1000000000000009691,30,273,8,30,True,False,False
1000000000000009721,32,273,9,32,True,False,False
1000000000000009753,16,273,4,16,True,False,False
1000000000000009769,24,273,7,24,True,False,False
1000000000000009793,36,272,9,36,True,False,False
1000000000000009829,20,273,6,20,True,False,False
1000000000000009849,60,273,16,60,True,False,False
1000000000000009909,10,273,2,10,True,False,False
1000000000000009919,32,273,9,32,True,False,False
1000000000000009951,46,272,12,46,True,False,False
1000000000000009997,14,273,4,14,True,False,False
1000000000000010011,6,272,1,6,True,False,False
1000000000000010017,22,273,6,22,True,False,False
1000000000000010039,32,273,9,32,True,False,False
1000000000000010071,28,272,7,28,True,False,False
1000000000000010099,48,273,13,48,True,False,False
1000000000000010147,14,273,4,14,True,False,False
1000000000000010161,12,272,3,12,True,False,False
1000000000000010173,28,273,7,28,True,False,False
1000000000000010201,192,273,52,192,True,False,False
1000000000000010393,44,272,11,44,True,False,False
1000000000000010437,10,273,3,10,True,False,False
1000000000000010447,20,273,5,20,True,False,False
1000000000000010467,16,273,5,16,True,False,False
1000000000000010483,138,272,36,138,True,False,False
1000000000000010621,8,273,3,8,True,False,False
