anchor_p,actual_offset,active_count,resolved_count,unresolved_count,old_unique_match,reset_emitted_offset,reset_exact_match,reset_false_emit,tail_after_reset_count,all_unresolved_after_reset,candidate_bound_miss
100000000000031,36,29,1,28,False,36,True,False,28,True,False
100000000000067,30,30,1,29,False,30,True,False,29,True,False
100000000000097,2,1,1,0,True,2,True,False,0,True,False
100000000000099,34,28,1,27,False,34,True,False,27,True,False
100000000000133,6,1,1,0,True,6,True,False,0,True,False
100000000000139,30,27,1,26,False,30,True,False,26,True,False
100000000000169,14,29,1,28,False,14,True,False,28,True,False
100000000000183,78,30,1,29,False,78,True,False,29,True,False
100000000000261,96,30,1,29,False,96,True,False,29,True,False
100000000000357,10,1,1,0,True,10,True,False,0,True,False
100000000000367,36,31,1,30,False,36,True,False,30,True,False
100000000000403,20,32,1,31,False,20,True,False,31,True,False
100000000000423,46,31,1,30,False,46,True,False,30,True,False
100000000000469,18,31,1,30,False,18,True,False,30,True,False
100000000000487,6,1,1,0,True,6,True,False,0,True,False
100000000000493,48,29,1,28,False,48,True,False,28,True,False
100000000000541,60,29,1,28,False,60,True,False,28,True,False
100000000000601,42,31,1,30,False,42,True,False,30,True,False
100000000000643,14,32,1,31,False,14,True,False,31,True,False
100000000000657,52,32,1,31,False,52,True,False,31,True,False
100000000000709,12,33,1,32,False,12,True,False,32,True,False
100000000000721,32,32,1,31,False,32,True,False,31,True,False
100000000000753,24,31,1,30,False,24,True,False,30,True,False
100000000000777,30,30,1,29,False,30,True,False,29,True,False
100000000000807,34,31,1,30,False,34,True,False,30,True,False
100000000000841,2,1,1,0,True,2,True,False,0,True,False
100000000000843,18,30,1,29,False,18,True,False,29,True,False
100000000000861,102,29,1,28,False,102,True,False,28,True,False
100000000000963,30,29,1,28,False,30,True,False,28,True,False
100000000000993,94,28,1,27,False,94,True,False,27,True,False
100000000001087,2,1,1,0,True,2,True,False,0,True,False
100000000001089,40,31,1,30,False,40,True,False,30,True,False
100000000001129,44,31,1,30,False,44,True,False,30,True,False
100000000001173,4,1,1,0,True,4,True,False,0,True,False
100000000001177,12,29,1,28,False,12,True,False,28,True,False
100000000001189,8,28,1,27,False,8,True,False,27,True,False
100000000001197,6,1,1,0,True,6,True,False,0,True,False
100000000001203,70,26,1,25,False,70,True,False,25,True,False
100000000001273,30,26,1,25,False,30,True,False,25,True,False
100000000001303,78,26,1,25,False,78,True,False,25,True,False
100000000001381,6,27,1,26,False,6,True,False,26,True,False
100000000001387,26,26,1,25,False,26,True,False,25,True,False
100000000001413,10,1,1,0,True,10,True,False,0,True,False
100000000001423,44,25,1,24,False,44,True,False,24,True,False
100000000001467,82,24,1,23,False,82,True,False,23,True,False
100000000001549,44,26,1,25,False,44,True,False,25,True,False
100000000001593,18,26,1,25,False,18,True,False,25,True,False
100000000001611,12,1,1,0,True,12,True,False,0,True,False
100000000001623,24,25,1,24,False,24,True,False,24,True,False
100000000001647,12,24,1,23,False,12,True,False,23,True,False
100000000001659,10,23,1,22,False,10,True,False,22,True,False
100000000001669,54,22,1,21,False,54,True,False,21,True,False
100000000001723,8,23,1,22,False,8,True,False,22,True,False
100000000001731,78,22,1,21,False,78,True,False,21,True,False
100000000001809,22,23,1,22,False,22,True,False,22,True,False
100000000001831,12,23,1,22,False,12,True,False,22,True,False
100000000001843,116,22,1,21,False,116,True,False,21,True,False
100000000001959,70,23,1,22,False,70,True,False,22,True,False
100000000002029,8,1,1,0,True,8,True,False,0,True,False
100000000002037,10,25,1,24,False,10,True,False,24,True,False
100000000002047,32,24,1,23,False,32,True,False,23,True,False
100000000002079,34,25,1,24,False,34,True,False,24,True,False
100000000002113,30,24,1,23,False,30,True,False,23,True,False
100000000002143,96,23,1,22,False,96,True,False,22,True,False
100000000002239,84,23,1,22,False,84,True,False,22,True,False
100000000002323,38,24,1,23,False,38,True,False,23,True,False
100000000002361,6,1,1,0,True,6,True,False,0,True,False
100000000002367,66,24,1,23,False,66,True,False,23,True,False
100000000002433,100,25,1,24,False,100,True,False,24,True,False
100000000002533,30,27,1,26,False,30,True,False,26,True,False
100000000002563,6,1,1,0,True,6,True,False,0,True,False
100000000002569,8,26,1,25,False,8,True,False,25,True,False
100000000002577,42,25,1,24,False,42,True,False,24,True,False
100000000002619,114,24,1,23,False,114,True,False,23,True,False
100000000002733,10,25,1,24,False,10,True,False,24,True,False
100000000002743,44,24,1,23,False,44,True,False,23,True,False
100000000002787,34,27,1,26,False,34,True,False,26,True,False
100000000002821,18,26,1,25,False,18,True,False,25,True,False
100000000002839,48,25,1,24,False,48,True,False,24,True,False
100000000002887,24,24,1,23,False,24,True,False,23,True,False
100000000002911,78,23,1,22,False,78,True,False,22,True,False
100000000002989,48,25,1,24,False,48,True,False,24,True,False
100000000003037,2,1,1,0,True,2,True,False,0,True,False
100000000003039,10,1,1,0,True,10,True,False,0,True,False
100000000003049,24,23,1,22,False,24,True,False,22,True,False
100000000003073,14,1,1,0,True,14,True,False,0,True,False
100000000003087,126,23,1,22,False,126,True,False,22,True,False
100000000003213,78,25,1,24,False,78,True,False,24,True,False
100000000003291,12,1,1,0,True,12,True,False,0,True,False
100000000003303,60,26,1,25,False,60,True,False,25,True,False
100000000003363,28,27,1,26,False,28,True,False,26,True,False
100000000003391,60,27,1,26,False,60,True,False,26,True,False
100000000003451,6,1,1,0,True,6,True,False,0,True,False
100000000003457,30,27,1,26,False,30,True,False,26,True,False
100000000003487,26,28,1,27,False,26,True,False,27,True,False
100000000003513,4,1,1,0,True,4,True,False,0,True,False
100000000003517,66,27,1,26,False,66,True,False,26,True,False
100000000003583,110,29,1,28,False,110,True,False,28,True,False
100000000003693,40,29,1,28,False,40,True,False,28,True,False
100000000003733,56,30,1,29,False,56,True,False,29,True,False
100000000003789,4,1,1,0,True,4,True,False,0,True,False
100000000003793,14,2,1,1,False,14,True,False,1,True,False
100000000003807,4,1,1,0,True,4,True,False,0,True,False
100000000003811,146,27,1,26,False,146,True,False,26,True,False
100000000003957,40,32,1,31,False,40,True,False,31,True,False
100000000003997,2,1,1,0,True,2,True,False,0,True,False
100000000003999,40,32,1,31,False,40,True,False,31,True,False
100000000004039,44,32,1,31,False,44,True,False,31,True,False
100000000004083,4,1,1,0,True,4,True,False,0,True,False
100000000004087,30,34,1,33,False,30,True,False,33,True,False
100000000004117,44,34,1,33,False,44,True,False,33,True,False
100000000004161,28,35,1,34,False,28,True,False,34,True,False
100000000004189,68,34,1,33,False,68,True,False,33,True,False
100000000004257,30,35,1,34,False,30,True,False,34,True,False
100000000004287,34,36,1,35,False,34,True,False,35,True,False
100000000004321,32,37,1,36,False,32,True,False,36,True,False
100000000004353,16,36,1,35,False,16,True,False,35,True,False
100000000004369,44,36,1,35,False,44,True,False,35,True,False
100000000004413,28,36,1,35,False,28,True,False,35,True,False
100000000004441,36,35,1,34,False,36,True,False,34,True,False
100000000004477,26,34,1,33,False,26,True,False,33,True,False
100000000004503,4,1,1,0,True,4,True,False,0,True,False
100000000004507,32,1,1,0,True,32,True,False,0,True,False
100000000004539,18,35,1,34,False,18,True,False,34,True,False
100000000004557,16,34,1,33,False,16,True,False,33,True,False
100000000004573,8,33,1,32,False,8,True,False,32,True,False
100000000004581,28,32,1,31,False,28,True,False,31,True,False
100000000004609,122,33,1,32,False,122,True,False,32,True,False
100000000004731,10,37,1,36,False,10,True,False,36,True,False
100000000004741,26,36,1,35,False,26,True,False,35,True,False
100000000004767,102,36,1,35,False,102,True,False,35,True,False
100000000004869,12,40,1,39,False,12,True,False,39,True,False
100000000004881,12,39,1,38,False,12,True,False,38,True,False
100000000004893,6,1,1,0,True,6,True,False,0,True,False
100000000004899,24,37,1,36,False,24,True,False,36,True,False
100000000004923,54,36,1,35,False,54,True,False,35,True,False
100000000004977,24,36,1,35,False,24,True,False,35,True,False
100000000005001,22,35,1,34,False,22,True,False,34,True,False
100000000005023,30,34,1,33,False,30,True,False,33,True,False
100000000005053,24,1,1,0,True,24,True,False,0,True,False
100000000005077,6,33,1,32,False,6,True,False,32,True,False
100000000005083,8,32,1,31,False,8,True,False,31,True,False
100000000005091,6,1,1,0,True,6,True,False,0,True,False
100000000005097,30,31,1,30,False,30,True,False,30,True,False
100000000005127,46,30,1,29,False,46,True,False,29,True,False
100000000005173,8,1,1,0,True,8,True,False,0,True,False
100000000005181,52,29,1,28,False,52,True,False,28,True,False
100000000005233,26,29,1,28,False,26,True,False,28,True,False
100000000005259,28,30,1,29,False,28,True,False,29,True,False
100000000005287,2,1,1,0,True,2,True,False,0,True,False
100000000005289,40,28,1,27,False,40,True,False,27,True,False
100000000005329,12,27,1,26,False,12,True,False,26,True,False
100000000005341,50,26,1,25,False,50,True,False,25,True,False
100000000005391,12,27,1,26,False,12,True,False,26,True,False
100000000005403,124,27,1,26,False,124,True,False,26,True,False
100000000005527,20,31,1,30,False,20,True,False,30,True,False
100000000005547,6,2,1,1,False,6,True,False,1,True,False
100000000005553,6,1,1,0,True,6,True,False,0,True,False
100000000005559,52,30,1,29,False,52,True,False,29,True,False
