anchor_p,actual_offset,candidate_count,tested_count,emitted_offset,exact_match,false_emit,candidate_bound_miss
10000000019,14,273,4,14,True,False,False
10000000033,28,273,7,28,True,False,False
10000000061,8,273,3,8,True,False,False
10000000069,28,273,7,28,True,False,False
10000000097,6,273,2,6,True,False,False
10000000103,18,272,4,18,True,False,False
10000000121,20,273,6,20,True,False,False
10000000141,6,272,1,6,True,False,False
10000000147,60,273,16,60,True,False,False
10000000207,52,273,14,52,True,False,False
10000000259,18,273,5,18,True,False,False
10000000277,2,273,1,2,True,False,False
10000000279,40,273,10,40,True,False,False
10000000319,24,273,7,24,True,False,False
10000000343,48,272,12,48,True,False,False
10000000391,12,273,4,12,True,False,False
10000000403,66,272,17,66,True,False,False
10000000469,32,273,9,32,True,False,False
10000000501,36,272,9,36,True,False,False
10000000537,46,273,13,46,True,False,False
10000000583,6,272,1,6,True,False,False
10000000589,8,273,2,8,True,False,False
10000000597,4,273,1,4,True,False,False
10000000601,30,273,8,30,True,False,False
10000000631,12,273,4,12,True,False,False
10000000643,6,272,1,6,True,False,False
10000000649,18,273,5,18,True,False,False
10000000667,12,273,3,12,True,False,False
10000000679,32,273,9,32,True,False,False
10000000711,12,272,3,12,True,False,False
10000000723,18,273,5,18,True,False,False
10000000741,12,272,3,12,True,False,False
10000000753,40,273,11,40,True,False,False
10000000793,6,272,1,6,True,False,False
10000000799,8,273,2,8,True,False,False
10000000807,70,273,19,70,True,False,False
10000000877,6,273,2,6,True,False,False
10000000883,6,272,1,6,True,False,False
10000000889,60,273,16,60,True,False,False
10000000949,14,273,4,14,True,False,False
10000000963,28,273,7,28,True,False,False
10000000991,2,273,1,2,True,False,False
10000000993,6,273,2,6,True,False,False
10000000999,42,273,11,42,True,False,False
10000001041,6,272,1,6,True,False,False
10000001047,4,273,1,4,True,False,False
10000001051,6,273,2,6,True,False,False
10000001057,30,273,8,30,True,False,False
10000001087,14,273,4,14,True,False,False
10000001101,12,272,3,12,True,False,False
10000001113,4,273,1,4,True,False,False
10000001117,36,273,10,36,True,False,False
10000001153,6,272,1,6,True,False,False
10000001159,92,273,25,92,True,False,False
10000001251,120,272,32,120,True,False,False
10000001371,6,272,1,6,True,False,False
10000001377,6,273,2,6,True,False,False
10000001383,28,273,7,28,True,False,False
10000001411,8,273,3,8,True,False,False
10000001419,18,273,4,18,True,False,False
10000001437,4,273,1,4,True,False,False
10000001441,26,273,7,26,True,False,False
10000001467,4,273,1,4,True,False,False
10000001471,48,273,13,48,True,False,False
10000001519,14,273,4,14,True,False,False
10000001533,18,273,5,18,True,False,False
10000001551,42,272,11,42,True,False,False
10000001593,30,273,8,30,True,False,False
10000001623,28,273,7,28,True,False,False
10000001651,8,273,3,8,True,False,False
10000001659,18,273,4,18,True,False,False
10000001677,12,273,4,12,True,False,False
10000001689,18,273,4,18,True,False,False
10000001707,16,273,5,16,True,False,False
10000001723,20,272,5,20,True,False,False
10000001743,4,273,1,4,True,False,False
10000001747,50,273,13,50,True,False,False
10000001797,16,273,5,16,True,False,False
10000001813,48,272,12,48,True,False,False
10000001861,12,273,4,12,True,False,False
10000001873,26,272,7,26,True,False,False
10000001899,42,273,11,42,True,False,False
10000001941,18,272,5,18,True,False,False
10000001959,10,273,2,10,True,False,False
10000001969,20,273,6,20,True,False,False
10000001989,22,273,5,22,True,False,False
10000002011,26,273,7,26,True,False,False
10000002037,34,273,9,34,True,False,False
10000002071,42,273,12,42,True,False,False
10000002113,30,272,8,30,True,False,False
10000002143,120,272,32,120,True,False,False
10000002263,14,272,3,14,True,False,False
10000002277,46,273,13,46,True,False,False
10000002323,26,272,7,26,True,False,False
10000002349,54,273,14,54,True,False,False
10000002403,4,273,1,4,True,False,False
10000002407,44,273,12,44,True,False,False
10000002451,70,272,18,70,True,False,False
10000002521,6,273,2,6,True,False,False
10000002527,26,273,7,26,True,False,False
10000002553,10,273,3,10,True,False,False
10000002563,26,272,7,26,True,False,False
10000002589,52,273,13,52,True,False,False
10000002641,6,273,2,6,True,False,False
10000002647,6,273,2,6,True,False,False
10000002653,18,272,4,18,True,False,False
10000002671,26,273,7,26,True,False,False
10000002697,6,273,2,6,True,False,False
10000002703,4,273,1,4,True,False,False
10000002707,6,273,2,6,True,False,False
10000002713,24,272,6,24,True,False,False
10000002737,6,273,2,6,True,False,False
10000002743,14,272,3,14,True,False,False
10000002757,16,273,5,16,True,False,False
10000002773,8,272,2,8,True,False,False
10000002781,46,272,12,46,True,False,False
10000002827,24,273,6,24,True,False,False
10000002851,56,273,15,56,True,False,False
10000002907,24,273,7,24,True,False,False
10000002931,6,272,1,6,True,False,False
10000002937,4,273,1,4,True,False,False
10000002941,18,273,5,18,True,False,False
10000002959,8,273,2,8,True,False,False
10000002967,10,273,3,10,True,False,False
10000002977,6,273,2,6,True,False,False
10000002983,18,272,4,18,True,False,False
10000003001,2,273,1,2,True,False,False
10000003003,16,273,4,16,True,False,False
10000003019,2,273,1,2,True,False,False
10000003021,66,272,17,66,True,False,False
10000003087,12,273,4,12,True,False,False
10000003099,4,273,1,4,True,False,False
