anchor_p,actual_offset,candidate_count,tested_count,emitted_offset,exact_match,false_emit,candidate_bound_miss
10000003103,26,272,7,26,True,False,False
10000003129,12,273,3,12,True,False,False
10000003141,6,272,1,6,True,False,False
10000003147,24,273,7,24,True,False,False
10000003171,16,272,4,16,True,False,False
10000003187,12,273,3,12,True,False,False
10000003199,30,273,8,30,True,False,False
10000003229,2,273,1,2,True,False,False
10000003231,36,272,9,36,True,False,False
10000003267,22,273,6,22,True,False,False
10000003289,14,273,4,14,True,False,False
10000003303,34,273,9,34,True,False,False
10000003337,2,273,1,2,True,False,False
10000003339,30,273,8,30,True,False,False
10000003369,72,273,19,72,True,False,False
10000003441,10,272,2,10,True,False,False
10000003451,48,273,13,48,True,False,False
10000003499,24,273,7,24,True,False,False
10000003523,20,272,5,20,True,False,False
10000003543,4,273,1,4,True,False,False
10000003547,30,273,8,30,True,False,False
10000003577,36,273,10,36,True,False,False
10000003613,48,272,12,48,True,False,False
10000003661,6,273,2,6,True,False,False
10000003667,12,273,3,12,True,False,False
10000003679,18,273,5,18,True,False,False
10000003697,14,273,4,14,True,False,False
10000003711,12,272,3,12,True,False,False
10000003723,64,273,17,64,True,False,False
10000003787,20,273,5,20,True,False,False
10000003807,52,273,14,52,True,False,False
10000003859,72,273,19,72,True,False,False
10000003931,26,273,7,26,True,False,False
10000003957,76,273,21,76,True,False,False
10000004033,6,272,1,6,True,False,False
10000004039,32,273,9,32,True,False,False
10000004071,18,272,5,18,True,False,False
10000004089,28,273,7,28,True,False,False
10000004117,20,273,5,20,True,False,False
10000004137,16,273,5,16,True,False,False
10000004153,14,272,3,14,True,False,False
10000004167,6,273,2,6,True,False,False
10000004173,54,273,14,54,True,False,False
10000004227,10,273,3,10,True,False,False
10000004237,42,273,11,42,True,False,False
10000004279,18,273,5,18,True,False,False
10000004297,12,273,3,12,True,False,False
10000004309,42,273,11,42,True,False,False
10000004351,8,273,3,8,True,False,False
10000004359,48,273,12,48,True,False,False
10000004407,54,273,15,54,True,False,False
10000004461,16,272,4,16,True,False,False
10000004477,50,273,13,50,True,False,False
10000004527,30,273,8,30,True,False,False
10000004557,54,273,15,54,True,False,False
10000004611,22,272,6,22,True,False,False
10000004633,26,272,7,26,True,False,False
10000004659,28,273,7,28,True,False,False
10000004687,14,273,4,14,True,False,False
10000004701,12,272,3,12,True,False,False
10000004713,58,273,15,58,True,False,False
10000004771,26,273,7,26,True,False,False
10000004797,24,273,7,24,True,False,False
10000004821,6,272,1,6,True,False,False
10000004827,24,273,7,24,True,False,False
10000004851,6,272,1,6,True,False,False
10000004857,16,273,5,16,True,False,False
10000004873,18,272,4,18,True,False,False
10000004891,6,273,2,6,True,False,False
10000004897,54,273,14,54,True,False,False
10000004951,6,273,2,6,True,False,False
10000004957,182,273,49,182,True,False,False
10000005139,4,273,1,4,True,False,False
10000005143,18,272,4,18,True,False,False
10000005161,2,273,1,2,True,False,False
10000005163,46,273,12,46,True,False,False
10000005209,18,273,5,18,True,False,False
10000005227,56,273,15,56,True,False,False
10000005283,6,273,2,6,True,False,False
10000005289,58,273,15,58,True,False,False
10000005347,14,273,4,14,True,False,False
10000005361,10,272,2,10,True,False,False
10000005371,56,273,15,56,True,False,False
10000005427,40,273,11,40,True,False,False
10000005467,12,273,3,12,True,False,False
10000005479,8,273,2,8,True,False,False
10000005487,64,273,17,64,True,False,False
10000005551,2,273,1,2,True,False,False
10000005553,16,273,4,16,True,False,False
10000005569,14,273,4,14,True,False,False
10000005583,28,273,7,28,True,False,False
10000005611,18,273,5,18,True,False,False
10000005629,12,273,3,12,True,False,False
10000005641,20,273,6,20,True,False,False
10000005661,16,272,4,16,True,False,False
10000005677,26,273,7,26,True,False,False
10000005703,70,273,19,70,True,False,False
10000005773,36,272,9,36,True,False,False
10000005809,2,273,1,2,True,False,False
10000005811,28,272,7,28,True,False,False
10000005839,50,273,14,50,True,False,False
10000005889,48,273,12,48,True,False,False
10000005937,36,273,10,36,True,False,False
10000005973,96,273,26,96,True,False,False
10000006069,34,273,9,34,True,False,False
10000006103,14,272,3,14,True,False,False
10000006117,22,273,6,22,True,False,False
10000006139,12,273,3,12,True,False,False
10000006151,6,273,2,6,True,False,False
10000006157,30,273,8,30,True,False,False
10000006187,20,273,5,20,True,False,False
10000006207,60,273,16,60,True,False,False
10000006267,12,273,4,12,True,False,False
10000006279,4,273,1,4,True,False,False
10000006283,18,272,4,18,True,False,False
10000006301,6,273,2,6,True,False,False
10000006307,20,273,5,20,True,False,False
10000006327,22,273,6,22,True,False,False
10000006349,2,273,1,2,True,False,False
10000006351,60,272,16,60,True,False,False
10000006411,6,272,1,6,True,False,False
10000006417,16,273,5,16,True,False,False
10000006433,6,272,1,6,True,False,False
10000006439,14,273,4,14,True,False,False
