anchor_p,actual_offset,candidate_count,tested_count,emitted_offset,exact_match,false_emit,candidate_bound_miss
10000000000006207,6,273,2,6,True,False,False
10000000000006213,36,273,10,36,True,False,False
10000000000006249,18,273,4,18,True,False,False
10000000000006267,76,273,21,76,True,False,False
10000000000006343,6,272,1,6,True,False,False
10000000000006349,138,273,37,138,True,False,False
10000000000006487,66,273,18,66,True,False,False
10000000000006553,18,272,4,18,True,False,False
10000000000006571,2,273,1,2,True,False,False
10000000000006573,60,273,16,60,True,False,False
10000000000006633,16,273,4,16,True,False,False
10000000000006649,84,273,23,84,True,False,False
10000000000006733,6,272,1,6,True,False,False
10000000000006739,30,273,8,30,True,False,False
10000000000006769,54,273,15,54,True,False,False
10000000000006823,24,272,6,24,True,False,False
10000000000006847,110,273,29,110,True,False,False
10000000000006957,30,273,8,30,True,False,False
10000000000006987,10,273,3,10,True,False,False
10000000000006997,26,273,7,26,True,False,False
10000000000007023,90,273,24,90,True,False,False
10000000000007113,6,273,2,6,True,False,False
10000000000007119,60,273,16,60,True,False,False
10000000000007179,54,273,14,54,True,False,False
10000000000007233,10,273,3,10,True,False,False
10000000000007243,80,272,21,80,True,False,False
10000000000007323,34,273,9,34,True,False,False
10000000000007357,2,273,1,2,True,False,False
10000000000007359,4,273,1,4,True,False,False
10000000000007363,54,272,14,54,True,False,False
10000000000007417,14,273,4,14,True,False,False
10000000000007431,12,272,3,12,True,False,False
10000000000007443,40,273,11,40,True,False,False
10000000000007483,6,272,1,6,True,False,False
10000000000007489,30,273,8,30,True,False,False
10000000000007519,12,273,3,12,True,False,False
10000000000007531,48,273,13,48,True,False,False
10000000000007579,18,273,5,18,True,False,False
10000000000007597,66,273,18,66,True,False,False
10000000000007663,48,272,12,48,True,False,False
10000000000007711,38,273,11,38,True,False,False
10000000000007749,4,273,1,4,True,False,False
10000000000007753,24,272,6,24,True,False,False
10000000000007777,30,273,8,30,True,False,False
10000000000007807,6,273,2,6,True,False,False
10000000000007813,14,272,3,14,True,False,False
10000000000007827,34,273,9,34,True,False,False
10000000000007861,8,273,3,8,True,False,False
10000000000007869,124,273,33,124,True,False,False
10000000000007993,48,272,12,48,True,False,False
10000000000008041,2,273,1,2,True,False,False
10000000000008043,46,273,12,46,True,False,False
10000000000008089,8,273,2,8,True,False,False
10000000000008097,16,273,5,16,True,False,False
10000000000008113,14,272,3,14,True,False,False
10000000000008127,4,273,1,4,True,False,False
10000000000008131,50,273,14,50,True,False,False
10000000000008181,16,272,4,16,True,False,False
10000000000008197,54,273,14,54,True,False,False
10000000000008251,38,273,11,38,True,False,False
10000000000008289,34,273,9,34,True,False,False
10000000000008323,8,272,2,8,True,False,False
10000000000008331,48,272,13,48,True,False,False
10000000000008379,48,273,12,48,True,False,False
10000000000008427,16,273,5,16,True,False,False
10000000000008443,68,272,18,68,True,False,False
10000000000008511,30,272,8,30,True,False,False
10000000000008541,42,272,11,42,True,False,False
10000000000008583,34,273,9,34,True,False,False
10000000000008617,2,273,1,2,True,False,False
10000000000008619,12,273,3,12,True,False,False
10000000000008631,18,272,5,18,True,False,False
10000000000008649,42,273,11,42,True,False,False
10000000000008691,78,272,21,78,True,False,False
10000000000008769,4,273,1,4,True,False,False
10000000000008773,24,272,6,24,True,False,False
10000000000008797,80,273,21,80,True,False,False
10000000000008877,22,273,6,22,True,False,False
10000000000008899,18,273,5,18,True,False,False
10000000000008917,20,273,5,20,True,False,False
10000000000008937,10,273,3,10,True,False,False
10000000000008947,84,273,22,84,True,False,False
10000000000009031,18,273,5,18,True,False,False
10000000000009049,18,273,5,18,True,False,False
10000000000009067,72,273,19,72,True,False,False
10000000000009139,24,273,7,24,True,False,False
10000000000009163,20,272,5,20,True,False,False
10000000000009183,10,273,3,10,True,False,False
10000000000009193,30,272,8,30,True,False,False
10000000000009223,8,272,2,8,True,False,False
10000000000009231,78,272,21,78,True,False,False
10000000000009309,30,273,8,30,True,False,False
10000000000009339,52,273,13,52,True,False,False
10000000000009391,30,273,8,30,True,False,False
10000000000009421,108,273,29,108,True,False,False
