anchor_p,actual_offset,candidate_count,tested_count,emitted_offset,exact_match,false_emit,candidate_bound_miss
10000000000000061,8,273,3,8,True,False,False
10000000000000069,10,273,2,10,True,False,False
10000000000000079,20,273,6,20,True,False,False
10000000000000099,354,273,94,354,True,False,False
10000000000000453,28,273,7,28,True,False,False
10000000000000481,116,273,31,116,True,False,False
10000000000000597,16,273,5,16,True,False,False
10000000000000613,26,272,7,26,True,False,False
10000000000000639,30,273,8,30,True,False,False
10000000000000669,84,273,22,84,True,False,False
10000000000000753,40,273,11,40,True,False,False
10000000000000793,26,272,7,26,True,False,False
10000000000000819,42,273,11,42,True,False,False
10000000000000861,36,272,9,36,True,False,False
10000000000000897,12,273,4,12,True,False,False
10000000000000909,22,273,5,22,True,False,False
10000000000000931,18,273,5,18,True,False,False
10000000000000949,8,273,2,8,True,False,False
10000000000000957,34,273,9,34,True,False,False
10000000000000991,38,273,11,38,True,False,False
10000000000001029,72,273,19,72,True,False,False
10000000000001101,28,272,7,28,True,False,False
10000000000001129,110,273,30,110,True,False,False
10000000000001239,54,273,14,54,True,False,False
10000000000001293,18,273,5,18,True,False,False
10000000000001311,10,272,2,10,True,False,False
10000000000001321,56,273,15,56,True,False,False
10000000000001377,46,273,13,46,True,False,False
10000000000001423,54,272,14,54,True,False,False
10000000000001477,72,273,19,72,True,False,False
10000000000001549,2,273,1,2,True,False,False
10000000000001551,16,272,4,16,True,False,False
10000000000001567,90,273,24,90,True,False,False
10000000000001657,2,273,1,2,True,False,False
10000000000001659,60,273,16,60,True,False,False
10000000000001719,4,273,1,4,True,False,False
10000000000001723,8,272,2,8,True,False,False
10000000000001731,12,272,3,12,True,False,False
10000000000001743,4,273,1,4,True,False,False
10000000000001747,24,273,6,24,True,False,False
10000000000001771,18,273,5,18,True,False,False
10000000000001789,44,273,12,44,True,False,False
10000000000001833,40,273,11,40,True,False,False
10000000000001873,66,272,17,66,True,False,False
10000000000001939,74,273,20,74,True,False,False
10000000000002013,36,273,10,36,True,False,False
10000000000002049,4,273,1,4,True,False,False
10000000000002053,30,272,8,30,True,False,False
10000000000002083,54,272,14,54,True,False,False
10000000000002137,66,273,18,66,True,False,False
10000000000002203,66,272,17,66,True,False,False
10000000000002269,12,273,3,12,True,False,False
10000000000002281,78,273,21,78,True,False,False
10000000000002359,42,273,11,42,True,False,False
10000000000002401,72,273,20,72,True,False,False
10000000000002473,6,272,1,6,True,False,False
10000000000002479,38,273,10,38,True,False,False
10000000000002517,30,273,8,30,True,False,False
10000000000002547,22,273,6,22,True,False,False
10000000000002569,62,273,17,62,True,False,False
10000000000002631,12,272,3,12,True,False,False
10000000000002643,88,273,23,88,True,False,False
10000000000002731,38,273,11,38,True,False,False
10000000000002769,40,273,10,40,True,False,False
10000000000002809,14,273,4,14,True,False,False
10000000000002823,28,273,7,28,True,False,False
10000000000002851,26,273,7,26,True,False,False
10000000000002877,30,273,8,30,True,False,False
10000000000002907,24,273,7,24,True,False,False
10000000000002931,18,272,5,18,True,False,False
10000000000002949,4,273,1,4,True,False,False
10000000000002953,84,272,22,84,True,False,False
10000000000003037,12,273,3,12,True,False,False
10000000000003049,54,273,15,54,True,False,False
10000000000003103,114,272,30,114,True,False,False
10000000000003217,24,273,6,24,True,False,False
10000000000003241,26,273,7,26,True,False,False
10000000000003267,24,273,7,24,True,False,False
10000000000003291,76,272,20,76,True,False,False
10000000000003367,44,273,12,44,True,False,False
10000000000003411,6,272,1,6,True,False,False
10000000000003417,40,273,11,40,True,False,False
10000000000003457,2,273,1,2,True,False,False
10000000000003459,12,273,3,12,True,False,False
10000000000003471,28,272,7,28,True,False,False
10000000000003499,24,273,7,24,True,False,False
10000000000003523,20,272,5,20,True,False,False
10000000000003543,40,273,11,40,True,False,False
10000000000003583,36,272,9,36,True,False,False
10000000000003619,8,273,2,8,True,False,False
10000000000003627,6,273,2,6,True,False,False
10000000000003633,60,273,16,60,True,False,False
10000000000003693,18,273,5,18,True,False,False
10000000000003711,36,272,9,36,True,False,False
10000000000003747,16,273,5,16,True,False,False
10000000000003763,50,272,13,50,True,False,False
10000000000003813,48,273,13,48,True,False,False
10000000000003861,18,272,5,18,True,False,False
10000000000003879,24,273,6,24,True,False,False
10000000000003903,18,273,5,18,True,False,False
10000000000003921,70,272,18,70,True,False,False
10000000000003991,42,273,12,42,True,False,False
10000000000004033,56,272,15,56,True,False,False
10000000000004089,40,273,10,40,True,False,False
10000000000004129,24,273,7,24,True,False,False
10000000000004153,66,272,17,66,True,False,False
10000000000004219,140,273,38,140,True,False,False
10000000000004359,10,273,2,10,True,False,False
10000000000004369,62,273,17,62,True,False,False
10000000000004431,16,272,4,16,True,False,False
10000000000004447,26,273,7,26,True,False,False
10000000000004473,16,273,4,16,True,False,False
10000000000004489,14,273,4,14,True,False,False
10000000000004503,66,273,18,66,True,False,False
10000000000004569,10,273,2,10,True,False,False
10000000000004579,24,273,7,24,True,False,False
10000000000004603,24,272,6,24,True,False,False
10000000000004627,42,273,11,42,True,False,False
10000000000004669,12,273,3,12,True,False,False
10000000000004681,20,273,6,20,True,False,False
10000000000004701,16,272,4,16,True,False,False
10000000000004717,2,273,1,2,True,False,False
10000000000004719,124,273,33,124,True,False,False
10000000000004843,24,272,6,24,True,False,False
10000000000004867,20,273,5,20,True,False,False
10000000000004887,10,273,3,10,True,False,False
10000000000004897,50,273,13,50,True,False,False
10000000000004947,60,273,16,60,True,False,False
10000000000005007,16,273,5,16,True,False,False
10000000000005023,50,272,13,50,True,False,False
10000000000005073,4,273,1,4,True,False,False
10000000000005077,12,273,3,12,True,False,False
10000000000005089,62,273,17,62,True,False,False
10000000000005151,96,272,25,96,True,False,False
10000000000005247,42,273,12,42,True,False,False
10000000000005289,22,273,5,22,True,False,False
10000000000005311,2,273,1,2,True,False,False
10000000000005313,6,273,2,6,True,False,False
10000000000005319,24,273,6,24,True,False,False
10000000000005343,40,273,11,40,True,False,False
10000000000005383,86,272,23,86,True,False,False
10000000000005469,12,273,3,12,True,False,False
10000000000005481,48,272,13,48,True,False,False
10000000000005529,42,273,11,42,True,False,False
10000000000005571,40,272,10,40,True,False,False
10000000000005611,36,273,10,36,True,False,False
10000000000005647,20,273,5,20,True,False,False
10000000000005667,70,273,19,70,True,False,False
10000000000005737,24,273,6,24,True,False,False
10000000000005761,6,273,2,6,True,False,False
10000000000005767,92,273,25,92,True,False,False
10000000000005859,4,273,1,4,True,False,False
10000000000005863,116,272,31,116,True,False,False
10000000000005979,28,273,7,28,True,False,False
10000000000006007,26,273,7,26,True,False,False
10000000000006033,28,273,7,28,True,False,False
10000000000006061,90,273,24,90,True,False,False
10000000000006151,6,273,2,6,True,False,False
10000000000006157,36,273,10,36,True,False,False
10000000000006193,8,272,2,8,True,False,False
10000000000006201,6,272,1,6,True,False,False
