anchor_p,actual_offset,candidate_count,tested_count,emitted_offset,exact_match,false_emit,candidate_bound_miss
100000007,30,273,8,30,True,False,False
100000037,2,273,1,2,True,False,False
100000039,10,273,2,10,True,False,False
100000049,24,273,7,24,True,False,False
100000073,8,272,2,8,True,False,False
100000081,42,272,11,42,True,False,False
100000123,4,273,1,4,True,False,False
100000127,66,273,18,66,True,False,False
100000193,20,272,5,20,True,False,False
100000213,4,273,1,4,True,False,False
100000217,6,273,2,6,True,False,False
100000223,8,272,2,8,True,False,False
100000231,6,272,1,6,True,False,False
100000237,22,273,6,22,True,False,False
100000259,8,273,2,8,True,False,False
100000267,12,273,4,12,True,False,False
100000279,78,273,20,78,True,False,False
100000357,22,273,6,22,True,False,False
100000379,14,273,4,14,True,False,False
100000393,6,273,2,6,True,False,False
100000399,22,273,5,22,True,False,False
100000421,8,273,3,8,True,False,False
100000429,34,273,9,34,True,False,False
100000463,6,272,1,6,True,False,False
100000469,2,273,1,2,True,False,False
100000471,22,272,6,22,True,False,False
100000493,48,272,12,48,True,False,False
100000541,2,273,1,2,True,False,False
100000543,18,273,5,18,True,False,False
100000561,6,272,1,6,True,False,False
100000567,10,273,3,10,True,False,False
100000577,32,273,9,32,True,False,False
100000609,18,273,4,18,True,False,False
100000627,16,273,5,16,True,False,False
100000643,8,272,2,8,True,False,False
100000651,10,272,2,10,True,False,False
100000661,8,273,3,8,True,False,False
100000669,4,273,1,4,True,False,False
100000673,14,272,3,14,True,False,False
100000687,30,273,8,30,True,False,False
100000717,4,273,1,4,True,False,False
100000721,72,273,20,72,True,False,False
100000793,6,272,1,6,True,False,False
100000799,2,273,1,2,True,False,False
100000801,36,272,9,36,True,False,False
100000837,4,273,1,4,True,False,False
100000841,12,273,4,12,True,False,False
100000853,38,272,10,38,True,False,False
100000891,30,272,8,30,True,False,False
100000921,16,272,4,16,True,False,False
100000937,2,273,1,2,True,False,False
100000939,24,273,6,24,True,False,False
100000963,6,273,2,6,True,False,False
100000969,60,273,16,60,True,False,False
100001029,24,273,6,24,True,False,False
100001053,6,273,2,6,True,False,False
100001059,22,273,5,22,True,False,False
100001081,6,273,2,6,True,False,False
100001087,20,273,5,20,True,False,False
100001107,12,273,4,12,True,False,False
100001119,12,273,3,12,True,False,False
100001131,16,272,4,16,True,False,False
100001147,12,273,3,12,True,False,False
100001159,18,273,5,18,True,False,False
100001177,6,273,2,6,True,False,False
100001183,20,272,5,20,True,False,False
100001203,4,273,1,4,True,False,False
100001207,12,273,3,12,True,False,False
100001219,8,273,2,8,True,False,False
100001227,76,273,21,76,True,False,False
100001303,26,272,7,26,True,False,False
100001329,4,273,1,4,True,False,False
100001333,14,272,3,14,True,False,False
100001347,10,273,3,10,True,False,False
100001357,42,273,11,42,True,False,False
100001399,32,273,9,32,True,False,False
100001431,18,272,5,18,True,False,False
100001449,18,273,4,18,True,False,False
100001467,40,273,11,40,True,False,False
100001507,26,273,7,26,True,False,False
100001533,4,273,1,4,True,False,False
100001537,32,273,9,32,True,False,False
100001569,12,273,3,12,True,False,False
100001581,10,272,2,10,True,False,False
100001591,20,273,6,20,True,False,False
100001611,12,272,3,12,True,False,False
100001623,28,273,7,28,True,False,False
100001651,2,273,1,2,True,False,False
100001653,34,273,9,34,True,False,False
100001687,2,273,1,2,True,False,False
100001689,30,273,8,30,True,False,False
100001719,42,273,11,42,True,False,False
100001761,6,272,1,6,True,False,False
100001767,10,273,3,10,True,False,False
100001777,14,273,4,14,True,False,False
100001791,10,272,2,10,True,False,False
100001801,8,273,3,8,True,False,False
100001809,4,273,1,4,True,False,False
100001813,6,272,1,6,True,False,False
100001819,2,273,1,2,True,False,False
100001821,6,272,1,6,True,False,False
100001827,16,273,5,16,True,False,False
100001843,44,272,11,44,True,False,False
100001887,6,273,2,6,True,False,False
100001893,10,273,3,10,True,False,False
100001903,24,272,6,24,True,False,False
100001927,2,273,1,2,True,False,False
100001929,54,273,14,54,True,False,False
100001983,4,273,1,4,True,False,False
100001987,24,273,6,24,True,False,False
100002011,2,273,1,2,True,False,False
100002013,4,273,1,4,True,False,False
100002017,14,273,4,14,True,False,False
100002031,6,272,1,6,True,False,False
100002037,22,273,6,22,True,False,False
100002059,44,273,12,44,True,False,False
100002103,10,273,3,10,True,False,False
100002113,14,272,3,14,True,False,False
100002127,12,273,4,12,True,False,False
100002139,24,273,6,24,True,False,False
100002163,4,273,1,4,True,False,False
100002167,2,273,1,2,True,False,False
100002169,4,273,1,4,True,False,False
100002173,8,272,2,8,True,False,False
100002181,42,272,11,42,True,False,False
100002223,10,273,3,10,True,False,False
100002233,18,272,4,18,True,False,False
100002251,20,273,6,20,True,False,False
100002271,12,272,3,12,True,False,False
100002283,6,273,2,6,True,False,False
100002289,48,273,12,48,True,False,False
100002337,12,273,4,12,True,False,False
100002349,40,273,10,40,True,False,False
100002389,32,273,9,32,True,False,False
100002421,10,272,2,10,True,False,False
100002431,6,273,2,6,True,False,False
100002437,56,273,15,56,True,False,False
100002493,6,273,2,6,True,False,False
100002499,4,273,1,4,True,False,False
100002503,6,272,1,6,True,False,False
100002509,32,273,9,32,True,False,False
100002541,28,272,7,28,True,False,False
100002569,2,273,1,2,True,False,False
100002571,18,272,5,18,True,False,False
100002589,4,273,1,4,True,False,False
100002593,18,272,4,18,True,False,False
100002611,2,273,1,2,True,False,False
100002613,16,273,4,16,True,False,False
100002629,12,273,3,12,True,False,False
100002641,6,273,2,6,True,False,False
100002647,24,273,6,24,True,False,False
100002671,2,273,1,2,True,False,False
100002673,4,273,1,4,True,False,False
100002677,60,273,16,60,True,False,False
100002737,14,273,4,14,True,False,False
100002751,18,272,5,18,True,False,False
100002769,28,273,7,28,True,False,False
100002797,42,273,11,42,True,False,False
100002839,24,273,7,24,True,False,False
100002863,36,272,9,36,True,False,False
100002899,38,273,10,38,True,False,False
100002937,4,273,1,4,True,False,False
100002941,2,273,1,2,True,False,False
100002943,18,273,5,18,True,False,False
100002961,6,272,1,6,True,False,False
100002967,12,273,4,12,True,False,False
100002979,42,273,11,42,True,False,False
100003021,16,272,4,16,True,False,False
100003037,26,273,7,26,True,False,False
100003063,28,273,7,28,True,False,False
100003091,60,273,16,60,True,False,False
100003151,2,273,1,2,True,False,False
100003153,4,273,1,4,True,False,False
100003157,24,273,6,24,True,False,False
100003181,38,273,11,38,True,False,False
100003219,24,273,6,24,True,False,False
100003243,4,273,1,4,True,False,False
100003247,12,273,3,12,True,False,False
100003259,14,273,4,14,True,False,False
100003273,6,273,2,6,True,False,False
100003279,4,273,1,4,True,False,False
100003283,8,272,2,8,True,False,False
100003291,10,272,2,10,True,False,False
100003301,12,273,4,12,True,False,False
100003313,18,272,4,18,True,False,False
100003331,18,273,5,18,True,False,False
100003349,12,273,3,12,True,False,False
100003361,20,273,6,20,True,False,False
100003381,36,272,9,36,True,False,False
100003417,30,273,8,30,True,False,False
100003447,34,273,9,34,True,False,False
100003481,18,273,5,18,True,False,False
100003499,50,273,14,50,True,False,False
100003549,10,273,2,10,True,False,False
100003559,14,273,4,14,True,False,False
100003573,28,273,7,28,True,False,False
100003601,18,273,5,18,True,False,False
100003619,2,273,1,2,True,False,False
100003621,58,272,15,58,True,False,False
100003679,12,273,3,12,True,False,False
100003691,8,273,3,8,True,False,False
100003699,4,273,1,4,True,False,False
100003703,18,272,4,18,True,False,False
100003721,32,273,9,32,True,False,False
100003753,6,273,2,6,True,False,False
100003759,4,273,1,4,True,False,False
100003763,14,272,3,14,True,False,False
100003777,12,273,4,12,True,False,False
100003789,12,273,3,12,True,False,False
100003801,6,272,1,6,True,False,False
100003807,4,273,1,4,True,False,False
100003811,12,273,4,12,True,False,False
100003823,6,272,1,6,True,False,False
100003829,2,273,1,2,True,False,False
100003831,36,272,9,36,True,False,False
100003867,6,273,2,6,True,False,False
100003873,28,273,7,28,True,False,False
100003901,12,273,4,12,True,False,False
100003913,14,272,3,14,True,False,False
100003927,30,273,8,30,True,False,False
100003957,6,273,2,6,True,False,False
100003963,54,273,14,54,True,False,False
100004017,10,273,3,10,True,False,False
100004027,2,273,1,2,True,False,False
100004029,12,273,3,12,True,False,False
100004041,18,272,5,18,True,False,False
100004059,30,273,8,30,True,False,False
100004089,30,273,8,30,True,False,False
100004119,18,273,4,18,True,False,False
100004137,4,273,1,4,True,False,False
100004141,2,273,1,2,True,False,False
100004143,10,273,3,10,True,False,False
100004153,6,272,1,6,True,False,False
100004159,8,273,2,8,True,False,False
100004167,22,273,6,22,True,False,False
100004189,54,273,15,54,True,False,False
100004243,20,272,5,20,True,False,False
100004263,24,273,6,24,True,False,False
100004287,4,273,1,4,True,False,False
100004291,18,273,5,18,True,False,False
100004309,18,273,5,18,True,False,False
100004327,20,273,5,20,True,False,False
100004347,16,273,5,16,True,False,False
100004363,26,272,7,26,True,False,False
100004389,4,273,1,4,True,False,False
100004393,14,272,3,14,True,False,False
100004407,10,273,3,10,True,False,False
100004417,32,273,9,32,True,False,False
100004449,12,273,3,12,True,False,False
100004461,12,272,3,12,True,False,False
100004473,4,273,1,4,True,False,False
100004477,24,273,6,24,True,False,False
100004501,2,273,1,2,True,False,False
100004503,4,273,1,4,True,False,False
100004507,12,273,3,12,True,False,False
100004519,2,273,1,2,True,False,False
