scale,vector_mode,candidate_domain,anchor_p,seed_q0,true_q_for_audit_only,selected_q,selected_delta_from_true,selected_csr,min_tie_count,candidate_count,vector_length_used,failure_mode
1000000000000000,anchor_prefix_to_seed,visible_open_anchor_bound,999999999997573,999999999997577,999999999997613,999999999997613,0,1,4,5,4,correct
1000000000000000,anchor_prefix_to_seed,all_integer_seed_bound,999999999997573,999999999997577,999999999997613,999999999997578,-35,0,5,128,4,selected_too_early
1000000000000000,anchor_prefix_to_seed,visible_open_seed_bound,999999999997573,999999999997577,999999999997613,999999999997613,0,1,4,5,4,correct
1000000000000000,fixed_128_pre_shadow,all_integer_anchor_bound,999999999997517,999999999997543,999999999997573,999999999997603,30,8,3,102,128,selected_too_late
1000000000000000,fixed_128_pre_shadow,visible_open_anchor_bound,999999999997517,999999999997543,999999999997573,999999999997573,0,11,1,4,128,correct
1000000000000000,fixed_128_pre_shadow,all_integer_seed_bound,999999999997517,999999999997543,999999999997573,999999999997655,82,7,1,128,128,selected_too_late
1000000000000000,fixed_128_pre_shadow,visible_open_seed_bound,999999999997517,999999999997543,999999999997573,999999999997573,0,11,2,5,128,correct
1000000000000000,anchor_prefix_to_seed,all_integer_anchor_bound,999999999997517,999999999997543,999999999997573,999999999997544,-29,0,2,102,26,selected_too_early
1000000000000000,anchor_prefix_to_seed,visible_open_anchor_bound,999999999997517,999999999997543,999999999997573,999999999997613,40,1,1,4,26,selected_too_late
1000000000000000,anchor_prefix_to_seed,all_integer_seed_bound,999999999997517,999999999997543,999999999997573,999999999997544,-29,0,3,128,26,selected_too_early
1000000000000000,anchor_prefix_to_seed,visible_open_seed_bound,999999999997517,999999999997543,999999999997573,999999999997613,40,1,2,5,26,selected_too_late
1000000000000000,fixed_128_pre_shadow,all_integer_anchor_bound,999999999997337,999999999997367,999999999997463,999999999997397,-66,6,1,98,128,selected_too_early
1000000000000000,fixed_128_pre_shadow,visible_open_anchor_bound,999999999997337,999999999997367,999999999997463,999999999997463,0,7,1,5,128,correct
1000000000000000,fixed_128_pre_shadow,all_integer_seed_bound,999999999997337,999999999997367,999999999997463,999999999997397,-66,6,1,128,128,selected_too_early
1000000000000000,fixed_128_pre_shadow,visible_open_seed_bound,999999999997337,999999999997367,999999999997463,999999999997463,0,7,1,6,128,correct
1000000000000000,anchor_prefix_to_seed,all_integer_anchor_bound,999999999997337,999999999997367,999999999997463,999999999997368,-95,0,2,98,30,selected_too_early
1000000000000000,anchor_prefix_to_seed,visible_open_anchor_bound,999999999997337,999999999997367,999999999997463,999999999997441,-22,1,1,5,30,selected_too_early
1000000000000000,anchor_prefix_to_seed,all_integer_seed_bound,999999999997337,999999999997367,999999999997463,999999999997368,-95,0,2,128,30,selected_too_early
1000000000000000,anchor_prefix_to_seed,visible_open_seed_bound,999999999997337,999999999997367,999999999997463,999999999997441,-22,1,1,6,30,selected_too_early
1000000000000000,fixed_128_pre_shadow,all_integer_anchor_bound,999999999997307,999999999997321,999999999997337,999999999997351,14,4,1,114,128,selected_too_late
1000000000000000,fixed_128_pre_shadow,visible_open_anchor_bound,999999999997307,999999999997321,999999999997337,999999999997337,0,5,1,5,128,correct
1000000000000000,fixed_128_pre_shadow,all_integer_seed_bound,999999999997307,999999999997321,999999999997337,999999999997351,14,4,1,128,128,selected_too_late
1000000000000000,fixed_128_pre_shadow,visible_open_seed_bound,999999999997307,999999999997321,999999999997337,999999999997337,0,5,1,6,128,correct
1000000000000000,anchor_prefix_to_seed,all_integer_anchor_bound,999999999997307,999999999997321,999999999997337,999999999997322,-15,0,4,114,14,selected_too_early
1000000000000000,anchor_prefix_to_seed,visible_open_anchor_bound,999999999997307,999999999997321,999999999997337,999999999997337,0,1,2,5,14,correct
1000000000000000,anchor_prefix_to_seed,all_integer_seed_bound,999999999997307,999999999997321,999999999997337,999999999997322,-15,0,5,128,14,selected_too_early
1000000000000000,anchor_prefix_to_seed,visible_open_seed_bound,999999999997307,999999999997321,999999999997337,999999999997337,0,1,3,6,14,correct
1000000000000000,fixed_128_pre_shadow,all_integer_anchor_bound,999999999997099,999999999997121,999999999997153,999999999997205,52,8,1,106,128,selected_too_late
1000000000000000,fixed_128_pre_shadow,visible_open_anchor_bound,999999999997099,999999999997121,999999999997153,999999999997169,16,14,1,6,128,selected_too_late
1000000000000000,fixed_128_pre_shadow,all_integer_seed_bound,999999999997099,999999999997121,999999999997153,999999999997205,52,8,1,128,128,selected_too_late
1000000000000000,fixed_128_pre_shadow,visible_open_seed_bound,999999999997099,999999999997121,999999999997153,999999999997241,88,10,1,7,128,selected_too_late
1000000000000000,anchor_prefix_to_seed,all_integer_anchor_bound,999999999997099,999999999997121,999999999997153,999999999997122,-31,0,1,106,22,selected_too_early
1000000000000000,anchor_prefix_to_seed,visible_open_anchor_bound,999999999997099,999999999997121,999999999997153,999999999997127,-26,2,3,6,22,selected_too_early
1000000000000000,anchor_prefix_to_seed,all_integer_seed_bound,999999999997099,999999999997121,999999999997153,999999999997122,-31,0,2,128,22,selected_too_early
1000000000000000,anchor_prefix_to_seed,visible_open_seed_bound,999999999997099,999999999997121,999999999997153,999999999997241,88,1,1,7,22,selected_too_late
1000000000000000,fixed_128_pre_shadow,all_integer_anchor_bound,999999999997043,999999999997049,999999999997087,999999999997115,28,9,1,122,128,selected_too_late
1000000000000000,fixed_128_pre_shadow,visible_open_anchor_bound,999999999997043,999999999997049,999999999997087,999999999997133,46,11,2,9,128,selected_too_late
1000000000000000,fixed_128_pre_shadow,all_integer_seed_bound,999999999997043,999999999997049,999999999997087,999999999997115,28,9,1,128,128,selected_too_late
1000000000000000,fixed_128_pre_shadow,visible_open_seed_bound,999999999997043,999999999997049,999999999997087,999999999997133,46,11,2,9,128,selected_too_late
1000000000000000,anchor_prefix_to_seed,all_integer_anchor_bound,999999999997043,999999999997049,999999999997087,999999999997050,-37,0,9,122,6,selected_too_early
1000000000000000,anchor_prefix_to_seed,visible_open_anchor_bound,999999999997043,999999999997049,999999999997087,999999999997069,-18,1,6,9,6,selected_too_early
1000000000000000,anchor_prefix_to_seed,all_integer_seed_bound,999999999997043,999999999997049,999999999997087,999999999997050,-37,0,9,128,6,selected_too_early
1000000000000000,anchor_prefix_to_seed,visible_open_seed_bound,999999999997043,999999999997049,999999999997087,999999999997069,-18,1,6,9,6,selected_too_early
1000000000000000,fixed_128_pre_shadow,all_integer_anchor_bound,999999999997003,999999999997007,999999999997043,999999999997025,-18,7,1,124,128,selected_too_early
1000000000000000,fixed_128_pre_shadow,visible_open_anchor_bound,999999999997003,999999999997007,999999999997043,999999999997049,6,10,3,8,128,selected_too_late
1000000000000000,fixed_128_pre_shadow,all_integer_seed_bound,999999999997003,999999999997007,999999999997043,999999999997025,-18,7,1,128,128,selected_too_early
1000000000000000,fixed_128_pre_shadow,visible_open_seed_bound,999999999997003,999999999997007,999999999997043,999999999997049,6,10,3,9,128,selected_too_late
1000000000000000,anchor_prefix_to_seed,all_integer_anchor_bound,999999999997003,999999999997007,999999999997043,999999999997008,-35,0,9,124,4,selected_too_early
1000000000000000,anchor_prefix_to_seed,visible_open_anchor_bound,999999999997003,999999999997007,999999999997043,999999999997021,-22,1,8,8,4,selected_too_early
1000000000000000,anchor_prefix_to_seed,all_integer_seed_bound,999999999997003,999999999997007,999999999997043,999999999997008,-35,0,10,128,4,selected_too_early
1000000000000000,anchor_prefix_to_seed,visible_open_seed_bound,999999999997003,999999999997007,999999999997043,999999999997021,-22,1,9,9,4,selected_too_early
1000000000000000,fixed_128_pre_shadow,all_integer_anchor_bound,999999999996869,999999999996871,999999999996983,999999999996915,-68,6,2,126,128,selected_too_early
1000000000000000,fixed_128_pre_shadow,visible_open_anchor_bound,999999999996869,999999999996871,999999999996983,999999999996923,-60,7,1,4,128,selected_too_early
1000000000000000,fixed_128_pre_shadow,all_integer_seed_bound,999999999996869,999999999996871,999999999996983,999999999996915,-68,6,2,128,128,selected_too_early
1000000000000000,fixed_128_pre_shadow,visible_open_seed_bound,999999999996869,999999999996871,999999999996983,999999999996923,-60,7,1,4,128,selected_too_early
1000000000000000,anchor_prefix_to_seed,all_integer_anchor_bound,999999999996869,999999999996871,999999999996983,999999999996872,-111,0,5,126,2,selected_too_early
1000000000000000,anchor_prefix_to_seed,visible_open_anchor_bound,999999999996869,999999999996871,999999999996983,999999999996887,-96,1,4,4,2,selected_too_early
1000000000000000,anchor_prefix_to_seed,all_integer_seed_bound,999999999996869,999999999996871,999999999996983,999999999996872,-111,0,5,128,2,selected_too_early
1000000000000000,anchor_prefix_to_seed,visible_open_seed_bound,999999999996869,999999999996871,999999999996983,999999999996887,-96,1,4,4,2,selected_too_early
1000000000000000,fixed_128_pre_shadow,all_integer_anchor_bound,999999999996493,999999999996533,999999999996583,999999999996573,-10,7,1,88,128,selected_too_early
1000000000000000,fixed_128_pre_shadow,visible_open_anchor_bound,999999999996493,999999999996533,999999999996583,999999999996551,-32,9,1,6,128,selected_too_early
1000000000000000,fixed_128_pre_shadow,all_integer_seed_bound,999999999996493,999999999996533,999999999996583,999999999996573,-10,7,1,128,128,selected_too_early
1000000000000000,fixed_128_pre_shadow,visible_open_seed_bound,999999999996493,999999999996533,999999999996583,999999999996551,-32,9,1,9,128,selected_too_early
1000000000000000,anchor_prefix_to_seed,all_integer_anchor_bound,999999999996493,999999999996533,999999999996583,999999999996534,-49,0,1,88,40,selected_too_early
1000000000000000,anchor_prefix_to_seed,visible_open_anchor_bound,999999999996493,999999999996533,999999999996583,999999999996539,-44,2,1,6,40,selected_too_early
1000000000000000,anchor_prefix_to_seed,all_integer_seed_bound,999999999996493,999999999996533,999999999996583,999999999996534,-49,0,1,128,40,selected_too_early
1000000000000000,anchor_prefix_to_seed,visible_open_seed_bound,999999999996493,999999999996533,999999999996583,999999999996539,-44,2,1,9,40,selected_too_early
1000000000000000,fixed_128_pre_shadow,all_integer_anchor_bound,999999999996313,999999999996359,999999999996409,999999999996361,-48,9,6,82,128,selected_too_early
1000000000000000,fixed_128_pre_shadow,visible_open_anchor_bound,999999999996313,999999999996359,999999999996409,999999999996379,-30,9,1,5,128,selected_too_early
1000000000000000,fixed_128_pre_shadow,all_integer_seed_bound,999999999996313,999999999996359,999999999996409,999999999996445,36,7,1,128,128,selected_too_late
1000000000000000,fixed_128_pre_shadow,visible_open_seed_bound,999999999996313,999999999996359,999999999996409,999999999996379,-30,9,2,6,128,selected_too_early
1000000000000000,anchor_prefix_to_seed,all_integer_anchor_bound,999999999996313,999999999996359,999999999996409,999999999996360,-49,0,1,82,46,selected_too_early
1000000000000000,anchor_prefix_to_seed,visible_open_anchor_bound,999999999996313,999999999996359,999999999996409,999999999996379,-30,2,1,5,46,selected_too_early
1000000000000000,anchor_prefix_to_seed,all_integer_seed_bound,999999999996313,999999999996359,999999999996409,999999999996360,-49,0,1,128,46,selected_too_early
1000000000000000,anchor_prefix_to_seed,visible_open_seed_bound,999999999996313,999999999996359,999999999996409,999999999996379,-30,2,1,6,46,selected_too_early
1000000000000000,fixed_128_pre_shadow,all_integer_anchor_bound,999999999996293,999999999996307,999999999996311,999999999996325,14,6,2,114,128,selected_too_late
1000000000000000,fixed_128_pre_shadow,visible_open_anchor_bound,999999999996293,999999999996307,999999999996311,999999999996311,0,8,3,8,128,correct
1000000000000000,fixed_128_pre_shadow,all_integer_seed_bound,999999999996293,999999999996307,999999999996311,999999999996325,14,6,2,128,128,selected_too_late
1000000000000000,fixed_128_pre_shadow,visible_open_seed_bound,999999999996293,999999999996307,999999999996311,999999999996311,0,8,3,8,128,correct
1000000000000000,anchor_prefix_to_seed,all_integer_anchor_bound,999999999996293,999999999996307,999999999996311,999999999996308,-3,0,4,114,14,selected_too_early
1000000000000000,anchor_prefix_to_seed,visible_open_anchor_bound,999999999996293,999999999996307,999999999996311,999999999996359,48,1,3,8,14,selected_too_late
1000000000000000,anchor_prefix_to_seed,all_integer_seed_bound,999999999996293,999999999996307,999999999996311,999999999996308,-3,0,4,128,14,selected_too_early
1000000000000000,anchor_prefix_to_seed,visible_open_seed_bound,999999999996293,999999999996307,999999999996311,999999999996359,48,1,3,8,14,selected_too_late
1000000000000000,fixed_128_pre_shadow,all_integer_anchor_bound,999999999996181,999999999996199,999999999996253,999999999996259,6,8,2,110,128,selected_too_late
1000000000000000,fixed_128_pre_shadow,visible_open_anchor_bound,999999999996181,999999999996199,999999999996253,999999999996307,54,11,1,3,128,selected_too_late
1000000000000000,fixed_128_pre_shadow,all_integer_seed_bound,999999999996181,999999999996199,999999999996253,999999999996259,6,8,2,128,128,selected_too_late
1000000000000000,fixed_128_pre_shadow,visible_open_seed_bound,999999999996181,999999999996199,999999999996253,999999999996307,54,11,2,5,128,selected_too_late
1000000000000000,anchor_prefix_to_seed,all_integer_anchor_bound,999999999996181,999999999996199,999999999996253,999999999996200,-53,0,3,110,18,selected_too_early
1000000000000000,anchor_prefix_to_seed,visible_open_anchor_bound,999999999996181,999999999996199,999999999996253,999999999996253,0,1,2,3,18,correct
1000000000000000,anchor_prefix_to_seed,all_integer_seed_bound,999999999996181,999999999996199,999999999996253,999999999996200,-53,0,3,128,18,selected_too_early
1000000000000000,anchor_prefix_to_seed,visible_open_seed_bound,999999999996181,999999999996199,999999999996253,999999999996253,0,1,2,5,18,correct
1000000000000000,fixed_128_pre_shadow,all_integer_anchor_bound,999999999996149,999999999996161,999999999996181,999999999996221,40,7,1,116,128,selected_too_late
1000000000000000,fixed_128_pre_shadow,visible_open_anchor_bound,999999999996149,999999999996161,999999999996181,999999999996253,72,12,1,3,128,selected_too_late
1000000000000000,fixed_128_pre_shadow,all_integer_seed_bound,999999999996149,999999999996161,999999999996181,999999999996221,40,7,1,128,128,selected_too_late
1000000000000000,fixed_128_pre_shadow,visible_open_seed_bound,999999999996149,999999999996161,999999999996181,999999999996253,72,12,1,3,128,selected_too_late
1000000000000000,anchor_prefix_to_seed,all_integer_anchor_bound,999999999996149,999999999996161,999999999996181,999999999996162,-19,0,4,116,12,selected_too_early
1000000000000000,anchor_prefix_to_seed,visible_open_anchor_bound,999999999996149,999999999996161,999999999996181,999999999996181,0,1,3,3,12,correct
1000000000000000,anchor_prefix_to_seed,all_integer_seed_bound,999999999996149,999999999996161,999999999996181,999999999996162,-19,0,4,128,12,selected_too_early
1000000000000000,anchor_prefix_to_seed,visible_open_seed_bound,999999999996149,999999999996161,999999999996181,999999999996181,0,1,3,3,12,correct
1000000000000000,fixed_128_pre_shadow,all_integer_anchor_bound,999999999996083,999999999996089,999999999996149,999999999996119,-30,7,2,122,128,selected_too_early
1000000000000000,fixed_128_pre_shadow,visible_open_anchor_bound,999999999996083,999999999996089,999999999996149,999999999996091,-58,9,4,8,128,selected_too_early
1000000000000000,fixed_128_pre_shadow,all_integer_seed_bound,999999999996083,999999999996089,999999999996149,999999999996119,-30,7,2,128,128,selected_too_early
1000000000000000,fixed_128_pre_shadow,visible_open_seed_bound,999999999996083,999999999996089,999999999996149,999999999996091,-58,9,4,8,128,selected_too_early
1000000000000000,anchor_prefix_to_seed,all_integer_anchor_bound,999999999996083,999999999996089,999999999996149,999999999996090,-59,0,7,122,6,selected_too_early
1000000000000000,anchor_prefix_to_seed,visible_open_anchor_bound,999999999996083,999999999996089,999999999996149,999999999996121,-28,1,5,8,6,selected_too_early
1000000000000000,anchor_prefix_to_seed,all_integer_seed_bound,999999999996083,999999999996089,999999999996149,999999999996090,-59,0,7,128,6,selected_too_early
1000000000000000,anchor_prefix_to_seed,visible_open_seed_bound,999999999996083,999999999996089,999999999996149,999999999996121,-28,1,5,8,6,selected_too_early
1000000000000000,fixed_128_pre_shadow,all_integer_anchor_bound,999999999995879,999999999995897,999999999995911,999999999996003,92,8,1,110,128,selected_too_late
1000000000000000,fixed_128_pre_shadow,visible_open_anchor_bound,999999999995879,999999999995897,999999999995911,999999999996007,96,10,1,5,128,selected_too_late
1000000000000000,fixed_128_pre_shadow,all_integer_seed_bound,999999999995879,999999999995897,999999999995911,999999999996003,92,8,3,128,128,selected_too_late
1000000000000000,fixed_128_pre_shadow,visible_open_seed_bound,999999999995879,999999999995897,999999999995911,999999999996007,96,10,1,5,128,selected_too_late
1000000000000000,anchor_prefix_to_seed,all_integer_anchor_bound,999999999995879,999999999995897,999999999995911,999999999995898,-13,0,2,110,18,selected_too_early
1000000000000000,anchor_prefix_to_seed,visible_open_anchor_bound,999999999995879,999999999995897,999999999995911,999999999995977,66,1,2,5,18,selected_too_late
1000000000000000,anchor_prefix_to_seed,all_integer_seed_bound,999999999995879,999999999995897,999999999995911,999999999995898,-13,0,3,128,18,selected_too_early
1000000000000000,anchor_prefix_to_seed,visible_open_seed_bound,999999999995879,999999999995897,999999999995911,999999999995977,66,1,2,5,18,selected_too_late
1000000000000000,fixed_128_pre_shadow,all_integer_anchor_bound,999999999995851,999999999995861,999999999995879,999999999995871,-8,9,5,118,128,selected_too_early
1000000000000000,fixed_128_pre_shadow,visible_open_anchor_bound,999999999995851,999999999995861,999999999995879,999999999995879,0,10,2,6,128,correct
1000000000000000,fixed_128_pre_shadow,all_integer_seed_bound,999999999995851,999999999995861,999999999995879,999999999995871,-8,9,7,128,128,selected_too_early
1000000000000000,fixed_128_pre_shadow,visible_open_seed_bound,999999999995851,999999999995861,999999999995879,999999999995879,0,10,2,6,128,correct
1000000000000000,anchor_prefix_to_seed,all_integer_anchor_bound,999999999995851,999999999995861,999999999995879,999999999995862,-17,0,4,118,10,selected_too_early
1000000000000000,anchor_prefix_to_seed,visible_open_anchor_bound,999999999995851,999999999995861,999999999995879,999999999995879,0,1,3,6,10,correct
1000000000000000,anchor_prefix_to_seed,all_integer_seed_bound,999999999995851,999999999995861,999999999995879,999999999995862,-17,0,4,128,10,selected_too_early
1000000000000000,anchor_prefix_to_seed,visible_open_seed_bound,999999999995851,999999999995861,999999999995879,999999999995879,0,1,3,6,10,correct
1000000000000000,fixed_128_pre_shadow,all_integer_anchor_bound,999999999995743,999999999995761,999999999995797,999999999995779,-18,7,4,110,128,selected_too_early
1000000000000000,fixed_128_pre_shadow,visible_open_anchor_bound,999999999995743,999999999995761,999999999995797,999999999995791,-6,8,1,5,128,selected_too_early
1000000000000000,fixed_128_pre_shadow,all_integer_seed_bound,999999999995743,999999999995761,999999999995797,999999999995779,-18,7,4,128,128,selected_too_early
1000000000000000,fixed_128_pre_shadow,visible_open_seed_bound,999999999995743,999999999995761,999999999995797,999999999995791,-6,8,1,6,128,selected_too_early
1000000000000000,anchor_prefix_to_seed,all_integer_anchor_bound,999999999995743,999999999995761,999999999995797,999999999995762,-35,0,3,110,18,selected_too_early
1000000000000000,anchor_prefix_to_seed,visible_open_anchor_bound,999999999995743,999999999995761,999999999995797,999999999995791,-6,1,2,5,18,selected_too_early
1000000000000000,anchor_prefix_to_seed,all_integer_seed_bound,999999999995743,999999999995761,999999999995797,999999999995762,-35,0,4,128,18,selected_too_early
1000000000000000,anchor_prefix_to_seed,visible_open_seed_bound,999999999995743,999999999995761,999999999995797,999999999995791,-6,1,2,6,18,selected_too_early
1000000000000000,fixed_128_pre_shadow,all_integer_anchor_bound,999999999995629,999999999995651,999999999995669,999999999995681,12,12,1,106,128,selected_too_late
1000000000000000,fixed_128_pre_shadow,visible_open_anchor_bound,999999999995629,999999999995651,999999999995669,999999999995743,74,17,1,4,128,selected_too_late
1000000000000000,fixed_128_pre_shadow,all_integer_seed_bound,999999999995629,999999999995651,999999999995669,999999999995681,12,12,2,128,128,selected_too_late
1000000000000000,fixed_128_pre_shadow,visible_open_seed_bound,999999999995629,999999999995651,999999999995669,999999999995743,74,17,2,5,128,selected_too_late
1000000000000000,anchor_prefix_to_seed,all_integer_anchor_bound,999999999995629,999999999995651,999999999995669,999999999995652,-17,0,3,106,22,selected_too_early
1000000000000000,anchor_prefix_to_seed,visible_open_anchor_bound,999999999995629,999999999995651,999999999995669,999999999995693,24,1,2,4,22,selected_too_late
1000000000000000,anchor_prefix_to_seed,all_integer_seed_bound,999999999995629,999999999995651,999999999995669,999999999995652,-17,0,3,128,22,selected_too_early
1000000000000000,anchor_prefix_to_seed,visible_open_seed_bound,999999999995629,999999999995651,999999999995669,999999999995693,24,1,2,5,22,selected_too_late
1000000000000000,fixed_128_pre_shadow,all_integer_anchor_bound,999999999995587,999999999995593,999999999995627,999999999995623,-4,10,1,122,128,selected_too_early
1000000000000000,fixed_128_pre_shadow,visible_open_anchor_bound,999999999995587,999999999995593,999999999995627,999999999995599,-28,13,1,7,128,selected_too_early
1000000000000000,fixed_128_pre_shadow,all_integer_seed_bound,999999999995587,999999999995593,999999999995627,999999999995623,-4,10,1,128,128,selected_too_early
1000000000000000,fixed_128_pre_shadow,visible_open_seed_bound,999999999995587,999999999995593,999999999995627,999999999995599,-28,13,1,7,128,selected_too_early
1000000000000000,anchor_prefix_to_seed,all_integer_anchor_bound,999999999995587,999999999995593,999999999995627,999999999995594,-33,0,7,122,6,selected_too_early
1000000000000000,anchor_prefix_to_seed,visible_open_anchor_bound,999999999995587,999999999995593,999999999995627,999999999995617,-10,1,5,7,6,selected_too_early
1000000000000000,anchor_prefix_to_seed,all_integer_seed_bound,999999999995587,999999999995593,999999999995627,999999999995594,-33,0,7,128,6,selected_too_early
1000000000000000,anchor_prefix_to_seed,visible_open_seed_bound,999999999995587,999999999995593,999999999995627,999999999995617,-10,1,5,7,6,selected_too_early
1000000000000000,fixed_128_pre_shadow,all_integer_anchor_bound,999999999995539,999999999995543,999999999995567,999999999995621,54,10,1,124,128,selected_too_late
1000000000000000,fixed_128_pre_shadow,visible_open_anchor_bound,999999999995539,999999999995543,999999999995567,999999999995599,32,13,1,9,128,selected_too_late
1000000000000000,fixed_128_pre_shadow,all_integer_seed_bound,999999999995539,999999999995543,999999999995567,999999999995621,54,10,1,128,128,selected_too_late
1000000000000000,fixed_128_pre_shadow,visible_open_seed_bound,999999999995539,999999999995543,999999999995567,999999999995599,32,13,1,10,128,selected_too_late
1000000000000000,anchor_prefix_to_seed,all_integer_anchor_bound,999999999995539,999999999995543,999999999995567,999999999995544,-23,0,8,124,4,selected_too_early
1000000000000000,anchor_prefix_to_seed,visible_open_anchor_bound,999999999995539,999999999995543,999999999995567,999999999995567,0,1,7,9,4,correct
1000000000000000,anchor_prefix_to_seed,all_integer_seed_bound,999999999995539,999999999995543,999999999995567,999999999995544,-23,0,9,128,4,selected_too_early
1000000000000000,anchor_prefix_to_seed,visible_open_seed_bound,999999999995539,999999999995543,999999999995567,999999999995567,0,1,8,10,4,correct
1000000000000000,fixed_128_pre_shadow,all_integer_anchor_bound,999999999995471,999999999995509,999999999995539,999999999995587,48,8,1,90,128,selected_too_late
1000000000000000,fixed_128_pre_shadow,visible_open_anchor_bound,999999999995471,999999999995509,999999999995539,999999999995587,48,8,1,9,128,selected_too_late
1000000000000000,fixed_128_pre_shadow,all_integer_seed_bound,999999999995471,999999999995509,999999999995539,999999999995587,48,8,1,128,128,selected_too_late
1000000000000000,fixed_128_pre_shadow,visible_open_seed_bound,999999999995471,999999999995509,999999999995539,999999999995587,48,8,1,12,128,selected_too_late
1000000000000000,anchor_prefix_to_seed,all_integer_anchor_bound,999999999995471,999999999995509,999999999995539,999999999995510,-29,0,1,90,38,selected_too_early
1000000000000000,anchor_prefix_to_seed,visible_open_anchor_bound,999999999995471,999999999995509,999999999995539,999999999995531,-8,2,1,9,38,selected_too_early
1000000000000000,anchor_prefix_to_seed,all_integer_seed_bound,999999999995471,999999999995509,999999999995539,999999999995510,-29,0,1,128,38,selected_too_early
1000000000000000,anchor_prefix_to_seed,visible_open_seed_bound,999999999995471,999999999995509,999999999995539,999999999995531,-8,2,1,12,38,selected_too_early
1000000000000000,fixed_128_pre_shadow,all_integer_anchor_bound,999999999995453,999999999995461,999999999995471,999999999995539,68,10,1,120,128,selected_too_late
1000000000000000,fixed_128_pre_shadow,visible_open_anchor_bound,999999999995453,999999999995461,999999999995471,999999999995539,68,10,1,8,128,selected_too_late
1000000000000000,fixed_128_pre_shadow,all_integer_seed_bound,999999999995453,999999999995461,999999999995471,999999999995539,68,10,1,128,128,selected_too_late
1000000000000000,fixed_128_pre_shadow,visible_open_seed_bound,999999999995453,999999999995461,999999999995471,999999999995539,68,10,1,9,128,selected_too_late
1000000000000000,anchor_prefix_to_seed,all_integer_anchor_bound,999999999995453,999999999995461,999999999995471,999999999995462,-9,0,5,120,8,selected_too_early
1000000000000000,anchor_prefix_to_seed,visible_open_anchor_bound,999999999995453,999999999995461,999999999995471,999999999995471,0,1,4,8,8,correct
1000000000000000,anchor_prefix_to_seed,all_integer_seed_bound,999999999995453,999999999995461,999999999995471,999999999995462,-9,0,6,128,8,selected_too_early
1000000000000000,anchor_prefix_to_seed,visible_open_seed_bound,999999999995453,999999999995461,999999999995471,999999999995471,0,1,5,9,8,correct
1000000000000000,fixed_128_pre_shadow,all_integer_anchor_bound,999999999995393,999999999995431,999999999995453,999999999995491,38,10,1,90,128,selected_too_late
1000000000000000,fixed_128_pre_shadow,visible_open_anchor_bound,999999999995393,999999999995431,999999999995453,999999999995509,56,14,1,5,128,selected_too_late
1000000000000000,fixed_128_pre_shadow,all_integer_seed_bound,999999999995393,999999999995431,999999999995453,999999999995491,38,10,1,128,128,selected_too_late
1000000000000000,fixed_128_pre_shadow,visible_open_seed_bound,999999999995393,999999999995431,999999999995453,999999999995531,78,13,1,9,128,selected_too_late
1000000000000000,anchor_prefix_to_seed,all_integer_anchor_bound,999999999995393,999999999995431,999999999995453,999999999995432,-21,0,2,90,38,selected_too_early
1000000000000000,anchor_prefix_to_seed,visible_open_anchor_bound,999999999995393,999999999995431,999999999995453,999999999995443,-10,2,2,5,38,selected_too_early
1000000000000000,anchor_prefix_to_seed,all_integer_seed_bound,999999999995393,999999999995431,999999999995453,999999999995432,-21,0,2,128,38,selected_too_early
1000000000000000,anchor_prefix_to_seed,visible_open_seed_bound,999999999995393,999999999995431,999999999995453,999999999995443,-10,2,3,9,38,selected_too_early
1000000000000000,fixed_128_pre_shadow,all_integer_anchor_bound,999999999995371,999999999995389,999999999995393,999999999995431,38,11,1,110,128,selected_too_late
1000000000000000,fixed_128_pre_shadow,visible_open_anchor_bound,999999999995371,999999999995389,999999999995393,999999999995431,38,11,1,6,128,selected_too_late
1000000000000000,fixed_128_pre_shadow,all_integer_seed_bound,999999999995371,999999999995389,999999999995393,999999999995431,38,11,1,128,128,selected_too_late
1000000000000000,fixed_128_pre_shadow,visible_open_seed_bound,999999999995371,999999999995389,999999999995393,999999999995431,38,11,1,7,128,selected_too_late
1000000000000000,anchor_prefix_to_seed,all_integer_anchor_bound,999999999995371,999999999995389,999999999995393,999999999995390,-3,0,2,110,18,selected_too_early
1000000000000000,anchor_prefix_to_seed,visible_open_anchor_bound,999999999995371,999999999995389,999999999995393,999999999995431,38,1,1,6,18,selected_too_late
1000000000000000,anchor_prefix_to_seed,all_integer_seed_bound,999999999995371,999999999995389,999999999995393,999999999995390,-3,0,3,128,18,selected_too_early
1000000000000000,anchor_prefix_to_seed,visible_open_seed_bound,999999999995371,999999999995389,999999999995393,999999999995431,38,1,2,7,18,selected_too_late
1000000000000000,fixed_128_pre_shadow,all_integer_anchor_bound,999999999995357,999999999995369,999999999995371,999999999995411,40,9,1,116,128,selected_too_late
1000000000000000,fixed_128_pre_shadow,visible_open_anchor_bound,999999999995357,999999999995369,999999999995371,999999999995431,60,11,1,8,128,selected_too_late
1000000000000000,fixed_128_pre_shadow,all_integer_seed_bound,999999999995357,999999999995369,999999999995371,999999999995411,40,9,1,128,128,selected_too_late
1000000000000000,fixed_128_pre_shadow,visible_open_seed_bound,999999999995357,999999999995369,999999999995371,999999999995431,60,11,1,8,128,selected_too_late
