anchor_p,actual_offset,active_count,resolved_count,unresolved_count,old_unique_match,reset_emitted_offset,reset_exact_match,reset_false_emit,tail_after_reset_count,all_unresolved_after_reset,candidate_bound_miss
10000000000000061,8,1,1,0,True,8,True,False,0,True,False
10000000000000069,10,19,1,18,False,10,True,False,18,True,False
10000000000000079,20,19,1,18,False,20,True,False,18,True,False
10000000000000099,354,18,1,17,False,354,True,False,17,True,False
10000000000000453,28,25,1,24,False,28,True,False,24,True,False
10000000000000481,116,24,1,23,False,116,True,False,23,True,False
10000000000000597,16,26,1,25,False,16,True,False,25,True,False
10000000000000613,26,25,1,24,False,26,True,False,24,True,False
10000000000000639,30,26,1,25,False,30,True,False,25,True,False
10000000000000669,84,25,1,24,False,84,True,False,24,True,False
10000000000000753,40,30,1,29,False,40,True,False,29,True,False
10000000000000793,26,1,1,0,True,26,True,False,0,True,False
10000000000000819,42,30,1,29,False,42,True,False,29,True,False
10000000000000861,36,30,1,29,False,36,True,False,29,True,False
10000000000000897,12,2,1,1,False,12,True,False,1,True,False
10000000000000909,22,1,1,0,True,22,True,False,0,True,False
10000000000000931,18,28,1,27,False,18,True,False,27,True,False
10000000000000949,8,1,1,0,True,8,True,False,0,True,False
10000000000000957,34,26,1,25,False,34,True,False,25,True,False
10000000000000991,38,26,1,25,False,38,True,False,25,True,False
10000000000001029,72,27,1,26,False,72,True,False,26,True,False
10000000000001101,28,27,1,26,False,28,True,False,26,True,False
10000000000001129,110,27,1,26,False,110,True,False,26,True,False
10000000000001239,54,27,1,26,False,54,True,False,26,True,False
10000000000001293,18,28,1,27,False,18,True,False,27,True,False
10000000000001311,10,27,1,26,False,10,True,False,26,True,False
10000000000001321,56,26,1,25,False,56,True,False,25,True,False
10000000000001377,46,27,1,26,False,46,True,False,26,True,False
10000000000001423,54,26,1,25,False,54,True,False,25,True,False
10000000000001477,72,27,1,26,False,72,True,False,26,True,False
10000000000001549,2,1,1,0,True,2,True,False,0,True,False
10000000000001551,16,28,1,27,False,16,True,False,27,True,False
10000000000001567,90,27,1,26,False,90,True,False,26,True,False
10000000000001657,2,1,1,0,True,2,True,False,0,True,False
10000000000001659,60,27,1,26,False,60,True,False,26,True,False
10000000000001719,4,2,1,1,False,4,True,False,1,True,False
10000000000001723,8,1,1,0,True,8,True,False,0,True,False
10000000000001731,12,25,1,24,False,12,True,False,24,True,False
10000000000001743,4,1,1,0,True,4,True,False,0,True,False
10000000000001747,24,24,1,23,False,24,True,False,23,True,False
10000000000001771,18,23,1,22,False,18,True,False,22,True,False
10000000000001789,44,23,1,22,False,44,True,False,22,True,False
10000000000001833,40,24,1,23,False,40,True,False,23,True,False
10000000000001873,66,24,1,23,False,66,True,False,23,True,False
10000000000001939,74,27,1,26,False,74,True,False,26,True,False
10000000000002013,36,27,1,26,False,36,True,False,26,True,False
10000000000002049,4,1,1,0,True,4,True,False,0,True,False
10000000000002053,30,26,1,25,False,30,True,False,25,True,False
10000000000002083,54,26,1,25,False,54,True,False,25,True,False
10000000000002137,66,25,1,24,False,66,True,False,24,True,False
10000000000002203,66,25,1,24,False,66,True,False,24,True,False
10000000000002269,12,27,1,26,False,12,True,False,26,True,False
10000000000002281,78,26,1,25,False,78,True,False,25,True,False
10000000000002359,42,26,1,25,False,42,True,False,25,True,False
10000000000002401,72,27,1,26,False,72,True,False,26,True,False
10000000000002473,6,1,1,0,True,6,True,False,0,True,False
10000000000002479,38,29,1,28,False,38,True,False,28,True,False
10000000000002517,30,29,1,28,False,30,True,False,28,True,False
10000000000002547,22,29,1,28,False,22,True,False,28,True,False
10000000000002569,62,29,1,28,False,62,True,False,28,True,False
10000000000002631,12,31,1,30,False,12,True,False,30,True,False
10000000000002643,88,30,1,29,False,88,True,False,29,True,False
10000000000002731,38,32,1,31,False,38,True,False,31,True,False
10000000000002769,40,32,1,31,False,40,True,False,31,True,False
10000000000002809,14,32,1,31,False,14,True,False,31,True,False
10000000000002823,28,31,1,30,False,28,True,False,30,True,False
10000000000002851,26,31,1,30,False,26,True,False,30,True,False
10000000000002877,30,31,1,30,False,30,True,False,30,True,False
10000000000002907,24,32,1,31,False,24,True,False,31,True,False
10000000000002931,18,31,1,30,False,18,True,False,30,True,False
10000000000002949,4,1,1,0,True,4,True,False,0,True,False
10000000000002953,84,29,1,28,False,84,True,False,28,True,False
10000000000003037,12,30,1,29,False,12,True,False,29,True,False
10000000000003049,54,29,1,28,False,54,True,False,28,True,False
10000000000003103,114,29,1,28,False,114,True,False,28,True,False
10000000000003217,24,31,1,30,False,24,True,False,30,True,False
10000000000003241,26,30,1,29,False,26,True,False,29,True,False
10000000000003267,24,29,1,28,False,24,True,False,28,True,False
10000000000003291,76,28,1,27,False,76,True,False,27,True,False
10000000000003367,44,29,1,28,False,44,True,False,28,True,False
10000000000003411,6,29,1,28,False,6,True,False,28,True,False
10000000000003417,40,28,1,27,False,40,True,False,27,True,False
10000000000003457,2,1,1,0,True,2,True,False,0,True,False
10000000000003459,12,28,1,27,False,12,True,False,27,True,False
10000000000003471,28,28,1,27,False,28,True,False,27,True,False
10000000000003499,24,28,1,27,False,24,True,False,27,True,False
10000000000003523,20,1,1,0,True,20,True,False,0,True,False
10000000000003543,40,26,1,25,False,40,True,False,25,True,False
10000000000003583,36,28,1,27,False,36,True,False,27,True,False
10000000000003619,8,28,1,27,False,8,True,False,27,True,False
10000000000003627,6,27,1,26,False,6,True,False,26,True,False
10000000000003633,60,26,1,25,False,60,True,False,25,True,False
10000000000003693,18,29,1,28,False,18,True,False,28,True,False
10000000000003711,36,29,1,28,False,36,True,False,28,True,False
10000000000003747,16,28,1,27,False,16,True,False,27,True,False
10000000000003763,50,27,1,26,False,50,True,False,26,True,False
10000000000003813,48,26,1,25,False,48,True,False,25,True,False
10000000000003861,18,27,1,26,False,18,True,False,26,True,False
10000000000003879,24,28,1,27,False,24,True,False,27,True,False
10000000000003903,18,27,1,26,False,18,True,False,26,True,False
10000000000003921,70,26,1,25,False,70,True,False,25,True,False
10000000000003991,42,27,1,26,False,42,True,False,26,True,False
10000000000004033,56,27,1,26,False,56,True,False,26,True,False
10000000000004089,40,29,1,28,False,40,True,False,28,True,False
10000000000004129,24,29,1,28,False,24,True,False,28,True,False
10000000000004153,66,28,1,27,False,66,True,False,27,True,False
10000000000004219,140,27,1,26,False,140,True,False,26,True,False
10000000000004359,10,33,1,32,False,10,True,False,32,True,False
10000000000004369,62,32,1,31,False,62,True,False,31,True,False
10000000000004431,16,31,1,30,False,16,True,False,30,True,False
10000000000004447,26,31,1,30,False,26,True,False,30,True,False
10000000000004473,16,31,1,30,False,16,True,False,30,True,False
10000000000004489,14,30,1,29,False,14,True,False,29,True,False
10000000000004503,66,29,1,28,False,66,True,False,28,True,False
10000000000004569,10,1,1,0,True,10,True,False,0,True,False
10000000000004579,24,29,1,28,False,24,True,False,28,True,False
10000000000004603,24,29,1,28,False,24,True,False,28,True,False
10000000000004627,42,29,1,28,False,42,True,False,28,True,False
10000000000004669,12,29,1,28,False,12,True,False,28,True,False
10000000000004681,20,28,1,27,False,20,True,False,27,True,False
10000000000004701,16,27,1,26,False,16,True,False,26,True,False
10000000000004717,2,1,1,0,True,2,True,False,0,True,False
10000000000004719,124,26,1,25,False,124,True,False,25,True,False
10000000000004843,24,29,1,28,False,24,True,False,28,True,False
10000000000004867,20,28,1,27,False,20,True,False,27,True,False
10000000000004887,10,27,1,26,False,10,True,False,26,True,False
10000000000004897,50,26,1,25,False,50,True,False,25,True,False
10000000000004947,60,25,1,24,False,60,True,False,24,True,False
10000000000005007,16,26,1,25,False,16,True,False,25,True,False
10000000000005023,50,26,1,25,False,50,True,False,25,True,False
10000000000005073,4,1,1,0,True,4,True,False,0,True,False
10000000000005077,12,1,1,0,True,12,True,False,0,True,False
10000000000005089,62,24,1,23,False,62,True,False,23,True,False
10000000000005151,96,25,1,24,False,96,True,False,24,True,False
10000000000005247,42,30,1,29,False,42,True,False,29,True,False
10000000000005289,22,29,1,28,False,22,True,False,28,True,False
10000000000005311,2,1,1,0,True,2,True,False,0,True,False
10000000000005313,6,27,1,26,False,6,True,False,26,True,False
10000000000005319,24,27,1,26,False,24,True,False,26,True,False
10000000000005343,40,27,1,26,False,40,True,False,26,True,False
10000000000005383,86,26,1,25,False,86,True,False,25,True,False
10000000000005469,12,26,1,25,False,12,True,False,25,True,False
10000000000005481,48,25,1,24,False,48,True,False,24,True,False
10000000000005529,42,25,1,24,False,42,True,False,24,True,False
10000000000005571,40,26,1,25,False,40,True,False,25,True,False
10000000000005611,36,26,1,25,False,36,True,False,25,True,False
10000000000005647,20,26,1,25,False,20,True,False,25,True,False
10000000000005667,70,25,1,24,False,70,True,False,24,True,False
10000000000005737,24,26,1,25,False,24,True,False,25,True,False
10000000000005761,6,1,1,0,True,6,True,False,0,True,False
10000000000005767,92,25,1,24,False,92,True,False,24,True,False
10000000000005859,4,1,1,0,True,4,True,False,0,True,False
10000000000005863,116,25,1,24,False,116,True,False,24,True,False
10000000000005979,28,27,1,26,False,28,True,False,26,True,False
10000000000006007,26,27,1,26,False,26,True,False,26,True,False
10000000000006033,28,26,1,25,False,28,True,False,25,True,False
10000000000006061,90,25,1,24,False,90,True,False,24,True,False
10000000000006151,6,26,1,25,False,6,True,False,25,True,False
10000000000006157,36,26,1,25,False,36,True,False,25,True,False
10000000000006193,8,25,1,24,False,8,True,False,24,True,False
10000000000006201,6,2,1,1,False,6,True,False,1,True,False
10000000000006207,6,1,1,0,True,6,True,False,0,True,False
10000000000006213,36,23,1,22,False,36,True,False,22,True,False
10000000000006249,18,23,1,22,False,18,True,False,22,True,False
10000000000006267,76,22,1,21,False,76,True,False,21,True,False
10000000000006343,6,1,1,0,True,6,True,False,0,True,False
10000000000006349,138,24,1,23,False,138,True,False,23,True,False
10000000000006487,66,28,1,27,False,66,True,False,27,True,False
10000000000006553,18,29,1,28,False,18,True,False,28,True,False
10000000000006571,2,1,1,0,True,2,True,False,0,True,False
10000000000006573,60,29,1,28,False,60,True,False,28,True,False
10000000000006633,16,28,1,27,False,16,True,False,27,True,False
10000000000006649,84,28,1,27,False,84,True,False,27,True,False
10000000000006733,6,1,1,0,True,6,True,False,0,True,False
10000000000006739,30,29,1,28,False,30,True,False,28,True,False
10000000000006769,54,29,1,28,False,54,True,False,28,True,False
10000000000006823,24,31,1,30,False,24,True,False,30,True,False
10000000000006847,110,32,1,31,False,110,True,False,31,True,False
10000000000006957,30,31,1,30,False,30,True,False,30,True,False
10000000000006987,10,31,1,30,False,10,True,False,30,True,False
10000000000006997,26,1,1,0,True,26,True,False,0,True,False
10000000000007023,90,31,1,30,False,90,True,False,30,True,False
10000000000007113,6,35,1,34,False,6,True,False,34,True,False
10000000000007119,60,34,1,33,False,60,True,False,33,True,False
10000000000007179,54,35,1,34,False,54,True,False,34,True,False
10000000000007233,10,1,1,0,True,10,True,False,0,True,False
10000000000007243,80,34,1,33,False,80,True,False,33,True,False
10000000000007323,34,36,1,35,False,34,True,False,35,True,False
10000000000007357,2,1,1,0,True,2,True,False,0,True,False
10000000000007359,4,35,1,34,False,4,True,False,34,True,False
10000000000007363,54,34,1,33,False,54,True,False,33,True,False
10000000000007417,14,1,1,0,True,14,True,False,0,True,False
10000000000007431,12,34,1,33,False,12,True,False,33,True,False
10000000000007443,40,33,1,32,False,40,True,False,32,True,False
10000000000007483,6,1,1,0,True,6,True,False,0,True,False
10000000000007489,30,32,1,31,False,30,True,False,31,True,False
10000000000007519,12,32,1,31,False,12,True,False,31,True,False
10000000000007531,48,31,1,30,False,48,True,False,30,True,False
10000000000007579,18,31,1,30,False,18,True,False,30,True,False
10000000000007597,66,32,1,31,False,66,True,False,31,True,False
10000000000007663,48,33,1,32,False,48,True,False,32,True,False
10000000000007711,38,33,1,32,False,38,True,False,32,True,False
10000000000007749,4,1,1,0,True,4,True,False,0,True,False
10000000000007753,24,1,1,0,True,24,True,False,0,True,False
10000000000007777,30,33,1,32,False,30,True,False,32,True,False
10000000000007807,6,2,1,1,False,6,True,False,1,True,False
10000000000007813,14,1,1,0,True,14,True,False,0,True,False
10000000000007827,34,30,1,29,False,34,True,False,29,True,False
10000000000007861,8,30,1,29,False,8,True,False,29,True,False
10000000000007869,124,29,1,28,False,124,True,False,28,True,False
10000000000007993,48,32,1,31,False,48,True,False,31,True,False
10000000000008041,2,1,1,0,True,2,True,False,0,True,False
