anchor_p,offset,candidate_q,carrier,carrier_offset,carrier_d,post_carrier_lower_d_count,post_carrier_ge_d_count,interior_prime_offsets,structural_status,structural_reasons,exact_status,exact_reasons
53,24,77,55,2,4,0,16,6 8 14 18 20,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
53,26,79,55,2,4,0,18,6 8 14 18 20,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
53,30,83,55,2,4,0,21,6 8 14 18 20 26,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
53,36,89,55,2,4,0,26,6 8 14 18 20 26 30,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
53,38,91,55,2,4,0,27,6 8 14 18 20 26 30 36,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
53,44,97,55,2,4,0,33,6 8 14 18 20 26 30 36,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
53,48,101,55,2,4,0,36,6 8 14 18 20 26 30 36 44,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
53,50,103,55,2,4,0,37,6 8 14 18 20 26 30 36 44 48,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
53,54,107,55,2,4,0,40,6 8 14 18 20 26 30 36 44 48 50,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
53,56,109,55,2,4,0,41,6 8 14 18 20 26 30 36 44 48 50 54,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
53,60,113,55,2,4,0,44,6 8 14 18 20 26 30 36 44 48 50 54 56,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
59,2,61,60,1,12,0,0,,SURVIVES,,SURVIVES,
59,8,67,62,3,4,0,4,2,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
59,12,71,62,3,4,0,7,2 8,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
59,14,73,62,3,4,0,8,2 8 12,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
59,18,77,62,3,4,0,11,2 8 12 14,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
59,20,79,62,3,4,0,13,2 8 12 14,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
59,24,83,62,3,4,0,16,2 8 12 14 20,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
59,30,89,62,3,4,0,21,2 8 12 14 20 24,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
59,32,91,62,3,4,0,22,2 8 12 14 20 24 30,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
59,38,97,62,3,4,0,28,2 8 12 14 20 24 30,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
59,42,101,62,3,4,0,31,2 8 12 14 20 24 30 38,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
59,44,103,62,3,4,0,32,2 8 12 14 20 24 30 38 42,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
59,48,107,62,3,4,0,35,2 8 12 14 20 24 30 38 42 44,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
59,50,109,62,3,4,0,36,2 8 12 14 20 24 30 38 42 44 48,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
59,54,113,62,3,4,0,39,2 8 12 14 20 24 30 38 42 44 48 50,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
59,60,119,62,3,4,0,44,2 8 12 14 20 24 30 38 42 44 48 50 54,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
59,62,121,62,3,4,0,46,2 8 12 14 20 24 30 38 42 44 48 50 54,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
61,6,67,62,1,4,0,4,,SURVIVES,,SURVIVES,
61,10,71,62,1,4,0,7,6,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
61,12,73,62,1,4,0,8,6 10,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
61,16,77,62,1,4,0,11,6 10 12,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
61,18,79,62,1,4,0,13,6 10 12,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
61,22,83,62,1,4,0,16,6 10 12 18,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
61,28,89,62,1,4,0,21,6 10 12 18 22,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
61,30,91,62,1,4,0,22,6 10 12 18 22 28,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
61,36,97,62,1,4,0,28,6 10 12 18 22 28,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
61,40,101,62,1,4,0,31,6 10 12 18 22 28 36,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
61,42,103,62,1,4,0,32,6 10 12 18 22 28 36 40,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
61,46,107,62,1,4,0,35,6 10 12 18 22 28 36 40 42,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
61,48,109,62,1,4,0,36,6 10 12 18 22 28 36 40 42 46,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
61,52,113,62,1,4,0,39,6 10 12 18 22 28 36 40 42 46 48,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
61,58,119,62,1,4,0,44,6 10 12 18 22 28 36 40 42 46 48 52,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
61,60,121,62,1,4,0,46,6 10 12 18 22 28 36 40 42 46 48 52,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
67,4,71,69,2,4,0,1,,SURVIVES,,SURVIVES,
67,6,73,69,2,4,0,2,4,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
67,10,77,69,2,4,0,5,4 6,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
67,12,79,69,2,4,0,7,4 6,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
67,16,83,69,2,4,0,10,4 6 12,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
67,22,89,69,2,4,0,15,4 6 12 16,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
67,24,91,69,2,4,0,16,4 6 12 16 22,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
67,30,97,69,2,4,0,22,4 6 12 16 22,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
67,34,101,69,2,4,0,25,4 6 12 16 22 30,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
67,36,103,69,2,4,0,26,4 6 12 16 22 30 34,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
67,40,107,69,2,4,0,29,4 6 12 16 22 30 34 36,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
67,42,109,69,2,4,0,30,4 6 12 16 22 30 34 36 40,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
67,46,113,69,2,4,0,33,4 6 12 16 22 30 34 36 40 42,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
67,52,119,69,2,4,0,38,4 6 12 16 22 30 34 36 40 42 46,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
67,54,121,69,2,4,0,40,4 6 12 16 22 30 34 36 40 42 46,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
67,60,127,121,54,3,0,5,4 6 12 16 22 30 34 36 40 42 46,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
67,64,131,121,54,3,0,8,4 6 12 16 22 30 34 36 40 42 46 60,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
71,2,73,72,1,12,0,0,,SURVIVES,,SURVIVES,
71,6,77,74,3,4,0,2,2,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
71,8,79,74,3,4,0,4,2,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
71,12,83,74,3,4,0,7,2 8,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
71,18,89,74,3,4,0,12,2 8 12,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
71,20,91,74,3,4,0,13,2 8 12 18,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
71,26,97,74,3,4,0,19,2 8 12 18,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
71,30,101,74,3,4,0,22,2 8 12 18 26,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
71,32,103,74,3,4,0,23,2 8 12 18 26 30,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
71,36,107,74,3,4,0,26,2 8 12 18 26 30 32,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
71,38,109,74,3,4,0,27,2 8 12 18 26 30 32 36,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
71,42,113,74,3,4,0,30,2 8 12 18 26 30 32 36 38,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
71,48,119,74,3,4,0,35,2 8 12 18 26 30 32 36 38 42,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
71,50,121,74,3,4,0,37,2 8 12 18 26 30 32 36 38 42,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
71,56,127,121,50,3,0,5,2 8 12 18 26 30 32 36 38 42,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
71,60,131,121,50,3,0,8,2 8 12 18 26 30 32 36 38 42 56,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
71,62,133,121,50,3,0,9,2 8 12 18 26 30 32 36 38 42 56 60,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
73,4,77,74,1,4,0,2,,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE
73,6,79,74,1,4,0,4,,SURVIVES,,SURVIVES,
73,10,83,74,1,4,0,7,6,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
73,16,89,74,1,4,0,12,6 10,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
73,18,91,74,1,4,0,13,6 10 16,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
73,24,97,74,1,4,0,19,6 10 16,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
73,28,101,74,1,4,0,22,6 10 16 24,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
73,30,103,74,1,4,0,23,6 10 16 24 28,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
73,34,107,74,1,4,0,26,6 10 16 24 28 30,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
73,36,109,74,1,4,0,27,6 10 16 24 28 30 34,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
73,40,113,74,1,4,0,30,6 10 16 24 28 30 34 36,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
73,46,119,74,1,4,0,35,6 10 16 24 28 30 34 36 40,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
73,48,121,74,1,4,0,37,6 10 16 24 28 30 34 36 40,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
73,54,127,121,48,3,0,5,6 10 16 24 28 30 34 36 40,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
73,58,131,121,48,3,0,8,6 10 16 24 28 30 34 36 40 54,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
73,60,133,121,48,3,0,9,6 10 16 24 28 30 34 36 40 54 58,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
73,64,137,121,48,3,0,13,6 10 16 24 28 30 34 36 40 54 58,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
79,4,83,82,3,4,0,0,,SURVIVES,,SURVIVES,
79,10,89,82,3,4,0,5,4,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
79,12,91,82,3,4,0,6,4 10,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
79,18,97,82,3,4,0,12,4 10,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
79,22,101,82,3,4,0,15,4 10 18,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
79,24,103,82,3,4,0,16,4 10 18 22,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
79,28,107,82,3,4,0,19,4 10 18 22 24,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
79,30,109,82,3,4,0,20,4 10 18 22 24 28,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
79,34,113,82,3,4,0,23,4 10 18 22 24 28 30,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
79,40,119,82,3,4,0,28,4 10 18 22 24 28 30 34,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
79,42,121,82,3,4,0,30,4 10 18 22 24 28 30 34,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
79,48,127,121,42,3,0,5,4 10 18 22 24 28 30 34,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
79,52,131,121,42,3,0,8,4 10 18 22 24 28 30 34 48,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
79,54,133,121,42,3,0,9,4 10 18 22 24 28 30 34 48 52,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
79,58,137,121,42,3,0,13,4 10 18 22 24 28 30 34 48 52,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
79,60,139,121,42,3,0,14,4 10 18 22 24 28 30 34 48 52 58,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
79,64,143,121,42,3,0,17,4 10 18 22 24 28 30 34 48 52 58 60,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
83,6,89,85,2,4,0,3,,SURVIVES,,SURVIVES,
83,8,91,85,2,4,0,4,6,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
83,14,97,85,2,4,0,10,6,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
83,18,101,85,2,4,0,13,6 14,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
83,20,103,85,2,4,0,14,6 14 18,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
83,24,107,85,2,4,0,17,6 14 18 20,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
83,26,109,85,2,4,0,18,6 14 18 20 24,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
83,30,113,85,2,4,0,21,6 14 18 20 24 26,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
83,36,119,85,2,4,0,26,6 14 18 20 24 26 30,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
83,38,121,85,2,4,0,28,6 14 18 20 24 26 30,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
83,44,127,121,38,3,0,5,6 14 18 20 24 26 30,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
83,48,131,121,38,3,0,8,6 14 18 20 24 26 30 44,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
83,50,133,121,38,3,0,9,6 14 18 20 24 26 30 44 48,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
83,54,137,121,38,3,0,13,6 14 18 20 24 26 30 44 48,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
83,56,139,121,38,3,0,14,6 14 18 20 24 26 30 44 48 54,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
83,60,143,121,38,3,0,17,6 14 18 20 24 26 30 44 48 54 56,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
89,2,91,90,1,12,0,0,,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE
89,8,97,91,2,4,0,5,,SURVIVES,,SURVIVES,
89,12,101,91,2,4,0,8,8,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
89,14,103,91,2,4,0,9,8 12,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
89,18,107,91,2,4,0,12,8 12 14,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
89,20,109,91,2,4,0,13,8 12 14 18,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
89,24,113,91,2,4,0,16,8 12 14 18 20,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
89,30,119,91,2,4,0,21,8 12 14 18 20 24,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
89,32,121,91,2,4,0,23,8 12 14 18 20 24,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
89,38,127,121,32,3,0,5,8 12 14 18 20 24,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
89,42,131,121,32,3,0,8,8 12 14 18 20 24 38,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
89,44,133,121,32,3,0,9,8 12 14 18 20 24 38 42,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
89,48,137,121,32,3,0,13,8 12 14 18 20 24 38 42,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
89,50,139,121,32,3,0,14,8 12 14 18 20 24 38 42 48,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
89,54,143,121,32,3,0,17,8 12 14 18 20 24 38 42 48 50,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
89,60,149,121,32,3,0,23,8 12 14 18 20 24 38 42 48 50,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
89,62,151,121,32,3,0,24,8 12 14 18 20 24 38 42 48 50 60,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
97,4,101,98,1,6,0,2,,SURVIVES,,SURVIVES,
97,6,103,98,1,6,0,3,4,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
97,10,107,106,9,4,0,0,4 6,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
97,12,109,106,9,4,0,1,4 6 10,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
97,16,113,106,9,4,0,4,4 6 10 12,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
97,22,119,106,9,4,0,9,4 6 10 12 16,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
97,24,121,106,9,4,0,11,4 6 10 12 16,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
97,30,127,121,24,3,0,5,4 6 10 12 16,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
97,34,131,121,24,3,0,8,4 6 10 12 16 30,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
97,36,133,121,24,3,0,9,4 6 10 12 16 30 34,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
97,40,137,121,24,3,0,13,4 6 10 12 16 30 34,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
97,42,139,121,24,3,0,14,4 6 10 12 16 30 34 40,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
97,46,143,121,24,3,0,17,4 6 10 12 16 30 34 40 42,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
97,52,149,121,24,3,0,23,4 6 10 12 16 30 34 40 42,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
97,54,151,121,24,3,0,24,4 6 10 12 16 30 34 40 42 52,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
97,60,157,121,24,3,0,29,4 6 10 12 16 30 34 40 42 52 54,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
97,64,161,121,24,3,0,32,4 6 10 12 16 30 34 40 42 52 54 60,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
101,2,103,102,1,8,0,0,,SURVIVES,,SURVIVES,
101,6,107,106,5,4,0,0,2,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
101,8,109,106,5,4,0,1,2 6,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
101,12,113,106,5,4,0,4,2 6 8,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
101,18,119,106,5,4,0,9,2 6 8 12,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
101,20,121,106,5,4,0,11,2 6 8 12,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
101,26,127,121,20,3,0,5,2 6 8 12,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
101,30,131,121,20,3,0,8,2 6 8 12 26,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
101,32,133,121,20,3,0,9,2 6 8 12 26 30,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
101,36,137,121,20,3,0,13,2 6 8 12 26 30,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
101,38,139,121,20,3,0,14,2 6 8 12 26 30 36,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
101,42,143,121,20,3,0,17,2 6 8 12 26 30 36 38,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
101,48,149,121,20,3,0,23,2 6 8 12 26 30 36 38,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
101,50,151,121,20,3,0,24,2 6 8 12 26 30 36 38 48,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
101,56,157,121,20,3,0,29,2 6 8 12 26 30 36 38 48 50,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
101,60,161,121,20,3,0,32,2 6 8 12 26 30 36 38 48 50 56,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
101,62,163,121,20,3,0,34,2 6 8 12 26 30 36 38 48 50 56,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
103,4,107,106,3,4,0,0,,SURVIVES,,SURVIVES,
103,6,109,106,3,4,0,1,4,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
103,10,113,106,3,4,0,4,4 6,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
103,16,119,106,3,4,0,9,4 6 10,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
103,18,121,106,3,4,0,11,4 6 10,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
103,24,127,121,18,3,0,5,4 6 10,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
103,28,131,121,18,3,0,8,4 6 10 24,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
103,30,133,121,18,3,0,9,4 6 10 24 28,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
103,34,137,121,18,3,0,13,4 6 10 24 28,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
103,36,139,121,18,3,0,14,4 6 10 24 28 34,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
103,40,143,121,18,3,0,17,4 6 10 24 28 34 36,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
103,46,149,121,18,3,0,23,4 6 10 24 28 34 36,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
103,48,151,121,18,3,0,24,4 6 10 24 28 34 36 46,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
103,54,157,121,18,3,0,29,4 6 10 24 28 34 36 46 48,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
103,58,161,121,18,3,0,32,4 6 10 24 28 34 36 46 48 54,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
103,60,163,121,18,3,0,34,4 6 10 24 28 34 36 46 48 54,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
103,64,167,121,18,3,0,37,4 6 10 24 28 34 36 46 48 54 60,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
