anchor_p,offset,candidate_q,carrier,carrier_offset,carrier_d,post_carrier_lower_d_count,post_carrier_ge_d_count,interior_prime_offsets,structural_status,structural_reasons,exact_status,exact_reasons
107,2,109,108,1,12,0,0,,SURVIVES,,SURVIVES,
107,6,113,111,4,4,0,1,2,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
107,12,119,111,4,4,0,6,2 6,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
107,14,121,111,4,4,0,8,2 6,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
107,20,127,121,14,3,0,5,2 6,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
107,24,131,121,14,3,0,8,2 6 20,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
107,26,133,121,14,3,0,9,2 6 20 24,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
107,30,137,121,14,3,0,13,2 6 20 24,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
107,32,139,121,14,3,0,14,2 6 20 24 30,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
107,36,143,121,14,3,0,17,2 6 20 24 30 32,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
107,42,149,121,14,3,0,23,2 6 20 24 30 32,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
107,44,151,121,14,3,0,24,2 6 20 24 30 32 42,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
107,50,157,121,14,3,0,29,2 6 20 24 30 32 42 44,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
107,54,161,121,14,3,0,32,2 6 20 24 30 32 42 44 50,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
107,56,163,121,14,3,0,34,2 6 20 24 30 32 42 44 50,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
107,60,167,121,14,3,0,37,2 6 20 24 30 32 42 44 50 56,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
107,62,169,121,14,3,0,38,2 6 20 24 30 32 42 44 50 56 60,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
109,4,113,111,2,4,0,1,,SURVIVES,,SURVIVES,
109,10,119,111,2,4,0,6,4,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
109,12,121,111,2,4,0,8,4,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
109,18,127,121,12,3,0,5,4,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
109,22,131,121,12,3,0,8,4 18,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
109,24,133,121,12,3,0,9,4 18 22,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
109,28,137,121,12,3,0,13,4 18 22,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
109,30,139,121,12,3,0,14,4 18 22 28,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
109,34,143,121,12,3,0,17,4 18 22 28 30,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
109,40,149,121,12,3,0,23,4 18 22 28 30,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
109,42,151,121,12,3,0,24,4 18 22 28 30 40,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
109,48,157,121,12,3,0,29,4 18 22 28 30 40 42,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
109,52,161,121,12,3,0,32,4 18 22 28 30 40 42 48,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
109,54,163,121,12,3,0,34,4 18 22 28 30 40 42 48,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
109,58,167,121,12,3,0,37,4 18 22 28 30 40 42 48 54,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
109,60,169,121,12,3,0,38,4 18 22 28 30 40 42 48 54 58,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
109,64,173,121,12,3,0,42,4 18 22 28 30 40 42 48 54 58,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
113,6,119,115,2,4,0,3,,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE
113,8,121,115,2,4,0,5,,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE
113,14,127,121,8,3,0,5,,SURVIVES,,SURVIVES,
113,18,131,121,8,3,0,8,14,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
113,20,133,121,8,3,0,9,14 18,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
113,24,137,121,8,3,0,13,14 18,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
113,26,139,121,8,3,0,14,14 18 24,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
113,30,143,121,8,3,0,17,14 18 24 26,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
113,36,149,121,8,3,0,23,14 18 24 26,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
113,38,151,121,8,3,0,24,14 18 24 26 36,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
113,44,157,121,8,3,0,29,14 18 24 26 36 38,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
113,48,161,121,8,3,0,32,14 18 24 26 36 38 44,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
113,50,163,121,8,3,0,34,14 18 24 26 36 38 44,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
113,54,167,121,8,3,0,37,14 18 24 26 36 38 44 50,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
113,56,169,121,8,3,0,38,14 18 24 26 36 38 44 50 54,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
113,60,173,121,8,3,0,42,14 18 24 26 36 38 44 50 54,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
127,4,131,129,2,4,0,1,,SURVIVES,,SURVIVES,
127,6,133,129,2,4,0,2,4,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
127,10,137,129,2,4,0,6,4,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
127,12,139,129,2,4,0,7,4 10,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
127,16,143,129,2,4,0,10,4 10 12,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
127,22,149,129,2,4,0,16,4 10 12,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
127,24,151,129,2,4,0,17,4 10 12 22,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
127,30,157,129,2,4,0,22,4 10 12 22 24,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
127,34,161,129,2,4,0,25,4 10 12 22 24 30,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
127,36,163,129,2,4,0,27,4 10 12 22 24 30,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
127,40,167,129,2,4,0,30,4 10 12 22 24 30 36,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
127,42,169,129,2,4,0,31,4 10 12 22 24 30 36 40,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
127,46,173,169,42,3,0,3,4 10 12 22 24 30 36 40,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
127,52,179,169,42,3,0,8,4 10 12 22 24 30 36 40 46,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
127,54,181,169,42,3,0,9,4 10 12 22 24 30 36 40 46 52,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
127,60,187,169,42,3,0,14,4 10 12 22 24 30 36 40 46 52 54,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
127,64,191,169,42,3,0,18,4 10 12 22 24 30 36 40 46 52 54,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
131,2,133,132,1,12,0,0,,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE
131,6,137,133,2,4,0,3,,SURVIVES,,SURVIVES,
131,8,139,133,2,4,0,4,6,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
131,12,143,133,2,4,0,7,6 8,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
131,18,149,133,2,4,0,13,6 8,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
131,20,151,133,2,4,0,14,6 8 18,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
131,26,157,133,2,4,0,19,6 8 18 20,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
131,30,161,133,2,4,0,22,6 8 18 20 26,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
131,32,163,133,2,4,0,24,6 8 18 20 26,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
131,36,167,133,2,4,0,27,6 8 18 20 26 32,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
131,38,169,133,2,4,0,28,6 8 18 20 26 32 36,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
131,42,173,169,38,3,0,3,6 8 18 20 26 32 36,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
131,48,179,169,38,3,0,8,6 8 18 20 26 32 36 42,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
131,50,181,169,38,3,0,9,6 8 18 20 26 32 36 42 48,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
131,56,187,169,38,3,0,14,6 8 18 20 26 32 36 42 48 50,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
131,60,191,169,38,3,0,18,6 8 18 20 26 32 36 42 48 50,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
131,62,193,169,38,3,0,19,6 8 18 20 26 32 36 42 48 50 60,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
137,2,139,138,1,8,0,0,,SURVIVES,,SURVIVES,
137,6,143,141,4,4,0,1,2,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
137,12,149,141,4,4,0,7,2,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
137,14,151,141,4,4,0,8,2 12,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
137,20,157,141,4,4,0,13,2 12 14,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
137,24,161,141,4,4,0,16,2 12 14 20,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
137,26,163,141,4,4,0,18,2 12 14 20,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
137,30,167,141,4,4,0,21,2 12 14 20 26,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
137,32,169,141,4,4,0,22,2 12 14 20 26 30,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
137,36,173,169,32,3,0,3,2 12 14 20 26 30,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
137,42,179,169,32,3,0,8,2 12 14 20 26 30 36,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
137,44,181,169,32,3,0,9,2 12 14 20 26 30 36 42,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
137,50,187,169,32,3,0,14,2 12 14 20 26 30 36 42 44,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
137,54,191,169,32,3,0,18,2 12 14 20 26 30 36 42 44,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
137,56,193,169,32,3,0,19,2 12 14 20 26 30 36 42 44 54,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
137,60,197,169,32,3,0,22,2 12 14 20 26 30 36 42 44 54 56,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
137,62,199,169,32,3,0,23,2 12 14 20 26 30 36 42 44 54 56 60,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
139,4,143,141,2,4,0,1,,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE
139,10,149,141,2,4,0,7,,SURVIVES,,SURVIVES,
139,12,151,141,2,4,0,8,10,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
139,18,157,141,2,4,0,13,10 12,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
139,22,161,141,2,4,0,16,10 12 18,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
139,24,163,141,2,4,0,18,10 12 18,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
139,28,167,141,2,4,0,21,10 12 18 24,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
139,30,169,141,2,4,0,22,10 12 18 24 28,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
139,34,173,169,30,3,0,3,10 12 18 24 28,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
139,40,179,169,30,3,0,8,10 12 18 24 28 34,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
139,42,181,169,30,3,0,9,10 12 18 24 28 34 40,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
139,48,187,169,30,3,0,14,10 12 18 24 28 34 40 42,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
139,52,191,169,30,3,0,18,10 12 18 24 28 34 40 42,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
139,54,193,169,30,3,0,19,10 12 18 24 28 34 40 42 52,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
139,58,197,169,30,3,0,22,10 12 18 24 28 34 40 42 52 54,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
139,60,199,169,30,3,0,23,10 12 18 24 28 34 40 42 52 54 58,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
139,64,203,169,30,3,0,26,10 12 18 24 28 34 40 42 52 54 58 60,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
149,2,151,150,1,12,0,0,,SURVIVES,,SURVIVES,
149,8,157,155,6,4,0,1,2,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
149,12,161,155,6,4,0,4,2 8,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
149,14,163,155,6,4,0,6,2 8,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
149,18,167,155,6,4,0,9,2 8 14,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
149,20,169,155,6,4,0,10,2 8 14 18,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
149,24,173,169,20,3,0,3,2 8 14 18,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
149,30,179,169,20,3,0,8,2 8 14 18 24,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
149,32,181,169,20,3,0,9,2 8 14 18 24 30,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
149,38,187,169,20,3,0,14,2 8 14 18 24 30 32,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
149,42,191,169,20,3,0,18,2 8 14 18 24 30 32,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
149,44,193,169,20,3,0,19,2 8 14 18 24 30 32 42,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
149,48,197,169,20,3,0,22,2 8 14 18 24 30 32 42 44,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
149,50,199,169,20,3,0,23,2 8 14 18 24 30 32 42 44 48,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
149,54,203,169,20,3,0,26,2 8 14 18 24 30 32 42 44 48 50,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
149,60,209,169,20,3,0,32,2 8 14 18 24 30 32 42 44 48 50,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
149,62,211,169,20,3,0,34,2 8 14 18 24 30 32 42 44 48 50,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
151,6,157,155,4,4,0,1,,SURVIVES,,SURVIVES,
151,10,161,155,4,4,0,4,6,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
151,12,163,155,4,4,0,6,6,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
151,16,167,155,4,4,0,9,6 12,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
151,18,169,155,4,4,0,10,6 12 16,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
151,22,173,169,18,3,0,3,6 12 16,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
151,28,179,169,18,3,0,8,6 12 16 22,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
151,30,181,169,18,3,0,9,6 12 16 22 28,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
151,36,187,169,18,3,0,14,6 12 16 22 28 30,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
151,40,191,169,18,3,0,18,6 12 16 22 28 30,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
151,42,193,169,18,3,0,19,6 12 16 22 28 30 40,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
151,46,197,169,18,3,0,22,6 12 16 22 28 30 40 42,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
151,48,199,169,18,3,0,23,6 12 16 22 28 30 40 42 46,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
151,52,203,169,18,3,0,26,6 12 16 22 28 30 40 42 46 48,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
151,58,209,169,18,3,0,32,6 12 16 22 28 30 40 42 46 48,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
151,60,211,169,18,3,0,34,6 12 16 22 28 30 40 42 46 48,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
157,4,161,158,1,4,0,2,,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE
157,6,163,158,1,4,0,4,,SURVIVES,,SURVIVES,
157,10,167,158,1,4,0,7,6,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
157,12,169,158,1,4,0,8,6 10,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
157,16,173,169,12,3,0,3,6 10,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
157,22,179,169,12,3,0,8,6 10 16,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
157,24,181,169,12,3,0,9,6 10 16 22,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
157,30,187,169,12,3,0,14,6 10 16 22 24,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
157,34,191,169,12,3,0,18,6 10 16 22 24,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
157,36,193,169,12,3,0,19,6 10 16 22 24 34,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
157,40,197,169,12,3,0,22,6 10 16 22 24 34 36,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
157,42,199,169,12,3,0,23,6 10 16 22 24 34 36 40,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
157,46,203,169,12,3,0,26,6 10 16 22 24 34 36 40 42,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
157,52,209,169,12,3,0,32,6 10 16 22 24 34 36 40 42,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
157,54,211,169,12,3,0,34,6 10 16 22 24 34 36 40 42,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
157,60,217,169,12,3,0,39,6 10 16 22 24 34 36 40 42 54,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
157,64,221,169,12,3,0,43,6 10 16 22 24 34 36 40 42 54,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
163,4,167,166,3,4,0,0,,SURVIVES,,SURVIVES,
163,6,169,166,3,4,0,1,4,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
163,10,173,169,6,3,0,3,4,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
163,16,179,169,6,3,0,8,4 10,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
163,18,181,169,6,3,0,9,4 10 16,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
163,24,187,169,6,3,0,14,4 10 16 18,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
163,28,191,169,6,3,0,18,4 10 16 18,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
163,30,193,169,6,3,0,19,4 10 16 18 28,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
163,34,197,169,6,3,0,22,4 10 16 18 28 30,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
163,36,199,169,6,3,0,23,4 10 16 18 28 30 34,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
163,40,203,169,6,3,0,26,4 10 16 18 28 30 34 36,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
163,46,209,169,6,3,0,32,4 10 16 18 28 30 34 36,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
163,48,211,169,6,3,0,34,4 10 16 18 28 30 34 36,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
163,54,217,169,6,3,0,39,4 10 16 18 28 30 34 36 48,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
163,58,221,169,6,3,0,43,4 10 16 18 28 30 34 36 48,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
163,60,223,169,6,3,0,45,4 10 16 18 28 30 34 36 48,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
163,64,227,169,6,3,0,48,4 10 16 18 28 30 34 36 48 60,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
167,2,169,168,1,16,0,0,,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE
167,6,173,169,2,3,0,3,,SURVIVES,,SURVIVES,
167,12,179,169,2,3,0,8,6,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
167,14,181,169,2,3,0,9,6 12,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
167,20,187,169,2,3,0,14,6 12 14,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
167,24,191,169,2,3,0,18,6 12 14,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
167,26,193,169,2,3,0,19,6 12 14 24,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
167,30,197,169,2,3,0,22,6 12 14 24 26,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
167,32,199,169,2,3,0,23,6 12 14 24 26 30,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
167,36,203,169,2,3,0,26,6 12 14 24 26 30 32,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
167,42,209,169,2,3,0,32,6 12 14 24 26 30 32,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
167,44,211,169,2,3,0,34,6 12 14 24 26 30 32,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
167,50,217,169,2,3,0,39,6 12 14 24 26 30 32 44,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
167,54,221,169,2,3,0,43,6 12 14 24 26 30 32 44,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
167,56,223,169,2,3,0,45,6 12 14 24 26 30 32 44,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
