anchor_p,actual_offset,active_count,resolved_count,unresolved_count,old_unique_match,reset_emitted_offset,reset_exact_match,reset_false_emit,tail_after_reset_count,all_unresolved_after_reset,candidate_bound_miss
1000000007,2,1,1,0,True,2,True,False,0,True,False
1000000009,12,49,1,48,False,12,True,False,48,True,False
1000000021,12,48,1,47,False,12,True,False,47,True,False
1000000033,54,48,1,47,False,54,True,False,47,True,False
1000000087,6,2,1,1,False,6,True,False,1,True,False
1000000093,4,1,1,0,True,4,True,False,0,True,False
1000000097,6,47,1,46,False,6,True,False,46,True,False
1000000103,20,46,1,45,False,20,True,False,45,True,False
1000000123,58,46,1,45,False,58,True,False,45,True,False
1000000181,26,47,1,46,False,26,True,False,46,True,False
1000000207,16,47,1,46,False,16,True,False,46,True,False
1000000223,18,47,1,46,False,18,True,False,46,True,False
1000000241,30,47,1,46,False,30,True,False,46,True,False
1000000271,18,49,1,48,False,18,True,False,48,True,False
1000000289,8,1,1,0,True,8,True,False,0,True,False
1000000297,24,48,1,47,False,24,True,False,47,True,False
1000000321,28,49,1,48,False,28,True,False,48,True,False
1000000349,14,50,1,49,False,14,True,False,49,True,False
1000000363,40,49,1,48,False,40,True,False,48,True,False
1000000403,6,50,1,49,False,6,True,False,49,True,False
1000000409,2,1,1,0,True,2,True,False,0,True,False
1000000411,16,48,1,47,False,16,True,False,47,True,False
1000000427,6,49,1,48,False,6,True,False,48,True,False
1000000433,6,48,1,47,False,6,True,False,47,True,False
1000000439,8,47,1,46,False,8,True,False,46,True,False
1000000447,6,46,1,45,False,6,True,False,45,True,False
1000000453,6,45,1,44,False,6,True,False,44,True,False
1000000459,24,44,1,43,False,24,True,False,43,True,False
1000000483,30,45,1,44,False,30,True,False,44,True,False
1000000513,18,46,1,45,False,18,True,False,45,True,False
1000000531,48,46,1,45,False,48,True,False,45,True,False
1000000579,28,46,1,45,False,28,True,False,45,True,False
1000000607,6,1,1,0,True,6,True,False,0,True,False
1000000613,24,47,1,46,False,24,True,False,46,True,False
1000000637,26,47,1,46,False,26,True,False,46,True,False
1000000663,48,48,1,47,False,48,True,False,47,True,False
1000000711,42,48,1,47,False,42,True,False,47,True,False
1000000753,34,49,1,48,False,34,True,False,48,True,False
1000000787,14,52,1,51,False,14,True,False,51,True,False
1000000801,28,52,1,51,False,28,True,False,51,True,False
1000000829,32,51,1,50,False,32,True,False,50,True,False
1000000861,10,51,1,50,False,10,True,False,50,True,False
1000000871,20,51,1,50,False,20,True,False,50,True,False
1000000891,10,50,1,49,False,10,True,False,49,True,False
1000000901,18,50,1,49,False,18,True,False,49,True,False
1000000919,12,50,1,49,False,12,True,False,49,True,False
1000000931,2,1,1,0,True,2,True,False,0,True,False
1000000933,60,49,1,48,False,60,True,False,48,True,False
1000000993,18,50,1,49,False,18,True,False,49,True,False
1000001011,10,49,1,48,False,10,True,False,48,True,False
1000001021,32,49,1,48,False,32,True,False,48,True,False
1000001053,34,48,1,47,False,34,True,False,47,True,False
1000001087,12,49,1,48,False,12,True,False,48,True,False
1000001099,38,48,1,47,False,38,True,False,47,True,False
1000001137,24,50,1,49,False,24,True,False,49,True,False
1000001161,42,50,1,49,False,42,True,False,49,True,False
1000001203,10,51,1,50,False,10,True,False,50,True,False
1000001213,24,51,1,50,False,24,True,False,50,True,False
1000001237,26,51,1,50,False,26,True,False,50,True,False
1000001263,6,51,1,50,False,6,True,False,50,True,False
1000001269,4,50,1,49,False,4,True,False,49,True,False
1000001273,6,1,1,0,True,6,True,False,0,True,False
1000001279,32,48,1,47,False,32,True,False,47,True,False
1000001311,18,48,1,47,False,18,True,False,47,True,False
1000001329,4,1,1,0,True,4,True,False,0,True,False
1000001333,18,46,1,45,False,18,True,False,45,True,False
1000001351,20,47,1,46,False,20,True,False,46,True,False
1000001371,22,46,1,45,False,22,True,False,45,True,False
1000001393,20,45,1,44,False,20,True,False,44,True,False
1000001413,34,45,1,44,False,34,True,False,44,True,False
1000001447,2,1,1,0,True,2,True,False,0,True,False
1000001449,42,45,1,44,False,42,True,False,44,True,False
1000001491,10,45,1,44,False,10,True,False,44,True,False
1000001501,30,44,1,43,False,30,True,False,43,True,False
1000001531,6,43,1,42,False,6,True,False,42,True,False
1000001537,2,1,1,0,True,2,True,False,0,True,False
1000001539,42,41,1,40,False,42,True,False,40,True,False
1000001581,36,42,1,41,False,36,True,False,41,True,False
1000001617,4,1,1,0,True,4,True,False,0,True,False
1000001621,12,43,1,42,False,12,True,False,42,True,False
1000001633,14,43,1,42,False,14,True,False,42,True,False
1000001647,16,43,1,42,False,16,True,False,42,True,False
1000001663,14,1,1,0,True,14,True,False,0,True,False
1000001677,22,41,1,40,False,22,True,False,40,True,False
1000001699,60,40,1,39,False,60,True,False,39,True,False
1000001759,14,40,1,39,False,14,True,False,39,True,False
1000001773,16,40,1,39,False,16,True,False,39,True,False
1000001789,2,1,1,0,True,2,True,False,0,True,False
1000001791,10,2,1,1,False,10,True,False,1,True,False
1000001801,2,1,1,0,True,2,True,False,0,True,False
1000001803,16,40,1,39,False,16,True,False,39,True,False
1000001819,38,39,1,38,False,38,True,False,38,True,False
1000001857,30,38,1,37,False,30,True,False,37,True,False
1000001887,30,38,1,37,False,30,True,False,37,True,False
1000001917,10,38,1,37,False,10,True,False,37,True,False
1000001927,30,37,1,36,False,30,True,False,36,True,False
1000001957,6,2,1,1,False,6,True,False,1,True,False
1000001963,6,1,1,0,True,6,True,False,0,True,False
1000001969,74,35,1,34,False,74,True,False,34,True,False
1000002043,46,38,1,37,False,46,True,False,37,True,False
1000002089,14,39,1,38,False,14,True,False,38,True,False
1000002103,36,38,1,37,False,36,True,False,37,True,False
1000002139,10,41,1,40,False,10,True,False,40,True,False
1000002149,12,40,1,39,False,12,True,False,39,True,False
1000002161,12,39,1,38,False,12,True,False,38,True,False
1000002173,14,38,1,37,False,14,True,False,37,True,False
1000002187,6,38,1,37,False,6,True,False,37,True,False
1000002193,40,37,1,36,False,40,True,False,36,True,False
1000002233,6,39,1,38,False,6,True,False,38,True,False
1000002239,38,38,1,37,False,38,True,False,37,True,False
1000002277,30,41,1,40,False,30,True,False,40,True,False
1000002307,52,41,1,40,False,52,True,False,40,True,False
