scale,rule_id,anchor_p,seed_q0,true_q_for_audit_only,upper_bound,seed_least_factor_for_audit_only,seed_to_true_delta,least_factor_equals_seed_to_true_delta,selected_q,selected_delta_from_true,failure_mode,positions_checked,materialized_witness_count,did_evaluate,failure_reason,pure_pgs_eligible_input
1000000000000,audit_least_factor_progression_visible_prime,999999996881,999999996887,999999996889,999999997009,129733,2,False,,,no_selection,0,0,True,,False
1000000000000,audit_least_factor_progression_visible_prime_wheel_open,999999996881,999999996887,999999996889,999999997009,129733,2,False,,,no_selection,0,0,True,,False
1000000000000,visible_prime_residue_advance,999999996823,999999996833,999999996881,999999996951,208907,48,False,999999996871,-10,selected_too_early,38,0,True,,True
1000000000000,visible_prime_residue_advance_wheel_open,999999996823,999999996833,999999996881,999999996951,208907,48,False,999999996871,-10,selected_too_early,38,0,True,,True
1000000000000,visible_integer_residue_advance,999999996823,999999996833,999999996881,999999996951,208907,48,False,999999996871,-10,selected_too_early,38,0,True,,True
1000000000000,visible_integer_residue_advance_wheel_open,999999996823,999999996833,999999996881,999999996951,208907,48,False,999999996871,-10,selected_too_early,38,0,True,,True
1000000000000,materialized_witness_residue_advance,999999996823,999999996833,999999996881,999999996951,208907,48,False,,,no_selection,0,0,False,missing_materialized_candidate_rows,True
1000000000000,materialized_witness_residue_advance_wheel_open,999999996823,999999996833,999999996881,999999996951,208907,48,False,,,no_selection,0,0,False,missing_materialized_candidate_rows,True
1000000000000,audit_q0_plus_least_factor,999999996823,999999996833,999999996881,999999996951,208907,48,False,,,no_selection,1,0,True,,False
1000000000000,audit_least_factor_progression_visible_prime,999999996823,999999996833,999999996881,999999996951,208907,48,False,,,no_selection,0,0,True,,False
1000000000000,audit_least_factor_progression_visible_prime_wheel_open,999999996823,999999996833,999999996881,999999996951,208907,48,False,,,no_selection,0,0,True,,False
1000000000000,visible_prime_residue_advance,999999996701,999999996727,999999996739,999999996829,487709,12,False,999999996739,0,correct,12,0,True,,True
1000000000000,visible_prime_residue_advance_wheel_open,999999996701,999999996727,999999996739,999999996829,487709,12,False,999999996739,0,correct,12,0,True,,True
1000000000000,visible_integer_residue_advance,999999996701,999999996727,999999996739,999999996829,487709,12,False,999999996739,0,correct,12,0,True,,True
1000000000000,visible_integer_residue_advance_wheel_open,999999996701,999999996727,999999996739,999999996829,487709,12,False,999999996739,0,correct,12,0,True,,True
1000000000000,materialized_witness_residue_advance,999999996701,999999996727,999999996739,999999996829,487709,12,False,,,no_selection,0,0,False,missing_materialized_candidate_rows,True
1000000000000,materialized_witness_residue_advance_wheel_open,999999996701,999999996727,999999996739,999999996829,487709,12,False,,,no_selection,0,0,False,missing_materialized_candidate_rows,True
1000000000000,audit_q0_plus_least_factor,999999996701,999999996727,999999996739,999999996829,487709,12,False,,,no_selection,1,0,True,,False
1000000000000,audit_least_factor_progression_visible_prime,999999996701,999999996727,999999996739,999999996829,487709,12,False,,,no_selection,0,0,True,,False
1000000000000,audit_least_factor_progression_visible_prime_wheel_open,999999996701,999999996727,999999996739,999999996829,487709,12,False,,,no_selection,0,0,True,,False
1000000000000,visible_prime_residue_advance,999999996581,999999996599,999999996601,999999996709,77813,2,False,999999996601,0,correct,2,0,True,,True
1000000000000,visible_prime_residue_advance_wheel_open,999999996581,999999996599,999999996601,999999996709,77813,2,False,999999996601,0,correct,2,0,True,,True
1000000000000,visible_integer_residue_advance,999999996581,999999996599,999999996601,999999996709,77813,2,False,999999996601,0,correct,2,0,True,,True
1000000000000,visible_integer_residue_advance_wheel_open,999999996581,999999996599,999999996601,999999996709,77813,2,False,999999996601,0,correct,2,0,True,,True
1000000000000,materialized_witness_residue_advance,999999996581,999999996599,999999996601,999999996709,77813,2,False,,,no_selection,0,0,False,missing_materialized_candidate_rows,True
1000000000000,materialized_witness_residue_advance_wheel_open,999999996581,999999996599,999999996601,999999996709,77813,2,False,,,no_selection,0,0,False,missing_materialized_candidate_rows,True
1000000000000,audit_q0_plus_least_factor,999999996581,999999996599,999999996601,999999996709,77813,2,False,,,no_selection,1,0,True,,False
1000000000000,audit_least_factor_progression_visible_prime,999999996581,999999996599,999999996601,999999996709,77813,2,False,,,no_selection,0,0,True,,False
1000000000000,audit_least_factor_progression_visible_prime_wheel_open,999999996581,999999996599,999999996601,999999996709,77813,2,False,,,no_selection,0,0,True,,False
1000000000000,visible_prime_residue_advance,999999996473,999999996511,999999996581,999999996601,29683,70,False,999999996533,-48,selected_too_early,22,0,True,,True
1000000000000,visible_prime_residue_advance_wheel_open,999999996473,999999996511,999999996581,999999996601,29683,70,False,999999996533,-48,selected_too_early,22,0,True,,True
1000000000000,visible_integer_residue_advance,999999996473,999999996511,999999996581,999999996601,29683,70,False,999999996533,-48,selected_too_early,22,0,True,,True
1000000000000,visible_integer_residue_advance_wheel_open,999999996473,999999996511,999999996581,999999996601,29683,70,False,999999996533,-48,selected_too_early,22,0,True,,True
1000000000000,materialized_witness_residue_advance,999999996473,999999996511,999999996581,999999996601,29683,70,False,,,no_selection,0,0,False,missing_materialized_candidate_rows,True
1000000000000,materialized_witness_residue_advance_wheel_open,999999996473,999999996511,999999996581,999999996601,29683,70,False,,,no_selection,0,0,False,missing_materialized_candidate_rows,True
1000000000000,audit_q0_plus_least_factor,999999996473,999999996511,999999996581,999999996601,29683,70,False,,,no_selection,1,0,True,,False
1000000000000,audit_least_factor_progression_visible_prime,999999996473,999999996511,999999996581,999999996601,29683,70,False,,,no_selection,0,0,True,,False
1000000000000,audit_least_factor_progression_visible_prime_wheel_open,999999996473,999999996511,999999996581,999999996601,29683,70,False,,,no_selection,0,0,True,,False
1000000000000,visible_prime_residue_advance,999999996371,999999996419,999999996449,999999996499,914857,30,False,999999996449,0,correct,30,0,True,,True
1000000000000,visible_prime_residue_advance_wheel_open,999999996371,999999996419,999999996449,999999996499,914857,30,False,999999996449,0,correct,30,0,True,,True
1000000000000,visible_integer_residue_advance,999999996371,999999996419,999999996449,999999996499,914857,30,False,999999996449,0,correct,30,0,True,,True
1000000000000,visible_integer_residue_advance_wheel_open,999999996371,999999996419,999999996449,999999996499,914857,30,False,999999996449,0,correct,30,0,True,,True
1000000000000,materialized_witness_residue_advance,999999996371,999999996419,999999996449,999999996499,914857,30,False,,,no_selection,0,0,False,missing_materialized_candidate_rows,True
1000000000000,materialized_witness_residue_advance_wheel_open,999999996371,999999996419,999999996449,999999996499,914857,30,False,,,no_selection,0,0,False,missing_materialized_candidate_rows,True
1000000000000,audit_q0_plus_least_factor,999999996371,999999996419,999999996449,999999996499,914857,30,False,,,no_selection,1,0,True,,False
1000000000000,audit_least_factor_progression_visible_prime,999999996371,999999996419,999999996449,999999996499,914857,30,False,,,no_selection,0,0,True,,False
1000000000000,audit_least_factor_progression_visible_prime_wheel_open,999999996371,999999996419,999999996449,999999996499,914857,30,False,,,no_selection,0,0,True,,False
1000000000000,visible_prime_residue_advance,999999996211,999999996217,999999996223,999999996339,90583,6,False,999999996223,0,correct,6,0,True,,True
1000000000000,visible_prime_residue_advance_wheel_open,999999996211,999999996217,999999996223,999999996339,90583,6,False,999999996223,0,correct,6,0,True,,True
1000000000000,visible_integer_residue_advance,999999996211,999999996217,999999996223,999999996339,90583,6,False,999999996223,0,correct,6,0,True,,True
1000000000000,visible_integer_residue_advance_wheel_open,999999996211,999999996217,999999996223,999999996339,90583,6,False,999999996223,0,correct,6,0,True,,True
1000000000000,materialized_witness_residue_advance,999999996211,999999996217,999999996223,999999996339,90583,6,False,,,no_selection,0,0,False,missing_materialized_candidate_rows,True
1000000000000,materialized_witness_residue_advance_wheel_open,999999996211,999999996217,999999996223,999999996339,90583,6,False,,,no_selection,0,0,False,missing_materialized_candidate_rows,True
1000000000000,audit_q0_plus_least_factor,999999996211,999999996217,999999996223,999999996339,90583,6,False,,,no_selection,1,0,True,,False
1000000000000,audit_least_factor_progression_visible_prime,999999996211,999999996217,999999996223,999999996339,90583,6,False,,,no_selection,0,0,True,,False
1000000000000,audit_least_factor_progression_visible_prime_wheel_open,999999996211,999999996217,999999996223,999999996339,90583,6,False,,,no_selection,0,0,True,,False
1000000000000,visible_prime_residue_advance,999999996137,999999996173,999999996197,999999996265,169313,24,False,999999996197,0,correct,24,0,True,,True
1000000000000,visible_prime_residue_advance_wheel_open,999999996137,999999996173,999999996197,999999996265,169313,24,False,999999996197,0,correct,24,0,True,,True
1000000000000,visible_integer_residue_advance,999999996137,999999996173,999999996197,999999996265,169313,24,False,999999996197,0,correct,24,0,True,,True
1000000000000,visible_integer_residue_advance_wheel_open,999999996137,999999996173,999999996197,999999996265,169313,24,False,999999996197,0,correct,24,0,True,,True
1000000000000,materialized_witness_residue_advance,999999996137,999999996173,999999996197,999999996265,169313,24,False,,,no_selection,0,0,False,missing_materialized_candidate_rows,True
1000000000000,materialized_witness_residue_advance_wheel_open,999999996137,999999996173,999999996197,999999996265,169313,24,False,,,no_selection,0,0,False,missing_materialized_candidate_rows,True
1000000000000,audit_q0_plus_least_factor,999999996137,999999996173,999999996197,999999996265,169313,24,False,,,no_selection,1,0,True,,False
1000000000000,audit_least_factor_progression_visible_prime,999999996137,999999996173,999999996197,999999996265,169313,24,False,,,no_selection,0,0,True,,False
1000000000000,audit_least_factor_progression_visible_prime_wheel_open,999999996137,999999996173,999999996197,999999996265,169313,24,False,,,no_selection,0,0,True,,False
1000000000000,visible_prime_residue_advance,999999996097,999999996133,999999996137,999999996225,440831,4,False,999999996137,0,correct,4,0,True,,True
1000000000000,visible_prime_residue_advance_wheel_open,999999996097,999999996133,999999996137,999999996225,440831,4,False,999999996137,0,correct,4,0,True,,True
1000000000000,visible_integer_residue_advance,999999996097,999999996133,999999996137,999999996225,440831,4,False,999999996137,0,correct,4,0,True,,True
1000000000000,visible_integer_residue_advance_wheel_open,999999996097,999999996133,999999996137,999999996225,440831,4,False,999999996137,0,correct,4,0,True,,True
1000000000000,materialized_witness_residue_advance,999999996097,999999996133,999999996137,999999996225,440831,4,False,,,no_selection,0,0,False,missing_materialized_candidate_rows,True
1000000000000,materialized_witness_residue_advance_wheel_open,999999996097,999999996133,999999996137,999999996225,440831,4,False,,,no_selection,0,0,False,missing_materialized_candidate_rows,True
1000000000000,audit_q0_plus_least_factor,999999996097,999999996133,999999996137,999999996225,440831,4,False,,,no_selection,1,0,True,,False
1000000000000,audit_least_factor_progression_visible_prime,999999996097,999999996133,999999996137,999999996225,440831,4,False,,,no_selection,0,0,True,,False
1000000000000,audit_least_factor_progression_visible_prime_wheel_open,999999996097,999999996133,999999996137,999999996225,440831,4,False,,,no_selection,0,0,True,,False
1000000000000,visible_prime_residue_advance,999999995993,999999996011,999999996097,999999996121,150989,86,False,999999996019,-78,selected_too_early,8,0,True,,True
1000000000000,visible_prime_residue_advance_wheel_open,999999995993,999999996011,999999996097,999999996121,150989,86,False,999999996019,-78,selected_too_early,8,0,True,,True
1000000000000,visible_integer_residue_advance,999999995993,999999996011,999999996097,999999996121,150989,86,False,999999996019,-78,selected_too_early,8,0,True,,True
1000000000000,visible_integer_residue_advance_wheel_open,999999995993,999999996011,999999996097,999999996121,150989,86,False,999999996019,-78,selected_too_early,8,0,True,,True
1000000000000,materialized_witness_residue_advance,999999995993,999999996011,999999996097,999999996121,150989,86,False,,,no_selection,0,0,False,missing_materialized_candidate_rows,True
1000000000000,materialized_witness_residue_advance_wheel_open,999999995993,999999996011,999999996097,999999996121,150989,86,False,,,no_selection,0,0,False,missing_materialized_candidate_rows,True
1000000000000,audit_q0_plus_least_factor,999999995993,999999996011,999999996097,999999996121,150989,86,False,,,no_selection,1,0,True,,False
1000000000000,audit_least_factor_progression_visible_prime,999999995993,999999996011,999999996097,999999996121,150989,86,False,,,no_selection,0,0,True,,False
1000000000000,audit_least_factor_progression_visible_prime_wheel_open,999999995993,999999996011,999999996097,999999996121,150989,86,False,,,no_selection,0,0,True,,False
1000000000000,visible_prime_residue_advance,999999995899,999999995909,999999995933,999999996027,298801,24,False,999999995933,0,correct,24,0,True,,True
1000000000000,visible_prime_residue_advance_wheel_open,999999995899,999999995909,999999995933,999999996027,298801,24,False,999999995933,0,correct,24,0,True,,True
1000000000000,visible_integer_residue_advance,999999995899,999999995909,999999995933,999999996027,298801,24,False,999999995933,0,correct,24,0,True,,True
1000000000000,visible_integer_residue_advance_wheel_open,999999995899,999999995909,999999995933,999999996027,298801,24,False,999999995933,0,correct,24,0,True,,True
1000000000000,materialized_witness_residue_advance,999999995899,999999995909,999999995933,999999996027,298801,24,False,,,no_selection,0,0,False,missing_materialized_candidate_rows,True
1000000000000,materialized_witness_residue_advance_wheel_open,999999995899,999999995909,999999995933,999999996027,298801,24,False,,,no_selection,0,0,False,missing_materialized_candidate_rows,True
1000000000000,audit_q0_plus_least_factor,999999995899,999999995909,999999995933,999999996027,298801,24,False,,,no_selection,1,0,True,,False
1000000000000,audit_least_factor_progression_visible_prime,999999995899,999999995909,999999995933,999999996027,298801,24,False,,,no_selection,0,0,True,,False
1000000000000,audit_least_factor_progression_visible_prime_wheel_open,999999995899,999999995909,999999995933,999999996027,298801,24,False,,,no_selection,0,0,True,,False
1000000000000,visible_prime_residue_advance,999999995773,999999995837,999999995857,999999995901,215681,20,False,999999995857,0,correct,20,0,True,,True
1000000000000,visible_prime_residue_advance_wheel_open,999999995773,999999995837,999999995857,999999995901,215681,20,False,999999995857,0,correct,20,0,True,,True
1000000000000,visible_integer_residue_advance,999999995773,999999995837,999999995857,999999995901,215681,20,False,999999995857,0,correct,20,0,True,,True
1000000000000,visible_integer_residue_advance_wheel_open,999999995773,999999995837,999999995857,999999995901,215681,20,False,999999995857,0,correct,20,0,True,,True
1000000000000,materialized_witness_residue_advance,999999995773,999999995837,999999995857,999999995901,215681,20,False,,,no_selection,0,0,False,missing_materialized_candidate_rows,True
1000000000000,materialized_witness_residue_advance_wheel_open,999999995773,999999995837,999999995857,999999995901,215681,20,False,,,no_selection,0,0,False,missing_materialized_candidate_rows,True
1000000000000,audit_q0_plus_least_factor,999999995773,999999995837,999999995857,999999995901,215681,20,False,,,no_selection,1,0,True,,False
1000000000000,audit_least_factor_progression_visible_prime,999999995773,999999995837,999999995857,999999995901,215681,20,False,,,no_selection,0,0,True,,False
1000000000000,audit_least_factor_progression_visible_prime_wheel_open,999999995773,999999995837,999999995857,999999995901,215681,20,False,,,no_selection,0,0,True,,False
1000000000000,visible_prime_residue_advance,999999995653,999999995681,999999995711,999999995781,65099,30,False,999999995689,-22,selected_too_early,8,0,True,,True
1000000000000,visible_prime_residue_advance_wheel_open,999999995653,999999995681,999999995711,999999995781,65099,30,False,999999995689,-22,selected_too_early,8,0,True,,True
1000000000000,visible_integer_residue_advance,999999995653,999999995681,999999995711,999999995781,65099,30,False,999999995689,-22,selected_too_early,8,0,True,,True
1000000000000,visible_integer_residue_advance_wheel_open,999999995653,999999995681,999999995711,999999995781,65099,30,False,999999995689,-22,selected_too_early,8,0,True,,True
1000000000000,materialized_witness_residue_advance,999999995653,999999995681,999999995711,999999995781,65099,30,False,,,no_selection,0,0,False,missing_materialized_candidate_rows,True
1000000000000,materialized_witness_residue_advance_wheel_open,999999995653,999999995681,999999995711,999999995781,65099,30,False,,,no_selection,0,0,False,missing_materialized_candidate_rows,True
1000000000000,audit_q0_plus_least_factor,999999995653,999999995681,999999995711,999999995781,65099,30,False,,,no_selection,1,0,True,,False
1000000000000,audit_least_factor_progression_visible_prime,999999995653,999999995681,999999995711,999999995781,65099,30,False,,,no_selection,0,0,True,,False
1000000000000,audit_least_factor_progression_visible_prime_wheel_open,999999995653,999999995681,999999995711,999999995781,65099,30,False,,,no_selection,0,0,True,,False
1000000000000,visible_prime_residue_advance,999999995581,999999995591,999999995653,999999995709,26431,62,False,999999995609,-44,selected_too_early,18,0,True,,True
1000000000000,visible_prime_residue_advance_wheel_open,999999995581,999999995591,999999995653,999999995709,26431,62,False,999999995609,-44,selected_too_early,18,0,True,,True
1000000000000,visible_integer_residue_advance,999999995581,999999995591,999999995653,999999995709,26431,62,False,999999995609,-44,selected_too_early,18,0,True,,True
1000000000000,visible_integer_residue_advance_wheel_open,999999995581,999999995591,999999995653,999999995709,26431,62,False,999999995609,-44,selected_too_early,18,0,True,,True
1000000000000,materialized_witness_residue_advance,999999995581,999999995591,999999995653,999999995709,26431,62,False,,,no_selection,0,0,False,missing_materialized_candidate_rows,True
1000000000000,materialized_witness_residue_advance_wheel_open,999999995581,999999995591,999999995653,999999995709,26431,62,False,,,no_selection,0,0,False,missing_materialized_candidate_rows,True
1000000000000,audit_q0_plus_least_factor,999999995581,999999995591,999999995653,999999995709,26431,62,False,,,no_selection,1,0,True,,False
1000000000000,audit_least_factor_progression_visible_prime,999999995581,999999995591,999999995653,999999995709,26431,62,False,,,no_selection,0,0,True,,False
1000000000000,audit_least_factor_progression_visible_prime_wheel_open,999999995581,999999995591,999999995653,999999995709,26431,62,False,,,no_selection,0,0,True,,False
1000000000000,visible_prime_residue_advance,999999995537,999999995539,999999995573,999999995665,30829,34,False,999999995549,-24,selected_too_early,10,0,True,,True
1000000000000,visible_prime_residue_advance_wheel_open,999999995537,999999995539,999999995573,999999995665,30829,34,False,999999995549,-24,selected_too_early,10,0,True,,True
1000000000000,visible_integer_residue_advance,999999995537,999999995539,999999995573,999999995665,30829,34,False,999999995549,-24,selected_too_early,10,0,True,,True
1000000000000,visible_integer_residue_advance_wheel_open,999999995537,999999995539,999999995573,999999995665,30829,34,False,999999995549,-24,selected_too_early,10,0,True,,True
1000000000000,materialized_witness_residue_advance,999999995537,999999995539,999999995573,999999995665,30829,34,False,,,no_selection,0,0,False,missing_materialized_candidate_rows,True
1000000000000,materialized_witness_residue_advance_wheel_open,999999995537,999999995539,999999995573,999999995665,30829,34,False,,,no_selection,0,0,False,missing_materialized_candidate_rows,True
1000000000000,audit_q0_plus_least_factor,999999995537,999999995539,999999995573,999999995665,30829,34,False,,,no_selection,1,0,True,,False
1000000000000,audit_least_factor_progression_visible_prime,999999995537,999999995539,999999995573,999999995665,30829,34,False,,,no_selection,0,0,True,,False
1000000000000,audit_least_factor_progression_visible_prime_wheel_open,999999995537,999999995539,999999995573,999999995665,30829,34,False,,,no_selection,0,0,True,,False
1000000000000,visible_prime_residue_advance,999999995497,999999995521,999999995537,999999995625,42451,16,False,999999995537,0,correct,16,0,True,,True
1000000000000,visible_prime_residue_advance_wheel_open,999999995497,999999995521,999999995537,999999995625,42451,16,False,999999995537,0,correct,16,0,True,,True
1000000000000,visible_integer_residue_advance,999999995497,999999995521,999999995537,999999995625,42451,16,False,999999995537,0,correct,16,0,True,,True
1000000000000,visible_integer_residue_advance_wheel_open,999999995497,999999995521,999999995537,999999995625,42451,16,False,999999995537,0,correct,16,0,True,,True
1000000000000,materialized_witness_residue_advance,999999995497,999999995521,999999995537,999999995625,42451,16,False,,,no_selection,0,0,False,missing_materialized_candidate_rows,True
1000000000000,materialized_witness_residue_advance_wheel_open,999999995497,999999995521,999999995537,999999995625,42451,16,False,,,no_selection,0,0,False,missing_materialized_candidate_rows,True
1000000000000,audit_q0_plus_least_factor,999999995497,999999995521,999999995537,999999995625,42451,16,False,,,no_selection,1,0,True,,False
1000000000000,audit_least_factor_progression_visible_prime,999999995497,999999995521,999999995537,999999995625,42451,16,False,,,no_selection,0,0,True,,False
1000000000000,audit_least_factor_progression_visible_prime_wheel_open,999999995497,999999995521,999999995537,999999995625,42451,16,False,,,no_selection,0,0,True,,False
1000000000000,visible_prime_residue_advance,999999995429,999999995441,999999995461,999999995557,291107,20,False,999999995461,0,correct,20,0,True,,True
1000000000000,visible_prime_residue_advance_wheel_open,999999995429,999999995441,999999995461,999999995557,291107,20,False,999999995461,0,correct,20,0,True,,True
1000000000000,visible_integer_residue_advance,999999995429,999999995441,999999995461,999999995557,291107,20,False,999999995461,0,correct,20,0,True,,True
1000000000000,visible_integer_residue_advance_wheel_open,999999995429,999999995441,999999995461,999999995557,291107,20,False,999999995461,0,correct,20,0,True,,True
1000000000000,materialized_witness_residue_advance,999999995429,999999995441,999999995461,999999995557,291107,20,False,,,no_selection,0,0,False,missing_materialized_candidate_rows,True
1000000000000,materialized_witness_residue_advance_wheel_open,999999995429,999999995441,999999995461,999999995557,291107,20,False,,,no_selection,0,0,False,missing_materialized_candidate_rows,True
1000000000000,audit_q0_plus_least_factor,999999995429,999999995441,999999995461,999999995557,291107,20,False,,,no_selection,1,0,True,,False
1000000000000,audit_least_factor_progression_visible_prime,999999995429,999999995441,999999995461,999999995557,291107,20,False,,,no_selection,0,0,True,,False
1000000000000,audit_least_factor_progression_visible_prime_wheel_open,999999995429,999999995441,999999995461,999999995557,291107,20,False,,,no_selection,0,0,True,,False
1000000000000,visible_prime_residue_advance,999999995383,999999995389,999999995413,999999995511,767359,24,False,999999995413,0,correct,24,0,True,,True
1000000000000,visible_prime_residue_advance_wheel_open,999999995383,999999995389,999999995413,999999995511,767359,24,False,999999995413,0,correct,24,0,True,,True
1000000000000,visible_integer_residue_advance,999999995383,999999995389,999999995413,999999995511,767359,24,False,999999995413,0,correct,24,0,True,,True
1000000000000,visible_integer_residue_advance_wheel_open,999999995383,999999995389,999999995413,999999995511,767359,24,False,999999995413,0,correct,24,0,True,,True
1000000000000,materialized_witness_residue_advance,999999995383,999999995389,999999995413,999999995511,767359,24,False,,,no_selection,0,0,False,missing_materialized_candidate_rows,True
1000000000000,materialized_witness_residue_advance_wheel_open,999999995383,999999995389,999999995413,999999995511,767359,24,False,,,no_selection,0,0,False,missing_materialized_candidate_rows,True
1000000000000,audit_q0_plus_least_factor,999999995383,999999995389,999999995413,999999995511,767359,24,False,,,no_selection,1,0,True,,False
1000000000000,audit_least_factor_progression_visible_prime,999999995383,999999995389,999999995413,999999995511,767359,24,False,,,no_selection,0,0,True,,False
1000000000000,audit_least_factor_progression_visible_prime_wheel_open,999999995383,999999995389,999999995413,999999995511,767359,24,False,,,no_selection,0,0,True,,False
1000000000000,visible_prime_residue_advance,999999995237,999999995257,999999995299,999999995365,344653,42,False,999999995299,0,correct,42,0,True,,True
1000000000000,visible_prime_residue_advance_wheel_open,999999995237,999999995257,999999995299,999999995365,344653,42,False,999999995299,0,correct,42,0,True,,True
1000000000000,visible_integer_residue_advance,999999995237,999999995257,999999995299,999999995365,344653,42,False,999999995299,0,correct,42,0,True,,True
1000000000000,visible_integer_residue_advance_wheel_open,999999995237,999999995257,999999995299,999999995365,344653,42,False,999999995299,0,correct,42,0,True,,True
1000000000000,materialized_witness_residue_advance,999999995237,999999995257,999999995299,999999995365,344653,42,False,,,no_selection,0,0,False,missing_materialized_candidate_rows,True
1000000000000,materialized_witness_residue_advance_wheel_open,999999995237,999999995257,999999995299,999999995365,344653,42,False,,,no_selection,0,0,False,missing_materialized_candidate_rows,True
1000000000000,audit_q0_plus_least_factor,999999995237,999999995257,999999995299,999999995365,344653,42,False,,,no_selection,1,0,True,,False
1000000000000,audit_least_factor_progression_visible_prime,999999995237,999999995257,999999995299,999999995365,344653,42,False,,,no_selection,0,0,True,,False
1000000000000,audit_least_factor_progression_visible_prime_wheel_open,999999995237,999999995257,999999995299,999999995365,344653,42,False,,,no_selection,0,0,True,,False
1000000000000,visible_prime_residue_advance,999999995207,999999995233,999999995237,999999995335,10259,4,False,999999995237,0,correct,4,0,True,,True
1000000000000,visible_prime_residue_advance_wheel_open,999999995207,999999995233,999999995237,999999995335,10259,4,False,999999995237,0,correct,4,0,True,,True
1000000000000,visible_integer_residue_advance,999999995207,999999995233,999999995237,999999995335,10259,4,False,999999995237,0,correct,4,0,True,,True
1000000000000,visible_integer_residue_advance_wheel_open,999999995207,999999995233,999999995237,999999995335,10259,4,False,999999995237,0,correct,4,0,True,,True
1000000000000,materialized_witness_residue_advance,999999995207,999999995233,999999995237,999999995335,10259,4,False,,,no_selection,0,0,False,missing_materialized_candidate_rows,True
1000000000000,materialized_witness_residue_advance_wheel_open,999999995207,999999995233,999999995237,999999995335,10259,4,False,,,no_selection,0,0,False,missing_materialized_candidate_rows,True
1000000000000,audit_q0_plus_least_factor,999999995207,999999995233,999999995237,999999995335,10259,4,False,,,no_selection,1,0,True,,False
1000000000000,audit_least_factor_progression_visible_prime,999999995207,999999995233,999999995237,999999995335,10259,4,False,,,no_selection,0,0,True,,False
1000000000000,audit_least_factor_progression_visible_prime_wheel_open,999999995207,999999995233,999999995237,999999995335,10259,4,False,,,no_selection,0,0,True,,False
1000000000000,visible_prime_residue_advance,999999995177,999999995201,999999995207,999999995305,300977,6,False,999999995207,0,correct,6,0,True,,True
1000000000000,visible_prime_residue_advance_wheel_open,999999995177,999999995201,999999995207,999999995305,300977,6,False,999999995207,0,correct,6,0,True,,True
1000000000000,visible_integer_residue_advance,999999995177,999999995201,999999995207,999999995305,300977,6,False,999999995207,0,correct,6,0,True,,True
1000000000000,visible_integer_residue_advance_wheel_open,999999995177,999999995201,999999995207,999999995305,300977,6,False,999999995207,0,correct,6,0,True,,True
1000000000000,materialized_witness_residue_advance,999999995177,999999995201,999999995207,999999995305,300977,6,False,,,no_selection,0,0,False,missing_materialized_candidate_rows,True
1000000000000,materialized_witness_residue_advance_wheel_open,999999995177,999999995201,999999995207,999999995305,300977,6,False,,,no_selection,0,0,False,missing_materialized_candidate_rows,True
1000000000000,audit_q0_plus_least_factor,999999995177,999999995201,999999995207,999999995305,300977,6,False,,,no_selection,1,0,True,,False
1000000000000,audit_least_factor_progression_visible_prime,999999995177,999999995201,999999995207,999999995305,300977,6,False,,,no_selection,0,0,True,,False
1000000000000,audit_least_factor_progression_visible_prime_wheel_open,999999995177,999999995201,999999995207,999999995305,300977,6,False,,,no_selection,0,0,True,,False
1000000000000,visible_prime_residue_advance,999999995147,999999995149,999999995177,999999995275,10957,28,False,999999995171,-6,selected_too_early,22,0,True,,True
1000000000000,visible_prime_residue_advance_wheel_open,999999995147,999999995149,999999995177,999999995275,10957,28,False,999999995171,-6,selected_too_early,22,0,True,,True
1000000000000,visible_integer_residue_advance,999999995147,999999995149,999999995177,999999995275,10957,28,False,999999995171,-6,selected_too_early,22,0,True,,True
1000000000000,visible_integer_residue_advance_wheel_open,999999995147,999999995149,999999995177,999999995275,10957,28,False,999999995171,-6,selected_too_early,22,0,True,,True
1000000000000,materialized_witness_residue_advance,999999995147,999999995149,999999995177,999999995275,10957,28,False,,,no_selection,0,0,False,missing_materialized_candidate_rows,True
1000000000000,materialized_witness_residue_advance_wheel_open,999999995147,999999995149,999999995177,999999995275,10957,28,False,,,no_selection,0,0,False,missing_materialized_candidate_rows,True
1000000000000,audit_q0_plus_least_factor,999999995147,999999995149,999999995177,999999995275,10957,28,False,,,no_selection,1,0,True,,False
1000000000000,audit_least_factor_progression_visible_prime,999999995147,999999995149,999999995177,999999995275,10957,28,False,,,no_selection,0,0,True,,False
1000000000000,audit_least_factor_progression_visible_prime_wheel_open,999999995147,999999995149,999999995177,999999995275,10957,28,False,,,no_selection,0,0,True,,False
1000000000000,visible_prime_residue_advance,999999995131,999999995143,999999995147,999999995259,48649,4,False,999999995147,0,correct,4,0,True,,True
1000000000000,visible_prime_residue_advance_wheel_open,999999995131,999999995143,999999995147,999999995259,48649,4,False,999999995147,0,correct,4,0,True,,True
1000000000000,visible_integer_residue_advance,999999995131,999999995143,999999995147,999999995259,48649,4,False,999999995147,0,correct,4,0,True,,True
1000000000000,visible_integer_residue_advance_wheel_open,999999995131,999999995143,999999995147,999999995259,48649,4,False,999999995147,0,correct,4,0,True,,True
1000000000000,materialized_witness_residue_advance,999999995131,999999995143,999999995147,999999995259,48649,4,False,,,no_selection,0,0,False,missing_materialized_candidate_rows,True
1000000000000,materialized_witness_residue_advance_wheel_open,999999995131,999999995143,999999995147,999999995259,48649,4,False,,,no_selection,0,0,False,missing_materialized_candidate_rows,True
